Time,Currency,Impact,Event,Actual,Forecast,Previous,EffectDay,Effect60,Effect30,Effect15
2016-11-30 14:55:00,EUR,Medium,German Unemployment Change,-5K,-6K,-13K,-114.0,40.0,25.0,-8.0
2016-11-30 16:00:00,EUR,Medium,CPI Flash Estimate y/y,0.6%,0.6%,0.5%,-114.0,-29.0,-22.0,-17.0
2016-11-30 16:00:00,EUR,Medium,Core CPI Flash Estimate y/y,0.8%,0.8%,0.8%,-114.0,-29.0,-22.0,-17.0
2016-11-30 16:00:00,EUR,Low,Italian Prelim CPI m/m,-0.1%,-0.2%,-0.1%,-114.0,-29.0,-22.0,-17.0
2016-11-30 19:15:00,USD,High,ADP Non-Farm Employment Change,216K,161K,119K,-114.0,21.0,-16.0,-16.0
2016-11-30 19:30:00,USD,Medium,Core PCE Price Index m/m,0.1%,0.1%,0.1%,-114.0,-33.0,13.0,-7.0
2016-11-30 19:30:00,USD,Medium,Personal Spending m/m,0.3%,0.5%,0.7%,-114.0,-33.0,13.0,-7.0
2016-11-30 19:30:00,USD,Low,Personal Income m/m,0.6%,0.4%,0.4%,-114.0,-33.0,13.0,-7.0
2016-11-30 20:45:00,USD,Medium,Chicago PMI,57.6,52.1,50.6,-114.0,-59.0,-46.0,-19.0
2016-11-30 21:00:00,USD,Medium,Pending Home Sales m/m,0.1%,0.3%,1.4%,-114.0,-45.0,-45.0,-32.0
2016-11-30 21:30:00,USD,High,Crude Oil Inventories,-0.9M,0.7M,-1.3M,-114.0,-30.0,-23.0,-21.0
2016-12-01 14:15:00,EUR,Medium,Spanish Manufacturing PMI,54.5,53.7,53.3,63.0,-12.0,10.0,-8.0
2016-12-01 14:45:00,EUR,Low,Italian Manufacturing PMI,52.2,51.4,50.9,63.0,-19.0,-10.0,-10.0
2016-12-01 14:50:00,EUR,Low,French Final Manufacturing PMI,51.7,51.5,51.5,63.0,-19.0,10.0,9.0
2016-12-01 14:55:00,EUR,Low,German Final Manufacturing PMI,54.3,54.4,54.4,63.0,-19.0,-17.0,10.0
2016-12-01 15:00:00,EUR,Low,Final Manufacturing PMI,53.7,53.7,53.7,63.0,-19.0,-17.0,9.0
2016-12-01 15:00:00,EUR,Low,Italian Monthly Unemployment Rate,11.6%,11.6%,11.7%,63.0,-19.0,-17.0,9.0
2016-12-01 16:00:00,EUR,Low,Unemployment Rate,9.8%,10.0%,9.9%,63.0,34.0,14.0,14.0
2016-12-01 19:30:00,USD,High,Unemployment Claims,268K,252K,251K,63.0,-20.0,-20.0,-9.0
2016-12-01 20:45:00,USD,Low,Final Manufacturing PMI,54.1,53.9,53.9,63.0,-32.0,-15.0,12.0
2016-12-01 21:00:00,USD,High,ISM Manufacturing PMI,53.2,52.1,51.9,63.0,-37.0,-26.0,-10.0
2016-12-01 21:00:00,USD,Low,Construction Spending m/m,0.5%,0.6%,0.0%,63.0,-37.0,-26.0,-10.0
2016-12-01 21:00:00,USD,Low,ISM Manufacturing Prices,54.5,52.0,54.5,63.0,-37.0,-26.0,-10.0
2016-12-01 21:00:00,USD,Low,Wards Total Vehicle Sales,17.8M,17.7M,17.8M,63.0,-37.0,-26.0,-10.0
2016-12-01 21:30:00,USD,Low,Natural Gas Storage,-50B,-52B,-2B,63.0,-25.0,-18.0,-8.0
2016-12-01 21:30:00,USD,Low,Total Vehicle Sales,17.9M,17.9M,18.3M,63.0,-25.0,-18.0,-8.0
2016-12-02 14:00:00,EUR,Medium,Spanish Unemployment Change,24.8K,-25.8K,44.7K,69.0,-15.0,-9.0,-5.0
2016-12-02 16:00:00,EUR,Low,PPI m/m,0.8%,0.4%,0.1%,69.0,-20.0,9.0,9.0
2016-12-02 19:30:00,USD,High,Average Hourly Earnings m/m,-0.1%,0.2%,0.4%,69.0,22.0,-19.0,-7.0
2016-12-02 19:30:00,USD,High,Non-Farm Employment Change,178K,177K,142K,69.0,22.0,-19.0,-7.0
2016-12-02 19:30:00,USD,High,Unemployment Rate,4.6%,4.9%,4.9%,69.0,22.0,-19.0,-7.0
2016-12-05 14:15:00,EUR,Low,Spanish Services PMI,55.1,55.1,54.6,234.0,51.0,40.0,14.0
2016-12-05 14:45:00,EUR,Low,Italian Services PMI,53.3,51.4,51.0,234.0,67.0,34.0,-8.0
2016-12-05 14:50:00,EUR,Low,French Final Services PMI,51.6,52.6,52.6,234.0,67.0,42.0,-13.0
2016-12-05 14:55:00,EUR,Low,German Final Services PMI,55.1,55.0,55.0,234.0,67.0,42.0,14.0
2016-12-05 15:00:00,EUR,Low,Final Services PMI,53.8,54.1,54.1,234.0,67.0,65.0,34.0
2016-12-05 15:30:00,EUR,Low,Sentix Investor Confidence,10.0,14.7,13.1,234.0,-30.0,-25.0,21.0
2016-12-05 16:00:00,EUR,Low,Retail Sales m/m,1.1%,0.9%,-0.4%,234.0,22.0,11.0,8.0
2016-12-05 20:45:00,USD,Low,Final Services PMI,54.6,54.9,54.7,234.0,40.0,30.0,-11.0
2016-12-05 21:00:00,USD,High,ISM Services PMI,57.2,55.3,54.8,234.0,48.0,34.0,27.0
2016-12-06 13:00:00,EUR,Medium,German Factory Orders m/m,4.9%,0.6%,-0.3%,-79.0,-15.0,-11.0,-7.0
2016-12-06 16:00:00,EUR,Low,Revised GDP q/q,0.3%,0.3%,0.3%,-79.0,-21.0,-16.0,13.0
2016-12-06 19:30:00,USD,Medium,Revised Nonfarm Productivity q/q,3.1%,3.2%,3.1%,-79.0,-24.0,-21.0,14.0
2016-12-06 19:30:00,USD,Medium,Trade Balance,-42.6B,-41.5B,-36.2B,-79.0,-24.0,-21.0,14.0
2016-12-06 19:30:00,USD,Low,Revised Unit Labor Costs q/q,0.7%,0.4%,0.3%,-79.0,-24.0,-21.0,14.0
2016-12-06 21:00:00,USD,Medium,Factory Orders m/m,2.7%,2.5%,0.6%,-79.0,21.0,-15.0,-14.0
2016-12-06 21:00:00,USD,Low,IBD/TIPP Economic Optimism,54.8,52.3,51.4,-79.0,21.0,-15.0,-14.0
2016-12-07 13:00:00,EUR,Low,German Industrial Production m/m,0.3%,0.9%,-1.6%,70.0,-14.0,9.0,6.0
2016-12-07 13:45:00,EUR,Low,French Trade Balance,-5.2B,-4.2B,-4.8B,70.0,12.0,-8.0,5.0
2016-12-07 15:00:00,EUR,Low,Italian Quarterly Unemployment Rate,11.6%,11.6%,11.6%,70.0,20.0,20.0,10.0
2016-12-07 21:00:00,USD,Medium,JOLTS Job Openings,5.53M,5.53M,5.63M,70.0,16.0,14.0,-5.0
2016-12-07 21:30:00,USD,High,Crude Oil Inventories,-2.4M,-1.4M,-0.9M,70.0,29.0,8.0,-6.0
2016-12-08 02:00:00,USD,Low,Consumer Credit m/m,16.0B,17.5B,21.8B,-266.0,12.0,-9.0,-9.0
2016-12-08 12:30:00,EUR,Low,French Final Private Payrolls q/q,0.3%,0.3%,0.3%,-266.0,-10.0,-7.0,-7.0
2016-12-08 18:45:00,EUR,High,Main Refinancing Rate,0.00%,0.00%,0.00%,-266.0,19.0,7.0,-6.0
2016-12-08 19:30:00,USD,High,Unemployment Claims,258K,258K,268K,-266.0,-144.0,-124.0,12.0
2016-12-08 21:30:00,USD,Low,Natural Gas Storage,-42B,-44B,-50B,-266.0,-60.0,-48.0,-33.0
2016-12-09 13:00:00,EUR,Low,German Trade Balance,20.5B,20.8B,21.1B,-96.0,8.0,8.0,8.0
2016-12-09 13:45:00,EUR,Low,French Industrial Production m/m,-0.2%,0.6%,-1.4%,-96.0,17.0,5.0,-4.0
2016-12-09 21:00:00,USD,High,Prelim UoM Consumer Sentiment,98.0,94.3,93.8,-96.0,-26.0,-16.0,-16.0
2016-12-09 21:00:00,USD,Low,Final Wholesale Inventories m/m,-0.4%,-0.4%,-0.4%,-96.0,-26.0,-16.0,-16.0
2016-12-13 01:00:00,USD,Low,Federal Budget Balance,-136.7B,-99.5B,-44.2B,65.0,-10.0,-10.0,-8.0
2016-12-13 13:00:00,EUR,Low,German Final CPI m/m,0.1%,0.1%,0.1%,65.0,12.0,6.0,-5.0
2016-12-13 13:00:00,EUR,Low,German WPI m/m,0.1%,0.3%,0.4%,65.0,12.0,6.0,-5.0
2016-12-13 15:00:00,EUR,Low,Italian Industrial Production m/m,0.0%,0.3%,-0.8%,65.0,-30.0,-24.0,-11.0
2016-12-13 16:00:00,EUR,Medium,German ZEW Economic Sentiment,13.8,14.2,13.8,65.0,12.0,-11.0,-11.0
2016-12-13 16:00:00,EUR,Low,Final Employment Change q/q,0.2%,0.3%,0.4%,65.0,12.0,-11.0,-11.0
2016-12-13 16:00:00,EUR,Low,ZEW Economic Sentiment,18.1,16.5,15.8,65.0,12.0,-11.0,-11.0
2016-12-13 17:00:00,USD,Low,NFIB Small Business Index,98.4,96.7,94.9,65.0,-18.0,-13.0,-11.0
2016-12-13 19:30:00,USD,Medium,Import Prices m/m,-0.3%,-0.3%,0.4%,65.0,16.0,-9.0,6.0
2016-12-14 13:45:00,EUR,Low,French Final CPI m/m,0.0%,0.0%,0.0%,-52.0,21.0,10.0,4.0
2016-12-14 16:00:00,EUR,Low,Industrial Production m/m,-0.1%,0.2%,-0.9%,-52.0,11.0,9.0,-8.0
2016-12-14 19:30:00,USD,High,Core Retail Sales m/m,0.2%,0.4%,0.6%,-52.0,-16.0,-16.0,9.0
2016-12-14 19:30:00,USD,High,PPI m/m,0.4%,0.1%,0.0%,-52.0,-16.0,-16.0,9.0
2016-12-14 19:30:00,USD,High,Retail Sales m/m,0.1%,0.3%,0.6%,-52.0,-16.0,-16.0,9.0
2016-12-14 19:30:00,USD,Medium,Core PPI m/m,0.4%,0.2%,-0.2%,-52.0,-16.0,-16.0,9.0
2016-12-14 20:15:00,USD,Medium,Capacity Utilization Rate,75.0%,75.1%,75.4%,-52.0,-23.0,16.0,8.0
2016-12-14 20:15:00,USD,Medium,Industrial Production m/m,-0.4%,-0.2%,0.1%,-52.0,-23.0,16.0,8.0
2016-12-14 21:00:00,USD,Low,Business Inventories m/m,-0.2%,-0.1%,0.1%,-52.0,18.0,18.0,17.0
2016-12-14 21:30:00,USD,High,Crude Oil Inventories,-2.6M,-1.4M,-2.4M,-52.0,22.0,9.0,9.0
2016-12-15 01:00:00,USD,High,Federal Funds Rate,<0.75%,<0.75%,<0.50%,-303.0,-21.0,-13.0,-13.0
2016-12-15 14:00:00,EUR,Medium,French Flash Manufacturing PMI,53.5,51.9,51.7,-303.0,-26.0,-18.0,-18.0
2016-12-15 14:00:00,EUR,Medium,French Flash Services PMI,52.6,51.8,51.6,-303.0,-26.0,-18.0,-18.0
2016-12-15 14:30:00,EUR,Medium,German Flash Manufacturing PMI,55.5,54.6,54.3,-303.0,24.0,-22.0,-19.0
2016-12-15 14:30:00,EUR,Medium,German Flash Services PMI,53.8,55.0,55.1,-303.0,24.0,-22.0,-19.0
2016-12-15 15:00:00,EUR,Medium,Flash Manufacturing PMI,54.9,53.9,53.7,-303.0,34.0,-19.0,-16.0
2016-12-15 15:00:00,EUR,Medium,Flash Services PMI,53.1,53.9,53.8,-303.0,34.0,-19.0,-16.0
2016-12-15 19:30:00,USD,High,CPI m/m,0.2%,0.2%,0.4%,-303.0,-41.0,-23.0,-18.0
2016-12-15 19:30:00,USD,High,Core CPI m/m,0.2%,0.2%,0.1%,-303.0,-41.0,-23.0,-18.0
2016-12-15 19:30:00,USD,High,Philly Fed Manufacturing Index,21.5,9.1,7.6,-303.0,-41.0,-23.0,-18.0
2016-12-15 19:30:00,USD,High,Unemployment Claims,254K,255K,258K,-303.0,-41.0,-23.0,-18.0
2016-12-15 19:30:00,USD,Medium,Current Account,-113B,-111B,-118B,-303.0,-41.0,-23.0,-18.0
2016-12-15 19:30:00,USD,Medium,Empire State Manufacturing Index,9.0,3.2,1.5,-303.0,-41.0,-23.0,-18.0
2016-12-15 20:45:00,USD,Low,Flash Manufacturing PMI,54.2,54.2,54.1,-303.0,26.0,26.0,15.0
2016-12-15 21:00:00,USD,Low,NAHB Housing Market Index,70,63,63,-303.0,-21.0,-21.0,20.0
2016-12-15 21:30:00,USD,Low,Natural Gas Storage,-147B,-126B,-42B,-303.0,-45.0,-20.0,-17.0
2016-12-16 03:00:00,USD,Low,TIC Long-Term Purchases,9.4B,-32.3B,-26.2B,100.0,-20.0,-20.0,-20.0
2016-12-16 15:03:00,EUR,Low,Italian Trade Balance,4.30B,4.21B,3.67B,100.0,-19.0,-17.0,-17.0
2016-12-16 16:00:00,EUR,Medium,Final CPI y/y,0.6%,0.6%,0.6%,100.0,38.0,-12.0,-9.0
2016-12-16 16:00:00,EUR,Low,Final Core CPI y/y,0.8%,0.8%,0.8%,100.0,38.0,-12.0,-9.0
2016-12-16 16:00:00,EUR,Low,Trade Balance,19.7B,25.2B,24.4B,100.0,38.0,-12.0,-9.0
2016-12-16 19:30:00,USD,High,Building Permits,1.20M,1.24M,1.26M,100.0,-38.0,-35.0,-21.0
2016-12-16 19:30:00,USD,Medium,Housing Starts,1.09M,1.23M,1.34M,100.0,-38.0,-35.0,-21.0
2016-12-19 15:00:00,EUR,High,German ifo Business Climate,111.0,110.7,110.4,-68.0,12.0,-11.0,-11.0
2016-12-19 20:45:00,USD,Low,Flash Services PMI,53.4,55.2,54.6,-68.0,23.0,17.0,17.0
2016-12-20 13:00:00,EUR,Low,German PPI m/m,0.3%,0.1%,0.7%,-98.0,-21.0,-16.0,-15.0
2016-12-20 15:00:00,EUR,Low,Current Account,28.4B,24.2B,27.7B,-98.0,-18.0,-18.0,-15.0
2016-12-21 19:56:00,EUR,Low,Belgian NBB Business Climate,-0.2,-1.1,-1.8,68.0,16.0,14.0,-9.0
2016-12-21 20:58:00,EUR,Low,Consumer Confidence,-5,-6,-6,68.0,15.0,-14.0,14.0
2016-12-21 21:00:00,USD,Medium,Existing Home Sales,5.61M,5.52M,5.57M,68.0,15.0,-14.0,13.0
2016-12-21 21:30:00,USD,High,Crude Oil Inventories,2.3M,-2.4M,-2.6M,68.0,-15.0,-12.0,9.0
2016-12-22 13:00:00,EUR,Low,German Import Prices m/m,0.7%,0.2%,0.9%,80.0,15.0,5.0,-4.0
2016-12-22 16:00:00,EUR,Low,Italian Retail Sales m/m,1.2%,0.4%,-0.5%,80.0,14.0,14.0,12.0
2016-12-22 19:30:00,USD,High,Core Durable Goods Orders m/m,0.5%,0.2%,0.8%,80.0,-18.0,-12.0,-5.0
2016-12-22 19:30:00,USD,High,Final GDP q/q,3.5%,3.3%,3.2%,80.0,-18.0,-12.0,-5.0
2016-12-22 19:30:00,USD,High,Unemployment Claims,275K,255K,254K,80.0,-18.0,-12.0,-5.0
2016-12-22 19:30:00,USD,Medium,Durable Goods Orders m/m,-4.6%,-4.9%,4.6%,80.0,-18.0,-12.0,-5.0
2016-12-22 19:30:00,USD,Low,Final GDP Price Index q/q,1.4%,1.4%,1.4%,80.0,-18.0,-12.0,-5.0
2016-12-22 20:00:00,USD,Low,HPI m/m,0.4%,0.4%,0.6%,80.0,-24.0,-18.0,-9.0
2016-12-22 21:00:00,USD,Medium,Core PCE Price Index m/m,0.0%,0.1%,0.1%,80.0,26.0,26.0,16.0
2016-12-22 21:00:00,USD,Medium,Personal Spending m/m,0.2%,0.4%,0.4%,80.0,26.0,26.0,16.0
2016-12-22 21:00:00,USD,Low,CB Leading Index m/m,0.0%,0.2%,0.1%,80.0,26.0,26.0,16.0
2016-12-22 21:00:00,USD,Low,Personal Income m/m,0.0%,0.3%,0.5%,80.0,26.0,26.0,16.0
2016-12-22 21:30:00,USD,Low,Natural Gas Storage,-209B,-201B,-147B,80.0,48.0,12.0,-9.0
2016-12-23 13:00:00,EUR,Low,German GfK Consumer Climate,9.9,9.8,9.8,42.0,-11.0,7.0,-4.0
2016-12-23 13:45:00,EUR,Low,French Consumer Spending m/m,0.4%,0.1%,0.8%,42.0,-9.0,7.0,-4.0
2016-12-23 21:00:00,USD,Medium,New Home Sales,592K,575K,563K,42.0,15.0,13.0,9.0
2016-12-23 21:00:00,USD,Medium,Revised UoM Consumer Sentiment,98.2,98.2,98.0,42.0,15.0,13.0,9.0
2016-12-27 20:00:00,USD,Low,S&P/CS Composite-20 HPI y/y,5.1%,5.0%,5.0%,31.0,-6.0,5.0,4.0
2016-12-27 20:59:00,USD,Low,Richmond Manufacturing Index,8,5,4,31.0,12.0,10.0,8.0
2016-12-27 21:00:00,USD,High,CB Consumer Confidence,113.7,108.9,109.4,31.0,12.0,10.0,8.0
2016-12-28 21:00:00,USD,Medium,Pending Home Sales m/m,-2.5%,0.6%,0.1%,-95.0,-13.0,-6.0,-6.0
2016-12-29 15:00:00,EUR,Medium,M3 Money Supply y/y,4.8%,4.4%,4.4%,120.0,-12.0,5.0,-5.0
2016-12-29 15:00:00,EUR,Low,Private Loans y/y,1.9%,1.9%,1.8%,120.0,-12.0,5.0,-5.0
2016-12-29 19:30:00,USD,High,Unemployment Claims,265K,277K,275K,120.0,-16.0,-15.0,-7.0
2016-12-29 19:30:00,USD,Low,Goods Trade Balance,-65.3B,-61.5B,-61.9B,120.0,-16.0,-15.0,-7.0
2016-12-29 19:30:00,USD,Low,Prelim Wholesale Inventories m/m,0.9%,0.1%,-0.1%,120.0,-16.0,-15.0,-7.0
2016-12-29 21:30:00,USD,Low,Natural Gas Storage,-237B,-219B,-209B,120.0,18.0,10.0,9.0
2016-12-29 22:00:00,USD,High,Crude Oil Inventories,0.6M,-1.3M,2.3M,120.0,35.0,9.0,8.0
2016-12-30 14:00:00,EUR,Medium,Spanish Flash CPI y/y,1.5%,0.9%,0.7%,185.0,-30.0,-11.0,9.0
2016-12-30 20:45:00,USD,Medium,Chicago PMI,54.6,56.5,57.6,185.0,-28.0,-18.0,-14.0
