Time,Currency,Impact,Event,Actual,Forecast,Previous,EffectDay,Effect60,Effect30,Effect15
2015-01-20 21:00:00,USD,Medium,NAHB Housing Market Index,57,58,58,,,,
2015-01-21 19:30:00,USD,High,Building Permits,1.03M,1.06M,1.05M,,,,
2015-01-21 19:30:00,USD,Medium,Housing Starts,1.09M,1.04M,1.04M,,,,
2015-01-22 14:00:00,EUR,Medium,Spanish Unemployment Rate,23.7%,23.6%,23.7%,,,,
2015-01-22 16:00:00,EUR,Low,Italian Retail Sales m/m,0.1%,0.1%,0.0%,,,,
2015-01-22 18:45:00,EUR,High,Main Refinancing Rate,0.05%,0.05%,0.05%,,,,
2015-01-22 19:30:00,USD,High,Unemployment Claims,307K,301K,317K,,,,
2015-01-22 20:00:00,USD,Low,HPI m/m,0.8%,0.4%,0.4%,,,,
2015-01-22 21:00:00,EUR,Low,Consumer Confidence,-9,-11,-11,,,,
2015-01-22 21:30:00,USD,Low,Natural Gas Storage,-216B,-231B,-236B,,,,
2015-01-22 22:00:00,USD,Medium,Crude Oil Inventories,10.1M,2.5M,5.4M,,,,
2015-01-23 14:00:00,EUR,High,French Flash Manufacturing PMI,49.5,48.1,47.5,,,,
2015-01-23 14:00:00,EUR,Medium,French Flash Services PMI,49.5,50.9,50.6,,,,
2015-01-23 14:30:00,EUR,High,German Flash Manufacturing PMI,51.0,51.8,51.2,,,,
2015-01-23 14:30:00,EUR,Medium,German Flash Services PMI,52.7,52.6,52.1,,,,
2015-01-23 15:00:00,EUR,Medium,Flash Manufacturing PMI,51.0,51.0,50.6,,,,
2015-01-23 15:00:00,EUR,Medium,Flash Services PMI,52.3,52.1,51.6,,,,
2015-01-23 20:00:00,EUR,Low,Belgian NBB Business Climate,-8.8,-6.1,-6.9,,,,
2015-01-23 20:45:00,USD,Medium,Flash Manufacturing PMI,53.7,54.1,53.9,,,,
2015-01-23 21:00:00,USD,Medium,Existing Home Sales,5.04M,5.08M,4.92M,,,,
2015-01-23 21:00:00,USD,Low,CB Leading Index m/m,0.5%,0.5%,0.4%,,,,
2015-01-26 15:00:00,EUR,High,German ifo Business Climate,106.7,106.7,105.5,,,,
2015-01-27 19:30:00,USD,High,Core Durable Goods Orders m/m,-0.8%,0.6%,-0.7%,,,,
2015-01-27 19:30:00,USD,Medium,Durable Goods Orders m/m,-3.4%,0.6%,-0.9%,,,,
2015-01-27 20:00:00,USD,Low,S&P/CS Composite-20 HPI y/y,4.3%,4.4%,4.5%,,,,
2015-01-27 20:45:00,USD,Low,Flash Services PMI,54.0,53.9,53.3,,,,
2015-01-27 20:59:00,USD,Low,Richmond Manufacturing Index,6,6,7,,,,
2015-01-27 21:00:00,USD,High,CB Consumer Confidence,102.9,95.3,93.1,,,,
2015-01-27 21:00:00,USD,High,New Home Sales,481K,452K,431K,,,,
2015-01-28 13:00:00,EUR,Medium,German GfK Consumer Climate,9.3,9.2,9.0,,,,
2015-01-28 13:00:00,EUR,Low,German Import Prices m/m,-1.7%,-1.4%,-0.8%,,,,
2015-01-28 21:30:00,USD,Medium,Crude Oil Inventories,8.9M,4.2M,10.1M,,,,
2015-01-29 01:00:00,USD,High,Federal Funds Rate,<0.25%,<0.25%,<0.25%,,,,
2015-01-29 13:00:00,EUR,High,German Prelim CPI m/m,-1.0%,-0.8%,0.0%,,,,
2015-01-29 14:55:00,EUR,Medium,German Unemployment Change,-9K,-9K,-25K,,,,
2015-01-29 15:00:00,EUR,Medium,M3 Money Supply y/y,3.6%,3.6%,3.1%,,,,
2015-01-29 15:00:00,EUR,Medium,Private Loans y/y,-0.5%,-0.5%,-0.9%,,,,
2015-01-29 19:30:00,USD,High,Unemployment Claims,265K,301K,308K,,,,
2015-01-29 21:00:00,USD,Medium,Pending Home Sales m/m,-3.7%,0.6%,0.6%,,,,
2015-01-29 21:30:00,USD,Low,Natural Gas Storage,-94B,-113B,-216B,,,,
2015-01-30 13:00:00,EUR,Medium,German Retail Sales m/m,0.2%,0.4%,0.9%,,,,
2015-01-30 13:45:00,EUR,Medium,French Consumer Spending m/m,1.5%,0.3%,0.2%,,,,
2015-01-30 14:00:00,EUR,Medium,Spanish Flash CPI y/y,-1.4%,-1.5%,-1.0%,,,,
2015-01-30 14:00:00,EUR,Medium,Spanish Flash GDP q/q,0.7%,0.5%,0.5%,,,,
2015-01-30 15:00:00,EUR,Low,Italian Monthly Unemployment Rate,12.9%,13.5%,13.3%,,,,
2015-01-30 16:00:00,EUR,High,CPI Flash Estimate y/y,-0.6%,-0.5%,-0.2%,,,,
2015-01-30 16:00:00,EUR,Medium,Core CPI Flash Estimate y/y,0.6%,0.6%,0.7%,,,,
2015-01-30 16:00:00,EUR,Medium,Unemployment Rate,11.4%,11.5%,11.5%,,,,
2015-01-30 19:30:00,USD,High,Advance GDP q/q,2.6%,3.0%,5.0%,,,,
2015-01-30 19:30:00,USD,Medium,Advance GDP Price Index q/q,0.0%,0.9%,1.4%,,,,
2015-01-30 19:30:00,USD,Medium,Employment Cost Index q/q,0.6%,0.6%,0.7%,,,,
2015-01-30 20:45:00,USD,Medium,Chicago PMI,59.4,57.7,58.3,,,,
2015-01-30 21:00:00,USD,Medium,Revised UoM Consumer Sentiment,98.1,98.5,98.2,,,,
2015-02-02 14:15:00,EUR,Medium,Spanish Manufacturing PMI,54.7,54.2,53.8,,,,
2015-02-02 14:45:00,EUR,Medium,Italian Manufacturing PMI,49.9,49.3,48.4,,,,
2015-02-02 14:50:00,EUR,Low,French Final Manufacturing PMI,49.2,49.5,49.5,,,,
2015-02-02 14:55:00,EUR,Medium,German Final Manufacturing PMI,50.9,51.0,51.0,,,,
2015-02-02 15:00:00,EUR,Low,Final Manufacturing PMI,51.0,51.0,51.0,,,,
2015-02-02 19:30:00,USD,Medium,Core PCE Price Index m/m,0.0%,0.0%,0.0%,,,,
2015-02-02 19:30:00,USD,Medium,Personal Spending m/m,-0.3%,-0.1%,0.5%,,,,
2015-02-02 19:30:00,USD,Low,Personal Income m/m,0.3%,0.2%,0.3%,,,,
2015-02-02 20:45:00,USD,Low,Final Manufacturing PMI,53.9,54.1,53.7,,,,
2015-02-02 21:00:00,USD,High,ISM Manufacturing PMI,53.5,54.9,55.5,,,,
2015-02-02 21:00:00,USD,Low,Construction Spending m/m,0.4%,0.9%,-0.2%,,,,
2015-02-02 21:00:00,USD,Low,ISM Manufacturing Prices,35.0,40.1,38.5,,,,
2015-02-03 14:00:00,EUR,High,Spanish Unemployment Change,78.0K,83.4K,-64.4K,,,,
2015-02-03 16:00:00,EUR,Low,PPI m/m,-1.0%,-0.7%,-0.3%,,,,
2015-02-03 16:00:00,EUR,Low,Italian Prelim CPI m/m,-0.4%,-0.1%,0.0%,,,,
2015-02-03 21:00:00,USD,Medium,Factory Orders m/m,-3.4%,-1.8%,-1.7%,,,,
2015-02-03 21:06:00,USD,Low,Total Vehicle Sales,16.7M,17.0M,16.9M,,,,
2015-02-04 14:15:00,EUR,Medium,Spanish Services PMI,56.7,54.5,54.3,,,,
2015-02-04 14:45:00,EUR,Medium,Italian Services PMI,51.2,49.9,49.4,,,,
2015-02-04 14:50:00,EUR,Low,French Final Services PMI,49.4,49.5,49.5,,,,
2015-02-04 14:55:00,EUR,Medium,German Final Services PMI,54.0,52.7,52.7,,,,
2015-02-04 15:00:00,EUR,Low,Final Services PMI,52.7,52.3,52.3,,,,
2015-02-04 16:00:00,EUR,Medium,Retail Sales m/m,0.3%,-0.1%,0.7%,,,,
2015-02-04 19:15:00,USD,High,ADP Non-Farm Employment Change,213K,224K,253K,,,,
2015-02-04 20:45:00,USD,Low,Final Services PMI,54.2,54.3,54.0,,,,
2015-02-04 21:00:00,USD,High,ISM Services PMI,56.7,56.6,56.2,,,,
2015-02-04 21:30:00,USD,Medium,Crude Oil Inventories,6.3M,4.0M,8.9M,,,,
2015-02-05 13:00:00,EUR,Medium,German Factory Orders m/m,4.2%,1.4%,-2.4%,,,,
2015-02-05 19:30:00,USD,High,Trade Balance,-46.6B,-38.2B,-39.8B,,,,
2015-02-05 19:30:00,USD,High,Unemployment Claims,278K,287K,267K,,,,
2015-02-05 19:30:00,USD,Medium,Prelim Nonfarm Productivity q/q,-1.8%,0.3%,2.3%,,,,
2015-02-05 19:30:00,USD,Medium,Prelim Unit Labor Costs q/q,2.7%,1.3%,-1.0%,,,,
2015-02-05 21:30:00,USD,Low,Natural Gas Storage,-115B,-119B,-94B,,,,
2015-02-06 13:00:00,EUR,Low,German Industrial Production m/m,0.1%,0.4%,0.1%,,,,
2015-02-06 13:45:00,EUR,Low,French Trade Balance,-3.4B,-3.1B,-3.1B,,,,
2015-02-06 19:30:00,USD,High,Non-Farm Employment Change,257K,236K,329K,,,,
2015-02-06 19:30:00,USD,High,Unemployment Rate,5.7%,5.6%,5.6%,,,,
2015-02-06 19:30:00,USD,Medium,Average Hourly Earnings m/m,0.5%,0.3%,-0.2%,,,,
2015-02-07 02:00:00,USD,Low,Consumer Credit m/m,14.8B,14.6B,13.5B,,,,
2015-02-09 13:00:00,EUR,Low,German Trade Balance,21.8B,18.2B,17.9B,,,,
2015-02-09 15:30:00,EUR,Low,Sentix Investor Confidence,12.4,3.4,0.9,,,,
2015-02-10 13:45:00,EUR,Medium,French Industrial Production m/m,1.5%,0.3%,-0.2%,,,,
2015-02-10 15:00:00,EUR,Low,Italian Industrial Production m/m,0.4%,0.1%,0.3%,,,,
2015-02-10 20:00:00,USD,Low,NFIB Small Business Index,97.9,101.3,100.4,,,,
2015-02-10 21:00:00,USD,Medium,JOLTS Job Openings,5.03M,5.03M,4.85M,,,,
2015-02-10 21:00:00,USD,Low,Final Wholesale Inventories m/m,0.1%,0.2%,0.8%,,,,
2015-02-10 21:00:00,USD,Low,IBD/TIPP Economic Optimism,47.5,51.4,51.5,,,,
2015-02-11 21:30:00,USD,Medium,Crude Oil Inventories,4.9M,3.7M,6.3M,,,,
2015-02-12 01:00:00,USD,Low,Federal Budget Balance,-17.5B,-2.6B,1.9B,,,,
2015-02-12 13:00:00,EUR,Low,German Final CPI m/m,-1.1%,-1.0%,-1.0%,,,,
2015-02-12 16:00:00,EUR,Low,Industrial Production m/m,0.0%,0.3%,0.1%,,,,
2015-02-12 19:30:00,USD,High,Core Retail Sales m/m,-0.9%,-0.4%,-0.9%,,,,
2015-02-12 19:30:00,USD,High,Retail Sales m/m,-0.8%,-0.4%,-0.9%,,,,
2015-02-12 19:30:00,USD,High,Unemployment Claims,304K,282K,279K,,,,
2015-02-12 21:00:00,USD,Medium,Business Inventories m/m,0.1%,0.2%,0.2%,,,,
2015-02-12 21:30:00,USD,Low,Natural Gas Storage,-160B,-165B,-115B,,,,
2015-02-13 12:30:00,EUR,Medium,French Prelim GDP q/q,0.1%,0.1%,0.3%,,,,
2015-02-13 13:00:00,EUR,Medium,German Prelim GDP q/q,0.7%,0.3%,0.1%,,,,
2015-02-13 13:00:00,EUR,Low,German WPI m/m,-0.4%,0.4%,-1.0%,,,,
2015-02-13 13:45:00,EUR,Medium,French Prelim Private Payrolls q/q,0.0%,-0.1%,-0.3%,,,,
2015-02-13 15:00:00,EUR,Medium,Italian Prelim GDP q/q,0.0%,0.0%,-0.1%,,,,
2015-02-13 16:00:00,EUR,Medium,Flash GDP q/q,0.3%,0.2%,0.2%,,,,
2015-02-13 19:30:00,USD,Medium,Import Prices m/m,-2.8%,-3.1%,-1.9%,,,,
2015-02-13 21:00:00,USD,High,Prelim UoM Consumer Sentiment,93.6,98.2,98.1,,,,
2015-02-16 16:00:00,EUR,Low,Trade Balance,23.3B,21.3B,21.6B,,,,
2015-02-17 15:00:00,EUR,Low,Italian Trade Balance,5.76B,3.27B,3.54B,,,,
2015-02-17 16:00:00,EUR,High,German ZEW Economic Sentiment,53.0,55.4,48.4,,,,
2015-02-17 16:00:00,EUR,Medium,ZEW Economic Sentiment,52.7,51.3,45.2,,,,
2015-02-17 19:30:00,USD,Medium,Empire State Manufacturing Index,7.8,8.9,10.0,,,,
2015-02-17 21:00:00,USD,Medium,NAHB Housing Market Index,55,58,57,,,,
2015-02-18 19:30:00,USD,High,Building Permits,1.05M,1.08M,1.06M,,,,
2015-02-18 19:30:00,USD,High,PPI m/m,-0.8%,-0.4%,-0.3%,,,,
2015-02-18 19:30:00,USD,Medium,Core PPI m/m,-0.1%,0.1%,0.3%,,,,
2015-02-18 19:30:00,USD,Medium,Housing Starts,1.07M,1.07M,1.09M,,,,
2015-02-18 20:15:00,USD,Medium,Capacity Utilization Rate,79.4%,79.9%,79.4%,,,,
2015-02-18 20:15:00,USD,Medium,Industrial Production m/m,0.2%,0.5%,-0.3%,,,,
2015-02-19 03:00:00,USD,Low,TIC Long-Term Purchases,35.4B,41.3B,33.5B,,,,
2015-02-19 13:45:00,EUR,Low,French Final CPI m/m,-1.0%,-0.9%,0.1%,,,,
2015-02-19 15:00:00,EUR,Low,Current Account,17.8B,23.3B,19.9B,,,,
2015-02-19 19:30:00,USD,High,Unemployment Claims,283K,293K,304K,,,,
2015-02-19 20:59:00,EUR,Low,Consumer Confidence,-7,-8,-9,,,,
2015-02-19 21:00:00,USD,High,Philly Fed Manufacturing Index,5.2,8.8,6.3,,,,
2015-02-19 21:00:00,USD,Low,CB Leading Index m/m,0.2%,0.4%,0.4%,,,,
2015-02-19 21:30:00,USD,Low,Natural Gas Storage,-111B,-110B,-160B,,,,
2015-02-19 22:00:00,USD,Medium,Crude Oil Inventories,7.7M,-1.8M,4.9M,,,,
2015-02-20 13:00:00,EUR,Low,German PPI m/m,-0.6%,-0.3%,-0.7%,,,,
2015-02-20 14:00:00,EUR,High,French Flash Manufacturing PMI,47.7,49.7,49.2,,,,
2015-02-20 14:00:00,EUR,Medium,French Flash Services PMI,53.4,49.9,49.4,,,,
2015-02-20 14:30:00,EUR,High,German Flash Manufacturing PMI,50.9,51.8,50.9,,,,
2015-02-20 14:30:00,EUR,Medium,German Flash Services PMI,55.5,54.3,54.0,,,,
2015-02-20 15:00:00,EUR,Medium,Flash Manufacturing PMI,51.1,51.6,51.0,,,,
2015-02-20 15:00:00,EUR,Medium,Flash Services PMI,53.9,53.2,52.7,,,,
2015-02-20 20:45:00,USD,Medium,Flash Manufacturing PMI,54.3,53.7,53.9,,,,
2015-02-23 15:00:00,EUR,High,German ifo Business Climate,106.8,107.4,106.7,,,,
2015-02-23 21:00:00,USD,Medium,Existing Home Sales,4.82M,5.03M,5.07M,,,,
2015-02-24 13:00:00,EUR,Low,German Final GDP q/q,0.7%,0.7%,0.7%,,,,
2015-02-24 16:00:00,EUR,Medium,Final CPI y/y,-0.6%,-0.6%,-0.6%,,,,
2015-02-24 16:00:00,EUR,Low,Final Core CPI y/y,0.6%,0.6%,0.6%,,,,
2015-02-24 20:00:00,EUR,Low,Belgian NBB Business Climate,-8.3,-8.4,-8.8,,,,
2015-02-24 20:00:00,USD,Low,S&P/CS Composite-20 HPI y/y,4.5%,4.5%,4.3%,,,,
2015-02-24 20:45:00,USD,Low,Flash Services PMI,57.0,54.5,54.2,,,,
2015-02-24 20:59:00,USD,Low,Richmond Manufacturing Index,0,7,6,,,,
2015-02-24 21:00:00,USD,High,CB Consumer Confidence,96.4,99.6,103.8,,,,
2015-02-25 21:00:00,USD,High,New Home Sales,481K,471K,482K,,,,
2015-02-25 21:30:00,USD,Medium,Crude Oil Inventories,8.4M,3.6M,7.7M,,,,
2015-02-26 13:00:00,EUR,Medium,German GfK Consumer Climate,9.7,9.6,9.3,,,,
2015-02-26 14:55:00,EUR,Medium,German Unemployment Change,-20K,-10K,-10K,,,,
2015-02-26 15:00:00,EUR,Medium,M3 Money Supply y/y,4.1%,3.7%,3.6%,,,,
2015-02-26 15:00:00,EUR,Medium,Private Loans y/y,-0.1%,-0.3%,-0.5%,,,,
2015-02-26 15:00:00,EUR,Low,Italian Retail Sales m/m,-0.2%,0.0%,0.1%,,,,
2015-02-26 19:30:00,USD,High,CPI m/m,-0.7%,-0.6%,-0.4%,,,,
2015-02-26 19:30:00,USD,High,Core CPI m/m,0.2%,0.1%,0.0%,,,,
2015-02-26 19:30:00,USD,High,Unemployment Claims,313K,288K,282K,,,,
2015-02-26 19:30:00,USD,Medium,Core Durable Goods Orders m/m,0.3%,0.6%,-0.9%,,,,
2015-02-26 19:30:00,USD,Low,Durable Goods Orders m/m,2.8%,1.7%,-3.3%,,,,
2015-02-26 20:00:00,USD,Low,HPI m/m,0.8%,0.5%,0.7%,,,,
2015-02-26 21:30:00,USD,Low,Natural Gas Storage,-219B,-241B,-111B,,,,
2015-02-27 13:00:00,EUR,Low,German Import Prices m/m,-0.8%,-0.8%,-1.7%,,,,
2015-02-27 13:00:00,EUR,High,German Prelim CPI m/m,0.9%,0.6%,-1.1%,,,,
2015-02-27 13:45:00,EUR,Medium,French Consumer Spending m/m,0.6%,-0.3%,1.6%,,,,
2015-02-27 14:00:00,EUR,Medium,Spanish Flash CPI y/y,-1.1%,-1.5%,-1.3%,,,,
2015-02-27 16:00:00,EUR,Low,Italian Prelim CPI m/m,0.3%,0.2%,-0.4%,,,,
2015-02-27 19:30:00,USD,High,Prelim GDP q/q,2.2%,2.1%,2.6%,,,,
2015-02-27 19:30:00,USD,Low,Prelim GDP Price Index q/q,0.1%,0.0%,0.0%,,,,
2015-02-27 20:45:00,USD,Medium,Chicago PMI,45.8,58.4,59.4,,,,
2015-02-27 21:00:00,USD,Medium,Pending Home Sales m/m,1.7%,2.5%,-1.5%,,,,
2015-02-27 21:00:00,USD,Medium,Revised UoM Consumer Sentiment,95.4,94.2,93.6,,,,
2015-03-02 14:15:00,EUR,Medium,Spanish Manufacturing PMI,54.2,55.2,54.7,,,,
2015-03-02 14:45:00,EUR,Medium,Italian Manufacturing PMI,51.9,50.2,49.9,,,,
2015-03-02 14:50:00,EUR,Low,French Final Manufacturing PMI,47.6,47.7,47.7,,,,
2015-03-02 14:55:00,EUR,Medium,German Final Manufacturing PMI,51.1,50.9,50.9,,,,
2015-03-02 15:00:00,EUR,Low,Final Manufacturing PMI,51.0,51.1,51.1,,,,
2015-03-02 15:00:00,EUR,Low,Italian Monthly Unemployment Rate,12.6%,12.9%,12.7%,,,,
2015-03-02 15:00:00,EUR,Low,Italian Quarterly Unemployment Rate,13.0%,12.8%,12.8%,,,,
2015-03-02 16:00:00,EUR,High,CPI Flash Estimate y/y,-0.3%,-0.5%,-0.6%,,,,
2015-03-02 16:00:00,EUR,Medium,Core CPI Flash Estimate y/y,0.6%,0.6%,0.6%,,,,
2015-03-02 16:00:00,EUR,Medium,Unemployment Rate,11.2%,11.4%,11.3%,,,,
2015-03-02 19:30:00,USD,Medium,Core PCE Price Index m/m,0.1%,0.1%,0.0%,,,,
2015-03-02 19:30:00,USD,Medium,Personal Spending m/m,-0.2%,0.0%,-0.3%,,,,
2015-03-02 19:30:00,USD,Low,Personal Income m/m,0.3%,0.4%,0.3%,,,,
2015-03-02 20:45:00,USD,Low,Final Manufacturing PMI,55.1,54.3,54.3,,,,
2015-03-02 21:00:00,USD,High,ISM Manufacturing PMI,52.9,53.4,53.5,,,,
2015-03-02 21:00:00,USD,Low,Construction Spending m/m,-1.1%,0.4%,0.8%,,,,
2015-03-02 21:00:00,USD,Low,ISM Manufacturing Prices,35.0,36.2,35.0,,,,
2015-03-03 13:00:00,EUR,Medium,German Retail Sales m/m,2.9%,0.5%,0.6%,,,,
2015-03-03 14:00:00,EUR,High,Spanish Unemployment Change,-13.5K,10.5K,78.0K,,,,
2015-03-03 16:00:00,EUR,Low,PPI m/m,-0.9%,-0.5%,-1.0%,,,,
2015-03-03 21:00:00,USD,Low,IBD/TIPP Economic Optimism,49.1,48.3,47.5,,,,
2015-03-03 21:00:00,USD,Low,Total Vehicle Sales,16.2M,16.8M,16.7M,,,,
2015-03-04 14:15:00,EUR,Medium,Spanish Services PMI,56.2,56.9,56.7,,,,
2015-03-04 14:45:00,EUR,Medium,Italian Services PMI,50.0,51.8,51.2,,,,
2015-03-04 14:50:00,EUR,Low,French Final Services PMI,53.4,53.4,53.4,,,,
2015-03-04 14:55:00,EUR,Medium,German Final Services PMI,54.7,55.5,55.5,,,,
2015-03-04 15:00:00,EUR,Low,Final Services PMI,53.7,53.9,53.9,,,,
2015-03-04 16:00:00,EUR,Medium,Retail Sales m/m,1.1%,0.2%,0.4%,,,,
2015-03-04 19:15:00,USD,High,ADP Non-Farm Employment Change,212K,219K,250K,,,,
2015-03-04 20:45:00,USD,Low,Final Services PMI,57.1,54.8,57.0,,,,
2015-03-04 21:00:00,USD,High,ISM Services PMI,56.9,56.5,56.7,,,,
2015-03-04 21:30:00,USD,Medium,Crude Oil Inventories,10.3M,4.0M,8.4M,,,,
2015-03-05 13:00:00,EUR,Medium,German Factory Orders m/m,-3.9%,-1.0%,4.4%,,,,
2015-03-05 18:45:00,EUR,High,Main Refinancing Rate,0.05%,0.05%,0.05%,,,,
