Time,Currency,Impact,Event,Actual,Forecast,Previous,EffectDay,Effect60,Effect30,Effect15
2020-01-10 21:00:00,USD,Low,Final Wholesale Inventories m/m,-0.1%,0.0%,0.0%,35.0,17.0,-12.0,-7.0
2020-01-13 13:00:00,EUR,Low,German WPI m/m,0.0%,0.2%,-0.1%,34.0,5.0,-4.0,-4.0
2020-01-13 15:00:00,EUR,Low,Italian Retail Sales m/m,-0.2%,0.1%,-0.3%,34.0,10.0,-8.0,6.0
2020-01-14 01:00:00,USD,Low,Federal Budget Balance,-13.3B,5.0B,-208.8B,-40.0,6.0,6.0,-4.0
2020-01-14 16:50:00,USD,Low,NFIB Small Business Index,102.7,104.9,104.7,-40.0,6.0,-6.0,4.0
2020-01-14 19:30:00,USD,High,CPI m/m,0.2%,0.2%,0.3%,-40.0,-19.0,-5.0,4.0
2020-01-14 19:30:00,USD,High,Core CPI m/m,0.1%,0.2%,0.2%,-40.0,-19.0,-5.0,4.0
2020-01-14 21:00:00,USD,Low,IBD/TIPP Economic Optimism,57.4,57.3,57.0,-40.0,19.0,-9.0,-9.0
2020-01-15 13:45:00,EUR,Low,French Final CPI m/m,0.4%,0.4%,0.4%,45.0,-7.0,4.0,3.0
2020-01-15 16:00:00,EUR,Low,Industrial Production m/m,0.2%,0.3%,-0.9%,45.0,8.0,6.0,6.0
2020-01-15 16:00:00,EUR,Low,Trade Balance,19.2B,22.3B,24.0B,45.0,8.0,6.0,6.0
2020-01-15 19:30:00,USD,Medium,Core PPI m/m,0.1%,0.2%,-0.2%,45.0,-8.0,-8.0,-3.0
2020-01-15 19:30:00,USD,Medium,PPI m/m,0.1%,0.2%,0.0%,45.0,-8.0,-8.0,-3.0
2020-01-15 19:30:00,USD,Low,Empire State Manufacturing Index,4.8,3.7,3.5,45.0,-8.0,-8.0,-3.0
2020-01-15 21:30:00,USD,Medium,Crude Oil Inventories,-2.5M,0.4M,1.2M,45.0,-20.0,-12.0,-9.0
2020-01-16 13:00:00,EUR,Low,German Final CPI m/m,0.5%,0.5%,0.5%,-44.0,6.0,-4.0,-2.0
2020-01-16 19:30:00,USD,High,Core Retail Sales m/m,0.7%,0.5%,0.0%,-44.0,12.0,12.0,12.0
2020-01-16 19:30:00,USD,High,Retail Sales m/m,0.3%,0.3%,0.3%,-44.0,12.0,12.0,12.0
2020-01-16 19:30:00,USD,Medium,Philly Fed Manufacturing Index,17.0,3.7,0.3,-44.0,12.0,12.0,12.0
2020-01-16 19:30:00,USD,Low,Import Prices m/m,0.3%,0.3%,0.1%,-44.0,12.0,12.0,12.0
2020-01-16 19:30:00,USD,Low,Unemployment Claims,204K,217K,214K,-44.0,12.0,12.0,12.0
2020-01-16 21:00:00,USD,Low,Business Inventories m/m,-0.2%,-0.1%,0.1%,-44.0,-19.0,12.0,9.0
2020-01-16 21:00:00,USD,Low,NAHB Housing Market Index,75,74,76,-44.0,-19.0,12.0,9.0
2020-01-16 21:30:00,USD,Low,Natural Gas Storage,-109B,-91B,-44B,-44.0,-26.0,-15.0,-8.0
2020-01-17 03:00:00,USD,Low,TIC Long-Term Purchases,22.9B,34.5B,31.5B,-56.0,4.0,2.0,1.0
2020-01-17 15:00:00,EUR,Low,Current Account,33.9B,34.3B,35.8B,-56.0,-5.0,5.0,5.0
2020-01-17 15:02:00,EUR,Low,Italian Trade Balance,4.87B,7.22B,8.06B,-56.0,-5.0,5.0,5.0
2020-01-17 16:00:00,EUR,Low,Final CPI y/y,1.3%,1.3%,1.3%,-56.0,-13.0,-6.0,3.0
2020-01-17 16:00:00,EUR,Low,Final Core CPI y/y,1.3%,1.3%,1.3%,-56.0,-13.0,-6.0,3.0
2020-01-17 19:30:00,USD,Medium,Building Permits,1.42M,1.47M,1.47M,-56.0,-10.0,-7.0,4.0
2020-01-17 19:30:00,USD,Low,Housing Starts,1.61M,1.38M,1.38M,-56.0,-10.0,-7.0,4.0
2020-01-17 20:15:00,USD,Low,Capacity Utilization Rate,77.0%,77.0%,77.4%,-56.0,-12.0,-7.0,-5.0
2020-01-17 20:15:00,USD,Low,Industrial Production m/m,-0.3%,0.0%,0.8%,-56.0,-12.0,-7.0,-5.0
2020-01-17 21:00:00,USD,Medium,Prelim UoM Consumer Sentiment,99.1,99.3,99.3,-56.0,10.0,10.0,7.0
2020-01-17 21:00:00,USD,Low,JOLTS Job Openings,6.80M,7.24M,7.36M,-56.0,10.0,10.0,7.0
2020-01-20 13:00:00,EUR,Low,German PPI m/m,0.1%,0.0%,0.0%,-25.0,4.0,3.0,2.0
2020-01-21 16:00:00,EUR,Medium,German ZEW Economic Sentiment,26.7,15.2,10.7,37.0,8.0,-6.0,3.0
2020-01-21 16:00:00,EUR,Low,ZEW Economic Sentiment,25.6,16.3,11.2,37.0,8.0,-6.0,3.0
2020-01-22 20:00:00,USD,Low,HPI m/m,0.2%,0.3%,0.4%,-28.0,9.0,8.0,6.0
2020-01-22 21:00:00,USD,Low,Existing Home Sales,5.54M,5.43M,5.35M,-28.0,-25.0,-10.0,8.0
2020-01-23 18:45:00,EUR,High,Main Refinancing Rate,0.00%,0.00%,0.00%,-72.0,-6.0,-5.0,-5.0
2020-01-23 19:30:00,USD,Low,Unemployment Claims,211K,214K,205K,-72.0,10.0,-7.0,3.0
2020-01-23 20:55:00,EUR,Low,Consumer Confidence,-8,-8,-8,-72.0,-30.0,-30.0,8.0
2020-01-23 21:00:00,USD,Low,CB Leading Index m/m,-0.3%,-0.2%,0.1%,-72.0,-30.0,-30.0,-15.0
2020-01-23 21:30:00,USD,Low,Natural Gas Storage,-92B,-88B,-109B,-72.0,-26.0,-14.0,-14.0
2020-01-23 22:00:00,USD,High,Crude Oil Inventories,-0.4M,-0.1M,-2.5M,-72.0,-31.0,-23.0,-10.0
2020-01-24 14:15:00,EUR,High,French Flash Services PMI,51.7,52.2,52.4,-41.0,13.0,-5.0,-4.0
2020-01-24 14:15:00,EUR,Medium,French Flash Manufacturing PMI,51.0,50.6,50.4,-41.0,13.0,-5.0,-4.0
2020-01-24 14:30:00,EUR,High,German Flash Manufacturing PMI,45.2,44.5,43.7,-41.0,13.0,10.0,5.0
2020-01-24 14:30:00,EUR,High,German Flash Services PMI,54.2,53.0,52.9,-41.0,13.0,10.0,5.0
2020-01-24 15:00:00,EUR,Medium,Flash Manufacturing PMI,47.8,46.9,46.3,-41.0,-17.0,-8.0,6.0
2020-01-24 15:00:00,EUR,Medium,Flash Services PMI,52.2,52.9,52.8,-41.0,-17.0,-8.0,6.0
2020-01-24 19:58:00,EUR,Low,Belgian NBB Business Climate,-2.0,-3.0,-3.4,-41.0,12.0,11.0,10.0
2020-01-24 20:45:00,USD,Medium,Flash Manufacturing PMI,51.7,52.4,52.4,-41.0,-8.0,4.0,3.0
2020-01-24 20:45:00,USD,Low,Flash Services PMI,53.2,52.9,52.8,-41.0,-8.0,4.0,3.0
2020-01-27 15:00:00,EUR,High,German ifo Business Climate,95.9,97.1,96.3,-28.0,-12.0,-12.0,-12.0
2020-01-27 21:00:00,USD,Low,New Home Sales,694K,730K,697K,-28.0,-16.0,-9.0,7.0
2020-01-28 14:00:00,EUR,Medium,Spanish Unemployment Rate,13.8%,14.0%,13.9%,-27.0,-5.0,-4.0,-4.0
2020-01-28 19:30:00,USD,Medium,Core Durable Goods Orders m/m,-0.1%,0.4%,-0.1%,-27.0,-5.0,5.0,4.0
2020-01-28 19:30:00,USD,Medium,Durable Goods Orders m/m,2.4%,1.2%,-2.1%,-27.0,-5.0,5.0,4.0
2020-01-28 20:00:00,USD,Low,S&P/CS Composite-20 HPI y/y,2.6%,2.5%,2.2%,-27.0,7.0,5.0,-5.0
2020-01-28 20:59:00,USD,Medium,Richmond Manufacturing Index,20,-3,-5,-27.0,-7.0,-5.0,-4.0
2020-01-28 21:00:00,USD,High,CB Consumer Confidence,131.6,128.2,128.2,-27.0,-7.0,-5.0,-4.0
2020-01-29 13:00:00,EUR,Low,German GfK Consumer Climate,9.9,9.6,9.7,-35.0,2.0,2.0,2.0
2020-01-29 13:00:00,EUR,Low,German Import Prices m/m,0.2%,0.2%,0.5%,-35.0,2.0,2.0,2.0
2020-01-29 15:00:00,EUR,Low,M3 Money Supply y/y,5.0%,5.5%,5.6%,-35.0,-8.0,-6.0,-5.0
2020-01-29 15:00:00,EUR,Low,Private Loans y/y,3.7%,3.5%,3.5%,-35.0,-8.0,-6.0,-5.0
2020-01-29 19:30:00,USD,Low,Goods Trade Balance,-68.3B,-64.5B,-63.0B,-35.0,-7.0,-4.0,-4.0
2020-01-29 19:30:00,USD,Low,Prelim Wholesale Inventories m/m,-0.1%,0.1%,-0.1%,-35.0,-7.0,-4.0,-4.0
2020-01-29 21:00:00,USD,Low,Pending Home Sales m/m,-4.9%,0.5%,1.2%,-35.0,10.0,5.0,5.0
2020-01-29 21:30:00,USD,Medium,Crude Oil Inventories,3.5M,0.7M,-0.4M,-35.0,17.0,10.0,10.0
2020-01-30 01:00:00,USD,High,Federal Funds Rate,<1.75%,<1.75%,<1.75%,38.0,-4.0,-4.0,-4.0
2020-01-30 06:30:00,EUR,Medium,German Prelim CPI m/m,-0.6%,-0.6%,0.5%,38.0,-5.0,-5.0,-2.0
2020-01-30 14:55:00,EUR,Low,German Unemployment Change,-2K,5K,8K,38.0,10.0,8.0,8.0
2020-01-30 15:00:00,EUR,Low,Italian Monthly Unemployment Rate,9.8%,9.7%,9.8%,38.0,9.0,8.0,7.0
2020-01-30 16:00:00,EUR,Low,Unemployment Rate,7.4%,7.5%,7.5%,38.0,7.0,7.0,7.0
2020-01-30 19:30:00,USD,High,Advance GDP q/q,2.1%,2.1%,2.1%,38.0,11.0,-6.0,-3.0
2020-01-30 19:30:00,USD,Medium,Advance GDP Price Index q/q,1.4%,1.8%,1.8%,38.0,11.0,-6.0,-3.0
2020-01-30 19:30:00,USD,Low,Unemployment Claims,216K,215K,223K,38.0,11.0,-6.0,-3.0
2020-01-30 21:30:00,USD,Low,Natural Gas Storage,-201B,-197B,-92B,38.0,13.0,11.0,-8.0
2020-01-31 12:30:00,EUR,Low,French Flash GDP q/q,-0.1%,0.2%,0.3%,73.0,-4.0,-4.0,-2.0
2020-01-31 13:00:00,EUR,Low,German Retail Sales m/m,-3.3%,-0.5%,1.6%,73.0,-5.0,3.0,2.0
2020-01-31 13:45:00,EUR,Low,French Consumer Spending m/m,-0.3%,-0.1%,0.7%,73.0,10.0,-4.0,2.0
2020-01-31 13:45:00,EUR,Low,French Prelim CPI m/m,-0.4%,-0.5%,0.4%,73.0,10.0,-4.0,2.0
2020-01-31 14:00:00,EUR,Medium,Spanish Flash GDP q/q,0.5%,0.4%,0.4%,73.0,11.0,8.0,-4.0
2020-01-31 14:00:00,EUR,Low,Spanish Flash CPI y/y,1.1%,1.0%,0.8%,73.0,11.0,8.0,-4.0
2020-01-31 15:00:00,EUR,Low,Italian Prelim GDP q/q,-0.3%,0.1%,0.1%,73.0,-9.0,5.0,3.0
2020-01-31 16:00:00,EUR,Medium,CPI Flash Estimate y/y,1.4%,1.4%,1.3%,73.0,13.0,9.0,8.0
2020-01-31 16:00:00,EUR,Low,Core CPI Flash Estimate y/y,1.1%,1.2%,1.3%,73.0,13.0,9.0,8.0
2020-01-31 16:00:00,EUR,Low,Prelim Flash GDP q/q,0.1%,0.2%,0.2%,73.0,13.0,9.0,8.0
2020-01-31 19:30:00,USD,Medium,Core PCE Price Index m/m,0.2%,0.1%,0.1%,73.0,10.0,6.0,6.0
2020-01-31 19:30:00,USD,Medium,Employment Cost Index q/q,0.7%,0.7%,0.7%,73.0,10.0,6.0,6.0
2020-01-31 19:30:00,USD,Medium,Personal Spending m/m,0.3%,0.3%,0.4%,73.0,10.0,6.0,6.0
2020-01-31 19:30:00,USD,Low,Personal Income m/m,0.2%,0.3%,0.4%,73.0,10.0,6.0,6.0
2020-01-31 20:45:00,USD,Medium,Chicago PMI,42.9,48.9,48.9,73.0,14.0,-6.0,5.0
2020-01-31 21:00:00,USD,Low,Revised UoM Consumer Sentiment,99.8,99.1,99.1,73.0,19.0,-7.0,-6.0
2020-02-03 14:15:00,EUR,Low,Spanish Manufacturing PMI,48.5,48.3,47.4,-55.0,-9.0,-9.0,-4.0
2020-02-03 14:45:00,EUR,Low,Italian Manufacturing PMI,48.9,46.9,46.2,-55.0,-8.0,7.0,4.0
2020-02-03 14:50:00,EUR,Low,French Final Manufacturing PMI,51.1,51.0,51.0,-55.0,-10.0,7.0,6.0
2020-02-03 14:55:00,EUR,Low,German Final Manufacturing PMI,45.3,45.2,45.2,-55.0,-12.0,7.0,6.0
2020-02-03 15:00:00,EUR,Low,Final Manufacturing PMI,47.9,47.8,47.8,-55.0,-14.0,7.0,7.0
2020-02-03 20:45:00,USD,Low,Final Manufacturing PMI,51.9,51.7,51.7,-55.0,-15.0,-8.0,-3.0
2020-02-03 21:00:00,USD,High,ISM Manufacturing PMI,50.9,48.5,47.2,-55.0,-19.0,-10.0,-6.0
2020-02-03 21:00:00,USD,Low,Construction Spending m/m,-0.2%,0.5%,0.7%,-55.0,-19.0,-10.0,-6.0
2020-02-03 21:00:00,USD,Low,ISM Manufacturing Prices,53.3,52.0,51.7,-55.0,-19.0,-10.0,-6.0
2020-02-03 21:00:00,USD,Low,Wards Total Vehicle Sales,16.8M,16.8M,16.7M,-55.0,-19.0,-10.0,-6.0
2020-02-04 14:00:00,EUR,Low,Spanish Unemployment Change,90.2K,44.2K,-34.6K,-33.0,-10.0,-8.0,-6.0
2020-02-04 16:00:00,EUR,Low,PPI m/m,0.0%,0.1%,0.1%,-33.0,-8.0,6.0,6.0
2020-02-04 16:00:00,EUR,Low,Italian Prelim CPI m/m,0.2%,-0.2%,0.2%,-33.0,-8.0,6.0,6.0
2020-02-04 21:00:00,USD,Low,Factory Orders m/m,1.8%,0.7%,-1.2%,-33.0,-6.0,-3.0,-3.0
2020-02-04 21:00:00,USD,Low,IBD/TIPP Economic Optimism,59.8,58.3,57.4,-33.0,-6.0,-3.0,-3.0
2020-02-05 14:15:00,EUR,Low,Spanish Services PMI,52.3,54.0,54.9,-51.0,9.0,3.0,3.0
2020-02-05 14:45:00,EUR,Low,Italian Services PMI,51.4,50.3,51.1,-51.0,11.0,9.0,-4.0
2020-02-05 14:50:00,EUR,Low,French Final Services PMI,51.0,51.7,51.7,-51.0,12.0,9.0,5.0
2020-02-05 14:55:00,EUR,Low,German Final Services PMI,54.2,54.2,54.2,-51.0,12.0,11.0,7.0
2020-02-05 15:00:00,EUR,Low,Final Services PMI,52.5,52.2,52.2,-51.0,11.0,10.0,8.0
2020-02-05 16:00:00,EUR,Low,Retail Sales m/m,-1.6%,-0.5%,0.8%,-51.0,-21.0,-7.0,-6.0
2020-02-05 19:15:00,USD,High,ADP Non-Farm Employment Change,291K,157K,199K,-51.0,5.0,-4.0,-4.0
2020-02-05 19:30:00,USD,Low,Trade Balance,-48.9B,-48.2B,-43.7B,-51.0,-8.0,2.0,-2.0
2020-02-05 20:45:00,USD,Low,Final Services PMI,53.4,53.2,53.2,-51.0,-14.0,6.0,5.0
2020-02-05 21:00:00,USD,High,ISM Services PMI,55.5,55.1,55.0,-51.0,-14.0,-10.0,-6.0
2020-02-05 21:30:00,USD,Medium,Crude Oil Inventories,3.4M,2.9M,3.5M,-51.0,12.0,-6.0,-6.0
2020-02-06 13:00:00,EUR,Low,German Factory Orders m/m,-2.1%,0.6%,-0.8%,-49.0,6.0,-3.0,-1.0
2020-02-06 19:30:00,USD,Low,Prelim Nonfarm Productivity q/q,1.4%,1.6%,-0.2%,-49.0,6.0,6.0,-5.0
2020-02-06 19:30:00,USD,Low,Prelim Unit Labor Costs q/q,1.4%,1.3%,2.5%,-49.0,6.0,6.0,-5.0
2020-02-06 19:30:00,USD,Low,Unemployment Claims,202K,215K,217K,-49.0,6.0,6.0,-5.0
2020-02-06 21:30:00,USD,Low,Natural Gas Storage,-137B,-123B,-201B,-49.0,-22.0,-11.0,7.0
2020-02-07 13:00:00,EUR,Low,German Industrial Production m/m,-3.5%,-0.2%,1.2%,-39.0,-5.0,-4.0,-2.0
2020-02-07 13:00:00,EUR,Low,German Trade Balance,19.2B,16.4B,18.5B,-39.0,-5.0,-4.0,-2.0
2020-02-07 13:45:00,EUR,Low,French Industrial Production m/m,-2.8%,-0.3%,0.0%,-39.0,-11.0,-9.0,-2.0
2020-02-07 13:45:00,EUR,Low,French Prelim Private Payrolls q/q,0.2%,0.2%,0.2%,-39.0,-11.0,-9.0,-2.0
2020-02-07 13:45:00,EUR,Low,French Trade Balance,-4.1B,-5.1B,-5.4B,-39.0,-11.0,-9.0,-2.0
2020-02-07 15:00:00,EUR,Low,Italian Retail Sales m/m,0.5%,0.2%,-0.2%,-39.0,-14.0,8.0,-6.0
2020-02-07 19:30:00,USD,High,Average Hourly Earnings m/m,0.2%,0.3%,0.1%,-39.0,15.0,9.0,5.0
2020-02-07 19:30:00,USD,High,Non-Farm Employment Change,225K,163K,147K,-39.0,15.0,9.0,5.0
2020-02-07 19:30:00,USD,High,Unemployment Rate,3.6%,3.5%,3.5%,-39.0,15.0,9.0,5.0
2020-02-07 21:00:00,USD,Low,Final Wholesale Inventories m/m,-0.2%,-0.1%,-0.1%,-39.0,24.0,10.0,-10.0
2020-02-08 02:00:00,USD,Low,Consumer Credit m/m,22.1B,15.2B,11.8B,-8.0,5.0,5.0,3.0
2020-02-10 15:00:00,EUR,Low,Italian Industrial Production m/m,-2.7%,1.5%,0.0%,-48.0,9.0,-4.0,-4.0
2020-02-10 15:30:00,EUR,Low,Sentix Investor Confidence,5.2,6.1,7.6,-48.0,7.0,7.0,7.0
2020-02-11 16:56:00,USD,Low,NFIB Small Business Index,104.3,103.6,102.7,33.0,9.0,5.0,5.0
2020-02-11 21:00:00,USD,Low,JOLTS Job Openings,6.42M,6.93M,6.79M,33.0,21.0,16.0,10.0
2020-02-12 16:00:00,EUR,Low,Industrial Production m/m,-2.1%,-1.8%,0.0%,-39.0,-11.0,-8.0,-4.0
2020-02-12 21:30:00,USD,Medium,Crude Oil Inventories,7.5M,3.1M,3.4M,-39.0,-23.0,-11.0,-6.0
2020-02-13 01:00:00,USD,Low,Federal Budget Balance,-32.6B,-10.7B,-13.3B,-59.0,5.0,5.0,-4.0
2020-02-13 13:00:00,EUR,Low,German Final CPI m/m,-0.6%,-0.6%,-0.6%,-59.0,-4.0,3.0,-2.0
2020-02-13 19:30:00,USD,High,CPI m/m,0.1%,0.2%,0.2%,-59.0,12.0,12.0,10.0
2020-02-13 19:30:00,USD,High,Core CPI m/m,0.2%,0.2%,0.1%,-59.0,12.0,12.0,10.0
2020-02-13 19:30:00,USD,Low,Unemployment Claims,205K,210K,203K,-59.0,12.0,12.0,10.0
2020-02-13 21:30:00,USD,Low,Natural Gas Storage,-115B,-106B,-137B,-59.0,-28.0,-10.0,8.0
2020-02-14 13:00:00,EUR,High,German Prelim GDP q/q,0.0%,0.1%,0.1%,34.0,5.0,5.0,-3.0
2020-02-14 13:00:00,EUR,Low,German WPI m/m,1.0%,0.1%,0.0%,34.0,5.0,5.0,-3.0
2020-02-14 15:00:00,EUR,Low,Italian Trade Balance,5.01B,5.23B,4.89B,34.0,11.0,-10.0,-10.0
2020-02-14 16:00:00,EUR,Low,Flash Employment Change q/q,0.3%,0.1%,0.1%,34.0,10.0,8.0,5.0
2020-02-14 16:00:00,EUR,Low,Flash GDP q/q,0.1%,0.1%,0.1%,34.0,10.0,8.0,5.0
2020-02-14 16:00:00,EUR,Low,Trade Balance,22.2B,19.1B,19.1B,34.0,10.0,8.0,5.0
2020-02-14 19:30:00,USD,High,Core Retail Sales m/m,0.3%,0.3%,0.6%,34.0,-9.0,6.0,6.0
2020-02-14 19:30:00,USD,High,Retail Sales m/m,0.3%,0.3%,0.2%,34.0,-9.0,6.0,6.0
2020-02-14 19:30:00,USD,Low,Import Prices m/m,0.0%,-0.2%,0.2%,34.0,-9.0,6.0,6.0
2020-02-14 20:15:00,USD,Low,Capacity Utilization Rate,76.8%,76.9%,77.1%,34.0,23.0,18.0,-6.0
2020-02-14 20:15:00,USD,Low,Industrial Production m/m,-0.3%,-0.2%,-0.4%,34.0,23.0,18.0,-6.0
2020-02-14 21:00:00,USD,Medium,Prelim UoM Consumer Sentiment,100.9,99.5,99.8,34.0,10.0,8.0,8.0
2020-02-14 21:00:00,USD,Low,Business Inventories m/m,0.1%,0.1%,-0.2%,34.0,10.0,8.0,8.0
2020-02-18 16:00:00,EUR,High,German ZEW Economic Sentiment,8.7,20.0,26.7,-54.0,7.0,7.0,6.0
2020-02-18 16:00:00,EUR,Low,ZEW Economic Sentiment,10.4,21.3,25.6,-54.0,7.0,7.0,6.0
2020-02-18 19:30:00,USD,Low,Empire State Manufacturing Index,12.9,5.1,4.8,-54.0,-8.0,-7.0,-7.0
2020-02-18 21:00:00,USD,Low,NAHB Housing Market Index,74,75,75,-54.0,22.0,-17.0,-12.0
2020-02-19 03:00:00,USD,Low,TIC Long-Term Purchases,85.6B,31.4B,27.1B,-32.0,-6.0,-6.0,3.0
2020-02-19 15:00:00,EUR,Low,Current Account,32.6B,34.5B,32.4B,-32.0,10.0,9.0,-7.0
2020-02-19 19:30:00,USD,Medium,Building Permits,1.55M,1.45M,1.42M,-32.0,-7.0,7.0,-3.0
2020-02-19 19:30:00,USD,Medium,Core PPI m/m,0.5%,0.2%,0.1%,-32.0,-7.0,7.0,-3.0
2020-02-19 19:30:00,USD,Medium,PPI m/m,0.5%,0.1%,0.1%,-32.0,-7.0,7.0,-3.0
2020-02-19 19:30:00,USD,Low,Housing Starts,1.57M,1.40M,1.63M,-32.0,-7.0,7.0,-3.0
2020-02-20 12:59:00,EUR,Low,German GfK Consumer Climate,9.8,9.9,9.9,43.0,-10.0,-4.0,2.0
2020-02-20 13:00:00,EUR,Low,German PPI m/m,0.8%,0.1%,0.1%,43.0,-10.0,-4.0,2.0
2020-02-20 13:45:00,EUR,Low,French Final CPI m/m,-0.4%,-0.4%,-0.4%,43.0,15.0,4.0,-4.0
2020-02-20 19:30:00,USD,Medium,Philly Fed Manufacturing Index,36.7,10.1,17.0,43.0,10.0,-7.0,-7.0
2020-02-20 19:30:00,USD,Low,Unemployment Claims,210K,210K,206K,43.0,10.0,-7.0,-7.0
2020-02-20 20:57:00,EUR,Low,Consumer Confidence,-7,-8,-8,43.0,22.0,20.0,20.0
2020-02-20 21:00:00,USD,Low,CB Leading Index m/m,0.8%,0.4%,-0.3%,43.0,17.0,16.0,16.0
2020-02-20 21:30:00,USD,Low,Natural Gas Storage,-151B,-143B,-115B,43.0,-10.0,-8.0,-8.0
2020-02-20 22:00:00,USD,Medium,Crude Oil Inventories,0.4M,3.3M,7.5M,43.0,-19.0,-9.0,3.0
2020-02-21 14:15:00,EUR,High,French Flash Services PMI,52.6,51.4,51.0,81.0,-8.0,-4.0,4.0
2020-02-21 14:15:00,EUR,Medium,French Flash Manufacturing PMI,49.7,50.8,51.1,81.0,-8.0,-4.0,4.0
2020-02-21 14:30:00,EUR,High,German Flash Manufacturing PMI,47.8,44.8,45.3,81.0,15.0,6.0,-4.0
2020-02-21 14:30:00,EUR,High,German Flash Services PMI,53.3,53.9,54.2,81.0,15.0,6.0,-4.0
2020-02-21 15:00:00,EUR,Medium,Flash Manufacturing PMI,49.1,47.4,47.9,81.0,29.0,15.0,-6.0
2020-02-21 15:00:00,EUR,Medium,Flash Services PMI,52.8,52.4,52.5,81.0,29.0,15.0,-6.0
2020-02-21 16:00:00,EUR,Low,Final CPI y/y,1.4%,1.4%,1.4%,81.0,-10.0,-7.0,5.0
