Time,Currency,Impact,Event,Actual,Previous,EffectDay,Effect60,Effect30
8/10/2015 15:30,EUR,Low,Sentix Investor Confidence,18.4,18.5,110,-13,-13
8/11/2015 13:00,EUR,Low,German WPI m/m,0.10%,-0.20%,128,-20,12
8/11/2015 16:00,EUR,High,German ZEW Economic Sentiment,25,29.7,128,-23,-23
8/11/2015 16:00,EUR,Medium,ZEW Economic Sentiment,47.6,42.7,128,-23,-23
8/11/2015 17:00,USD,Low,NFIB Small Business Index,95.4,94.1,128,16,8
8/11/2015 19:30,USD,High,Prelim Unit Labor Costs q/q,0.50%,6.70%,128,33,18
8/11/2015 19:30,USD,Medium,Prelim Nonfarm Productivity q/q,1.30%,-3.10%,128,33,18
8/11/2015 21:00,USD,Low,Final Wholesale Inventories m/m,0.90%,0.60%,128,-40,-31
8/12/2015 15:00,EUR,Low,Italian Trade Balance,2.81B,4.14B,196,42,42
8/12/2015 16:00,EUR,Low,Industrial Production m/m,-0.40%,-0.20%,196,15,12
8/12/2015 21:00,USD,Medium,JOLTS Job Openings,5.25M,5.36M,196,24,-18
8/12/2015 21:30,USD,Medium,Crude Oil Inventories,-1.7M,-4.4M,196,38,22
8/13/2015 1:00,USD,Low,Federal Budget Balance,-149.2B,51.8B,-109,-15,11
8/13/2015 13:00,EUR,Low,German Final CPI m/m,0.20%,0.20%,-109,-36,-24
8/13/2015 13:45,EUR,Low,French Final CPI m/m,-0.40%,-0.10%,-109,-24,-16
8/13/2015 19:30,USD,High,Core Retail Sales m/m,0.40%,0.40%,-109,-44,-44
8/13/2015 19:30,USD,High,Retail Sales m/m,0.60%,0.00%,-109,-44,-44
8/13/2015 19:30,USD,High,Unemployment Claims,274K,269K,-109,-44,-44
8/13/2015 19:30,USD,Medium,Import Prices m/m,-0.90%,0.00%,-109,-44,-44
8/13/2015 21:00,USD,Low,Business Inventories m/m,0.80%,0.30%,-109,20,-15
8/13/2015 21:30,USD,Low,Natural Gas Storage,65B,32B,-109,36,18
8/14/2015 12:30,EUR,Low,French Prelim GDP q/q,0.00%,0.70%,-91,-15,-5
8/14/2015 13:00,EUR,High,German Prelim GDP q/q,0.40%,0.30%,-91,24,-12
8/14/2015 13:45,EUR,Low,French Prelim Private Payrolls q/q,0.20%,0.00%,-91,-31,29
8/14/2015 15:00,EUR,Low,Italian Prelim GDP q/q,0.20%,0.30%,-91,20,15
8/14/2015 16:00,EUR,Medium,Final CPI y/y,0.20%,0.20%,-91,25,-16
8/14/2015 16:00,EUR,Medium,Flash GDP q/q,0.30%,0.40%,-91,25,-16
8/14/2015 16:00,EUR,Low,Final Core CPI y/y,1.00%,1.00%,-91,25,-16
8/14/2015 19:30,USD,High,PPI m/m,0.20%,0.40%,-91,-38,-18
8/14/2015 19:30,USD,Medium,Core PPI m/m,0.30%,0.30%,-91,-38,-18
8/14/2015 20:15,USD,Medium,Capacity Utilization Rate,78.00%,77.70%,-91,32,-22
8/14/2015 20:15,USD,Medium,Industrial Production m/m,0.60%,0.10%,-91,32,-22
8/14/2015 21:00,USD,High,Prelim UoM Consumer Sentiment,92.9,93.1,-91,-52,21
8/17/2015 16:00,EUR,Low,Trade Balance,21.9B,21.3B,-66,-26,18
8/17/2015 19:30,USD,Medium,Empire State Manufacturing Index,-14.9,3.9,-66,30,30
8/17/2015 21:00,USD,Low,NAHB Housing Market Index,61,60,-66,-24,-19
8/18/2015 3:00,USD,Low,TIC Long-Term Purchases,103.1B,93.0B,-77,-8,-6
8/18/2015 19:30,USD,High,Building Permits,1.12M,1.34M,-77,-44,-39
8/18/2015 19:30,USD,Medium,Housing Starts,1.21M,1.20M,-77,-44,-39
8/19/2015 15:00,EUR,Low,Current Account,25.4B,19.1B,58,-19,10
8/19/2015 19:30,USD,High,CPI m/m,0.10%,0.30%,58,-57,-57
8/19/2015 19:30,USD,High,Core CPI m/m,0.10%,0.20%,58,-57,-57
8/19/2015 21:30,USD,Medium,Crude Oil Inventories,2.6M,-1.7M,58,41,36
8/20/2015 13:00,EUR,Low,German PPI m/m,0.00%,-0.10%,185,-19,-19
8/20/2015 19:30,USD,High,Unemployment Claims,277K,273K,185,-23,-23
8/20/2015 21:00,USD,High,Existing Home Sales,5.59M,5.48M,185,69,53
8/20/2015 21:00,USD,High,Philly Fed Manufacturing Index,8.3,5.7,185,69,53
8/20/2015 21:00,USD,Low,CB Leading Index m/m,-0.20%,0.60%,185,69,53
8/20/2015 21:30,USD,Low,Natural Gas Storage,53B,65B,185,-30,-26
8/21/2015 13:00,EUR,Low,German GfK Consumer Climate,9.9,10.1,194,-19,-14
8/21/2015 14:00,EUR,High,French Flash Manufacturing PMI,48.6,49.6,194,-38,-31
8/21/2015 14:00,EUR,Medium,French Flash Services PMI,51.8,52,194,-38,-31
8/21/2015 14:30,EUR,High,German Flash Manufacturing PMI,53.2,51.8,194,-24,-20
8/21/2015 14:30,EUR,Medium,German Flash Services PMI,53.6,53.8,194,-24,-20
8/21/2015 15:00,EUR,Medium,Flash Manufacturing PMI,52.4,52.4,194,22,13
8/21/2015 15:00,EUR,Medium,Flash Services PMI,54.3,54,194,22,13
8/21/2015 20:45,USD,Medium,Flash Manufacturing PMI,52.9,53.8,194,34,-27
8/21/2015 21:00,EUR,Low,Consumer Confidence,-7,-7,194,43,-27
8/25/2015 13:00,EUR,Low,German Final GDP q/q,0.40%,0.40%,-225,31,31
8/25/2015 15:00,EUR,High,German ifo Business Climate,108.3,108,-225,51,27
8/25/2015 19:58,EUR,Low,Belgian NBB Business Climate,-5.1,-4.1,-225,31,-25
8/25/2015 20:00,USD,Low,HPI m/m,0.20%,0.50%,-225,-34,-25
8/25/2015 20:00,USD,Low,S&P/CS Composite-20 HPI y/y,5.00%,5.00%,-225,-34,-25
8/25/2015 20:45,USD,Low,Flash Services PMI,55.2,55.7,-225,-48,-27
8/25/2015 20:59,USD,Low,Richmond Manufacturing Index,0,13,-225,-67,-39
8/25/2015 21:00,USD,High,CB Consumer Confidence,101.5,91,-225,-68,-39
8/25/2015 21:00,USD,Medium,New Home Sales,507K,481K,-225,-68,-39
8/26/2015 19:30,USD,High,Core Durable Goods Orders m/m,0.60%,0.60%,-209,-37,-37
8/26/2015 19:30,USD,Medium,Durable Goods Orders m/m,2.00%,4.10%,-209,-37,-37
8/26/2015 21:30,USD,Medium,Crude Oil Inventories,-5.5M,2.6M,-209,61,61
8/27/2015 13:00,EUR,Low,German Import Prices m/m,-0.70%,-0.50%,-187,-36,-19
8/27/2015 15:00,EUR,Medium,M3 Money Supply y/y,5.30%,4.90%,-187,-39,22
8/27/2015 15:15,EUR,Low,Private Loans y/y,0.90%,0.20%,-187,-39,-28
8/27/2015 19:30,USD,High,Prelim GDP q/q,3.70%,2.30%,-187,-61,-50
8/27/2015 19:30,USD,High,Unemployment Claims,271K,277K,-187,-61,-50
8/27/2015 19:30,USD,Low,Prelim GDP Price Index q/q,2.10%,2.00%,-187,-61,-50
8/27/2015 21:00,USD,Medium,Pending Home Sales m/m,0.50%,-1.70%,-187,-58,-26
8/27/2015 21:30,USD,Low,Natural Gas Storage,69B,53B,-187,-37,-37
8/28/2015 12:45,EUR,Medium,German Prelim CPI m/m,0.00%,0.20%,-154,18,18
8/28/2015 14:00,EUR,Medium,Spanish Flash CPI y/y,-0.40%,0.10%,-154,48,33
8/28/2015 19:30,USD,Medium,Core PCE Price Index m/m,0.10%,0.10%,-154,-36,-31
8/28/2015 19:30,USD,Medium,Personal Spending m/m,0.30%,0.30%,-154,-36,-31
8/28/2015 19:30,USD,Low,Personal Income m/m,0.40%,0.40%,-154,-36,-31
8/28/2015 21:00,USD,Medium,Revised UoM Consumer Sentiment,91.9,92.9,-154,-32,-23
8/31/2015 13:00,EUR,Medium,German Retail Sales m/m,1.40%,-1.00%,92,-30,-19
8/31/2015 15:00,EUR,Low,Italian Retail Sales m/m,-0.30%,-0.20%,92,-26,14
8/31/2015 16:00,EUR,Medium,CPI Flash Estimate y/y,0.20%,0.20%,92,23,-19
8/31/2015 16:00,EUR,Medium,Core CPI Flash Estimate y/y,1.00%,1.00%,92,23,-19
8/31/2015 16:00,EUR,Low,Italian Prelim CPI m/m,0.20%,-0.10%,92,23,-19
8/31/2015 20:45,USD,Medium,Chicago PMI,54.4,54.7,92,-44,-16
9/1/2015 14:15,EUR,Medium,Spanish Manufacturing PMI,53.2,53.6,129,69,58
9/1/2015 14:45,EUR,Low,Italian Manufacturing PMI,53.8,55.3,129,-55,-28
9/1/2015 14:50,EUR,Low,French Final Manufacturing PMI,48.3,48.6,129,-55,-30
9/1/2015 14:55,EUR,Medium,German Unemployment Change,-7K,8K,129,-65,-31
9/1/2015 14:55,EUR,Low,German Final Manufacturing PMI,53.3,53.2,129,-65,-31
9/1/2015 15:00,EUR,Low,Final Manufacturing PMI,52.3,52.4,129,-61,-33
9/1/2015 15:00,EUR,Low,Italian Monthly Unemployment Rate,12.00%,12.50%,129,-61,-33
9/1/2015 15:00,EUR,Low,Italian Quarterly Unemployment Rate,12.40%,12.30%,129,-61,-33
9/1/2015 16:00,EUR,Medium,Unemployment Rate,10.90%,11.10%,129,-31,14
9/1/2015 20:45,USD,Low,Final Manufacturing PMI,53,52.9,129,-47,38
9/1/2015 21:00,USD,High,ISM Manufacturing PMI,51.1,52.7,129,-47,-41
9/1/2015 21:00,USD,Low,Construction Spending m/m,0.70%,0.70%,129,-47,-41
9/1/2015 21:00,USD,Low,IBD/TIPP Economic Optimism,42,46.9,129,-47,-41
9/1/2015 21:00,USD,Low,ISM Manufacturing Prices,39,44,129,-47,-41
9/1/2015 21:49,USD,Low,Total Vehicle Sales,17.8M,17.6M,129,18,18
9/2/2015 14:00,EUR,Medium,Spanish Unemployment Change,21.7K,-74.0K,-97,-40,-30
9/2/2015 16:00,EUR,Low,PPI m/m,-0.10%,-0.10%,-97,-33,-21
9/2/2015 19:15,USD,High,ADP Non-Farm Employment Change,190K,177K,-97,-40,-26
9/2/2015 19:30,USD,Medium,Revised Nonfarm Productivity q/q,3.30%,1.30%,-97,-36,-28
9/2/2015 19:30,USD,Low,Revised Unit Labor Costs q/q,-1.40%,0.50%,-97,-36,-28
9/2/2015 21:00,USD,Medium,Factory Orders m/m,0.40%,2.20%,-97,-25,-17
9/2/2015 21:30,USD,Medium,Crude Oil Inventories,4.7M,-5.5M,-97,-20,-20
9/3/2015 14:15,EUR,Low,Spanish Services PMI,59.6,59.7,-161,18,-18
9/3/2015 14:45,EUR,Low,Italian Services PMI,54.6,52,-161,17,16
9/3/2015 14:50,EUR,Low,French Final Services PMI,50.6,51.8,-161,17,16
9/3/2015 14:55,EUR,Low,German Final Services PMI,54.9,53.6,-161,18,15
9/3/2015 15:00,EUR,Low,Final Services PMI,54.4,54.3,-161,16,13
9/3/2015 16:00,EUR,Low,Retail Sales m/m,0.40%,-0.20%,-161,-14,-9
9/3/2015 18:45,EUR,High,Main Refinancing Rate,0.05%,0.05%,-161,-113,12
9/3/2015 19:30,USD,High,Trade Balance,-41.9B,-45.2B,-161,-127,-124
9/3/2015 19:30,USD,High,Unemployment Claims,282K,270K,-161,-127,-124
9/3/2015 20:45,USD,Low,Final Services PMI,56.1,55.2,-161,-36,-34
9/3/2015 21:00,USD,High,ISM Services PMI,59,60.3,-161,-40,-19
9/3/2015 21:30,USD,Low,Natural Gas Storage,94B,69B,-161,-34,-31
9/4/2015 13:00,EUR,Medium,German Factory Orders m/m,-1.40%,1.80%,-100,-15,-13
9/4/2015 19:30,USD,High,Average Hourly Earnings m/m,0.30%,0.20%,-100,-100,-100
9/4/2015 19:30,USD,High,Non-Farm Employment Change,173K,245K,-100,-100,-100
9/4/2015 19:30,USD,High,Unemployment Rate,5.10%,5.30%,-100,-100,-100
9/7/2015 13:00,EUR,Low,German Industrial Production m/m,0.70%,-0.90%,56,27,-23
9/7/2015 15:30,EUR,Low,Sentix Investor Confidence,13.6,18.4,56,30,16
9/8/2015 13:00,EUR,Low,German Trade Balance,22.8B,22.1B,-77,-34,28
9/8/2015 13:45,EUR,Low,French Trade Balance,-3.3B,-2.8B,-77,-41,-36
9/8/2015 16:00,EUR,Low,Revised GDP q/q,0.40%,0.30%,-77,-31,-16
9/8/2015 17:00,USD,Low,NFIB Small Business Index,95.9,95.4,-77,-11,-6
9/9/2015 2:13,USD,Low,Consumer Credit m/m,19.1B,27.0B,-85,-13,12
9/9/2015 21:00,USD,Medium,JOLTS Job Openings,5.75M,5.32M,-85,43,34
9/10/2015 12:30,EUR,Low,French Final Private Payrolls q/q,0.20%,0.20%,130,37,-15
9/10/2015 13:45,EUR,Low,French Industrial Production m/m,-0.80%,0.00%,130,-37,-20
9/10/2015 19:30,USD,High,Unemployment Claims,275K,281K,130,29,29
9/10/2015 19:30,USD,Medium,Import Prices m/m,-1.80%,-0.90%,130,29,29
9/10/2015 21:00,USD,Low,Final Wholesale Inventories m/m,-0.10%,0.70%,130,19,-13
9/10/2015 21:30,USD,Low,Natural Gas Storage,68B,94B,130,68,-18
9/10/2015 22:00,USD,Medium,Crude Oil Inventories,2.6M,4.7M,130,66,66
9/11/2015 13:00,EUR,Low,German Final CPI m/m,0.00%,0.00%,94,-29,-20
9/11/2015 13:00,EUR,Low,German WPI m/m,-0.80%,0.10%,94,-29,-20
9/11/2015 15:00,EUR,Low,Italian Industrial Production m/m,1.10%,-1.00%,94,-21,20
9/11/2015 19:30,USD,High,PPI m/m,0.00%,0.20%,94,26,21
9/11/2015 19:30,USD,Medium,Core PPI m/m,0.30%,0.30%,94,26,21
9/11/2015 21:00,USD,High,Prelim UoM Consumer Sentiment,85.7,91.9,94,-22,-22
9/12/2015 0:55,USD,Low,Federal Budget Balance,-64.4B,-149.2B,-22,-14,-10
9/14/2015 16:00,EUR,Low,Industrial Production m/m,0.60%,-0.30%,-89,-14,-14
9/15/2015 13:45,EUR,Low,French Final CPI m/m,0.30%,-0.40%,-70,21,-18
9/15/2015 16:00,EUR,High,German ZEW Economic Sentiment,12.1,25,-70,20,20
9/15/2015 16:00,EUR,Medium,ZEW Economic Sentiment,33.3,47.6,-70,20,20
9/15/2015 16:00,EUR,Low,Final Employment Change q/q,0.30%,0.20%,-70,20,20
9/15/2015 16:00,EUR,Low,Trade Balance,22.4B,21.9B,-70,20,20
9/15/2015 19:30,USD,High,Core Retail Sales m/m,0.10%,0.60%,-70,-35,-35
9/15/2015 19:30,USD,High,Retail Sales m/m,0.20%,0.70%,-70,-35,-35
9/15/2015 19:30,USD,Medium,Empire State Manufacturing Index,-14.7,-14.9,-70,-35,-35
9/15/2015 20:15,USD,Medium,Capacity Utilization Rate,77.60%,78.00%,-70,17,17
9/15/2015 20:15,USD,Medium,Industrial Production m/m,-0.40%,0.90%,-70,17,17
9/15/2015 21:00,USD,Low,Business Inventories m/m,0.10%,0.70%,-70,-44,9
9/16/2015 16:00,EUR,Medium,Final CPI y/y,0.10%,0.20%,107,-28,-28
9/16/2015 16:00,EUR,Low,Final Core CPI y/y,0.90%,1.00%,107,-28,-28
9/16/2015 19:30,USD,High,CPI m/m,-0.10%,0.10%,107,46,38
9/16/2015 19:30,USD,High,Core CPI m/m,0.10%,0.10%,107,46,38
9/16/2015 21:00,USD,Low,NAHB Housing Market Index,62,61,107,34,33
9/16/2015 21:30,USD,Medium,Crude Oil Inventories,-2.1M,2.6M,107,-22,-22
9/17/2015 3:00,USD,Low,TIC Long-Term Purchases,7.7B,103.1B,63,10,-6
9/17/2015 15:02,EUR,Low,Italian Trade Balance,8.03B,2.81B,63,-15,11
9/17/2015 19:30,USD,High,Building Permits,1.17M,1.13M,63,14,14
9/17/2015 19:30,USD,High,Unemployment Claims,264K,275K,63,14,14
9/17/2015 19:30,USD,Medium,Current Account,-110B,-118B,63,14,14
9/17/2015 19:30,USD,Medium,Housing Starts,1.13M,1.16M,63,14,14
9/17/2015 21:00,USD,High,Philly Fed Manufacturing Index,-6,8.3,63,-23,13
9/17/2015 21:30,USD,Low,Natural Gas Storage,73B,68B,63,-19,-18
9/18/2015 1:00,USD,High,Federal Funds Rate,<0.25%,<0.25%,157,91,91
9/18/2015 15:00,EUR,Low,Current Account,22.6B,24.9B,157,24,-10
9/18/2015 21:00,USD,Low,CB Leading Index m/m,0.10%,-0.20%,157,-42,-40
9/24/2015 13:00,EUR,Low,German GfK Consumer Climate,9.6,9.9,131,37,15
9/24/2015 15:00,EUR,High,German ifo Business Climate,108.5,108.4,131,-39,-39
9/24/2015 16:00,EUR,Low,Italian Retail Sales m/m,0.40%,-0.40%,131,21,21
9/24/2015 16:31,EUR,High,Long Term Refinancing Operation,15.5B,73.8B,131,-16,-16
9/24/2015 19:30,USD,High,Core Durable Goods Orders m/m,0.00%,0.40%,131,36,16
9/24/2015 19:30,USD,High,Unemployment Claims,267K,264K,131,36,16
9/24/2015 19:30,USD,Medium,Durable Goods Orders m/m,-2.00%,2.20%,131,36,16
9/24/2015 20:00,EUR,Low,Belgian NBB Business Climate,-6.8,-5.1,131,24,24
9/24/2015 21:00,USD,Medium,New Home Sales,552K,522K,131,55,28
9/24/2015 21:30,USD,Low,Natural Gas Storage,106B,73B,131,36,36
9/25/2015 15:00,EUR,Medium,M3 Money Supply y/y,4.80%,5.30%,-142,28,21
9/25/2015 15:00,EUR,Low,Private Loans y/y,1.00%,0.90%,-142,28,21
9/25/2015 19:30,USD,High,Final GDP q/q,3.90%,3.70%,-142,49,35
9/25/2015 19:30,USD,Low,Final GDP Price Index q/q,2.10%,2.10%,-142,49,35
9/25/2015 20:45,USD,Low,Flash Services PMI,55.6,56.1,-142,30,27
9/25/2015 21:00,USD,Medium,Revised UoM Consumer Sentiment,87.2,85.7,-142,-27,24
9/28/2015 19:30,USD,Medium,Core PCE Price Index m/m,0.10%,0.10%,98,-25,-21
9/28/2015 19:30,USD,Medium,Personal Spending m/m,0.40%,0.40%,98,-25,-21
9/28/2015 19:30,USD,Low,Personal Income m/m,0.30%,0.50%,98,-25,-21
9/28/2015 21:00,USD,Medium,Pending Home Sales m/m,-1.40%,0.50%,98,49,31
9/29/2015 13:00,EUR,Low,German Import Prices m/m,-1.50%,-0.70%,-87,19,18
9/29/2015 13:00,EUR,Medium,German Prelim CPI m/m,-0.20%,0.00%,-87,19,18
9/29/2015 14:00,EUR,Medium,Spanish Flash CPI y/y,-0.90%,-0.40%,-87,-38,-34
9/29/2015 19:30,USD,Medium,Goods Trade Balance,-67.2B,-59.1B,-87,19,18
9/29/2015 20:00,USD,Low,S&P/CS Composite-20 HPI y/y,5.00%,4.90%,-87,50,18
9/29/2015 21:00,USD,High,CB Consumer Confidence,103,101.3,-87,-29,-29
9/30/2015 13:00,EUR,Medium,German Retail Sales m/m,-0.40%,1.60%,-109,-19,-12
9/30/2015 13:00,EUR,Low,French Consumer Spending m/m,0.30%,0.40%,-109,-19,-12
9/30/2015 13:45,EUR,Low,French Consumer Spending m/m,0.00%,0.30%,-109,-20,-20
9/30/2015 14:55,EUR,Medium,German Unemployment Change,2K,-6K,-109,-18,-10
9/30/2015 15:00,EUR,Low,Italian Monthly Unemployment Rate,11.90%,12.00%,-109,-18,-10
9/30/2015 16:00,EUR,Medium,CPI Flash Estimate y/y,-0.10%,0.10%,-109,-23,17
9/30/2015 16:00,EUR,Medium,Core CPI Flash Estimate y/y,0.90%,0.90%,-109,-23,17
9/30/2015 16:00,EUR,Medium,Unemployment Rate,11.00%,11.00%,-109,-23,17
9/30/2015 16:00,EUR,Low,Italian Prelim CPI m/m,-0.30%,0.20%,-109,-23,17
9/30/2015 19:15,USD,High,ADP Non-Farm Employment Change,200K,186K,-109,25,-22
9/30/2015 20:45,USD,Medium,Chicago PMI,48.7,54.4,-109,-31,-17
9/30/2015 21:30,USD,Medium,Crude Oil Inventories,4.0M,-1.9M,-109,-24,-23
10/1/2015 14:15,EUR,Medium,Spanish Manufacturing PMI,51.7,53.2,74,-23,16
10/1/2015 14:45,EUR,Low,Italian Manufacturing PMI,52.7,53.8,74,21,-13
10/1/2015 14:50,EUR,Low,French Final Manufacturing PMI,50.6,50.4,74,21,10
10/1/2015 14:55,EUR,Low,German Final Manufacturing PMI,52.3,52.5,74,21,15
10/1/2015 15:00,EUR,Low,Final Manufacturing PMI,52,52,74,29,21
10/1/2015 19:30,USD,High,Unemployment Claims,277K,267K,74,19,15
10/1/2015 20:45,USD,Low,Final Manufacturing PMI,53.1,53,74,23,23
10/1/2015 21:00,USD,High,ISM Manufacturing PMI,50.2,51.1,74,-21,-21
10/1/2015 21:00,USD,Low,Construction Spending m/m,0.70%,0.40%,74,-21,-21
10/1/2015 21:00,USD,Low,ISM Manufacturing Prices,38,39,74,-21,-21
10/1/2015 21:30,USD,Low,Natural Gas Storage,98B,106B,74,24,21
10/1/2015 21:30,USD,Low,Total Vehicle Sales,18.2M,17.8M,74,24,21
10/2/2015 14:00,EUR,Medium,Spanish Unemployment Change,26.1K,21.7K,168,-13,-13
10/2/2015 16:00,EUR,Low,PPI m/m,-0.80%,-0.20%,168,-12,8
10/2/2015 19:30,USD,High,Average Hourly Earnings m/m,0.00%,0.40%,168,164,164
10/2/2015 19:30,USD,High,Non-Farm Employment Change,142K,136K,168,164,164
10/2/2015 19:30,USD,High,Unemployment Rate,5.10%,5.10%,168,164,164
10/2/2015 21:00,USD,Medium,Factory Orders m/m,-1.70%,0.20%,168,-50,-31
10/5/2015 14:15,EUR,Low,Spanish Services PMI,55.1,59.6,-116,27,-22
10/5/2015 14:45,EUR,Low,Italian Services PMI,53.3,54.6,-116,22,21
10/5/2015 14:50,EUR,Low,French Final Services PMI,51.9,51.2,-116,22,21
10/5/2015 14:55,EUR,Low,German Final Services PMI,54.1,54.3,-116,22,22
10/5/2015 15:00,EUR,Low,Final Services PMI,53.7,54,-116,20,20
10/5/2015 15:30,EUR,Low,Sentix Investor Confidence,11.7,13.6,-116,30,15
10/5/2015 16:00,EUR,Low,Retail Sales m/m,0.00%,0.60%,-116,31,18
10/5/2015 20:45,USD,Low,Final Services PMI,55.1,55.6,-116,-20,19
10/5/2015 21:00,USD,High,ISM Services PMI,56.9,59,-116,20,-20
10/6/2015 13:00,EUR,Medium,German Factory Orders m/m,-1.80%,-2.20%,103,22,14
10/6/2015 19:30,USD,High,Trade Balance,-48.3B,-41.8B,103,-25,-25
10/6/2015 21:00,USD,Low,IBD/TIPP Economic Optimism,47.3,42,103,49,26
10/7/2015 13:00,EUR,Low,German Industrial Production m/m,-1.20%,1.20%,-73,-14,10
10/7/2015 13:45,EUR,Low,French Trade Balance,-3.0B,-3.2B,-73,-39,-33
10/7/2015 21:30,USD,Medium,Crude Oil Inventories,3.1M,4.0M,-73,49,29
10/8/2015 2:00,USD,Low,Consumer Credit m/m,16.0B,18.9B,81,-14,-11
10/8/2015 13:00,EUR,Low,German Trade Balance,19.6B,22.4B,81,19,-12
10/8/2015 19:30,USD,High,Unemployment Claims,263K,276K,81,27,22
10/8/2015 21:30,USD,Low,Natural Gas Storage,95B,98B,81,32,20
10/9/2015 13:45,EUR,Low,French Industrial Production m/m,1.60%,-1.10%,125,54,38
10/9/2015 15:00,EUR,Low,Italian Industrial Production m/m,-0.50%,1.10%,125,-26,-20
10/9/2015 19:30,USD,Medium,Import Prices m/m,-0.10%,-1.60%,125,-30,-19
10/9/2015 21:00,USD,Low,Final Wholesale Inventories m/m,0.10%,-0.30%,125,23,-21
10/13/2015 13:00,EUR,Low,German Final CPI m/m,-0.20%,-0.20%,67,-25,-23
10/13/2015 13:00,EUR,Low,German WPI m/m,-0.60%,-0.80%,67,-25,-23
10/13/2015 16:00,EUR,High,German ZEW Economic Sentiment,1.9,12.1,67,26,18
10/13/2015 16:00,EUR,Medium,ZEW Economic Sentiment,30.1,33.3,67,26,18
10/13/2015 17:00,USD,Low,NFIB Small Business Index,96.1,95.9,67,-25,-9
10/14/2015 13:45,EUR,Low,French Final CPI m/m,-0.40%,0.30%,70,30,21
10/14/2015 16:00,EUR,Low,Industrial Production m/m,-0.50%,0.80%,70,11,11
10/14/2015 19:30,USD,High,Core Retail Sales m/m,-0.30%,-0.10%,70,38,36
10/14/2015 19:30,USD,High,PPI m/m,-0.50%,0.00%,70,38,36
10/14/2015 19:30,USD,High,Retail Sales m/m,0.10%,0.00%,70,38,36
10/14/2015 19:30,USD,Medium,Core PPI m/m,-0.30%,0.30%,70,38,36
10/14/2015 21:00,USD,Low,Business Inventories m/m,0.00%,0.00%,70,30,27
10/15/2015 19:30,USD,High,CPI m/m,-0.20%,-0.10%,-132,-77,-75
10/15/2015 19:30,USD,High,Core CPI m/m,0.20%,0.10%,-132,-77,-75
10/15/2015 19:30,USD,High,Unemployment Claims,255K,262K,-132,-77,-75
10/15/2015 19:30,USD,Medium,Empire State Manufacturing Index,-11.4,-14.7,-132,-77,-75
10/15/2015 21:00,USD,High,Philly Fed Manufacturing Index,-4.5,-6,-132,26,-15
10/15/2015 21:30,USD,Low,Natural Gas Storage,100B,95B,-132,39,-24
10/15/2015 22:00,USD,Medium,Crude Oil Inventories,7.6M,3.1M,-132,36,29
10/16/2015 2:26,USD,Low,Federal Budget Balance,91.1B,-64.4B,-67,11,-5
10/16/2015 15:00,EUR,Low,Italian Trade Balance,1.85B,8.07B,-67,-25,-25
10/16/2015 16:00,EUR,Medium,Final CPI y/y,-0.10%,-0.10%,-67,-33,-17
10/16/2015 16:00,EUR,Low,Final Core CPI y/y,0.90%,0.90%,-67,-33,-17
10/16/2015 16:00,EUR,Low,Trade Balance,19.8B,22.4B,-67,-33,-17
10/16/2015 20:15,USD,Medium,Capacity Utilization Rate,77.50%,77.80%,-67,36,36
10/16/2015 20:15,USD,Medium,Industrial Production m/m,-0.20%,-0.10%,-67,36,36
10/16/2015 21:00,USD,High,Prelim UoM Consumer Sentiment,92.1,87.2,-67,-16,-16
10/16/2015 21:00,USD,Medium,JOLTS Job Openings,5.37M,5.67M,-67,-16,-16
10/17/2015 3:00,USD,Low,TIC Long-Term Purchases,20.4B,7.7B,-44,-11,-10
10/19/2015 21:00,USD,Low,NAHB Housing Market Index,64,61,-73,-23,-15
10/20/2015 13:00,EUR,Low,German PPI m/m,-0.40%,-0.50%,68,-9,9
10/20/2015 15:00,EUR,Low,Current Account,17.7B,25.6B,68,22,22
10/20/2015 19:30,USD,High,Building Permits,1.10M,1.16M,68,-15,-15
10/20/2015 19:30,USD,Medium,Housing Starts,1.21M,1.13M,68,-15,-15
10/21/2015 21:30,USD,Medium,Crude Oil Inventories,8.0M,7.6M,-44,27,19
10/22/2015 14:00,EUR,Medium,Spanish Unemployment Rate,21.20%,22.40%,-236,-37,-35
10/22/2015 18:45,EUR,High,Main Refinancing Rate,0.05%,0.05%,-236,-106,-15
10/22/2015 19:30,USD,High,Unemployment Claims,259K,256K,-236,-97,-88
10/22/2015 20:00,USD,Low,HPI m/m,0.30%,0.50%,-236,-57,-44
10/22/2015 21:00,EUR,Low,Consumer Confidence,-8,-7,-236,30,29
10/22/2015 21:00,USD,Medium,Existing Home Sales,5.55M,5.30M,-236,30,29
10/22/2015 21:00,USD,Low,CB Leading Index m/m,-0.20%,0.00%,-236,30,29
10/22/2015 21:30,USD,Low,Natural Gas Storage,81B,100B,-236,-34,-26
10/23/2015 14:00,EUR,High,French Flash Manufacturing PMI,50.7,50.6,-133,-37,-37
10/23/2015 14:00,EUR,Medium,French Flash Services PMI,52.3,51.9,-133,-37,-37
10/23/2015 14:30,EUR,High,German Flash Manufacturing PMI,51.6,52.3,-133,36,17
10/23/2015 14:30,EUR,Medium,German Flash Services PMI,55.2,54.1,-133,36,17
10/23/2015 15:00,EUR,Medium,Flash Manufacturing PMI,52,52,-133,34,31
10/23/2015 15:00,EUR,Medium,Flash Services PMI,54.2,53.7,-133,34,31
10/23/2015 16:00,EUR,Low,Italian Retail Sales m/m,0.30%,0.30%,-133,-33,11
