Time,Currency,Impact,Event,Actual,Previous,EffectDay,Effect60,Effect30
7/7/2020 13:45,EUR,Low,French Trade Balance,-7.1B,-5.1B,-73,-21,-13
7/7/2020 15:02,EUR,Low,Italian Retail Sales m/m,24.30%,-10.70%,-73,-27,-18
7/7/2020 20:59,USD,Low,IBD/TIPP Economic Optimism,44,47,-73,-21,-14
7/7/2020 21:00,USD,Low,JOLTS Job Openings,5.40M,5.00M,-73,-21,-14
7/8/2020 21:30,USD,Medium,Crude Oil Inventories,5.7M,-7.2M,89,-28,-17
7/9/2020 02:00,USD,Low,Consumer Credit m/m,-18.3B,-70.2B,-85,-9,-7
7/9/2020 13:00,EUR,Low,German Trade Balance,7.6B,3.4B,-85,-13,-13
7/9/2020 19:30,USD,Medium,Unemployment Claims,1314K,1413K,-85,15,15
7/9/2020 21:00,USD,Low,Final Wholesale Inventories m/m,-1.20%,-1.20%,-85,-48,-32
7/9/2020 21:30,USD,Low,Natural Gas Storage,56B,65B,-85,-45,-40
7/10/2020 13:45,EUR,Low,French Industrial Production m/m,19.60%,-20.60%,70,23,-11
7/10/2020 15:00,EUR,Low,Italian Industrial Production m/m,42.10%,-20.50%,70,13,13
7/10/2020 19:30,USD,Medium,Core PPI m/m,-0.30%,-0.10%,70,33,15
7/10/2020 19:30,USD,Medium,PPI m/m,-0.20%,0.40%,70,33,15
7/13/2020 13:00,EUR,Low,German WPI m/m,0.60%,-0.60%,75,11,-9
7/14/2020 1:00,USD,Low,Federal Budget Balance,-864.1B,-398.8B,83,-19,-13
7/14/2020 13:00,EUR,Low,German Final CPI m/m,0.60%,0.60%,83,12,12
7/14/2020 16:00,EUR,Low,Industrial Production m/m,12.40%,-18.20%,83,18,11
7/14/2020 16:00,EUR,Low,ZEW Economic Sentiment,59.6,58.6,83,18,11
7/14/2020 16:00,EUR,Low,German ZEW Economic Sentiment,59.3,63.4,83,18,11
7/14/2020 17:00,USD,Low,NFIB Small Business Index,100.6,94.4,83,21,-11
7/14/2020 19:30,USD,Medium,CPI m/m,0.60%,-0.10%,83,15,-14
7/14/2020 19:30,USD,Medium,Core CPI m/m,0.20%,-0.10%,83,15,-14
7/15/2020 19:30,USD,Low,Empire State Manufacturing Index,17.2,-0.2,65,10,-10
7/15/2020 19:30,USD,Low,Import Prices m/m,1.40%,0.80%,65,10,-10
7/15/2020 20:15,USD,Medium,Industrial Production m/m,5.40%,1.40%,65,-30,-18
7/15/2020 20:15,USD,Low,Capacity Utilization Rate,68.60%,65.10%,65,-30,-18
7/15/2020 21:30,USD,Medium,Crude Oil Inventories,-7.5M,5.7M,65,-14,-14
7/16/2020 13:45,EUR,Low,French Final CPI m/m,0.10%,-0.10%,63,16,10
7/16/2020 15:02,EUR,Low,Italian Trade Balance,5.58B,-1.13B,63,-30,-11
7/16/2020 16:00,EUR,Low,Trade Balance,8.0B,1.6B,63,-19,8
7/16/2020 18:45,EUR,High,Main Refinancing Rate,0.00%,0.00%,63,28,20
7/16/2020 19:30,USD,High,Core Retail Sales m/m,7.30%,12.10%,63,-25,-19
7/16/2020 19:30,USD,High,Retail Sales m/m,7.50%,18.20%,63,-25,-19
7/16/2020 19:30,USD,Medium,Philly Fed Manufacturing Index,24.1,27.5,63,-25,-19
7/16/2020 19:30,USD,Medium,Unemployment Claims,1300K,1310K,63,-25,-19
7/16/2020 21:00,USD,Low,Business Inventories m/m,-2.30%,-1.40%,63,17,16
7/16/2020 21:00,USD,Low,NAHB Housing Market Index,72,58,63,17,16
7/16/2020 21:30,USD,Low,Natural Gas Storage,45B,56B,63,-20,-12
7/17/2020 3:00,USD,Low,TIC Long-Term Purchases,127.0B,-130.8B,72,6,4
7/17/2020 16:00,EUR,Low,Final CPI y/y,0.30%,0.30%,72,-12,8
7/17/2020 16:00,EUR,Low,Final Core CPI y/y,0.80%,0.80%,72,-12,8
7/17/2020 19:30,USD,Low,Building Permits,1.24M,1.22M,72,-11,-10
7/17/2020 19:30,USD,Low,Housing Starts,1.19M,1.01M,72,-11,-10
7/17/2020 21:00,USD,Medium,Prelim UoM Consumer Sentiment,73.2,78.1,72,-20,10
7/20/2020 13:00,EUR,Low,German PPI m/m,0.00%,-0.40%,-65,16,16
7/20/2020 15:00,EUR,Low,Current Account,8.0B,14.3B,-65,25,-14
7/22/2020 20:00,USD,Low,HPI m/m,-0.30%,0.10%,94,23,-19
7/22/2020 21:00,USD,Low,Existing Home Sales,4.72M,3.91M,94,24,-19
7/22/2020 21:30,USD,Medium,Crude Oil Inventories,4.9M,-7.5M,94,24,24
7/23/2020 13:00,EUR,Low,German GfK Consumer Climate,-0.3,-9.4,86,9,9
7/23/2020 19:30,USD,Medium,Unemployment Claims,1416K,1307K,86,-26,-25
7/23/2020 20:47,EUR,Low,Consumer Confidence,-15,-15,86,21,15
7/23/2020 21:00,USD,Medium,CB Leading Index m/m,2.00%,3.20%,86,33,13
7/23/2020 21:30,USD,Low,Natural Gas Storage,37B,45B,86,-28,22
7/24/2020 14:15,EUR,High,French Flash Services PMI,57.8,50.7,57,28,-21
7/24/2020 14:15,EUR,Medium,French Flash Manufacturing PMI,52,52.3,57,28,-21
7/24/2020 14:30,EUR,High,German Flash Manufacturing PMI,50,45.2,57,-26,22
7/24/2020 14:30,EUR,High,German Flash Services PMI,56.7,47.3,57,-26,22
7/24/2020 15:00,EUR,Medium,Flash Manufacturing PMI,51.1,47.4,57,-23,-18
7/24/2020 15:00,EUR,Medium,Flash Services PMI,55.1,48.3,57,-23,-18
7/24/2020 19:55,EUR,Low,Belgian NBB Business Climate,-13.9,-22.9,57,-24,-16
7/24/2020 20:45,USD,Medium,Flash Manufacturing PMI,51.3,49.8,57,33,18
7/24/2020 20:45,USD,Low,Flash Services PMI,49.6,47.9,57,33,18
7/24/2020 21:00,USD,Low,New Home Sales,776K,682K,57,28,19
7/27/2020 15:00,EUR,Low,M3 Money Supply y/y,9.20%,8.90%,142,18,17
7/27/2020 15:00,EUR,Low,Private Loans y/y,3.00%,3.00%,142,18,17
7/27/2020 15:00,EUR,Low,German ifo Business Climate,90.5,86.3,142,18,17
7/27/2020 19:30,USD,Medium,Core Durable Goods Orders m/m,3.30%,3.70%,142,-26,-18
7/27/2020 19:30,USD,Medium,Durable Goods Orders m/m,7.30%,15.70%,142,-26,-18
7/28/2020 14:00,EUR,Medium,Spanish Unemployment Rate,15.30%,14.40%,-75,-30,-11
7/28/2020 20:00,USD,Low,S&P/CS Composite-20 HPI y/y,3.70%,3.90%,-75,21,-14
7/28/2020 20:59,USD,Low,Richmond Manufacturing Index,10,0,-75,-31,-22
7/28/2020 21:00,USD,Medium,CB Consumer Confidence,92.6,98.3,-75,-31,-23
7/29/2020 13:00,EUR,Low,German Import Prices m/m,0.60%,0.30%,67,19,11
7/29/2020 19:30,USD,Low,Goods Trade Balance,-70.6B,-75.3B,67,30,18
7/29/2020 19:30,USD,Low,Prelim Wholesale Inventories m/m,-2.00%,-1.20%,67,30,18
7/29/2020 21:00,USD,High,Pending Home Sales m/m,16.60%,44.30%,67,27,-13
7/29/2020 21:30,USD,Medium,Crude Oil Inventories,-10.6M,4.9M,67,26,26
7/30/2020 1:00,USD,Medium,Federal Funds Rate,<0.25%,<0.25%,79,-48,25
7/30/2020 8:30,EUR,Low,German Prelim CPI m/m,-0.50%,0.60%,79,-12,-9
7/30/2020 14:00,EUR,Low,Spanish Flash CPI y/y,-0.60%,-0.30%,79,19,-18
7/30/2020 14:55,EUR,Low,German Unemployment Change,-18K,68K,79,-22,-11
7/30/2020 15:00,EUR,High,German Prelim GDP q/q,-10.10%,-2.00%,79,-24,-15
7/30/2020 15:00,EUR,Low,Italian Monthly Unemployment Rate,8.80%,8.30%,79,-24,-15
7/30/2020 16:00,EUR,Low,Unemployment Rate,7.80%,7.70%,79,31,13
7/30/2020 19:30,USD,High,Advance GDP q/q,-32.90%,-5.00%,79,48,31
7/30/2020 19:30,USD,Medium,Advance GDP Price Index q/q,-1.80%,1.40%,79,48,31
7/30/2020 19:30,USD,Medium,Unemployment Claims,1434K,1422K,79,48,31
7/30/2020 21:30,USD,Low,Natural Gas Storage,26B,37B,79,23,23
7/31/2020 12:30,EUR,Low,French Flash GDP q/q,-13.80%,-5.30%,-147,-20,-10
7/31/2020 13:00,EUR,Low,German Retail Sales m/m,-1.60%,12.70%,-147,32,-13
7/31/2020 13:45,EUR,Low,French Consumer Spending m/m,9.00%,37.40%,-147,-24,-22
7/31/2020 13:45,EUR,Low,French Prelim CPI m/m,0.40%,0.10%,-147,-24,-22
7/31/2020 14:00,EUR,Low,Spanish Flash GDP q/q,-18.50%,-5.20%,-147,-29,-19
7/31/2020 15:00,EUR,Low,Italian Prelim GDP q/q,-12.40%,-5.30%,-147,-33,-18
7/31/2020 16:00,EUR,Low,CPI Flash Estimate y/y,0.40%,0.30%,-147,-20,-20
7/31/2020 16:00,EUR,Low,Core CPI Flash Estimate y/y,1.20%,0.80%,-147,-20,-20
7/31/2020 16:00,EUR,Low,Italian Prelim CPI m/m,-0.10%,0.10%,-147,-20,-20
7/31/2020 16:00,EUR,Low,Prelim Flash GDP q/q,-12.10%,-3.60%,-147,-20,-20
7/31/2020 17:00,EUR,Low,Italian Retail Sales m/m,12.10%,24.30%,-147,-16,8
7/31/2020 19:30,USD,Medium,Core PCE Price Index m/m,0.20%,0.20%,-147,-32,-12
7/31/2020 19:30,USD,Medium,Personal Spending m/m,5.60%,8.50%,-147,-32,-12
7/31/2020 19:30,USD,Low,Employment Cost Index q/q,0.50%,0.80%,-147,-32,-12
7/31/2020 19:30,USD,Low,Personal Income m/m,-1.10%,-4.40%,-147,-32,-12
7/31/2020 20:45,USD,Medium,Chicago PMI,51.9,36.6,-147,42,32
7/31/2020 21:00,USD,Medium,Revised UoM Consumer Sentiment,72.5,73.2,-147,31,31
8/3/2020 14:15,EUR,Low,Spanish Manufacturing PMI,53.5,49,-101,21,-10
8/3/2020 14:45,EUR,Low,Italian Manufacturing PMI,51.9,47.5,-101,34,21
8/3/2020 14:50,EUR,Low,French Final Manufacturing PMI,52.4,52,-101,34,22
8/3/2020 14:55,EUR,Low,German Final Manufacturing PMI,51,50,-101,27,18
8/3/2020 15:00,EUR,Low,Final Manufacturing PMI,51.8,51.1,-101,26,16
8/3/2020 20:45,USD,Low,Final Manufacturing PMI,50.9,51.3,-101,36,36
8/3/2020 21:00,USD,High,ISM Manufacturing PMI,54.2,52.6,-101,21,20
8/3/2020 21:00,USD,Low,Construction Spending m/m,-0.70%,-1.70%,-101,21,20
8/3/2020 21:00,USD,Low,ISM Manufacturing Prices,53.2,51.3,-101,21,20
8/3/2020 21:00,USD,Low,Wards Total Vehicle Sales,14.5M,13.1M,-101,21,20
8/4/2020 14:00,EUR,Low,Spanish Unemployment Change,-89.8K,5.1K,-85,31,24
8/4/2020 16:00,EUR,Low,PPI m/m,0.70%,-0.60%,-85,14,11
8/4/2020 20:59,USD,Low,IBD/TIPP Economic Optimism,46.8,44,-85,43,23
8/4/2020 21:00,USD,Low,Factory Orders m/m,6.20%,7.70%,-85,40,21
8/5/2020 14:15,EUR,Low,Spanish Services PMI,51.9,50.2,130,-16,14
8/5/2020 14:45,EUR,Low,Italian Services PMI,51.6,46.4,130,-23,-16
8/5/2020 14:50,EUR,Low,French Final Services PMI,57.3,57.8,130,24,-18
8/5/2020 14:55,EUR,Low,German Final Services PMI,55.6,56.7,130,34,-17
8/5/2020 15:00,EUR,Low,Final Services PMI,54.7,55.1,130,34,-19
8/5/2020 16:00,EUR,Low,Retail Sales m/m,5.70%,20.30%,130,27,10
8/5/2020 19:15,USD,Medium,ADP Non-Farm Employment Change,167K,4314K,130,27,27
8/5/2020 19:30,USD,Low,Trade Balance,-50.7B,-54.8B,130,21,17
8/5/2020 20:45,USD,Low,Final Services PMI,50,49.6,130,-19,-17
8/5/2020 21:00,USD,High,ISM Services PMI,58.1,57.1,130,-29,-19
8/5/2020 21:30,USD,Medium,Crude Oil Inventories,-7.4M,-10.6M,130,33,-26
8/6/2020 13:00,EUR,Low,German Factory Orders m/m,27.90%,10.40%,-98,-44,35
8/6/2020 15:00,EUR,Low,Italian Industrial Production m/m,8.20%,41.60%,-98,20,17
8/6/2020 19:30,USD,Medium,Unemployment Claims,1186K,1435K,-98,-32,19
8/6/2020 21:30,USD,Low,Natural Gas Storage,33B,26B,-98,37,27
8/7/2020 13:00,EUR,Low,German Industrial Production m/m,8.90%,7.40%,-138,-18,9
8/7/2020 13:00,EUR,Low,German Trade Balance,14.5B,7.5B,-138,-18,9
8/7/2020 13:45,EUR,Low,French Industrial Production m/m,12.70%,19.90%,-138,20,16
8/7/2020 13:45,EUR,Low,French Prelim Private Payrolls q/q,-0.60%,-2.50%,-138,20,16
8/7/2020 13:45,EUR,Low,French Trade Balance,-8.0B,-7.5B,-138,20,16
8/7/2020 15:00,EUR,Low,Italian Trade Balance,6.23B,5.58B,-138,-19,-19
8/7/2020 19:30,USD,High,Average Hourly Earnings m/m,0.20%,-1.30%,-138,-77,43
8/7/2020 19:30,USD,High,Non-Farm Employment Change,1763K,4791K,-138,-77,43
8/7/2020 19:30,USD,High,Unemployment Rate,10.20%,11.10%,-138,-77,43
8/7/2020 21:00,USD,Low,Final Wholesale Inventories m/m,-1.40%,-2.00%,-138,35,-18
8/8/2020 02:00,USD,Low,Consumer Credit m/m,8.9B,-14.4B,22,9,4
8/10/2020 15:30,EUR,Low,Sentix Investor Confidence,-13.4,-18.2,-60,23,21
8/10/2020 21:00,USD,Low,JOLTS Job Openings,5.89M,5.37M,-60,-26,-19
8/11/2020 16:00,EUR,Low,ZEW Economic Sentiment,64,59.6,85,16,13
8/11/2020 16:00,EUR,Low,German ZEW Economic Sentiment,71.5,59.3,85,16,13
8/11/2020 17:00,USD,Low,NFIB Small Business Index,98.8,100.6,85,20,13
8/11/2020 19:30,USD,Low,Core PPI m/m,0.50%,-0.30%,85,-45,-23
8/11/2020 19:30,USD,Low,PPI m/m,0.60%,-0.20%,85,-45,-23
8/12/2020 16:00,EUR,Low,Industrial Production m/m,9.10%,12.30%,105,30,23
8/12/2020 19:30,USD,High,CPI m/m,0.60%,0.60%,105,39,34
8/12/2020 19:30,USD,High,Core CPI m/m,0.60%,0.20%,105,39,34
8/12/2020 21:30,USD,Medium,Crude Oil Inventories,-4.5M,-7.4M,105,28,28
8/13/2020 1:00,USD,Low,Federal Budget Balance,-63.0B,-864.1B,85,-13,8
8/13/2020 13:00,EUR,Low,German Final CPI m/m,-0.50%,-0.50%,85,24,24
8/13/2020 13:00,EUR,Low,German WPI m/m,0.50%,0.60%,85,24,24
8/13/2020 19:30,USD,Medium,Unemployment Claims,963K,1191K,85,26,26
8/13/2020 19:30,USD,Low,Import Prices m/m,0.70%,1.40%,85,26,26
8/13/2020 21:30,USD,Low,Natural Gas Storage,58B,33B,85,-33,-25
8/14/2020 13:45,EUR,Low,French Final CPI m/m,0.40%,0.40%,67,-23,-10
8/14/2020 16:00,EUR,Low,Flash Employment Change q/q,-2.80%,-0.20%,67,-36,-32
8/14/2020 16:00,EUR,Low,Flash GDP q/q,-12.10%,-12.10%,67,-36,-32
8/14/2020 16:00,EUR,Low,Trade Balance,17.1B,8.6B,67,-36,-32
8/14/2020 19:30,USD,High,Core Retail Sales m/m,1.90%,8.30%,67,24,19
8/14/2020 19:30,USD,High,Retail Sales m/m,1.20%,8.40%,67,24,19
8/14/2020 19:30,USD,Low,Prelim Nonfarm Productivity q/q,7.30%,-0.90%,67,24,19
8/14/2020 19:30,USD,Low,Prelim Unit Labor Costs q/q,12.20%,5.10%,67,24,19
8/14/2020 20:15,USD,Low,Capacity Utilization Rate,70.60%,68.50%,67,-17,-14
8/14/2020 20:15,USD,Low,Industrial Production m/m,3.00%,5.70%,67,-17,-14
8/14/2020 21:00,USD,Medium,Prelim UoM Consumer Sentiment,72.8,72.5,67,-27,-27
8/14/2020 21:00,USD,Low,Business Inventories m/m,-1.10%,-2.30%,67,-27,-27
8/17/2020 19:30,USD,Low,Empire State Manufacturing Index,3.7,17.2,52,-12,-10
8/17/2020 21:00,USD,Low,NAHB Housing Market Index,78,72,52,-18,-8
8/18/2020 3:00,USD,Low,TIC Long-Term Purchases,113.0B,118.1B,105,-7,4
8/18/2020 19:30,USD,Low,Building Permits,1.50M,1.26M,105,29,11
8/18/2020 19:30,USD,Low,Housing Starts,1.50M,1.22M,105,29,11
8/19/2020 15:00,EUR,Low,Current Account,20.7B,11.3B,-87,-12,-12
8/19/2020 16:00,EUR,Low,Final CPI y/y,0.40%,0.30%,-87,-18,13
8/19/2020 16:00,EUR,Low,Final Core CPI y/y,1.20%,1.20%,-87,-18,13
8/19/2020 21:30,USD,Medium,Crude Oil Inventories,-1.6M,-4.5M,-87,-43,-37
8/20/2020 13:00,EUR,Low,German PPI m/m,0.20%,0.00%,-92,14,13
8/20/2020 19:30,USD,Medium,Philly Fed Manufacturing Index,17.2,24.1,-92,-54,-29
8/20/2020 19:30,USD,Medium,Unemployment Claims,1106K,971K,-92,-54,-29
8/20/2020 21:00,USD,Medium,CB Leading Index m/m,1.40%,3.00%,-92,25,16
8/20/2020 21:30,USD,Low,Natural Gas Storage,43B,58B,-92,17,16
8/21/2020 14:15,EUR,High,French Flash Services PMI,51.9,57.3,-129,-44,-31
8/21/2020 14:15,EUR,Medium,French Flash Manufacturing PMI,49,52.4,-129,-44,-31
8/21/2020 14:30,EUR,High,German Flash Manufacturing PMI,53,51,-129,-37,-17
8/21/2020 14:30,EUR,High,German Flash Services PMI,50.8,55.6,-129,-37,-17
8/21/2020 15:00,EUR,Medium,Flash Manufacturing PMI,51.7,51.8,-129,-41,-28
8/21/2020 15:00,EUR,Medium,Flash Services PMI,50.1,54.7,-129,-41,-28
8/21/2020 20:45,USD,Medium,Flash Manufacturing PMI,53.6,50.9,-129,28,-23
8/21/2020 20:45,USD,Low,Flash Services PMI,54.8,50,-129,28,-23
8/21/2020 20:52,EUR,Low,Consumer Confidence,-15,-15,-129,33,19
8/21/2020 21:00,USD,Low,Existing Home Sales,5.86M,4.70M,-129,33,25
8/25/2020 13:00,EUR,Low,German Final GDP q/q,-9.70%,-10.10%,60,-16,-8
8/25/2020 15:00,EUR,Low,German ifo Business Climate,92.6,90.4,60,-24,-16
8/25/2020 20:00,EUR,Low,Belgian NBB Business Climate,-12,-13.9,60,28,25
8/25/2020 20:00,USD,Low,HPI m/m,0.90%,-0.20%,60,28,25
8/25/2020 20:00,USD,Low,S&P/CS Composite-20 HPI y/y,3.50%,3.60%,60,28,25
8/25/2020 20:59,USD,Low,Richmond Manufacturing Index,18,10,60,-25,15
8/25/2020 21:00,USD,Medium,CB Consumer Confidence,84.8,91.7,60,-25,15
8/25/2020 21:00,USD,Low,New Home Sales,901K,791K,60,-25,15
8/26/2020 19:30,USD,Medium,Core Durable Goods Orders m/m,2.40%,3.60%,-67,28,19
8/26/2020 19:30,USD,Medium,Durable Goods Orders m/m,11.20%,7.60%,-67,28,19
8/26/2020 21:30,USD,Medium,Crude Oil Inventories,-4.7M,-1.6M,-67,-15,-15
8/27/2020 15:00,EUR,Low,M3 Money Supply y/y,10.20%,9.20%,-138,11,10
8/27/2020 15:00,EUR,Low,Private Loans y/y,3.00%,3.00%,-138,11,10
8/27/2020 19:30,USD,Medium,Prelim GDP q/q,-31.70%,-32.90%,-138,96,34
8/27/2020 19:30,USD,Medium,Unemployment Claims,1006K,1104K,-138,96,34
8/27/2020 19:30,USD,Low,Prelim GDP Price Index q/q,-2.00%,-1.80%,-138,96,34
8/27/2020 21:00,USD,Medium,Pending Home Sales m/m,5.90%,15.80%,-138,46,46
8/27/2020 21:30,USD,Low,Natural Gas Storage,45B,43B,-138,-33,-33
8/28/2020 13:00,EUR,Low,German GfK Consumer Climate,-1.8,-0.2,127,-17,-12
8/28/2020 13:03,EUR,Low,German Import Prices m/m,0.30%,0.60%,127,-17,-12
8/28/2020 13:45,EUR,Low,French Consumer Spending m/m,0.50%,10.30%,127,39,29
8/28/2020 13:45,EUR,Low,French Prelim CPI m/m,-0.10%,0.40%,127,39,29
8/28/2020 13:45,EUR,Low,French Prelim GDP q/q,-13.80%,-13.80%,127,39,29
8/28/2020 19:30,USD,Medium,Core PCE Price Index m/m,0.30%,0.30%,127,-41,-41
8/28/2020 19:30,USD,Medium,Personal Spending m/m,1.90%,6.20%,127,-41,-41
8/28/2020 19:30,USD,Low,Goods Trade Balance,-79.3B,-71.0B,127,-41,-41
8/28/2020 19:30,USD,Low,Personal Income m/m,0.40%,-1.00%,127,-41,-41
8/28/2020 19:30,USD,Low,Prelim Wholesale Inventories m/m,-0.10%,-1.40%,127,-41,-41
8/28/2020 20:45,USD,Medium,Chicago PMI,51.2,51.9,127,31,-23
8/28/2020 21:00,USD,Medium,Revised UoM Consumer Sentiment,74.1,72.8,127,43,28
8/31/2020 12:02,EUR,Low,German Prelim CPI m/m,-0.10%,-0.50%,82,8,-3
8/31/2020 14:00,EUR,Low,Spanish Flash CPI y/y,-0.50%,-0.60%,82,-20,-15
8/31/2020 16:00,EUR,Low,Italian Prelim CPI m/m,0.30%,-0.20%,82,10,10
9/1/2020 14:15,EUR,Low,Spanish Manufacturing PMI,49.9,53.5,99,32,16
9/1/2020 14:45,EUR,Low,Italian Manufacturing PMI,53.1,51.9,99,-35,19
9/1/2020 14:50,EUR,Low,French Final Manufacturing PMI,49.8,49,99,-35,-14
9/1/2020 14:55,EUR,Low,German Final Manufacturing PMI,52.2,53,99,-35,-20
9/1/2020 14:55,EUR,Low,German Unemployment Change,-9K,-17K,99,-35,-20
9/1/2020 15:00,EUR,Low,Final Manufacturing PMI,51.7,51.7,99,-29,-15
9/1/2020 15:00,EUR,Low,Italian Monthly Unemployment Rate,9.70%,9.30%,99,-29,-15
9/1/2020 16:00,EUR,Low,CPI Flash Estimate y/y,-0.20%,0.40%,99,19,-10
9/1/2020 16:00,EUR,Low,Core CPI Flash Estimate y/y,0.40%,1.20%,99,19,-10
9/1/2020 16:00,EUR,Low,Unemployment Rate,7.90%,7.70%,99,19,-10
9/1/2020 20:45,USD,Low,Final Manufacturing PMI,53.1,53.6,99,-40,-40
9/1/2020 21:00,USD,High,ISM Manufacturing PMI,56,54.2,99,-40,-40
9/1/2020 21:00,USD,Low,Construction Spending m/m,0.10%,-0.50%,99,-40,-40
9/1/2020 21:00,USD,Low,ISM Manufacturing Prices,59.5,53.2,99,-40,-40
9/1/2020 21:00,USD,Low,Wards Total Vehicle Sales,15.2M,14.5M,99,-40,-40
9/2/2020 13:00,EUR,Low,German Retail Sales m/m,-0.90%,-1.90%,-112,-23,-18
9/2/2020 14:00,EUR,Low,Spanish Unemployment Change,29.8K,-89.8K,-112,-44,-35
9/2/2020 16:00,EUR,Low,PPI m/m,0.60%,0.70%,-112,17,14
9/2/2020 19:15,USD,High,ADP Non-Farm Employment Change,428K,212K,-112,-25,-22
9/2/2020 21:00,USD,Low,Factory Orders m/m,6.40%,6.40%,-112,25,17
9/2/2020 21:30,USD,Medium,Crude Oil Inventories,-9.4M,-4.7M,-112,-20,-14
9/3/2020 14:15,EUR,Low,Spanish Services PMI,47.7,51.9,-69,24,14
9/3/2020 14:45,EUR,Low,Italian Services PMI,47.1,51.6,-69,25,18
9/3/2020 14:50,EUR,Low,French Final Services PMI,51.5,51.9,-69,25,18
9/3/2020 14:55,EUR,Low,German Final Services PMI,52.5,50.8,-69,22,15
9/3/2020 15:00,EUR,Low,Final Services PMI,50.5,50.1,-69,21,-14
9/3/2020 16:00,EUR,Low,Retail Sales m/m,-1.30%,5.30%,-69,16,-15
9/3/2020 19:30,USD,Medium,Unemployment Claims,881K,1011K,-69,28,23
9/3/2020 19:30,USD,Low,Revised Nonfarm Productivity q/q,10.10%,7.30%,-69,28,23
9/3/2020 19:30,USD,Low,Revised Unit Labor Costs q/q,9.00%,12.20%,-69,28,23
9/3/2020 19:30,USD,Low,Trade Balance,-63.6B,-53.5B,-69,28,23
9/3/2020 20:45,USD,Low,Final Services PMI,55,54.8,-69,-25,13
9/3/2020 21:00,USD,High,ISM Services PMI,56.9,58.1,-69,-25,-25
9/3/2020 21:30,USD,Low,Natural Gas Storage,35B,45B,-69,-36,-18
9/4/2020 13:00,EUR,Low,German Factory Orders m/m,2.80%,28.80%,-84,-18,-12
9/4/2020 19:30,USD,High,Average Hourly Earnings m/m,0.40%,0.10%,-84,-54,-53
9/4/2020 19:30,USD,High,Non-Farm Employment Change,1371K,1734K,-84,-54,-53
9/4/2020 19:30,USD,High,Unemployment Rate,8.40%,10.20%,-84,-54,-53
9/7/2020 13:00,EUR,Low,German Industrial Production m/m,1.20%,9.30%,-36,-8,-8
9/7/2020 15:30,EUR,Low,Sentix Investor Confidence,-8,-13.4,-36,-23,-17
9/8/2020 12:30,EUR,Low,French Final Private Payrolls q/q,-0.80%,-0.60%,-62,29,14
9/8/2020 13:00,EUR,Low,German Trade Balance,18.0B,14.5B,-62,18,18
9/8/2020 13:45,EUR,Low,French Trade Balance,-7.0B,-8.1B,-62,-18,-18
9/8/2020 15:00,EUR,Low,Italian Retail Sales m/m,-2.20%,10.20%,-62,-16,10
9/8/2020 16:00,EUR,Low,Final Employment Change q/q,-2.90%,-2.80%,-62,-24,10
9/8/2020 16:00,EUR,Low,Revised GDP q/q,-11.80%,-12.10%,-62,-24,10
9/8/2020 17:00,USD,Low,NFIB Small Business Index,100.2,98.8,-62,29,-14
9/8/2020 21:00,USD,Low,IBD/TIPP Economic Optimism,45,46.8,-62,28,28
9/9/2020 02:00,USD,Low,Consumer Credit m/m,12.2B,11.4B,81,11,9
9/9/2020 21:00,USD,Low,JOLTS Job Openings,6.62M,6.00M,81,-28,18
9/10/2020 13:45,EUR,Low,French Industrial Production m/m,3.80%,13.00%,118,-13,-12
9/10/2020 15:00,EUR,Low,Italian Industrial Production m/m,7.40%,8.20%,118,23,15
9/10/2020 18:45,EUR,High,Main Refinancing Rate,0.00%,0.00%,118,63,24
9/10/2020 19:30,USD,Medium,Core PPI m/m,0.40%,0.50%,118,67,63
9/10/2020 19:30,USD,Medium,PPI m/m,0.30%,0.60%,118,67,63
9/10/2020 19:30,USD,Medium,Unemployment Claims,884K,884K,118,67,63
9/10/2020 21:00,USD,Low,Final Wholesale Inventories m/m,-0.30%,-0.10%,118,-41,-19
9/10/2020 21:30,USD,Low,Natural Gas Storage,70B,35B,118,-41,-39
9/10/2020 22:00,USD,Medium,Crude Oil Inventories,2.0M,-9.4M,118,22,21
9/11/2020 13:00,EUR,Low,German Final CPI m/m,-0.10%,-0.10%,66,-11,-11
9/11/2020 13:00,EUR,Low,German WPI m/m,-0.40%,0.50%,66,-11,-11
9/11/2020 15:00,EUR,Low,Italian Quarterly Unemployment Rate,8.30%,9.20%,66,26,12
9/11/2020 19:30,USD,Medium,CPI m/m,0.40%,0.60%,66,23,-17
9/11/2020 19:30,USD,Medium,Core CPI m/m,0.40%,0.60%,66,23,-17
9/12/2020 01:00,USD,Low,Federal Budget Balance,-200.1B,-63.0B,22,12,12
9/14/2020 16:00,EUR,Low,Industrial Production m/m,4.10%,9.50%,56,-17,-10
9/15/2020 13:45,EUR,Low,French Final CPI m/m,-0.10%,-0.10%,-61,-14,-10
9/15/2020 16:00,EUR,Low,ZEW Economic Sentiment,73.9,64,-61,8,8
9/15/2020 16:00,EUR,Low,German ZEW Economic Sentiment,77.4,71.5,-61,8,8
9/15/2020 19:30,USD,Low,Empire State Manufacturing Index,17,3.7,-61,-22,-22
9/15/2020 19:30,USD,Low,Import Prices m/m,0.90%,1.20%,-61,-22,-22
9/15/2020 20:15,USD,Low,Capacity Utilization Rate,71.40%,71.10%,-61,-42,-9
9/15/2020 20:15,USD,Low,Industrial Production m/m,0.40%,3.50%,-61,-42,-9
