Time,Currency,Impact,Event,Actual,Forecast,Previous,EffectDay,Effect60,Effect30,Effect15
2021-01-15 21:00:00,USD,Low,Business Inventories m/m,0.5%,0.5%,0.8%,-97.0,-24.0,-12.0,-11.0
2021-01-15 21:00:00,USD,Low,Prelim UoM Consumer Sentiment,79.2,79.5,80.7,-97.0,-24.0,-12.0,-11.0
2021-01-19 13:00:00,EUR,Low,German Final CPI m/m,0.5%,0.5%,0.5%,74.0,-5.0,-4.0,4.0
2021-01-19 15:00:00,EUR,Low,Current Account,24.6B,28.2B,25.6B,74.0,15.0,15.0,15.0
2021-01-19 15:00:00,EUR,Low,Italian Trade Balance,6.77B,6.23B,7.58B,74.0,15.0,15.0,15.0
2021-01-19 16:00:00,EUR,Low,ZEW Economic Sentiment,58.3,54.1,54.4,74.0,20.0,11.0,-7.0
2021-01-19 16:00:00,EUR,Low,German ZEW Economic Sentiment,61.8,55.1,55.0,74.0,20.0,11.0,-7.0
2021-01-20 03:00:00,USD,Low,TIC Long-Term Purchases,149.2B,45.4B,51.9B,-81.0,-5.0,4.0,4.0
2021-01-20 13:00:00,EUR,Low,German PPI m/m,0.8%,0.3%,0.2%,-81.0,15.0,4.0,4.0
2021-01-20 16:00:00,EUR,Low,Final CPI y/y,-0.3%,-0.3%,-0.3%,-81.0,-19.0,-14.0,-14.0
2021-01-20 16:00:00,EUR,Low,Final Core CPI y/y,0.2%,0.2%,0.2%,-81.0,-19.0,-14.0,-14.0
2021-01-20 21:00:00,USD,Low,NAHB Housing Market Index,83,86,86,-81.0,-37.0,-18.0,-11.0
2021-01-21 18:45:00,EUR,Medium,Main Refinancing Rate,0.00%,0.00%,0.00%,74.0,10.0,7.0,-5.0
2021-01-21 19:30:00,USD,Medium,Philly Fed Manufacturing Index,26.5,11.2,11.1,74.0,24.0,-12.0,-6.0
2021-01-21 19:30:00,USD,Medium,Unemployment Claims,900K,930K,926K,74.0,24.0,-12.0,-6.0
2021-01-21 19:30:00,USD,Low,Building Permits,1.71M,1.60M,1.64M,74.0,24.0,-12.0,-6.0
2021-01-21 19:30:00,USD,Low,Housing Starts,1.67M,1.56M,1.58M,74.0,24.0,-12.0,-6.0
2021-01-21 20:30:00,EUR,Low,Consumer Confidence,-16,-15,-14,74.0,-33.0,22.0,19.0
2021-01-22 14:15:00,EUR,High,French Flash Services PMI,46.5,48.3,49.1,54.0,-8.0,-7.0,-7.0
2021-01-22 14:15:00,EUR,Medium,French Flash Manufacturing PMI,51.5,50.6,51.1,54.0,-8.0,-7.0,-7.0
2021-01-22 14:30:00,EUR,High,German Flash Manufacturing PMI,57.0,57.3,58.3,54.0,-9.0,-7.0,-3.0
2021-01-22 14:30:00,EUR,High,German Flash Services PMI,46.8,45.1,47.0,54.0,-9.0,-7.0,-3.0
2021-01-22 15:00:00,EUR,Medium,Flash Manufacturing PMI,54.7,54.5,55.2,54.0,32.0,-9.0,6.0
2021-01-22 15:00:00,EUR,Medium,Flash Services PMI,45.0,44.4,46.4,54.0,32.0,-9.0,6.0
2021-01-22 20:45:00,USD,Medium,Flash Manufacturing PMI,59.1,56.6,57.1,54.0,-16.0,-16.0,6.0
2021-01-22 20:45:00,USD,Low,Flash Services PMI,57.5,53.3,54.8,54.0,-16.0,-16.0,6.0
2021-01-22 21:00:00,USD,Low,Existing Home Sales,6.76M,6.55M,6.71M,54.0,20.0,-13.0,-13.0
2021-01-22 21:30:00,USD,Low,Natural Gas Storage,-187B,-162B,-134B,54.0,30.0,20.0,10.0
2021-01-22 22:00:00,USD,Low,Crude Oil Inventories,4.4M,-1.2M,-3.2M,54.0,-23.0,12.0,11.0
2021-01-25 15:00:00,EUR,Low,German ifo Business Climate,90.1,91.5,92.2,-67.0,-11.0,-11.0,-7.0
2021-01-25 20:00:00,EUR,Low,Belgian NBB Business Climate,-7.5,-8.0,-8.4,-67.0,-10.0,-3.0,-3.0
2021-01-26 20:00:00,USD,Low,HPI m/m,1.0%,0.9%,1.5%,68.0,21.0,7.0,-6.0
2021-01-26 20:00:00,USD,Low,S&P/CS Composite-20 HPI y/y,9.1%,8.8%,8.0%,68.0,21.0,7.0,-6.0
2021-01-26 20:59:00,USD,Low,Richmond Manufacturing Index,14,18,19,68.0,-10.0,8.0,8.0
2021-01-26 21:00:00,USD,Medium,CB Consumer Confidence,89.3,88.9,87.1,68.0,-10.0,7.0,7.0
2021-01-27 13:00:00,EUR,Low,German GfK Consumer Climate,-15.6,-7.8,-7.5,-111.0,-7.0,-5.0,-5.0
2021-01-27 19:30:00,USD,Low,Core Durable Goods Orders m/m,0.7%,0.5%,0.4%,-111.0,-15.0,-14.0,-10.0
2021-01-27 19:30:00,USD,Low,Durable Goods Orders m/m,0.2%,1.0%,1.0%,-111.0,-15.0,-14.0,-10.0
2021-01-27 21:30:00,USD,Low,Crude Oil Inventories,-9.9M,1.6M,4.4M,-111.0,-47.0,-47.0,-45.0
2021-01-28 01:00:00,USD,Medium,Federal Funds Rate,<0.25%,<0.25%,<0.25%,61.0,10.0,-8.0,-7.0
2021-01-28 13:00:00,EUR,Low,German Prelim CPI m/m,0.8%,0.4%,0.5%,61.0,-12.0,-12.0,-12.0
2021-01-28 14:00:00,EUR,Low,Spanish Unemployment Rate,16.1%,16.7%,16.3%,61.0,-22.0,-20.0,-16.0
2021-01-28 19:30:00,USD,High,Advance GDP q/q,4.0%,4.2%,33.4%,61.0,-23.0,-13.0,-11.0
2021-01-28 19:30:00,USD,Medium,Unemployment Claims,847K,880K,914K,61.0,-23.0,-13.0,-11.0
2021-01-28 19:30:00,USD,Low,Goods Trade Balance,-82.5B,-83.4B,-85.5B,61.0,-23.0,-13.0,-11.0
2021-01-28 19:30:00,USD,Low,Prelim Wholesale Inventories m/m,0.1%,0.5%,0.0%,61.0,-23.0,-13.0,-11.0
2021-01-28 19:32:00,USD,Medium,Advance GDP Price Index q/q,2.0%,2.2%,3.5%,61.0,-19.0,-9.0,-8.0
2021-01-28 21:00:00,USD,Medium,CB Leading Index m/m,0.3%,0.3%,0.7%,61.0,-20.0,-20.0,-17.0
2021-01-28 21:00:00,USD,Low,New Home Sales,842K,860K,829K,61.0,-20.0,-20.0,-17.0
2021-01-28 21:30:00,USD,Low,Natural Gas Storage,-128B,-140B,-187B,61.0,18.0,14.0,13.0
2021-01-29 12:30:00,EUR,Low,French Consumer Spending m/m,23.0%,24.0%,-18.0%,61.0,9.0,7.0,-5.0
2021-01-29 12:30:00,EUR,Low,French Flash GDP q/q,-1.3%,-4.0%,18.7%,61.0,9.0,7.0,-5.0
2021-01-29 13:00:00,EUR,Low,German Import Prices m/m,0.6%,1.0%,0.5%,61.0,9.0,5.0,4.0
2021-01-29 14:00:00,EUR,Low,Spanish Flash CPI y/y,0.6%,-0.5%,-0.5%,61.0,-9.0,-9.0,-4.0
2021-01-29 14:00:00,EUR,Low,Spanish Flash GDP q/q,0.4%,-1.4%,16.4%,61.0,-9.0,-9.0,-4.0
2021-01-29 14:55:00,EUR,Low,German Unemployment Change,-41K,7K,-40K,61.0,17.0,16.0,-9.0
2021-01-29 15:00:00,EUR,Medium,German Prelim GDP q/q,0.1%,0.0%,8.5%,61.0,22.0,16.0,-9.0
2021-01-29 15:00:00,EUR,Low,M3 Money Supply y/y,12.3%,11.0%,11.0%,61.0,22.0,16.0,-9.0
2021-01-29 15:00:00,EUR,Low,Private Loans y/y,3.1%,3.2%,3.1%,61.0,22.0,16.0,-9.0
2021-01-29 19:30:00,USD,Low,Core PCE Price Index m/m,0.3%,0.1%,0.0%,61.0,-22.0,-15.0,-9.0
2021-01-29 19:30:00,USD,Low,Employment Cost Index q/q,0.7%,0.5%,0.5%,61.0,-22.0,-15.0,-9.0
2021-01-29 19:30:00,USD,Low,Personal Income m/m,0.6%,0.1%,-1.3%,61.0,-22.0,-15.0,-9.0
2021-01-29 19:30:00,USD,Low,Personal Spending m/m,-0.2%,-0.4%,-0.7%,61.0,-22.0,-15.0,-9.0
2021-01-29 20:45:00,USD,Low,Chicago PMI,63.8,58.4,59.5,61.0,-15.0,11.0,-7.0
2021-01-29 21:00:00,USD,Low,Pending Home Sales m/m,-0.3%,-0.5%,-2.5%,61.0,-16.0,10.0,10.0
2021-01-29 21:00:00,USD,Low,Revised UoM Consumer Sentiment,79.0,79.2,79.2,61.0,-16.0,10.0,10.0
2021-02-01 13:00:00,EUR,Low,German Retail Sales m/m,-9.6%,-2.0%,1.1%,-68.0,-5.0,4.0,4.0
2021-02-01 14:15:00,EUR,Low,Spanish Manufacturing PMI,49.3,50.2,51.0,-68.0,12.0,7.0,5.0
2021-02-01 14:45:00,EUR,Low,Italian Manufacturing PMI,55.1,52.5,52.8,-68.0,-23.0,12.0,-5.0
2021-02-01 14:50:00,EUR,Low,French Final Manufacturing PMI,51.6,51.5,51.5,-68.0,-28.0,13.0,-11.0
2021-02-01 14:55:00,EUR,Low,German Final Manufacturing PMI,57.1,57.0,57.0,-68.0,-33.0,13.0,-11.0
2021-02-01 15:00:00,EUR,Low,Final Manufacturing PMI,54.8,54.7,54.7,-68.0,-43.0,-18.0,12.0
2021-02-01 15:00:00,EUR,Low,Italian Monthly Unemployment Rate,9.0%,9.0%,8.8%,-68.0,-43.0,-18.0,12.0
2021-02-01 16:00:00,EUR,Low,Unemployment Rate,8.3%,8.3%,8.3%,-68.0,21.0,18.0,12.0
2021-02-01 20:45:00,USD,Low,Final Manufacturing PMI,59.2,59.1,59.1,-68.0,16.0,9.0,9.0
2021-02-01 21:00:00,USD,High,ISM Manufacturing PMI,58.7,60.0,60.7,-68.0,16.0,15.0,9.0
2021-02-01 21:00:00,USD,Low,Construction Spending m/m,1.0%,0.8%,1.1%,-68.0,16.0,15.0,9.0
2021-02-01 21:00:00,USD,Low,ISM Manufacturing Prices,82.1,72.0,77.6,-68.0,16.0,15.0,9.0
2021-02-02 13:45:00,EUR,Low,French Prelim CPI m/m,0.2%,0.0%,0.2%,-69.0,12.0,-6.0,-2.0
2021-02-02 14:00:00,EUR,Low,Spanish Unemployment Change,76.2K,35.3K,36.8K,-69.0,12.0,-7.0,5.0
2021-02-02 15:00:00,EUR,Low,Italian Prelim GDP q/q,-2.0%,-2.0%,15.9%,-69.0,20.0,16.0,-7.0
2021-02-02 16:00:00,EUR,Low,Prelim Flash GDP q/q,-0.7%,-0.9%,12.5%,-69.0,-23.0,-12.0,-8.0
2021-02-02 21:00:00,USD,Low,IBD/TIPP Economic Optimism,51.9,51.0,50.1,-69.0,-29.0,-9.0,-9.0
2021-02-02 21:00:00,USD,Low,Wards Total Vehicle Sales,16.6M,16.1M,16.3M,-69.0,-29.0,-9.0,-9.0
2021-02-03 14:15:00,EUR,Low,Spanish Services PMI,41.7,45.1,48.0,-46.0,14.0,-9.0,-6.0
2021-02-03 14:45:00,EUR,Low,Italian Services PMI,44.7,39.5,39.7,-46.0,14.0,14.0,10.0
2021-02-03 14:50:00,EUR,Low,French Final Services PMI,47.3,46.5,46.5,-46.0,14.0,14.0,14.0
2021-02-03 14:55:00,EUR,Low,German Final Services PMI,46.7,46.8,46.8,-46.0,-11.0,-11.0,10.0
2021-02-03 15:00:00,EUR,Low,Final Services PMI,45.4,45.0,45.0,-46.0,-11.0,-11.0,-9.0
2021-02-03 16:00:00,EUR,Low,CPI Flash Estimate y/y,0.9%,0.6%,-0.3%,-46.0,22.0,-21.0,-21.0
2021-02-03 16:00:00,EUR,Low,Core CPI Flash Estimate y/y,1.4%,0.9%,0.2%,-46.0,22.0,-21.0,-21.0
2021-02-03 16:00:00,EUR,Low,PPI m/m,0.8%,0.7%,0.4%,-46.0,22.0,-21.0,-21.0
2021-02-03 16:00:00,EUR,Low,Italian Prelim CPI m/m,0.5%,0.2%,0.2%,-46.0,22.0,-21.0,-21.0
2021-02-03 19:15:00,USD,Medium,ADP Non-Farm Employment Change,174K,48K,-78K,-46.0,18.0,18.0,12.0
2021-02-03 20:45:00,USD,Low,Final Services PMI,58.3,57.4,57.5,-46.0,19.0,15.0,9.0
2021-02-03 21:00:00,USD,Medium,ISM Services PMI,58.7,56.7,57.2,-46.0,17.0,13.0,13.0
2021-02-03 21:30:00,USD,Medium,Crude Oil Inventories,-1.0M,-0.6M,-9.9M,-46.0,-21.0,8.0,8.0
2021-02-04 16:00:00,EUR,Low,Retail Sales m/m,2.0%,2.4%,-5.7%,-76.0,13.0,-10.0,-8.0
2021-02-04 19:30:00,USD,Medium,Unemployment Claims,779K,828K,812K,-76.0,13.0,9.0,5.0
2021-02-04 19:30:00,USD,Low,Prelim Nonfarm Productivity q/q,-4.8%,-2.9%,4.6%,-76.0,13.0,9.0,5.0
2021-02-04 19:30:00,USD,Low,Prelim Unit Labor Costs q/q,6.8%,4.1%,-6.6%,-76.0,13.0,9.0,5.0
2021-02-04 21:00:00,USD,Low,Factory Orders m/m,1.1%,0.7%,1.3%,-76.0,-13.0,8.0,-5.0
2021-02-04 21:30:00,USD,Low,Natural Gas Storage,-192B,-194B,-128B,-76.0,-19.0,-12.0,-11.0
2021-02-05 13:00:00,EUR,Low,German Factory Orders m/m,-1.9%,-1.2%,2.7%,88.0,7.0,-4.0,-4.0
2021-02-05 13:45:00,EUR,Low,French Prelim Private Payrolls q/q,-0.2%,-0.7%,1.6%,88.0,-7.0,4.0,4.0
2021-02-05 13:45:00,EUR,Low,French Trade Balance,-3.4B,-4.2B,-3.8B,88.0,-7.0,4.0,4.0
2021-02-05 15:00:00,EUR,Low,Italian Retail Sales m/m,2.5%,1.5%,-6.9%,88.0,24.0,19.0,19.0
2021-02-05 19:30:00,USD,High,Average Hourly Earnings m/m,0.2%,0.3%,1.0%,88.0,-12.0,-7.0,-7.0
2021-02-05 19:30:00,USD,High,Non-Farm Employment Change,49K,85K,-227K,88.0,-12.0,-7.0,-7.0
2021-02-05 19:30:00,USD,High,Unemployment Rate,6.3%,6.7%,6.7%,88.0,-12.0,-7.0,-7.0
2021-02-05 19:30:00,USD,Low,Trade Balance,-66.6B,-66.0B,-69.0B,88.0,-12.0,-7.0,-7.0
2021-02-06 02:00:00,USD,Low,Consumer Credit m/m,9.7B,12.1B,13.9B,16.0,-5.0,-5.0,2.0
2021-02-08 13:00:00,EUR,Low,German Industrial Production m/m,0.0%,0.1%,1.5%,46.0,-7.0,-5.0,3.0
2021-02-08 15:30:00,EUR,Low,Sentix Investor Confidence,-0.2,4.1,1.3,46.0,-11.0,-10.0,6.0
2021-02-09 13:00:00,EUR,Low,German Trade Balance,16.1B,14.2B,16.0B,74.0,-8.0,6.0,5.0
2021-02-09 15:00:00,EUR,Low,Italian Industrial Production m/m,-0.2%,2.1%,-1.4%,74.0,30.0,-18.0,8.0
2021-02-09 17:00:00,USD,Low,NFIB Small Business Index,95.0,96.6,95.9,74.0,10.0,-8.0,-4.0
2021-02-09 21:00:00,USD,Low,JOLTS Job Openings,6.65M,6.42M,6.57M,74.0,-13.0,-10.0,-10.0
2021-02-10 13:00:00,EUR,Low,German Final CPI m/m,0.8%,0.8%,0.8%,42.0,4.0,-4.0,3.0
2021-02-10 13:45:00,EUR,Low,French Industrial Production m/m,-0.8%,0.4%,-0.7%,42.0,11.0,-4.0,3.0
2021-02-10 19:30:00,USD,High,CPI m/m,0.3%,0.3%,0.4%,42.0,14.0,5.0,3.0
2021-02-10 19:30:00,USD,Medium,Core CPI m/m,0.0%,0.2%,0.1%,42.0,14.0,5.0,3.0
2021-02-10 21:00:00,USD,Low,Final Wholesale Inventories m/m,0.3%,0.1%,0.1%,42.0,-15.0,12.0,11.0
2021-02-10 21:30:00,USD,Medium,Crude Oil Inventories,-6.6M,-0.9M,-1.0M,42.0,16.0,-15.0,-12.0
2021-02-11 01:00:00,USD,Low,Federal Budget Balance,-162.8B,-152.4B,-143.6B,36.0,-10.0,-7.0,-5.0
2021-02-11 13:00:00,EUR,Low,German WPI m/m,2.1%,0.4%,0.6%,36.0,4.0,3.0,3.0
2021-02-11 19:30:00,USD,Medium,Unemployment Claims,793K,755K,812K,36.0,20.0,5.0,3.0
2021-02-11 21:30:00,USD,Low,Natural Gas Storage,-171B,-180B,-192B,36.0,-13.0,-13.0,10.0
2021-02-12 21:00:00,USD,Low,Prelim UoM Consumer Sentiment,76.2,80.8,79.0,-56.0,15.0,-11.0,-7.0
2021-02-15 16:00:00,EUR,Low,Industrial Production m/m,-1.6%,-0.4%,2.6%,30.0,12.0,8.0,-8.0
2021-02-15 16:00:00,EUR,Low,Trade Balance,27.5B,22.3B,24.9B,30.0,12.0,8.0,-8.0
2021-02-16 15:00:00,EUR,Low,Italian Trade Balance,6.84B,6.25B,6.75B,-74.0,27.0,15.0,13.0
2021-02-16 16:00:00,EUR,Low,Flash Employment Change q/q,0.3%,0.9%,1.0%,-74.0,-10.0,-9.0,-9.0
2021-02-16 16:00:00,EUR,Low,Flash GDP q/q,-0.6%,-0.7%,-0.7%,-74.0,-10.0,-9.0,-9.0
2021-02-16 16:00:00,EUR,Low,ZEW Economic Sentiment,69.6,59.2,58.3,-74.0,-10.0,-9.0,-9.0
2021-02-16 16:00:00,EUR,Low,German ZEW Economic Sentiment,71.2,59.7,61.8,-74.0,-10.0,-9.0,-9.0
2021-02-16 19:30:00,USD,Low,Empire State Manufacturing Index,12.1,6.2,3.5,-74.0,-35.0,-19.0,-7.0
2021-02-17 03:00:00,USD,Low,TIC Long-Term Purchases,121.0B,103.5B,149.2B,-95.0,-7.0,3.0,-2.0
2021-02-17 19:30:00,USD,High,Core Retail Sales m/m,5.9%,1.1%,-1.8%,-95.0,-11.0,7.0,7.0
2021-02-17 19:30:00,USD,High,Retail Sales m/m,5.3%,1.1%,-1.0%,-95.0,-11.0,7.0,7.0
2021-02-17 19:30:00,USD,Low,Core PPI m/m,1.2%,0.2%,0.1%,-95.0,-11.0,7.0,7.0
2021-02-17 19:30:00,USD,Low,PPI m/m,1.3%,0.4%,0.3%,-95.0,-11.0,7.0,7.0
2021-02-17 20:15:00,USD,Low,Capacity Utilization Rate,75.6%,74.9%,74.9%,-95.0,-29.0,-22.0,-5.0
2021-02-17 20:15:00,USD,Low,Industrial Production m/m,0.9%,0.4%,1.3%,-95.0,-29.0,-22.0,-5.0
2021-02-17 21:00:00,USD,Low,Business Inventories m/m,0.6%,0.5%,0.5%,-95.0,17.0,14.0,-7.0
2021-02-17 21:00:00,USD,Low,NAHB Housing Market Index,84,83,83,-95.0,17.0,14.0,-7.0
2021-02-18 19:29:00,USD,Medium,Philly Fed Manufacturing Index,23.1,20.3,26.5,55.0,21.0,19.0,8.0
2021-02-18 19:30:00,USD,Low,Building Permits,1.88M,1.67M,1.70M,55.0,21.0,19.0,10.0
2021-02-18 19:30:00,USD,Low,Housing Starts,1.58M,1.66M,1.68M,55.0,21.0,19.0,10.0
