Date,Time,Currency,Impact,Event,Actual,Forecast,Previous
Sun Oct 25 2015,All Day,NZD,Holiday,Bank Holiday,,,
Mon Oct 26 2015,5:00am,EUR,High,German ifo Business Climate,108.2,108.1,108.5
,5:30am,GBP,Low,High Street Lending,44.5K,46.2K,46.6K
,7:00am,EUR,Low,German Buba Monthly Report,,,
,,GBP,Low,CBI Industrial Order Expectations,-18,-8,-7
,10:00am,USD,Medium,New Home Sales,468K,546K,529K
,5:45pm,NZD,High,Trade Balance,-1222M,-822M,-1079M
,7:50pm,JPY,Low,SPPI y/y,0.6%,0.6%,0.8%
Tue Oct 27 2015,3:00am,CHF,Low,UBS Consumption Indicator,1.65,,1.64
,5:00am,EUR,Medium,M3 Money Supply y/y,4.9%,5.0%,4.9%
,,EUR,Low,Private Loans y/y,1.1%,1.1%,1.0%
,5:30am,GBP,High,Prelim GDP q/q,0.5%,0.6%,0.7%
,,GBP,Low,Index of Services 3m/3m,0.9%,1.0%,0.8%
,6:36am,GBP,Low,10-y Bond Auction,1.82|1.7,,1.95|1.4
,8:30am,USD,High,Core Durable Goods Orders m/m,-0.4%,0.0%,-0.2%
,,USD,Medium,Durable Goods Orders m/m,-1.2%,-1.1%,-2.3%
,9:00am,USD,Low,S&P/CS Composite-20 HPI y/y,5.1%,5.1%,4.9%
,9:45am,USD,Low,Flash Services PMI,54.4,55.3,55.1
,9:59am,USD,Low,Richmond Manufacturing Index,-1,-3,-5
,10:00am,USD,High,CB Consumer Confidence,97.6,102.5,102.6
,11:20am,CAD,Medium,Gov Council Member Lane Speaks,,,
,7:50pm,JPY,Medium,Retail Sales y/y,-0.2%,0.4%,0.8%
,8:30pm,AUD,High,CPI q/q,0.5%,0.7%,0.7%
,,AUD,Medium,Trimmed Mean CPI q/q,0.3%,0.5%,0.6%
Wed Oct 28 2015,3:00am,EUR,Low,German GfK Consumer Climate,9.4,9.5,9.6
,,EUR,Low,German Import Prices m/m,-0.7%,-0.2%,-1.5%
,6:34am,EUR,Low,German 10-y Bond Auction,0.44|1.2,,0.62|1.1
,8:30am,USD,Medium,Goods Trade Balance,-58.6B,-64.9B,-67.2B
,10:30am,USD,Medium,Crude Oil Inventories,3.4M,3.7M,8.0M
,2:00pm,USD,High,FOMC Statement,,,
,,USD,High,Federal Funds Rate,<0.25%,<0.25%,<0.25%
,4:00pm,NZD,High,Official Cash Rate,2.75%,2.75%,2.75%
,,NZD,High,RBNZ Rate Statement,,,
,7:50pm,JPY,Low,Prelim Industrial Production m/m,1.0%,-0.5%,-1.2%
,8:00pm,AUD,Low,HIA New Home Sales m/m,-4.0%,,2.3%
,8:30pm,AUD,Medium,Import Prices q/q,1.4%,1.6%,1.4%
Thu Oct 29 2015,2:58am,GBP,Low,Nationwide HPI m/m,0.6%,0.5%,0.5%
,All Day,EUR,Medium,German Prelim CPI m/m,0.0%,-0.1%,-0.2%
,4:00am,EUR,Medium,Spanish Flash CPI y/y,-0.7%,-0.6%,-0.9%
,4:55am,EUR,Medium,German Unemployment Change,-5K,-4K,2K
,5:30am,GBP,Medium,Net Lending to Individuals m/m,4.9B,4.4B,4.7B
,,GBP,Low,M4 Money Supply m/m,-1.0%,-0.2%,-0.5%
,,GBP,Low,Mortgage Approvals,69K,73K,71K
