Date,Time,Currency,Impact,Event,Actual,Forecast,Previous
Sun Aug 28 2016,9:00pm,AUD,Low,HIA New Home Sales m/m,-9.7%,,8.2%
Mon Aug 29 2016,All Day,GBP,Holiday,Bank Holiday,,,
,8:30am,USD,Medium,Core PCE Price Index m/m,0.1%,0.1%,0.1%
,,USD,Medium,Personal Spending m/m,0.3%,0.3%,0.5%
,,USD,Low,Personal Income m/m,0.4%,0.4%,0.3%
,6:45pm,NZD,Low,Building Consents m/m,-10.5%,,21.9%
,7:30pm,JPY,Medium,Household Spending y/y,-0.5%,-1.3%,-2.3%
,,JPY,Low,Unemployment Rate,3.0%,3.1%,3.1%
,7:50pm,JPY,Low,Retail Sales y/y,-0.2%,-0.9%,-1.3%
,9:30pm,AUD,High,Building Approvals m/m,11.3%,0.0%,-4.7%
Tue Aug 30 2016,2:00am,EUR,Low,German Import Prices m/m,0.1%,-0.1%,0.5%
,All Day,EUR,Medium,German Prelim CPI m/m,0.0%,0.1%,0.3%
,3:00am,CHF,Medium,KOF Economic Barometer,99.8,102.2,103.5
,,EUR,Medium,Spanish Flash CPI y/y,-0.1%,-0.5%,-0.6%
,4:00am,EUR,Low,Italian Retail Sales m/m,0.2%,0.2%,0.3%
,4:30am,GBP,Medium,Net Lending to Individuals m/m,3.8B,4.9B,5.1B
,,GBP,Low,M4 Money Supply m/m,1.2%,1.2%,1.2%
,,GBP,Low,Mortgage Approvals,61K,63K,64K
,5:17am,EUR,Low,Italian 10-y Bond Auction,1.14|1.4,,1.24|1.3
,8:30am,CAD,Medium,Current Account,-19.9B,-20.6B,-16.6B
,,CAD,Medium,RMPI m/m,-2.7%,-1.3%,2.0%
,,CAD,Low,IPPI m/m,0.2%,-0.1%,0.7%
,9:00am,USD,Low,S&P/CS Composite-20 HPI y/y,5.1%,5.1%,5.3%
,10:00am,USD,High,CB Consumer Confidence,101.1,97.2,96.7
,6:05pm,GBP,Low,GfK Consumer Confidence,-7,-8,-12
,7:50pm,JPY,Low,Prelim Industrial Production m/m,0.0%,0.7%,2.3%
,9:00pm,AUD,Medium,RBA Deputy Gov Debelle Speaks,,,
,,NZD,Medium,ANZ Business Confidence,15.5,,16.0
,9:30pm,AUD,Low,Private Sector Credit m/m,0.4%,0.4%,0.2%
Wed Aug 31 2016,1:00am,JPY,Low,Housing Starts y/y,8.9%,7.6%,-2.5%
,2:00am,CHF,Low,UBS Consumption Indicator,1.32,,1.21
,,EUR,Medium,German Retail Sales m/m,1.7%,0.5%,-0.6%
,,GBP,Low,Nationwide HPI m/m,0.6%,-0.1%,0.5%
,2:45am,EUR,Low,French Consumer Spending m/m,-0.2%,0.3%,-0.8%
,,EUR,Low,French Prelim CPI m/m,0.3%,0.4%,-0.4%
,3:55am,EUR,Medium,German Unemployment Change,-7K,-2K,-7K
,4:00am,EUR,Low,Italian Monthly Unemployment Rate,11.4%,11.5%,11.6%
,5:00am,EUR,Medium,CPI Flash Estimate y/y,0.2%,0.3%,0.2%
,,EUR,Medium,Core CPI Flash Estimate y/y,0.8%,0.9%,0.9%
,,EUR,Low,Italian Prelim CPI m/m,0.2%,0.1%,0.2%
,,EUR,Low,Unemployment Rate,10.1%,10.0%,10.1%
,8:15am,USD,High,ADP Non-Farm Employment Change,177K,174K,194K
,8:30am,CAD,High,GDP m/m,0.6%,0.4%,-0.6%
,9:45am,USD,Medium,Chicago PMI,51.5,54.1,55.8
,10:00am,USD,Medium,Pending Home Sales m/m,1.3%,0.7%,-0.8%
,10:30am,USD,High,Crude Oil Inventories,2.3M,1.1M,2.5M
,6:45pm,NZD,Medium,Overseas Trade Index q/q,-2.1%,-1.4%,4.1%
,7:30pm,AUD,Low,AIG Manufacturing Index,46.9,,56.4
,7:50pm,JPY,Medium,Capital Spending q/y,3.1%,5.6%,4.2%
,8:30pm,JPY,Low,Final Manufacturing PMI,49.5,49.6,49.6
,9:00pm,CNY,High,Manufacturing PMI,50.4,49.9,49.9
,,CNY,Medium,Non-Manufacturing PMI,53.5,,53.9
,9:30pm,AUD,High,Private Capital Expenditure q/q,-5.4%,-4.0%,-5.4%
,,AUD,High,Retail Sales m/m,0.0%,0.3%,0.1%
,9:45pm,CNY,High,Caixin Manufacturing PMI,50.0,50.1,50.6
,11:45pm,JPY,Low,10-y Bond Auction,-0.05|3.7,,-0.05|3.2
Thu Sep 1 2016,2:30am,AUD,Low,Commodity Prices y/y,0.8%,,-2.7%
,3:15am,CHF,Low,Retail Sales y/y,-2.2%,-3.1%,-3.5%
,,EUR,Medium,Spanish Manufacturing PMI,51.0,50.8,51.0
,3:30am,CHF,Low,Manufacturing PMI,51.0,50.5,50.1
,3:45am,EUR,Low,Italian Manufacturing PMI,49.8,51.3,51.2
,3:50am,EUR,Low,French Final Manufacturing PMI,48.3,48.5,48.5
,3:55am,EUR,Low,German Final Manufacturing PMI,53.6,53.6,53.6
,4:00am,EUR,Low,Final Manufacturing PMI,51.7,51.8,51.8
,4:30am,GBP,High,Final Manufacturing PMI,53.3,49.1,48.3
,4:50am,EUR,Low,Spanish 10-y Bond Auction,1.10|2.1,,1.06|1.9
,5:04am,EUR,Low,French 10-y Bond Auction,0.26|2.1,,0.19|2.8
,7:30am,USD,Low,Challenger Job Cuts y/y,-21.8%,,-57.1%
,8:30am,USD,High,Unemployment Claims,263K,265K,261K
,,USD,Medium,Revised Nonfarm Productivity q/q,-0.6%,-0.6%,-0.5%
,,USD,Low,Revised Unit Labor Costs q/q,4.3%,2.0%,2.0%
,9:30am,CAD,Low,Manufacturing PMI,51.1,,51.9
,9:45am,USD,Low,Final Manufacturing PMI,52.0,52.1,52.1
,10:00am,USD,High,ISM Manufacturing PMI,49.4,52.0,52.6
,,USD,Low,Construction Spending m/m,0.0%,0.6%,0.9%
,,USD,Low,ISM Manufacturing Prices,53.0,54.5,55.0
,All Day,USD,Low,Wards Total Vehicle Sales,16.9M,17.2M,17.8M
,10:30am,USD,Low,Natural Gas Storage,51B,38B,11B
,All Day,USD,Low,Total Vehicle Sales,17.0M,17.2M,17.9M
,7:50pm,JPY,Low,Monetary Base y/y,24.2%,23.1%,24.7%
Fri Sep 2 2016,1:00am,JPY,Low,Consumer Confidence,42.0,41.6,41.3
,3:00am,EUR,Medium,Spanish Unemployment Change,14.4K,15.0K,-84.0K
,4:30am,GBP,High,Construction PMI,49.2,46.6,45.9
,5:00am,EUR,Low,PPI m/m,0.1%,0.1%,0.8%
,8:30am,CAD,High,Trade Balance,-2.5B,-3.2B,-4.0B
,,CAD,Medium,Labor Productivity q/q,-0.3%,0.2%,0.4%
,,USD,High,Average Hourly Earnings m/m,0.1%,0.2%,0.3%
,,USD,High,Non-Farm Employment Change,151K,180K,275K
,,USD,High,Unemployment Rate,4.9%,4.8%,4.9%
,,USD,Medium,Trade Balance,-39.5B,-43.0B,-44.7B
,10:00am,USD,Medium,Factory Orders m/m,1.9%,2.1%,-1.8%
Sat Sep 3 2016,6:55am,USD,Low,Final Services PMI,51.0,51.2,50.9
