Date,Time,Currency,Impact,Event,Actual,Forecast,Previous
Sun Jul 25 2021,6:45pm,NZD,Low,Trade Balance,261M,297M,489M
,8:30pm,JPY,Low,Flash Manufacturing PMI,52.2,53.1,52.4
Mon Jul 26 2021,12:59am,JPY,Low,BOJ Core CPI y/y,0.1%,0.0%,0.0%
,4:00am,EUR,Medium,German ifo Business Climate,100.8,102.3,101.7
,7:00am,GBP,Medium,MPC Member Vlieghe Speaks,,,
,8:59am,EUR,Low,Belgian NBB Business Climate,10.1,10.3,9.8
,10:00am,USD,Low,New Home Sales,676K,800K,724K
,7:50pm,JPY,Low,SPPI y/y,1.4%,1.4%,1.5%
Tue Jul 27 2021,3:30am,JPY,Medium,BOJ Gov Kuroda Speaks,,,
,4:00am,EUR,Low,M3 Money Supply y/y,8.3%,8.2%,8.5%
,,EUR,Low,Private Loans y/y,4.0%,4.0%,3.9%
,6:00am,GBP,Low,CBI Realized Sales,23,21,25
,8:30am,USD,Low,Core Durable Goods Orders m/m,0.3%,0.8%,0.5%
,,USD,Low,Durable Goods Orders m/m,0.8%,2.1%,3.2%
,8:35am,AUD,Medium,RBA Deputy Gov Debelle Speaks,,,
,9:00am,USD,Low,HPI m/m,1.7%,1.6%,1.8%
,,USD,Low,S&P/CS Composite-20 HPI y/y,17.0%,16.1%,15.0%
,9:59am,USD,Low,Richmond Manufacturing Index,27,20,22
,10:00am,USD,High,CB Consumer Confidence,129.1,123.9,128.9
,7:01pm,GBP,Low,BRC Shop Price Index y/y,-1.2%,,-0.7%
,7:50pm,JPY,Low,BOJ Summary of Opinions,,,
,9:30pm,AUD,High,CPI q/q,0.8%,0.7%,0.6%
,,AUD,High,Trimmed Mean CPI q/q,0.5%,0.5%,0.4%
Wed Jul 28 2021,2:00am,EUR,Low,German GfK Consumer Climate,-0.3,0.9,-0.3
,,EUR,Low,German Import Prices m/m,1.6%,1.6%,1.7%
,,GBP,Low,Nationwide HPI m/m,-0.5%,0.4%,0.7%
,4:00am,CHF,Low,Credit Suisse Economic Expectations,42.8,,51.3
,8:30am,CAD,High,CPI m/m,0.3%,0.4%,0.5%
,,CAD,Medium,Common CPI y/y,1.7%,1.9%,1.8%
,,CAD,Medium,Median CPI y/y,2.4%,2.3%,2.3%
,,CAD,Medium,Trimmed CPI y/y,2.6%,2.6%,2.6%
,,USD,Low,Goods Trade Balance,-91.2B,-88.0B,-88.1B
,,USD,Low,Prelim Wholesale Inventories m/m,0.8%,1.2%,1.3%
,8:32am,CAD,Low,Core CPI m/m,0.3%,,0.4%
,10:30am,USD,Medium,Crude Oil Inventories,-4.1M,-2.6M,2.1M
,2:00pm,USD,High,FOMC Statement,,,
,,USD,Medium,Federal Funds Rate,<0.25%,<0.25%,<0.25%
,2:30pm,USD,High,FOMC Press Conference,,,
,9:00pm,NZD,Low,ANZ Business Confidence,-3.8,,-0.6
,9:30pm,AUD,Low,Import Prices q/q,1.9%,1.1%,0.2%
Thu Jul 29 2021,All Day,EUR,Low,German Prelim CPI m/m,0.9%,0.6%,0.4%
,3:00am,EUR,Low,Spanish Flash CPI y/y,2.9%,2.7%,2.7%
,,EUR,Low,Spanish Unemployment Rate,15.3%,15.1%,16.0%
,3:55am,EUR,Low,German Unemployment Change,-91K,-29K,-39K
,4:30am,GBP,Low,M4 Money Supply m/m,0.5%,0.3%,0.5%
,,GBP,Low,Mortgage Approvals,81K,85K,87K
,,GBP,Low,Net Lending to Individuals m/m,18.2B,6.8B,7.2B
,5:18am,EUR,Low,Italian 10-y Bond Auction,0.66|1.3,,0.74|1.6
,7:30am,EUR,Low,ECB Monetary Policy Meeting Accounts,,,
,8:30am,USD,High,Advance GDP q/q,6.5%,8.5%,6.4%
,,USD,Medium,Unemployment Claims,400K,382K,424K
,8:32am,USD,Medium,Advance GDP Price Index q/q,6.0%,5.4%,4.3%
,10:00am,USD,Medium,Pending Home Sales m/m,-1.9%,0.1%,8.3%
,10:30am,USD,Low,Natural Gas Storage,36B,41B,49B
,6:45pm,NZD,Low,Building Consents m/m,3.8%,,-2.4%
,7:30pm,JPY,Low,Unemployment Rate,2.9%,3.0%,3.0%
,7:50pm,JPY,Low,Prelim Industrial Production m/m,6.2%,5.0%,-6.5%
,,JPY,Low,Retail Sales y/y,0.1%,0.3%,8.3%
,9:30pm,AUD,Low,PPI q/q,0.7%,0.5%,0.4%
,,AUD,Low,Private Sector Credit m/m,0.9%,0.4%,0.5%
Fri Jul 30 2021,12:59am,JPY,Low,Housing Starts y/y,7.3%,6.7%,9.9%
,1:30am,EUR,Low,French Consumer Spending m/m,0.3%,0.6%,10.6%
,,EUR,Low,French Flash GDP q/q,0.9%,0.8%,-0.1%
,2:45am,EUR,Low,French Prelim CPI m/m,0.1%,-0.1%,0.1%
,3:00am,CHF,Low,KOF Economic Barometer,129.8,129.6,133.3
,,EUR,Low,Spanish Flash GDP q/q,2.8%,2.1%,-0.4%
,,EUR,Low,Italian Monthly Unemployment Rate,9.7%,10.6%,10.2%
,4:00am,EUR,Medium,German Prelim GDP q/q,1.5%,2.0%,-1.8%
,,EUR,Low,Italian Prelim GDP q/q,2.7%,1.3%,0.1%
,5:00am,EUR,Low,CPI Flash Estimate y/y,2.2%,2.0%,1.9%
,,EUR,Low,Core CPI Flash Estimate y/y,0.7%,0.7%,0.9%
,,EUR,Low,Italian Prelim CPI m/m,0.3%,0.1%,0.1%
,,EUR,Low,Prelim Flash GDP q/q,2.0%,1.5%,-0.3%
,,EUR,Low,Unemployment Rate,7.7%,7.9%,8.0%
,8:30am,CAD,High,GDP m/m,-0.3%,-0.3%,-0.5%
,,CAD,Low,IPPI m/m,0.0%,-0.5%,3.1%
,,CAD,Low,RMPI m/m,3.9%,1.5%,3.2%
,,USD,High,Core PCE Price Index m/m,0.4%,0.6%,0.5%
,,USD,Low,Employment Cost Index q/q,0.7%,0.9%,0.9%
,,USD,Low,Personal Income m/m,0.1%,-0.4%,-2.2%
,,USD,Low,Personal Spending m/m,1.0%,0.7%,-0.1%
,9:45am,USD,Medium,Chicago PMI,73.4,64.2,66.1
,10:00am,USD,Medium,Revised UoM Consumer Sentiment,81.2,80.8,80.8
,,USD,Low,Revised UoM Inflation Expectations,4.7%,,4.8%
,8:30pm,USD,Low,FOMC Member Brainard Speaks,,,
,9:00pm,CNY,Medium,Manufacturing PMI,50.4,50.8,50.9
,,CNY,Low,Non-Manufacturing PMI,53.3,53.4,53.5
Sat Jul 31 2021,,,No specified,,,,
