Date,Time,Currency,Impact,Event,Actual,Forecast,Previous
Sun Apr 5 2015,All Day,NZD,Holiday,Bank Holiday,,,
,All Day,AUD,Holiday,Bank Holiday,,,
,All Day,CNY,Holiday,Bank Holiday,,,
Mon Apr 6 2015,1:00am,JPY,Low,Leading Indicators,105.3%,105.2%,105.5%
,All Day,CHF,Holiday,Bank Holiday,,,
,All Day,EUR,Holiday,Italian Bank Holiday,,,
,All Day,EUR,Holiday,French Bank Holiday,,,
,All Day,EUR,Holiday,German Bank Holiday,,,
,3:00am,EUR,High,Spanish Unemployment Change,-60.2K,-18.3K,-13.5K
,All Day,GBP,Holiday,Bank Holiday,,,
,8:30am,USD,High,FOMC Member Dudley Speaks,,,
,9:45am,USD,Low,Final Services PMI,59.2,58.6,58.6
,10:00am,CAD,High,Ivey PMI,47.9,51.1,49.7
,,USD,High,ISM Services PMI,56.5,56.6,56.9
,,USD,Low,Labor Market Conditions Index m/m,-0.3,,2.0
,10:30am,CAD,Medium,BOC Business Outlook Survey,,,
,7:30pm,AUD,Low,AIG Services Index,50.2,,51.7
,9:30pm,AUD,High,Retail Sales m/m,0.7%,0.4%,0.5%
,,AUD,Medium,ANZ Job Advertisements m/m,-1.4%,,0.7%
Tue Apr 7 2015,12:30am,AUD,High,Cash Rate,2.25%,2.25%,2.25%
,,AUD,High,RBA Rate Statement,,,
,3:00am,CHF,Medium,Foreign Currency Reserves,522B,,509B
,3:15am,EUR,Medium,Spanish Services PMI,57.3,56.5,56.2
,3:45am,EUR,Medium,Italian Services PMI,51.6,51.1,50.0
,3:50am,EUR,Low,French Final Services PMI,52.4,52.8,52.8
,3:55am,EUR,Medium,German Final Services PMI,55.4,55.3,55.3
,4:00am,EUR,Low,Final Services PMI,54.2,54.3,54.3
,4:30am,EUR,Low,Sentix Investor Confidence,20.0,20.9,18.6
,,GBP,High,Final Services PMI,58.9,57.1,56.7
,,GBP,Low,FPC Meeting Minutes,,,
,5:00am,EUR,Low,PPI m/m,0.5%,0.1%,-1.1%
,10:00am,USD,Medium,JOLTS Job Openings,5.13M,5.01M,4.97M
,,USD,Low,IBD/TIPP Economic Optimism,51.3,49.1,49.1
,3:00pm,USD,Low,Consumer Credit m/m,15.5B,12.4B,10.8B
