Date,Time,Currency,Impact,Event,Actual,Forecast,Previous
Sun Sep 30 2018,All Day,AUD,Holiday,Bank Holiday,,,
,6:30pm,AUD,Low,AIG Manufacturing Index,59.0,,56.7
,7:50pm,JPY,Low,Tankan Manufacturing Index,19,22,21
,,JPY,Low,Tankan Non-Manufacturing Index,22,23,24
,All Day,CNY,Holiday,Bank Holiday,,,
,8:30pm,JPY,Low,Final Manufacturing PMI,52.5,52.9,52.9
,9:00pm,AUD,Low,MI Inflation Gauge m/m,0.3%,,0.1%
Mon Oct 1 2018,2:00am,EUR,Medium,German Retail Sales m/m,-0.1%,0.4%,-1.1%
,3:15am,CHF,Low,Retail Sales y/y,0.4%,0.4%,-0.9%
,,EUR,Low,Spanish Manufacturing PMI,51.4,52.7,53.0
,3:30am,CHF,Low,Manufacturing PMI,59.7,62.6,64.8
,3:45am,EUR,Low,Italian Manufacturing PMI,50.0,50.3,50.1
,3:50am,EUR,Low,French Final Manufacturing PMI,52.5,52.5,52.5
,3:55am,EUR,Low,German Final Manufacturing PMI,53.7,53.7,53.7
,4:00am,EUR,Low,Final Manufacturing PMI,53.2,53.3,53.3
,,EUR,Low,Italian Monthly Unemployment Rate,9.7%,10.5%,10.2%
,4:30am,GBP,High,Final Manufacturing PMI,53.8,52.6,53.0
,,GBP,Medium,Net Lending to Individuals m/m,4.0B,4.8B,3.8B
,,GBP,Low,M4 Money Supply m/m,0.2%,0.6%,0.9%
,,GBP,Low,Mortgage Approvals,66K,65K,65K
,5:00am,EUR,Low,Unemployment Rate,8.1%,8.1%,8.2%
,All Day,EUR,Low,Eurogroup Meetings,,,
,9:00am,USD,Medium,FOMC Member Bostic Speaks,,,
,9:30am,CAD,Low,Manufacturing PMI,54.8,,56.8
,9:45am,USD,Low,Final Manufacturing PMI,55.6,55.6,55.6
,10:00am,USD,High,ISM Manufacturing PMI,59.8,60.1,61.3
,,USD,Low,Construction Spending m/m,0.1%,0.5%,0.2%
,,USD,Low,ISM Manufacturing Prices,66.9,72.0,72.1
,11:00am,USD,High,President Trump Speaks,,,
,1:00pm,CAD,Medium,Gov Council Member Lane Speaks,,,
,5:00pm,NZD,Medium,NZIER Business Confidence,-30,,-20
,7:50pm,JPY,Low,Monetary Base y/y,5.9%,7.1%,6.9%
,All Day,CNY,Holiday,Bank Holiday,,,
,11:35pm,JPY,Low,10-y Bond Auction,0.14|4.2,,0.11|4.5
Tue Oct 2 2018,12:30am,AUD,High,RBA Rate Statement,,,
,,AUD,Medium,Cash Rate,1.50%,1.50%,1.50%
