Date,Time,Currency,Impact,Event,Actual,Forecast,Previous
Sun Jan 3 2021,All Day,NZD,Holiday,Bank Holiday,,,
,7:30pm,JPY,Low,Final Manufacturing PMI,50.0,49.7,49.7
,8:45pm,CNY,Low,Caixin Manufacturing PMI,53.0,54.7,54.9
Mon Jan 4 2021,12:30am,AUD,Low,Commodity Prices y/y,11.7%,,2.5%
,3:15am,EUR,Low,Spanish Manufacturing PMI,51.0,52.6,49.8
,3:30am,CHF,Low,Manufacturing PMI,58.0,54.4,55.2
,3:45am,EUR,Low,Italian Manufacturing PMI,52.8,53.5,51.5
,3:50am,EUR,Low,French Final Manufacturing PMI,51.1,51.1,51.1
,3:55am,EUR,Low,German Final Manufacturing PMI,58.3,58.6,58.6
,4:00am,EUR,Low,Final Manufacturing PMI,55.2,55.5,55.5
,4:30am,GBP,Medium,Final Manufacturing PMI,57.5,57.3,57.3
,,GBP,Low,M4 Money Supply m/m,0.8%,0.4%,0.7%
,,GBP,Low,Mortgage Approvals,105K,82K,98K
,,GBP,Low,Net Lending to Individuals m/m,4.1B,3.0B,3.8B
,All Day,All,High,OPEC-JMMC Meetings,,,
,9:30am,CAD,Medium,Manufacturing PMI,57.9,,55.8
,9:45am,USD,Low,Final Manufacturing PMI,57.1,56.3,56.5
,10:00am,USD,Low,Construction Spending m/m,0.9%,1.1%,1.6%
,,USD,Low,FOMC Member Bostic Speaks,,,
,,USD,Low,FOMC Member Evans Speaks,,,
,6:50pm,JPY,Low,Monetary Base y/y,18.3%,18.0%,16.5%
,7:30pm,AUD,Low,ANZ Job Advertisements m/m,9.2%,,13.5%
Tue Jan 5 2021,2:00am,EUR,Low,German Retail Sales m/m,1.9%,-2.0%,2.6%
,2:30am,CHF,Low,CPI m/m,-0.1%,0.0%,-0.2%
,3:00am,EUR,Low,Spanish Unemployment Change,36.8K,30.5K,25.3K
,3:55am,EUR,Low,German Unemployment Change,-37K,10K,-40K
,4:00am,EUR,Low,M3 Money Supply y/y,11.0%,10.6%,10.5%
,,EUR,Low,Private Loans y/y,3.1%,3.3%,3.2%
,All Day,All,High,OPEC-JMMC Meetings,,,
,8:30am,CAD,Low,IPPI m/m,-0.6%,-0.2%,-0.4%
,,CAD,Low,RMPI m/m,0.6%,0.9%,0.5%
,9:53am,NZD,Low,GDT Price Index,3.9%,,1.3%
,10:00am,USD,Medium,ISM Manufacturing PMI,60.7,56.6,57.5
,,USD,Low,ISM Manufacturing Prices,77.6,66.0,65.4
,All Day,USD,Low,Wards Total Vehicle Sales,16.3M,15.8M,15.6M
,3:45pm,USD,Low,FOMC Member Evans Speaks,,,
,7:01pm,GBP,Low,BRC Shop Price Index y/y,-1.8%,,-1.8%
,8:45pm,CNY,Low,Caixin Services PMI,56.3,58.1,57.8
,10:35pm,JPY,Low,10-y Bond Auction,0.02|3.4,,0.02|3.4
Wed Jan 6 2021,12:00am,JPY,Low,Consumer Confidence,31.8,32.6,33.7
,All Day,EUR,Holiday,Italian Bank Holiday,,,
,All Day,EUR,Low,German Prelim CPI m/m,0.5%,0.6%,-0.8%
,2:45am,EUR,Low,French Prelim CPI m/m,0.2%,0.4%,0.2%
,3:15am,EUR,Low,Spanish Services PMI,48.0,44.5,39.5
,3:45am,EUR,Low,Italian Services PMI,39.7,45.0,39.4
,3:50am,EUR,Low,French Final Services PMI,49.1,49.2,49.2
,3:55am,EUR,Low,German Final Services PMI,47.0,47.7,47.7
,4:00am,EUR,Low,Final Services PMI,46.4,47.4,47.3
,4:30am,GBP,Low,Final Services PMI,49.4,49.9,49.9
,5:00am,EUR,Low,PPI m/m,0.4%,0.2%,0.4%
,5:05am,GBP,Low,10-y Bond Auction,0.33|2.9,,0.43|2.7
,5:36am,EUR,Low,German 10-y Bond Auction,-0.52|1.6,,-0.57|2.0
,8:15am,USD,Medium,ADP Non-Farm Employment Change,-123K,60K,304K
,9:30am,GBP,High,BOE Gov Bailey Speaks,,,
,9:45am,USD,Low,Final Services PMI,54.8,55.2,55.3
,10:00am,USD,Low,Factory Orders m/m,1.0%,0.7%,1.3%
,10:30am,USD,Low,Crude Oil Inventories,-8.0M,-2.8M,-6.1M
,2:00pm,USD,High,FOMC Meeting Minutes,,,
,6:30pm,JPY,Low,Average Cash Earnings y/y,-2.2%,-0.9%,-0.7%
,7:30pm,AUD,Low,Building Approvals m/m,2.6%,1.9%,3.3%
,,AUD,Low,Trade Balance,5.02B,6.45B,6.58B
