Date,Time,Currency,Impact,Event,Actual,Forecast,Previous
Sun Feb 5 2017,All Day,NZD,Holiday,Bank Holiday,,,
,7:00pm,AUD,Low,MI Inflation Gauge m/m,0.6%,,0.5%
,,JPY,Low,Average Cash Earnings y/y,0.1%,0.4%,0.5%
,7:30pm,AUD,High,Retail Sales m/m,-0.1%,0.3%,0.1%
,,AUD,Low,ANZ Job Advertisements m/m,4.0%,,-2.2%
,8:45pm,CNY,Medium,Caixin Services PMI,53.1,53.6,53.4
Mon Feb 6 2017,2:00am,EUR,Medium,German Factory Orders m/m,5.2%,0.6%,-3.6%
,4:10am,EUR,Low,Retail PMI,50.1,,50.4
,4:30am,EUR,Low,Sentix Investor Confidence,17.4,16.7,18.2
,9:00am,EUR,High,ECB President Draghi Speaks,,,
,10:00am,USD,Low,Labor Market Conditions Index m/m,1.3,,0.6
,2:00pm,USD,Low,Loan Officer Survey,,,
,4:30pm,USD,Medium,FOMC Member Harker Speaks,,,
,5:30pm,AUD,Low,AIG Construction Index,47.7,,47.0
,7:01pm,GBP,Low,BRC Retail Sales Monitor y/y,-0.6%,,1.0%
,9:00pm,NZD,High,Inflation Expectations q/q,1.92%,,1.68%
,10:30pm,AUD,High,Cash Rate,1.50%,1.50%,1.50%
,,AUD,High,RBA Rate Statement,,,
Tue Feb 7 2017,12:00am,JPY,Low,Leading Indicators,105.2%,105.6%,102.8%
,1:45am,CHF,Low,SECO Consumer Climate,-3,-11,-13
,2:00am,EUR,Low,German Industrial Production m/m,-3.0%,0.2%,0.5%
,2:45am,EUR,Low,French Gov Budget Balance,-69.0B,,-93.3B
,,EUR,Low,French Trade Balance,-3.4B,-4.2B,-4.4B
,3:00am,CHF,Low,Foreign Currency Reserves,644B,,645B
,3:30am,GBP,Medium,Halifax HPI m/m,-0.9%,0.2%,1.6%
,8:30am,CAD,High,Trade Balance,0.9B,1.2B,1.0B
,,CAD,Medium,Building Permits m/m,-6.6%,-3.5%,-1.2%
,,USD,Medium,Trade Balance,-44.3B,-45.0B,-45.7B
,9:00am,NZD,High,GDT Price Index,1.3%,,0.6%
,10:00am,CAD,Medium,Ivey PMI,57.2,58.3,60.8
,,USD,Medium,JOLTS Job Openings,5.50M,5.56M,5.51M
,,USD,Low,IBD/TIPP Economic Optimism,56.4,56.2,55.6
,3:00pm,USD,Low,Consumer Credit m/m,14.2B,20.3B,25.2B
,6:50pm,JPY,Low,BOJ Summary of Opinions,,,
,,JPY,Low,Bank Lending y/y,2.5%,2.7%,2.6%
,,JPY,Low,Current Account,1.67T,1.71T,1.80T
Wed Feb 8 2017,12:00am,JPY,Low,Economy Watchers Sentiment,49.8,51.9,51.4
,5:33am,EUR,Low,German 10-y Bond Auction,0.33|2.2,,0.36|1.8
,8:00am,GBP,Medium,MPC Member Cunliffe Speaks,,,
,8:13am,CAD,Low,Housing Starts,207K,202K,206K
,10:30am,USD,High,Crude Oil Inventories,13.8M,2.7M,6.5M
,1:01pm,USD,Low,10-y Bond Auction,2.33|2.3,,2.34|2.6
,3:00pm,NZD,High,Official Cash Rate,1.75%,1.75%,1.75%
,,NZD,High,RBNZ Rate Statement,,,
,,NZD,Medium,RBNZ Monetary Policy Statement,,,
,4:00pm,NZD,High,RBNZ Press Conference,,,
,4:45pm,NZD,Low,Building Consents m/m,-7.2%,,-9.6%
