Date,Time,Currency,Impact,Event,Actual,Forecast,Previous
Sun Jul 12 2015,Day 2,EUR,High,Eurogroup Meetings,,,
,All Day,EUR,High,Euro Summit,,,
,6:45pm,NZD,Low,FPI m/m,0.5%,,0.4%
,10:00pm,CNY,High,Trade Balance,284B,355B,367B
,10:46pm,CNY,Low,USD-Denominated Trade Balance,46.5B,57.0B,59.5B
Mon Jul 13 2015,12:30am,JPY,Low,Revised Industrial Production m/m,-2.1%,-2.1%,-2.2%
,12:32am,JPY,Low,Tertiary Industry Activity m/m,-0.7%,-0.2%,-0.1%
,4:30am,GBP,Medium,BOE Credit Conditions Survey,,,
,All Day,EUR,High,Eurogroup Meetings,,,
,2:00pm,USD,Low,Federal Budget Balance,51.8B,41.2B,-82.4B
,7:01pm,GBP,Low,BRC Retail Sales Monitor y/y,1.8%,,0.0%
,9:30pm,AUD,High,NAB Business Confidence,10,,8
,10:05pm,CNY,Low,M2 Money Supply y/y,11.8%,11.0%,10.8%
Tue Jul 14 2015,All Day,EUR,Holiday,French Bank Holiday,,,
,2:00am,EUR,Low,German Final CPI m/m,-0.1%,-0.1%,-0.1%
,3:15am,CHF,Medium,PPI m/m,-0.1%,0.2%,-0.8%
,4:30am,GBP,High,CPI y/y,0.0%,0.0%,0.1%
,,GBP,Medium,PPI Input m/m,-1.3%,-0.7%,-1.1%
,,GBP,Medium,RPI y/y,1.0%,1.0%,1.0%
,,GBP,Low,Core CPI y/y,0.8%,0.9%,0.9%
,,GBP,Low,ONS HPI y/y,5.7%,5.9%,5.5%
,,GBP,Low,PPI Output m/m,0.0%,0.1%,0.1%
,5:00am,EUR,High,German ZEW Economic Sentiment,29.7,30.6,31.5
,,EUR,Medium,ZEW Economic Sentiment,42.7,51.1,53.7
,,EUR,Low,Industrial Production m/m,-0.4%,0.2%,0.0%
,5:15am,GBP,High,Monetary Policy Report Hearings,,,
,6:00am,USD,Low,NFIB Small Business Index,94.1,98.6,98.3
,All Day,EUR,Medium,ECOFIN Meetings,,,
,7:45am,GBP,High,BOE Gov Carney Speaks,,,
,8:30am,USD,High,Core Retail Sales m/m,-0.1%,0.7%,0.8%
,,USD,High,Retail Sales m/m,-0.3%,0.2%,1.0%
,,USD,Medium,Import Prices m/m,-0.1%,0.1%,1.2%
,10:00am,USD,Medium,Business Inventories m/m,0.3%,0.3%,0.4%
,1:00pm,GBP,Medium,MPC Member Miles Speaks,,,
,8:30pm,AUD,Medium,Westpac Consumer Sentiment,-3.2%,,-6.9%
,9:30pm,AUD,Low,New Motor Vehicle Sales m/m,3.8%,,-0.8%
,10:00pm,CNY,High,GDP q/y,7.0%,6.9%,7.0%
,,CNY,High,Industrial Production y/y,6.8%,6.0%,6.1%
,,CNY,Medium,Fixed Asset Investment ytd/y,11.4%,11.2%,11.4%
,,CNY,Medium,NBS Press Conference,,,
,,CNY,Low,Retail Sales y/y,10.6%,10.2%,10.1%
,11:18pm,JPY,High,Monetary Policy Statement,,,
Wed Jul 15 2015,2:32am,JPY,High,BOJ Press Conference,,,
,2:45am,EUR,Low,French Final CPI m/m,-0.1%,0.1%,0.2%
,4:30am,GBP,High,Average Earnings Index 3m/y,3.2%,3.3%,2.7%
,,GBP,High,Claimant Count Change,7.0K,-8.9K,-1.1K
,,GBP,Medium,Unemployment Rate,5.6%,5.5%,5.5%
,5:00am,CHF,Low,Credit Suisse Economic Expectations,-5.4,,0.1
,5:34am,EUR,Low,German 10-y Bond Auction,0.88|1.1,,0.81|1.7
,All Day,EUR,High,Eurogroup Meetings,,,
,8:30am,CAD,High,Manufacturing Sales m/m,0.1%,0.3%,-2.2%
,,USD,High,PPI m/m,0.4%,0.2%,0.5%
,,USD,Medium,Core PPI m/m,0.3%,0.1%,0.1%
,,USD,Medium,Empire State Manufacturing Index,3.9,3.4,-2.0
,9:15am,USD,Medium,Capacity Utilization Rate,78.4%,78.1%,78.2%
,,USD,Medium,Industrial Production m/m,0.3%,0.2%,-0.2%
,9:48am,NZD,High,GDT Price Index,-10.7%,,-5.9%
,10:00am,CAD,High,BOC Monetary Policy Report,,,
,,CAD,High,BOC Rate Statement,,,
,,CAD,High,Overnight Rate,0.50%,0.75%,0.75%
,,USD,High,Fed Chair Yellen Testifies,,,
,,USD,Low,Fed Monetary Policy Report,,,
,10:30am,USD,Medium,Crude Oil Inventories,-4.3M,-2.0M,0.4M
,11:15am,CAD,High,BOC Press Conference,,,
,2:00pm,USD,Low,Beige Book,,,
,3:00pm,USD,Medium,FOMC Member Williams Speaks,,,
,6:30pm,NZD,Medium,BusinessNZ Manufacturing Index,55.2,,52.0
,6:45pm,NZD,High,CPI q/q,0.4%,0.5%,-0.2%
,6:53pm,EUR,High,Greek Gov Debt Crisis Vote,Pass,Pass,
,9:00pm,AUD,Medium,MI Inflation Expectations,3.4%,,3.0%
Thu Jul 16 2015,1:00am,JPY,Low,BOJ Monthly Report,,,
,3:15am,CHF,Medium,Retail Sales y/y,-1.8%,1.9%,1.6%
,4:03am,EUR,Low,Italian Trade Balance,4.18B,2.83B,3.73B
,4:51am,EUR,Low,Spanish 10-y Bond Auction,2.10|1.5,,2.26|1.8
,5:00am,EUR,Medium,Final CPI y/y,0.2%,0.2%,0.2%
,,EUR,Low,Final Core CPI y/y,0.8%,0.8%,0.8%
,,EUR,Low,Trade Balance,21.2B,22.3B,23.9B
,All Day,EUR,High,Eurogroup Meetings,,,
,7:45am,EUR,High,Main Refinancing Rate,0.05%,0.05%,0.05%
,8:30am,CAD,Medium,Foreign Securities Purchases,-5.45B,8.21B,16.73B
,,EUR,High,ECB Press Conference,,,
,,USD,High,Unemployment Claims,281K,284K,296K
,9:30am,GBP,Low,CB Leading Index m/m,-0.4%,,0.3%
,10:00am,USD,High,Philly Fed Manufacturing Index,5.7,11.9,15.2
,,USD,Low,NAHB Housing Market Index,60,59,60
,10:30am,USD,Low,Natural Gas Storage,99B,89B,91B
,2:00pm,GBP,Medium,BOE Gov Carney Speaks,,,
,2:30pm,USD,High,Fed Chair Yellen Testifies,,,
,4:00pm,USD,Low,TIC Long-Term Purchases,93.0B,30.3B,54.4B
,8:00pm,AUD,Low,CB Leading Index m/m,0.2%,,-0.3%
Fri Jul 17 2015,8:30am,CAD,High,Core CPI m/m,0.0%,-0.1%,0.4%
,,CAD,Medium,CPI m/m,0.2%,0.2%,0.6%
,,USD,High,Building Permits,1.34M,1.11M,1.25M
,,USD,High,CPI m/m,0.3%,0.3%,0.4%
,,USD,High,Core CPI m/m,0.2%,0.2%,0.1%
,,USD,Medium,Housing Starts,1.17M,1.10M,1.07M
,10:00am,USD,High,Prelim UoM Consumer Sentiment,93.3,96.0,96.1
,,USD,Medium,FOMC Member Fischer Speaks,,,
,,USD,Low,Prelim UoM Inflation Expectations,2.8%,,2.7%
Sat Jul 18 2015,,,No specified,,,,
