Date,Time,Currency,Impact,Event,Actual,Forecast,Previous
Sun Feb 17 2019,6:50pm,JPY,Low,Core Machinery Orders m/m,-0.1%,-1.1%,0.0%
,7:01pm,GBP,Low,Rightmove HPI m/m,0.7%,,0.4%
Mon Feb 18 2019,6:00am,EUR,Low,German Buba Monthly Report,,,
,All Day,USD,Holiday,Bank Holiday,,,
,7:30pm,AUD,High,Monetary Policy Meeting Minutes,,,
Tue Feb 19 2019,2:00am,CHF,Low,Trade Balance,3.04B,2.24B,1.96B
,4:00am,EUR,Low,Current Account,16.2B,21.4B,22.6B
,4:30am,GBP,High,Average Earnings Index 3m/y,3.4%,3.5%,3.4%
,,GBP,Medium,Unemployment Rate,4.0%,4.0%,4.0%
,,GBP,Low,Claimant Count Change,14.2K,12.3K,20.2K
,5:00am,EUR,Medium,German ZEW Economic Sentiment,-13.4,-14.1,-15.0
,,EUR,Low,ZEW Economic Sentiment,-16.6,-18.2,-20.9
,9:13am,NZD,Low,GDT Price Index,0.9%,,6.7%
,10:00am,USD,Low,NAHB Housing Market Index,62,59,58
,4:45pm,NZD,Low,PPI Input q/q,1.6%,1.0%,1.4%
,,NZD,Low,PPI Output q/q,0.8%,1.1%,1.5%
,6:30pm,AUD,Low,MI Leading Index m/m,0.0%,,-0.3%
,6:50pm,JPY,Low,Trade Balance,-0.37T,0.17T,-0.22T
,7:30pm,AUD,High,Wage Price Index q/q,0.5%,0.6%,0.6%
Wed Feb 20 2019,2:00am,EUR,Low,German PPI m/m,0.4%,-0.2%,-0.4%
,6:00am,GBP,Low,CBI Industrial Order Expectations,6,-5,-1
,9:56am,EUR,Low,Consumer Confidence,-7,-8,-8
,10:30am,AUD,Low,CB Leading Index m/m,0.1%,,-0.1%
,2:00pm,USD,High,FOMC Meeting Minutes,,,
,5:00pm,AUD,Low,Flash Manufacturing PMI,53.1,,53.9
,,AUD,Low,Flash Services PMI,49.3,,51.0
,7:30pm,AUD,High,Employment Change,39.1K,15.2K,16.9K
,,AUD,High,Unemployment Rate,5.0%,5.0%,5.0%
,,JPY,Low,Flash Manufacturing PMI,48.5,50.4,50.3
,11:30pm,JPY,Low,All Industries Activity m/m,-0.4%,-0.2%,-0.5%
Thu Feb 21 2019,2:00am,EUR,Low,German Final CPI m/m,-0.8%,-0.8%,-0.8%
,2:45am,EUR,Low,French Final CPI m/m,-0.4%,-0.5%,-0.5%
,3:15am,EUR,High,French Flash Services PMI,49.8,48.6,47.8
,,EUR,Medium,French Flash Manufacturing PMI,51.4,51.0,51.2
,3:30am,EUR,High,German Flash Manufacturing PMI,47.6,49.7,49.7
,,EUR,High,German Flash Services PMI,55.1,52.8,53.0
,4:00am,EUR,Medium,Flash Manufacturing PMI,49.2,50.3,50.5
,,EUR,Medium,Flash Services PMI,52.3,51.4,51.2
,4:30am,GBP,Medium,Public Sector Net Borrowing,-15.8B,-11.1B,2.1B
,4:50am,EUR,Low,Spanish 10-y Bond Auction,1.29|1.2,,1.40|1.3
,7:30am,EUR,Medium,ECB Monetary Policy Meeting Accounts,,,
,8:30am,CAD,Low,ADP Non-Farm Employment Change,35.4K,,-20.9K
,,CAD,Low,Wholesale Sales m/m,0.3%,-0.2%,-1.1%
,,USD,High,Core Durable Goods Orders m/m,0.1%,0.3%,-0.4%
,,USD,Medium,Durable Goods Orders m/m,1.2%,1.6%,0.7%
,,USD,Medium,Philly Fed Manufacturing Index,-4.1,14.1,17.0
,,USD,Low,Unemployment Claims,216K,228K,239K
,9:45am,USD,Low,Flash Manufacturing PMI,53.7,54.9,54.9
,,USD,Low,Flash Services PMI,56.2,54.4,54.2
,10:00am,USD,Low,CB Leading Index m/m,-0.1%,0.1%,-0.1%
,,USD,Low,Existing Home Sales,4.94M,5.01M,5.00M
,10:30am,USD,Low,Natural Gas Storage,-177B,-164B,-78B
,11:00am,USD,Low,Crude Oil Inventories,3.7M,2.9M,3.6M
,12:45pm,CAD,High,BOC Gov Poloz Speaks,,,
,5:30pm,AUD,High,RBA Gov Lowe Speaks,,,
,6:30pm,JPY,Low,National Core CPI y/y,0.8%,0.8%,0.7%
,8:59pm,NZD,Low,Credit Card Spending y/y,6.9%,,4.5%
Fri Feb 22 2019,2:00am,EUR,Low,German Final GDP q/q,0.0%,0.0%,0.0%
,4:00am,EUR,Medium,German ifo Business Climate,98.5,99.0,99.3
,5:00am,EUR,Low,Final CPI y/y,1.4%,1.4%,1.4%
,,EUR,Low,Final Core CPI y/y,1.1%,1.1%,1.1%
,6:00am,GBP,Low,CBI Realized Sales,0,4,0
,8:30am,CAD,High,Core Retail Sales m/m,-0.5%,-0.5%,-0.7%
,,CAD,Medium,Retail Sales m/m,-0.1%,0.0%,-0.9%
,8:58am,EUR,Low,Belgian NBB Business Climate,-1.7,-2.0,-1.5
,9:00am,CNY,Low,CB Leading Index m/m,1.6%,,0.7%
,10:15am,USD,Medium,FOMC Member Williams Speaks,,,
,10:30am,EUR,High,ECB President Draghi Speaks,,,
,11:00am,USD,Low,Fed Monetary Policy Report,,,
,12:00pm,USD,Medium,FOMC Member Clarida Speaks,,,
,1:30pm,USD,Medium,FOMC Member Bullard Speaks,,,
,,USD,Medium,FOMC Member Quarles Speaks,,,
,5:30pm,USD,Medium,FOMC Member Williams Speaks,,,
Sat Feb 23 2019,9:00am,USD,Medium,FOMC Member Brainard Speaks,,,
