Date,Time,Currency,Impact,Event,Actual,Forecast,Previous
Sun Apr 7 2019,7:50pm,JPY,Low,Current Account,1.96T,1.96T,1.83T
,9:30pm,AUD,Low,ANZ Job Advertisements m/m,-1.7%,,-0.8%
Mon Apr 8 2019,1:00am,JPY,Low,Consumer Confidence,40.5,41.5,41.5
,2:00am,EUR,Low,German Trade Balance,18.7B,19.0B,18.6B
,,JPY,Low,Economy Watchers Sentiment,44.8,47.6,47.5
,4:30am,EUR,Low,Sentix Investor Confidence,-0.3,-1.7,-2.2
,,GBP,Low,Consumer Inflation Expectations,3.2%,,3.2%
,8:13am,CAD,Low,Housing Starts,193K,193K,166K
,8:30am,CAD,Low,Building Permits m/m,-5.7%,2.0%,-6.0%
,10:00am,USD,Low,Factory Orders m/m,-0.5%,-0.5%,0.0%
,7:01pm,GBP,Low,BRC Retail Sales Monitor y/y,-1.1%,-0.7%,-0.1%
,9:30pm,AUD,Low,Home Loans m/m,2.0%,-3.0%,-2.5%
Tue Apr 9 2019,1:45am,CHF,Low,Unemployment Rate,2.4%,2.4%,2.4%
,4:00am,EUR,Low,Italian Retail Sales m/m,0.1%,-0.2%,0.6%
,5:35am,GBP,Low,10-y Bond Auction,1.11|2.3,,1.16|2.1
,6:00am,USD,Low,NFIB Small Business Index,101.8,101.3,101.7
,10:00am,USD,Low,JOLTS Job Openings,7.09M,7.54M,7.63M
,10:03am,USD,Low,IBD/TIPP Economic Optimism,54.2,53.2,55.7
,5:00pm,USD,Medium,FOMC Member Quarles Speaks,,,
,6:45pm,USD,Medium,FOMC Member Clarida Speaks,,,
,7:50pm,JPY,Low,Bank Lending y/y,2.4%,2.3%,2.3%
,,JPY,Low,Core Machinery Orders m/m,1.8%,3.0%,-5.4%
,,JPY,Low,PPI y/y,1.3%,1.0%,0.9%
,8:30pm,AUD,Medium,Westpac Consumer Sentiment,1.9%,,-4.8%
,11:30pm,AUD,Medium,RBA Deputy Gov Debelle Speaks,,,
Wed Apr 10 2019,1:59am,JPY,Low,Prelim Machine Tool Orders y/y,-28.5%,,-29.3%
,2:45am,EUR,Low,French Industrial Production m/m,0.4%,-0.5%,1.2%
,4:00am,EUR,Low,Italian Industrial Production m/m,0.8%,-0.5%,1.9%
,4:30am,GBP,High,GDP m/m,0.2%,0.2%,0.5%
,,GBP,High,Manufacturing Production m/m,0.9%,0.2%,1.1%
,,GBP,Low,Construction Output m/m,0.4%,-0.2%,3.5%
,,GBP,Low,Goods Trade Balance,-14.1B,-12.5B,-14.6B
,,GBP,Low,Index of Services 3m/3m,0.4%,0.4%,0.5%
,,GBP,Low,Industrial Production m/m,0.6%,0.1%,0.7%
,7:45am,EUR,High,Main Refinancing Rate,0.00%,0.00%,0.00%
,,EUR,High,Monetary Policy Statement,,,
