Date,Time,Currency,Impact,Event,Actual,Forecast,Previous
Sun Apr 14 2019,Day 3,All,Low,IMF Meetings,,,
,7:01pm,GBP,Low,Rightmove HPI m/m,1.1%,,0.4%
Mon Apr 15 2019,2:30am,CHF,Low,PPI m/m,0.3%,0.2%,0.2%
,6:00am,EUR,Low,German Buba Monthly Report,,,
,8:30am,USD,Medium,FOMC Member Evans Speaks,,,
,,USD,Low,Empire State Manufacturing Index,10.1,8.1,3.7
,10:30am,CAD,High,BOC Business Outlook Survey,,,
,12:00pm,GBP,Low,MPC Member Haskel Speaks,,,
,1:00pm,USD,Medium,FOMC Member Evans Speaks,,,
,4:00pm,USD,Low,TIC Long-Term Purchases,51.9B,-18.2B,-7.2B
,8:00pm,USD,Medium,FOMC Member Rosengren Speaks,,,
,9:30pm,AUD,High,Monetary Policy Meeting Minutes,,,
Tue Apr 16 2019,12:30am,JPY,Low,Tertiary Industry Activity m/m,-0.6%,-0.2%,0.6%
,4:30am,GBP,High,Average Earnings Index 3m/y,3.5%,3.5%,3.5%
,,GBP,Medium,Unemployment Rate,3.9%,3.9%,3.9%
,,GBP,Low,Claimant Count Change,28.3K,17.3K,26.7K
,5:00am,EUR,Medium,German ZEW Economic Sentiment,3.1,0.9,-3.6
,,EUR,Low,ZEW Economic Sentiment,4.5,1.2,-2.5
,8:30am,CAD,Medium,Manufacturing Sales m/m,-0.2%,-0.1%,0.8%
,,CAD,Low,Foreign Securities Purchases,12.05B,27.34B,28.59B
,9:15am,USD,Low,Capacity Utilization Rate,78.8%,79.2%,78.2%
,,USD,Low,Industrial Production m/m,-0.1%,0.2%,0.1%
,10:00am,USD,Low,NAHB Housing Market Index,63,63,62
,10:32am,NZD,Low,GDT Price Index,0.5%,,0.8%
,6:45pm,NZD,High,CPI q/q,0.1%,0.3%,0.1%
,7:50pm,JPY,Low,Trade Balance,-0.18T,-0.30T,0.03T
,8:30pm,AUD,Low,MI Leading Index m/m,0.2%,,0.0%
,9:59pm,CNY,High,GDP q/y,6.4%,6.3%,6.4%
,10:00pm,CNY,Medium,Fixed Asset Investment ytd/y,6.3%,6.3%,6.1%
,,CNY,Medium,Industrial Production y/y,8.5%,5.6%,5.3%
,,CNY,Low,NBS Press Conference,,,
,,CNY,Low,Retail Sales y/y,8.7%,8.3%,8.2%
,,CNY,Low,Unemployment Rate,5.2%,,5.3%
Wed Apr 17 2019,12:30am,JPY,Low,Revised Industrial Production m/m,0.7%,1.4%,1.4%
,4:00am,EUR,Low,Current Account,26.8B,33.2B,37.1B
,4:30am,GBP,High,CPI y/y,1.9%,2.0%,1.9%
,,GBP,Medium,PPI Input m/m,-0.2%,0.3%,1.0%
,,GBP,Medium,RPI y/y,2.4%,2.6%,2.5%
,,GBP,Low,Core CPI y/y,1.8%,1.9%,1.8%
,,GBP,Low,HPI y/y,0.6%,1.3%,1.7%
,,GBP,Low,PPI Output m/m,0.3%,0.2%,0.3%
,5:00am,EUR,Low,Final CPI y/y,1.4%,1.4%,1.4%
,,EUR,Low,Final Core CPI y/y,0.8%,0.8%,0.8%
,,EUR,Low,Trade Balance,19.5B,16.8B,17.4B
,5:03am,EUR,Low,Italian Trade Balance,3.27B,2.62B,0.33B
,5:36am,EUR,Low,German 30-y Bond Auction,0.68|2.1,,0.74|1.5
,8:30am,CAD,High,CPI m/m,0.7%,0.7%,0.7%
,,CAD,High,Trade Balance,-2.9B,-3.5B,-3.1B
,,CAD,Medium,Common CPI y/y,1.8%,1.8%,1.8%
,,CAD,Medium,Median CPI y/y,2.0%,1.8%,1.9%
,,CAD,Medium,Trimmed CPI y/y,2.1%,1.8%,2.0%
,,USD,Low,Trade Balance,-49.4B,-53.5B,-51.1B
,8:32am,CAD,Low,Core CPI m/m,0.3%,,0.7%
