Date,Time,Currency,Impact,Event,Actual,Forecast,Previous
Sun Oct 29 2017,7:50pm,JPY,Low,Retail Sales y/y,2.2%,2.3%,1.8%
Mon Oct 30 2017,3:00am,EUR,Medium,German Retail Sales m/m,0.5%,0.5%,-0.2%
,All Day,EUR,Medium,German Prelim CPI m/m,0.0%,0.1%,0.1%
,4:00am,CHF,Medium,KOF Economic Barometer,109.1,106.6,106.1
,,EUR,Medium,Spanish Flash CPI y/y,1.6%,1.7%,1.8%
,,EUR,Medium,Spanish Flash GDP q/q,0.8%,0.8%,0.9%
,5:30am,GBP,Medium,Net Lending to Individuals m/m,5.5B,5.5B,5.7B
,,GBP,Low,M4 Money Supply m/m,-0.2%,0.7%,1.1%
,,GBP,Low,Mortgage Approvals,66K,66K,67K
,6:12am,EUR,Low,Italian 10-y Bond Auction,1.86|1.4,,2.19|1.7
,8:30am,USD,Medium,Core PCE Price Index m/m,0.1%,0.1%,0.1%
,,USD,Medium,Personal Spending m/m,1.0%,0.8%,0.1%
,,USD,Low,Personal Income m/m,0.4%,0.4%,0.2%
,5:45pm,NZD,Low,Building Consents m/m,-2.3%,,5.9%
,7:30pm,JPY,Low,Household Spending y/y,-0.3%,0.7%,0.6%
,,JPY,Low,Unemployment Rate,2.8%,2.8%,2.8%
,7:50pm,JPY,Low,Prelim Industrial Production m/m,-1.1%,-1.5%,2.0%
,8:00pm,AUD,Low,HIA New Home Sales m/m,-6.1%,,9.1%
,,NZD,Medium,ANZ Business Confidence,-10.1,,0.0
,8:01pm,GBP,Low,GfK Consumer Confidence,-10,-10,-9
,8:30pm,AUD,Low,Private Sector Credit m/m,0.3%,0.5%,0.5%
,9:00pm,CNY,Medium,Manufacturing PMI,51.6,52.2,52.4
,,CNY,Medium,Non-Manufacturing PMI,54.3,,55.4
,11:05pm,JPY,High,BOJ Outlook Report,,,
,,JPY,High,BOJ Policy Rate,-0.10%,-0.10%,-0.10%
,,JPY,High,Monetary Policy Statement,,,
Tue Oct 31 2017,1:00am,JPY,Low,BOJ Core CPI y/y,0.5%,0.5%,0.6%
,,JPY,Low,Housing Starts y/y,-2.9%,-3.0%,-2.0%
,2:30am,EUR,Low,French Flash GDP q/q,0.5%,0.5%,0.6%
,,JPY,High,BOJ Press Conference,,,
,3:45am,EUR,Low,French Consumer Spending m/m,0.9%,0.6%,-0.2%
,,EUR,Low,French Prelim CPI m/m,0.1%,0.1%,-0.2%
,5:00am,EUR,Low,Italian Monthly Unemployment Rate,11.1%,11.1%,11.1%
