Date,Time,Currency,Impact,Event,Actual,Forecast,Previous
Sun Jul 17 2016,6:45pm,NZD,High,CPI q/q,0.4%,0.5%,0.2%
,7:01pm,GBP,Low,Rightmove HPI m/m,-0.9%,,0.8%
,All Day,JPY,Holiday,Bank Holiday,,,
Mon Jul 18 2016,4:15am,GBP,High,MPC Member Weale Speaks,,,
,6:00am,EUR,Low,German Buba Monthly Report,,,
,8:30am,CAD,Medium,Foreign Securities Purchases,14.73B,15.39B,15.52B
,10:00am,USD,Low,NAHB Housing Market Index,59,60,60
,10:30am,AUD,Low,CB Leading Index m/m,0.1%,,0.5%
,4:00pm,USD,Low,TIC Long-Term Purchases,41.1B,31.6B,-67.4B
,9:30pm,AUD,High,Monetary Policy Meeting Minutes,,,
Tue Jul 19 2016,4:30am,GBP,High,CPI y/y,0.5%,0.4%,0.3%
,,GBP,Medium,PPI Input m/m,1.8%,0.9%,2.2%
,,GBP,Medium,RPI y/y,1.6%,1.4%,1.4%
,,GBP,Low,Core CPI y/y,1.4%,1.3%,1.2%
,,GBP,Low,HPI y/y,8.1%,7.9%,8.1%
,,GBP,Low,PPI Output m/m,0.2%,0.1%,0.2%
,5:00am,EUR,High,German ZEW Economic Sentiment,-6.8,8.2,19.2
,,EUR,Medium,ZEW Economic Sentiment,-14.7,12.3,20.2
,8:30am,USD,High,Building Permits,1.15M,1.15M,1.14M
,,USD,Medium,Housing Starts,1.19M,1.17M,1.14M
,10:05am,GBP,Medium,MPC Member Broadbent Speaks,,,
,10:14am,NZD,High,GDT Price Index,0.0%,,-0.4%
,8:30pm,AUD,Low,MI Leading Index m/m,-0.2%,,0.2%
Wed Jul 20 2016,2:00am,EUR,Low,German PPI m/m,0.4%,0.2%,0.4%
,4:00am,EUR,Low,Current Account,30.8B,24.9B,36.4B
,4:30am,GBP,High,Average Earnings Index 3m/y,2.3%,2.3%,2.0%
,,GBP,High,Claimant Count Change,0.4K,4.1K,12.2K
,,GBP,Medium,Unemployment Rate,4.9%,5.0%,5.0%
,5:00am,CHF,Low,Credit Suisse Economic Expectations,5.9,,19.4
,9:00am,CNY,Low,CB Leading Index m/m,0.5%,,0.5%
,10:00am,EUR,Low,Consumer Confidence,-8,-8,-7
,10:30am,USD,High,Crude Oil Inventories,-2.3M,-1.3M,-2.5M
,6:45pm,NZD,Low,Visitor Arrivals m/m,-1.0%,,0.0%
,9:30pm,AUD,Medium,NAB Quarterly Business Confidence,2,,4
,11:00pm,NZD,Low,Credit Card Spending y/y,4.1%,,6.0%
Thu Jul 21 2016,12:30am,JPY,Low,All Industries Activity m/m,-1.0%,-1.0%,0.8%
,2:00am,CHF,Low,Trade Balance,3.55B,3.49B,3.78B
,4:30am,GBP,High,Retail Sales m/m,-0.9%,-0.4%,0.9%
,,GBP,Medium,Public Sector Net Borrowing,7.3B,9.3B,9.4B
,7:45am,EUR,High,Main Refinancing Rate,0.00%,0.00%,0.00%
,,EUR,High,Monetary Policy Statement,,,
,8:30am,CAD,Medium,Wholesale Sales m/m,1.8%,0.2%,0.2%
,,EUR,High,ECB Press Conference,,,
,,USD,High,Philly Fed Manufacturing Index,-2.9,5.1,4.7
,,USD,High,Unemployment Claims,253K,271K,254K
,9:00am,USD,Low,HPI m/m,0.2%,0.4%,0.3%
,10:00am,USD,Medium,Existing Home Sales,5.57M,5.48M,5.51M
,,USD,Low,CB Leading Index m/m,0.3%,0.2%,-0.2%
,10:30am,USD,Low,Natural Gas Storage,34B,40B,64B
,10:00pm,JPY,Low,Flash Manufacturing PMI,49.0,48.3,48.1
Fri Jul 22 2016,3:00am,EUR,Medium,French Flash Manufacturing PMI,48.6,48.1,48.3
,,EUR,Medium,French Flash Services PMI,50.3,49.6,49.9
,3:30am,EUR,Medium,German Flash Manufacturing PMI,53.7,53.6,54.5
,,EUR,Medium,German Flash Services PMI,54.6,53.3,53.7
,4:00am,EUR,Medium,Flash Manufacturing PMI,51.9,52.1,52.8
,,EUR,Medium,Flash Services PMI,52.7,52.3,52.8
,4:30am,GBP,High,Final Manufacturing PMI,49.1,47.8,52.1
,,GBP,High,Final Services PMI,47.4,48.9,52.3
,5:00am,EUR,Low,Italian Retail Sales m/m,0.3%,0.2%,0.1%
,8:30am,CAD,High,Core CPI m/m,0.0%,0.0%,0.3%
,,CAD,High,Core Retail Sales m/m,0.9%,0.3%,1.3%
,,CAD,Medium,CPI m/m,0.2%,0.2%,0.4%
,,CAD,Medium,Retail Sales m/m,0.2%,0.0%,0.8%
,9:45am,USD,Low,Flash Manufacturing PMI,52.9,51.9,51.3
Sat Jul 23 2016,Day 1,All,High,G20 Meetings,,,
