Date,Time,Currency,Impact,Event,Actual,Forecast,Previous
Sun Mar 27 2016,All Day,NZD,Holiday,Bank Holiday,,,
,All Day,AUD,Holiday,Bank Holiday,,,
Mon Mar 28 2016,All Day,CHF,Holiday,Bank Holiday,,,
,All Day,EUR,Holiday,French Bank Holiday,,,
,All Day,EUR,Holiday,Italian Bank Holiday,,,
,All Day,EUR,Holiday,German Bank Holiday,,,
,All Day,GBP,Holiday,Bank Holiday,,,
,8:30am,USD,Medium,Core PCE Price Index m/m,0.1%,0.2%,0.3%
,,USD,Medium,Personal Spending m/m,0.1%,0.2%,0.1%
,,USD,Low,Goods Trade Balance,-62.9B,-62.3B,-62.4B
,,USD,Low,Personal Income m/m,0.2%,0.1%,0.5%
,10:00am,USD,Medium,Pending Home Sales m/m,3.5%,1.2%,-3.0%
,7:30pm,JPY,Medium,Household Spending y/y,1.2%,-1.8%,-3.1%
,,JPY,Low,Unemployment Rate,3.3%,3.2%,3.2%
,7:50pm,JPY,Medium,Retail Sales y/y,0.5%,1.6%,-0.2%
Tue Mar 29 2016,4:00am,EUR,Medium,M3 Money Supply y/y,5.0%,5.0%,5.0%
,,EUR,Low,Private Loans y/y,1.6%,1.4%,1.4%
,6:00am,GBP,Low,FPC Statement,,,
,8:30am,CAD,Medium,RMPI m/m,-2.6%,-0.8%,-0.4%
,,CAD,Low,IPPI m/m,-1.1%,-0.2%,0.5%
,9:00am,USD,Low,S&P/CS Composite-20 HPI y/y,5.7%,5.7%,5.6%
,10:00am,USD,High,CB Consumer Confidence,96.2,93.9,94.0
,12:20pm,USD,High,Fed Chair Yellen Speaks,,,
,5:45pm,NZD,Low,Building Consents m/m,10.8%,,-7.8%
,7:50pm,JPY,Low,Prelim Industrial Production m/m,-6.2%,-5.8%,3.7%
Wed Mar 30 2016,2:00am,CHF,Low,UBS Consumption Indicator,1.53,,1.45
,All Day,EUR,Medium,German Prelim CPI m/m,0.8%,0.6%,0.4%
,3:00am,CHF,Medium,KOF Economic Barometer,102.5,101.9,102.6
,5:20am,EUR,Low,Italian 10-y Bond Auction,1.24|1.4,,1.50|1.3
,8:15am,USD,High,ADP Non-Farm Employment Change,200K,195K,205K
,10:30am,USD,High,Crude Oil Inventories,2.3M,3.1M,9.4M
,2:35pm,CAD,Low,Gov Council Member Patterson Speaks,,,
,7:05pm,GBP,Low,GfK Consumer Confidence,0,-1,0
,8:00pm,AUD,Low,HIA New Home Sales m/m,-5.3%,,3.1%
,,NZD,Medium,ANZ Business Confidence,3.2,,7.1
,8:30pm,AUD,Low,Private Sector Credit m/m,0.6%,0.5%,0.5%
Thu Mar 31 2016,1:00am,JPY,Low,Housing Starts y/y,7.8%,-2.2%,0.2%
,2:00am,EUR,Medium,German Retail Sales m/m,-0.4%,0.3%,-0.1%
,2:45am,EUR,Low,French Consumer Spending m/m,0.6%,0.1%,1.0%
,,EUR,Low,French Prelim CPI m/m,0.7%,0.5%,0.3%
,3:00am,EUR,Medium,Spanish Flash CPI y/y,-0.8%,-0.6%,-0.8%
,,GBP,High,BOE Gov Carney Speaks,,,
,3:55am,EUR,Medium,German Unemployment Change,0K,-6K,-9K
,4:30am,GBP,High,Current Account,-32.7B,-21.1B,-20.1B
,,GBP,Medium,Final GDP q/q,0.6%,0.5%,0.5%
,,GBP,Medium,Net Lending to Individuals m/m,4.9B,5.1B,5.4B
,,GBP,Low,Index of Services 3m/3m,0.9%,0.8%,0.8%
,,GBP,Low,M4 Money Supply m/m,0.9%,0.1%,0.1%
,,GBP,Low,Mortgage Approvals,74K,74K,74K
,,GBP,Low,Revised Business Investment q/q,-2.0%,-2.0%,-2.1%
,5:00am,EUR,Medium,CPI Flash Estimate y/y,-0.1%,-0.1%,-0.2%
,,EUR,Medium,Core CPI Flash Estimate y/y,1.0%,0.9%,0.8%
,,EUR,Low,Italian Prelim CPI m/m,0.2%,0.1%,-0.2%
,7:30am,USD,Low,Challenger Job Cuts y/y,31.7%,,21.8%
,8:30am,CAD,High,GDP m/m,0.6%,0.3%,0.2%
,,USD,High,Unemployment Claims,276K,266K,265K
,9:45am,USD,Medium,Chicago PMI,53.6,50.5,47.6
,10:30am,USD,Low,Natural Gas Storage,-25B,-20B,15B
,12:30pm,CHF,Medium,Gov Board Member Maechler Speaks,,,
,5:00pm,USD,Medium,FOMC Member Dudley Speaks,,,
,6:30pm,AUD,Low,AIG Manufacturing Index,58.1,,53.5
,7:50pm,JPY,Medium,Tankan Manufacturing Index,6,8,12
,,JPY,Medium,Tankan Non-Manufacturing Index,22,24,25
,8:52pm,CNY,Medium,Non-Manufacturing PMI,53.8,,52.7
,9:00pm,CNY,High,Manufacturing PMI,50.2,49.3,49.0
,9:45pm,CNY,High,Caixin Manufacturing PMI,49.7,48.3,48.0
,10:00pm,JPY,Low,Final Manufacturing PMI,49.1,49.1,49.1
Fri Apr 1 2016,1:30am,AUD,Low,Commodity Prices y/y,-15.4%,,-22.2%
,2:00am,GBP,Low,Nationwide HPI m/m,0.8%,0.5%,0.4%
,3:15am,CHF,Low,Retail Sales y/y,-0.2%,0.5%,-0.1%
,,EUR,Medium,Spanish Manufacturing PMI,53.4,53.8,54.1
,3:30am,CHF,Low,Manufacturing PMI,53.2,51.3,51.6
,3:45am,EUR,Low,Italian Manufacturing PMI,53.5,52.6,52.2
,3:50am,EUR,Low,French Final Manufacturing PMI,49.6,49.6,49.6
,3:55am,EUR,Low,German Final Manufacturing PMI,50.7,50.4,50.4
,4:00am,EUR,Low,Final Manufacturing PMI,51.6,51.4,51.4
,,EUR,Low,Italian Monthly Unemployment Rate,11.7%,11.5%,11.6%
,4:30am,GBP,High,Final Manufacturing PMI,51.0,51.4,50.8
,8:30am,USD,High,Average Hourly Earnings m/m,0.3%,0.2%,-0.1%
,,USD,High,Non-Farm Employment Change,215K,206K,245K
,,USD,High,Unemployment Rate,5.0%,4.9%,4.9%
,9:30am,CAD,Low,Manufacturing PMI,51.5,,49.4
,9:45am,USD,Low,Final Manufacturing PMI,51.5,51.5,51.4
,10:00am,USD,High,ISM Manufacturing PMI,51.8,50.8,49.5
,,USD,Medium,Revised UoM Consumer Sentiment,91.0,90.6,90.0
,,USD,Low,Construction Spending m/m,-0.5%,0.2%,2.1%
,,USD,Low,ISM Manufacturing Prices,51.5,44.5,38.5
,,USD,Low,Revised UoM Inflation Expectations,2.7%,,2.7%
,10:30am,CAD,Medium,BOC Business Outlook Survey,,,
,All Day,USD,Low,Total Vehicle Sales,16.6M,17.6M,17.5M
,All Day,USD,Low,Wards Total Vehicle Sales,16.5M,17.5M,17.5M
,12:00pm,USD,Medium,FOMC Member Mester Speaks,,,
Sat Apr 2 2016,10:00am,NZD,Holiday,Daylight Saving Time Shift,,,
,12:00pm,AUD,Holiday,Daylight Saving Time Shift,,,
