Date,Time,Currency,Impact,Event,Actual,Forecast,Previous
Sun Oct 4 2015,All Day,AUD,Holiday,Bank Holiday,,,
,6:30pm,AUD,Low,AIG Services Index,52.3,,55.6
,7:30pm,AUD,Low,MI Inflation Gauge m/m,0.3%,,0.1%
,All Day,CNY,Holiday,Bank Holiday,,,
,8:30pm,AUD,Medium,ANZ Job Advertisements m/m,3.9%,,1.3%
,9:30pm,JPY,Low,Average Cash Earnings y/y,0.5%,0.7%,0.9%
Mon Oct 5 2015,3:15am,EUR,Low,Spanish Services PMI,55.1,59.7,59.6
,3:45am,EUR,Low,Italian Services PMI,53.3,54.8,54.6
,3:50am,EUR,Low,French Final Services PMI,51.9,51.2,51.2
,3:55am,EUR,Low,German Final Services PMI,54.1,54.4,54.3
,4:00am,EUR,Low,Final Services PMI,53.7,54.0,54.0
,4:30am,EUR,Low,Sentix Investor Confidence,11.7,12.2,13.6
,,GBP,High,Final Services PMI,53.3,56.4,55.6
,5:00am,EUR,Low,Retail Sales m/m,0.0%,-0.1%,0.6%
,Day 1,EUR,Medium,Eurogroup Meetings,,,
,9:45am,USD,Low,Final Services PMI,55.1,55.7,55.6
,10:00am,USD,High,ISM Services PMI,56.9,58.0,59.0
,,USD,Low,Labor Market Conditions Index m/m,0.0,,1.2
,5:00pm,NZD,High,NZIER Business Confidence,-14,,5
,All Day,CNY,Holiday,Bank Holiday,,,
,8:30pm,AUD,High,Trade Balance,-3.10B,-2.48B,-2.79B
,11:30pm,AUD,High,Cash Rate,2.00%,2.00%,2.00%
,,AUD,High,RBA Rate Statement,,,
Tue Oct 6 2015,2:00am,EUR,Medium,German Factory Orders m/m,-1.8%,0.5%,-2.2%
,3:00am,GBP,Medium,Halifax HPI m/m,-0.9%,0.1%,2.7%
,3:15am,CHF,Low,CPI m/m,0.1%,0.1%,-0.2%
,4:10am,EUR,Low,Retail PMI,51.9,,51.4
,4:30am,GBP,Low,Housing Equity Withdrawal q/q,-10.9B,-12.5B,-12.1B
,All Day,EUR,Medium,ECOFIN Meetings,,,
