Date,Time,Currency,Impact,Event,Actual,Forecast,Previous
Sun Jun 12 2016,4:33am,CNY,Low,Foreign Direct Investment ytd/y,3.8%,,4.8%
,All Day,AUD,Holiday,Bank Holiday,,,
,7:50pm,JPY,Low,BSI Manufacturing Index,-11.1,-2.1,-7.9
,10:00pm,CNY,High,Industrial Production y/y,6.0%,6.1%,6.0%
,,CNY,Medium,Fixed Asset Investment ytd/y,9.6%,10.5%,10.5%
,,CNY,Low,Retail Sales y/y,10.0%,10.1%,10.1%
Mon Jun 13 2016,3:00am,EUR,Medium,German Buba President Weidmann Speaks,,,
,9:30am,GBP,Low,CB Leading Index m/m,0.0%,,0.0%
,6:45pm,NZD,Low,FPI m/m,-0.5%,,0.3%
,9:30pm,AUD,Medium,NAB Business Confidence,3,,5
Tue Jun 14 2016,12:30am,JPY,Low,Revised Industrial Production m/m,0.5%,0.4%,0.3%
,3:15am,CHF,Medium,PPI m/m,0.4%,0.1%,0.3%
,4:30am,GBP,High,CPI y/y,0.3%,0.4%,0.3%
,,GBP,Medium,PPI Input m/m,2.6%,0.9%,0.9%
,,GBP,Medium,RPI y/y,1.4%,1.5%,1.3%
,,GBP,Low,Core CPI y/y,1.2%,1.3%,1.2%
,,GBP,Low,HPI y/y,8.2%,,8.5%
,,GBP,Low,PPI Output m/m,0.1%,0.3%,0.3%
,5:00am,EUR,Low,Final Employment Change q/q,0.3%,0.2%,0.3%
,,EUR,Low,Industrial Production m/m,1.1%,0.7%,-0.7%
,5:55am,USD,Low,NFIB Small Business Index,93.8,93.8,93.6
,8:30am,USD,High,Core Retail Sales m/m,0.4%,0.4%,0.8%
,,USD,High,Retail Sales m/m,0.5%,0.4%,1.3%
,,USD,Medium,Import Prices m/m,1.4%,0.8%,0.7%
,10:00am,USD,Low,Business Inventories m/m,0.1%,0.2%,0.3%
,6:45pm,NZD,Medium,Current Account,1.31B,0.97B,-2.89B
,8:30pm,AUD,Low,Westpac Consumer Sentiment,-1.0%,,8.5%
Wed Jun 15 2016,2:45am,EUR,Low,French Final CPI m/m,0.4%,0.4%,0.4%
,4:02am,CNY,Low,M2 Money Supply y/y,11.8%,12.6%,12.8%
