Date,Time,Currency,Impact,Event,Actual,Forecast,Previous
Sun Dec 23 2018,All Day,JPY,Holiday,Bank Holiday,,,
Mon Dec 24 2018,All Day,EUR,Holiday,German Bank Holiday,,,
,All Day,NZD,Holiday,Bank Holiday,,,
,All Day,AUD,Holiday,Bank Holiday,,,
,6:50pm,JPY,Low,SPPI y/y,1.2%,1.3%,1.3%
Tue Dec 25 2018,All Day,CHF,Holiday,Bank Holiday,,,
,All Day,EUR,Holiday,French Bank Holiday,,,
,All Day,EUR,Holiday,German Bank Holiday,,,
,All Day,EUR,Holiday,Italian Bank Holiday,,,
,All Day,GBP,Holiday,Bank Holiday,,,
,All Day,CAD,Holiday,Bank Holiday,,,
,All Day,USD,Holiday,Bank Holiday,,,
,All Day,NZD,Holiday,Bank Holiday,,,
,All Day,AUD,Holiday,Bank Holiday,,,
,6:50pm,JPY,Low,Monetary Policy Meeting Minutes,,,
,11:00pm,JPY,Medium,BOJ Gov Kuroda Speaks,,,
Wed Dec 26 2018,12:00am,JPY,Low,BOJ Core CPI y/y,0.5%,0.6%,0.6%
,All Day,CHF,Holiday,Bank Holiday,,,
,All Day,EUR,Holiday,German Bank Holiday,,,
,All Day,EUR,Holiday,Italian Bank Holiday,,,
,All Day,GBP,Holiday,Bank Holiday,,,
,All Day,CAD,Holiday,Bank Holiday,,,
,9:00am,USD,Low,S&P/CS Composite-20 HPI y/y,5.0%,4.8%,5.2%
,9:59am,USD,Low,Richmond Manufacturing Index,-8,16,14
Thu Dec 27 2018,12:00am,JPY,Low,Housing Starts y/y,-0.6%,-0.2%,0.3%
,4:00am,CHF,Low,Credit Suisse Economic Expectations,-22.2,,-42.3
,,EUR,Low,ECB Economic Bulletin,,,
,8:30am,USD,Low,Unemployment Claims,216K,217K,217K
,9:00am,USD,Low,HPI m/m,0.3%,0.3%,0.2%
,10:00am,USD,High,CB Consumer Confidence,128.1,133.7,136.4
,6:30pm,JPY,Low,Tokyo Core CPI y/y,0.9%,0.9%,1.0%
,,JPY,Low,Unemployment Rate,2.5%,2.4%,2.4%
,6:50pm,JPY,Low,BOJ Summary of Opinions,,,
,,JPY,Low,Prelim Industrial Production m/m,-1.1%,-1.7%,2.9%
,,JPY,Low,Retail Sales y/y,1.4%,2.1%,3.6%
Fri Dec 28 2018,All Day,EUR,Medium,German Prelim CPI m/m,0.1%,0.3%,0.1%
,3:00am,CHF,Medium,KOF Economic Barometer,96.3,98.7,98.9
,,EUR,Low,Spanish Flash CPI y/y,1.2%,1.6%,1.7%
,4:30am,GBP,Low,High Street Lending,39.4K,38.9K,39.6K
,5:35am,EUR,Low,Italian 10-y Bond Auction,2.70|1.5,,3.24|1.4
,9:45am,USD,Medium,Chicago PMI,65.4,61.4,66.4
,10:00am,USD,Low,Pending Home Sales m/m,-0.7%,0.9%,-2.6%
,10:30am,USD,Low,Natural Gas Storage,-48B,-50B,-141B
,11:00am,USD,Low,Crude Oil Inventories,0.0M,-2.9M,-0.5M
Sat Dec 29 2018,,,No specified,,,,
