Date,Time,Currency,Impact,Event,Actual,Forecast,Previous
Sun Mar 14 2021,3:00am,CAD,Holiday,Daylight Saving Time Shift,,,
,,USD,Holiday,Daylight Saving Time Shift,,,
,5:49pm,NZD,Low,Visitor Arrivals m/m,-7.7%,,15.4%
,7:15pm,AUD,High,RBA Gov Lowe Speaks,,,
,7:50pm,JPY,Low,Core Machinery Orders m/m,-4.5%,-5.5%,5.2%
,8:01pm,GBP,Low,Rightmove HPI m/m,0.8%,,0.5%
,10:00pm,CNY,Medium,Industrial Production y/y,35.1%,31.2%,7.3%
,,CNY,Medium,Retail Sales y/y,33.8%,32.0%,4.6%
,,CNY,Low,Fixed Asset Investment ytd/y,35.0%,40.9%,2.9%
,,CNY,Low,Unemployment Rate,5.5%,5.2%,5.2%
Mon Mar 15 2021,12:30am,JPY,Low,Tertiary Industry Activity m/m,-1.7%,-0.6%,-0.3%
,3:00am,EUR,Low,German WPI m/m,1.4%,0.7%,2.1%
,All Day,EUR,Low,Eurogroup Meetings,,,
,8:12am,CAD,Low,Housing Starts,246K,245K,284K
,8:30am,CAD,Low,Manufacturing Sales m/m,3.1%,2.8%,1.3%
,,USD,Low,Empire State Manufacturing Index,17.4,14.6,12.1
,9:30am,GBP,Low,CB Leading Index m/m,-0.4%,,-0.5%
,4:00pm,USD,Low,TIC Long-Term Purchases,90.8B,107.3B,121.0B
,8:30pm,AUD,Low,HPI q/q,3.0%,1.9%,0.8%
,,AUD,Low,Monetary Policy Meeting Minutes,,,
,Dec Data,NZD,Low,Credit Card Spending y/y,-6.7%,,-5.2%
,10:00pm,NZD,Low,Credit Card Spending y/y,-10.6%,,-6.7%
Tue Mar 16 2021,12:06am,JPY,Medium,BOJ Gov Kuroda Speaks,,,
,12:30am,JPY,Low,Revised Industrial Production m/m,4.3%,4.2%,4.2%
,3:45am,EUR,Low,French Final CPI m/m,0.0%,-0.1%,-0.1%
,6:00am,EUR,Low,ZEW Economic Sentiment,74.0,72.0,69.6
,,EUR,Low,German ZEW Economic Sentiment,76.6,74.0,71.2
,All Day,EUR,Low,ECOFIN Meetings,,,
,8:30am,CAD,Low,Foreign Securities Purchases,1.27B,7.95B,5.33B
,,USD,High,Core Retail Sales m/m,-2.7%,0.2%,8.3%
,,USD,High,Retail Sales m/m,-3.0%,-0.5%,7.6%
,,USD,Low,Import Prices m/m,1.3%,1.1%,1.4%
,9:15am,USD,Low,Capacity Utilization Rate,73.8%,75.6%,75.5%
,,USD,Low,Industrial Production m/m,-2.2%,0.4%,1.1%
,10:00am,USD,Low,Business Inventories m/m,0.3%,0.3%,0.8%
,,USD,Low,NAHB Housing Market Index,82,84,84
,10:19am,NZD,Low,GDT Price Index,-3.8%,,15.0%
,5:45pm,NZD,Low,Current Account,-2.70B,-2.85B,-3.62B
,7:30pm,AUD,Medium,RBA Assist Gov Kent Speaks,,,
,,AUD,Low,MI Leading Index m/m,0.0%,,-0.1%
,7:50pm,JPY,Low,Trade Balance,-0.04T,-0.10T,0.55T
Wed Mar 17 2021,All Day,EUR,Medium,Dutch Parliamentary Election,,,
,6:00am,EUR,Low,Final CPI y/y,0.9%,0.9%,0.9%
