Date,Time,Currency,Impact,Event,Actual,Forecast,Previous
Sun Mar 24 2019,,,No specified,,,,
Mon Mar 25 2019,12:30am,JPY,Low,All Industries Activity m/m,-0.2%,-0.3%,-0.6%
,2:00am,USD,Medium,FOMC Member Evans Speaks,,,
,5:00am,EUR,Medium,German ifo Business Climate,99.6,98.7,98.7
,9:00am,CNY,Low,CB Leading Index m/m,0.6%,,1.6%
,10:00am,EUR,Low,Belgian NBB Business Climate,-0.7,-2.0,-1.7
,5:15pm,AUD,Medium,RBA Assist Gov Ellis Speaks,,,
,5:45pm,NZD,Medium,Trade Balance,12M,-200M,-948M
,7:50pm,JPY,Low,BOJ Summary of Opinions,,,
,,JPY,Low,SPPI y/y,1.1%,1.2%,1.0%
,8:30pm,USD,Medium,FOMC Member Rosengren Speaks,,,
Tue Mar 26 2019,1:07am,JPY,Low,BOJ Core CPI y/y,0.4%,0.5%,0.5%
,3:00am,EUR,Low,German GfK Consumer Climate,10.4,10.8,10.7
,5:30am,GBP,Low,High Street Lending,35.3K,39.4K,39.6K
,6:30am,USD,Medium,FOMC Member Evans Speaks,,,
,7:00am,GBP,Medium,MPC Member Broadbent Speaks,,,
,8:30am,USD,Medium,Building Permits,1.30M,1.32M,1.32M
,,USD,Low,Housing Starts,1.16M,1.22M,1.27M
,9:00am,USD,Low,HPI m/m,0.6%,0.4%,0.3%
,,USD,Low,S&P/CS Composite-20 HPI y/y,3.6%,4.3%,4.1%
,9:59am,USD,Low,Richmond Manufacturing Index,10,12,16
,10:00am,USD,High,CB Consumer Confidence,124.1,132.1,131.4
,7:00pm,AUD,Medium,RBA Assist Gov Kent Speaks,,,
,9:00pm,NZD,High,RBNZ Rate Statement,,,
,,NZD,Medium,Official Cash Rate,1.75%,1.75%,1.75%
Wed Mar 27 2019,4:00am,EUR,High,ECB President Draghi Speaks,,,
,5:00am,CHF,Low,Credit Suisse Economic Expectations,-26.9,,-16.6
,6:35am,EUR,Low,German 10-y Bond Auction,-0.05|2.6,,0.12|2.5
,7:00am,GBP,Low,CBI Realized Sales,-18,5,0
,8:30am,CAD,Medium,Trade Balance,-4.2B,-3.5B,-4.8B
,,USD,Low,Trade Balance,-51.1B,-57.2B,-59.9B
,10:00am,CHF,Low,SNB Quarterly Bulletin,,,
,,USD,Low,Current Account,-134B,-130B,-127B
,10:30am,AUD,Low,CB Leading Index m/m,0.3%,,0.1%
,,USD,Low,Crude Oil Inventories,2.8M,-1.1M,-9.6M
,5:30pm,USD,Medium,FOMC Member George Speaks,,,
,8:00pm,NZD,High,ANZ Business Confidence,-38.0,,-30.9
Thu Mar 28 2019,All Day,EUR,Medium,German Prelim CPI m/m,0.4%,0.6%,0.4%
,4:00am,EUR,Low,Spanish Flash CPI y/y,1.3%,1.4%,1.1%
,5:00am,EUR,Low,M3 Money Supply y/y,4.3%,3.9%,3.8%
,,EUR,Low,Private Loans y/y,3.3%,3.3%,3.2%
,6:16am,EUR,Low,Italian 10-y Bond Auction,2.61|1.4,,2.81|1.3
,7:15am,USD,Medium,FOMC Member Quarles Speaks,,,
,8:30am,USD,High,Final GDP q/q,2.2%,2.4%,2.6%
,,USD,Low,Final GDP Price Index q/q,1.7%,1.8%,1.8%
,,USD,Low,Unemployment Claims,211K,222K,216K
,9:30am,USD,Medium,FOMC Member Clarida Speaks,,,
,10:00am,USD,Medium,FOMC Member Bowman Speaks,,,
,,USD,Low,Pending Home Sales m/m,-1.0%,0.1%,4.3%
,10:30am,USD,Low,Natural Gas Storage,-36B,-43B,-47B
,1:00pm,CHF,Medium,Gov Board Member Maechler Speaks,,,
,4:00pm,NZD,High,RBNZ Gov Orr Speaks,,,
,5:20pm,USD,Medium,FOMC Member Bullard Speaks,,,
,5:45pm,NZD,Low,Building Consents m/m,1.9%,,13.6%
,7:30pm,JPY,Low,Tokyo Core CPI y/y,1.1%,1.1%,1.1%
,,JPY,Low,Unemployment Rate,2.3%,2.5%,2.5%
,7:50pm,JPY,Low,Prelim Industrial Production m/m,1.4%,1.4%,-3.4%
,,JPY,Low,Retail Sales y/y,0.4%,0.9%,0.6%
,8:01pm,GBP,Low,GfK Consumer Confidence,-13,-14,-13
,8:30pm,AUD,Low,Private Sector Credit m/m,0.3%,0.2%,0.2%
Fri Mar 29 2019,1:00am,JPY,Low,Housing Starts y/y,4.2%,-0.1%,1.1%
,3:00am,EUR,Low,German Import Prices m/m,0.3%,0.5%,-0.2%
,,EUR,Low,German Retail Sales m/m,0.9%,-1.0%,2.8%
,,GBP,Low,Nationwide HPI m/m,0.2%,0.0%,0.0%
,3:45am,EUR,Low,French Consumer Spending m/m,-0.4%,0.2%,1.4%
,,EUR,Low,French Gov Budget Balance,-36.9B,,-17.3B
,,EUR,Low,French Prelim CPI m/m,0.8%,0.9%,0.0%
,4:00am,CHF,Low,KOF Economic Barometer,97.4,93.9,93.0
,4:55am,EUR,Low,German Unemployment Change,-7K,-10K,-20K
,5:30am,GBP,High,Current Account,-23.7B,-22.9B,-23.0B
,,GBP,Medium,Final GDP q/q,0.2%,0.2%,0.2%
,,GBP,Medium,Net Lending to Individuals m/m,4.6B,4.6B,4.7B
,,GBP,Low,M4 Money Supply m/m,0.3%,0.3%,0.2%
,,GBP,Low,Mortgage Approvals,64K,65K,67K
,,GBP,Low,Revised Business Investment q/q,-0.9%,-1.4%,-1.4%
,6:00am,EUR,Low,Italian Prelim CPI m/m,0.3%,0.3%,0.1%
,8:30am,CAD,High,GDP m/m,0.3%,0.1%,-0.1%
,,CAD,Medium,RMPI m/m,4.6%,1.2%,4.0%
,,CAD,Low,IPPI m/m,0.3%,0.4%,-0.3%
,,USD,Medium,Core PCE Price Index m/m,0.1%,0.2%,0.2%
,,USD,Medium,Personal Spending m/m,0.1%,0.3%,-0.6%
,,USD,Low,Personal Income m/m,0.2%,0.3%,-0.1%
,9:45am,USD,Medium,Chicago PMI,58.7,61.1,64.7
