Date,Time,Currency,Impact,Event,Actual,Forecast,Previous
Sun Sep 24 2017,All Day,EUR,High,German Federal Elections,,,
,8:30pm,JPY,Low,Flash Manufacturing PMI,52.6,53.4,52.2
Mon Sep 25 2017,1:35am,JPY,High,BOJ Gov Kuroda Speaks,,,
,4:00am,EUR,Medium,German ifo Business Climate,115.2,116.0,115.9
,4:30am,GBP,Low,FPC Statement,,,
,8:30am,USD,Medium,FOMC Member Dudley Speaks,,,
,9:00am,CNY,Low,CB Leading Index m/m,1.1%,,1.0%
,,EUR,High,ECB President Draghi Speaks,,,
,12:40pm,USD,Medium,FOMC Member Evans Speaks,,,
,5:15pm,AUD,Medium,RBA Assist Gov Bullock Speaks,,,
,5:45pm,NZD,Low,Trade Balance,-1235M,-825M,98M
,6:30pm,USD,Medium,FOMC Member Kashkari Speaks,,,
,7:50pm,JPY,Low,Monetary Policy Meeting Minutes,,,
,,JPY,Low,SPPI y/y,0.8%,0.7%,0.6%
,8:00pm,NZD,Medium,ANZ Business Confidence,0.0,,18.3
Tue Sep 26 2017,2:00am,EUR,Low,German Import Prices m/m,0.0%,0.1%,-0.4%
,4:30am,GBP,Low,High Street Lending,41.8K,41.7K,41.6K
,9:00am,USD,Low,S&P/CS Composite-20 HPI y/y,5.8%,5.7%,5.6%
,9:59am,USD,Low,Richmond Manufacturing Index,19,13,14
,10:00am,USD,High,CB Consumer Confidence,119.8,119.9,120.4
,,USD,Medium,New Home Sales,560K,585K,580K
,10:30am,USD,Medium,FOMC Member Brainard Speaks,,,
,12:45pm,USD,High,Fed Chair Yellen Speaks,,,
Wed Sep 27 2017,2:00am,CHF,Low,UBS Consumption Indicator,1.53,,1.46
,4:00am,CHF,Low,Credit Suisse Economic Expectations,28.0,,25.0
,,EUR,Medium,M3 Money Supply y/y,5.0%,4.6%,4.5%
,,EUR,Low,Private Loans y/y,2.7%,2.7%,2.7%
,6:00am,GBP,Low,CBI Realized Sales,42,6,-10
,8:30am,USD,High,Core Durable Goods Orders m/m,0.2%,0.2%,0.6%
,,USD,Medium,Durable Goods Orders m/m,1.7%,1.0%,-6.8%
,10:00am,USD,Medium,Pending Home Sales m/m,-2.6%,-0.5%,-0.8%
,10:30am,USD,High,Crude Oil Inventories,-1.8M,2.9M,4.6M
,11:45am,CAD,High,BOC Gov Poloz Speaks,,,
,2:00pm,USD,Medium,FOMC Member Brainard Speaks,,,
,3:00pm,USD,Low,President Trump Speaks,,,
,4:00pm,NZD,High,Official Cash Rate,1.75%,1.75%,1.75%
,,NZD,High,RBNZ Rate Statement,,,
Thu Sep 28 2017,2:00am,EUR,Low,German GfK Consumer Climate,10.8,11.0,10.9
,All Day,EUR,Medium,German Prelim CPI m/m,0.1%,0.1%,0.1%
,2:35am,JPY,High,BOJ Gov Kuroda Speaks,,,
,3:00am,EUR,Medium,Spanish Flash CPI y/y,1.8%,1.8%,1.6%
,4:15am,GBP,High,BOE Gov Carney Speaks,,,
,4:49am,GBP,High,Prime Minister May Speaks,,,
,5:00am,AUD,Medium,RBA Deputy Gov Debelle Speaks,,,
,5:27am,EUR,Low,Italian 10-y Bond Auction,2.19|1.7,,2.09|1.6
,8:30am,USD,High,Final GDP q/q,3.1%,3.0%,3.0%
,,USD,High,Unemployment Claims,272K,269K,260K
,,USD,Low,Final GDP Price Index q/q,1.0%,1.0%,1.0%
,,USD,Low,Goods Trade Balance,-62.9B,-65.0B,-63.9B
,,USD,Low,Prelim Wholesale Inventories m/m,1.0%,0.4%,0.6%
,10:00am,USD,Medium,FOMC Member Fischer Speaks,,,
,10:30am,USD,Low,Natural Gas Storage,58B,77B,97B
,5:45pm,NZD,Low,Building Consents m/m,10.2%,,1.7%
,6:05pm,GBP,Low,GfK Consumer Confidence,-9,-11,-10
,7:30pm,JPY,Low,Household Spending y/y,0.6%,1.0%,-0.2%
,,JPY,Low,National Core CPI y/y,0.7%,0.7%,0.5%
,,JPY,Low,Tokyo Core CPI y/y,0.5%,0.5%,0.4%
,,JPY,Low,Unemployment Rate,2.8%,2.8%,2.8%
,7:50pm,JPY,Low,BOJ Summary of Opinions,,,
,,JPY,Low,Prelim Industrial Production m/m,2.1%,1.8%,-0.8%
,,JPY,Low,Retail Sales y/y,1.7%,2.5%,1.8%
,9:30pm,AUD,Low,Private Sector Credit m/m,0.5%,0.5%,0.5%
Fri Sep 29 2017,1:00am,JPY,Low,Housing Starts y/y,-2.0%,0.7%,-2.3%
,2:00am,EUR,Medium,German Retail Sales m/m,-0.4%,0.5%,0.6%
,,GBP,Low,Nationwide HPI m/m,0.2%,0.1%,-0.1%
,2:45am,EUR,Low,French Consumer Spending m/m,-0.3%,0.2%,0.6%
,,EUR,Low,French Prelim CPI m/m,-0.1%,-0.2%,0.5%
,3:00am,CHF,Medium,KOF Economic Barometer,105.8,105.5,104.2
,3:55am,EUR,Low,German Unemployment Change,-23K,-5K,-6K
,4:30am,GBP,High,Current Account,-23.2B,-15.8B,-22.3B
,,GBP,Medium,Final GDP q/q,0.3%,0.3%,0.3%
,,GBP,Medium,Net Lending to Individuals m/m,5.6B,5.0B,4.8B
,,GBP,Low,Index of Services 3m/3m,0.5%,0.7%,0.4%
,,GBP,Low,M4 Money Supply m/m,0.9%,0.2%,0.4%
,,GBP,Low,Mortgage Approvals,67K,68K,68K
