Date,Time,Currency,Impact,Event,Actual,Forecast,Previous
Sun Dec 30 2018,All Day,JPY,Holiday,Bank Holiday,,,
,7:30pm,AUD,Low,Private Sector Credit m/m,0.3%,0.3%,0.4%
,8:00pm,CNY,Medium,Manufacturing PMI,49.4,50.0,50.0
,,CNY,Low,Non-Manufacturing PMI,53.8,53.2,53.4
Mon Dec 31 2018,All Day,EUR,Holiday,German Bank Holiday,,,
,4:30am,GBP,Low,Housing Equity Withdrawal q/q,-8.5B,-6.0B,-6.4B
,All Day,NZD,Holiday,Bank Holiday,,,
,All Day,AUD,Holiday,Bank Holiday,,,
,All Day,JPY,Holiday,Bank Holiday,,,
,All Day,CNY,Holiday,Bank Holiday,,,
Tue Jan 1 2018,All Day,CHF,Holiday,Bank Holiday,,,
,All Day,EUR,Holiday,French Bank Holiday,,,
,All Day,EUR,Holiday,German Bank Holiday,,,
,All Day,EUR,Holiday,Italian Bank Holiday,,,
,All Day,GBP,Holiday,Bank Holiday,,,
,All Day,CAD,Holiday,Bank Holiday,,,
,All Day,USD,Holiday,Bank Holiday,,,
,All Day,NZD,Holiday,Bank Holiday,,,
,All Day,JPY,Holiday,Bank Holiday,,,
,8:45pm,CNY,Low,Caixin Manufacturing PMI,49.7,50.1,50.2
Wed Jan 2 2018,12:30am,AUD,Low,Commodity Prices y/y,10.5%,,13.4%
,All Day,CHF,Holiday,Bank Holiday,,,
,3:15am,EUR,Low,Spanish Manufacturing PMI,51.1,52.4,52.6
,3:45am,EUR,Low,Italian Manufacturing PMI,49.2,48.5,48.6
,3:50am,EUR,Low,French Final Manufacturing PMI,49.7,49.7,49.7
,3:55am,EUR,Low,German Final Manufacturing PMI,51.5,51.5,51.5
,4:00am,EUR,Low,Final Manufacturing PMI,51.4,51.4,51.4
,4:30am,GBP,Medium,Final Manufacturing PMI,54.2,52.5,53.6
,9:30am,CAD,Low,Manufacturing PMI,53.6,,54.9
,9:45am,USD,Low,Final Manufacturing PMI,53.8,53.9,53.9
,9:56am,NZD,Low,GDT Price Index,2.8%,,1.7%
,All Day,JPY,Holiday,Bank Holiday,,,
Thu Jan 3 2018,3:00am,EUR,Low,Spanish Unemployment Change,-50.6K,-56.3K,-1.8K
,3:30am,CHF,Low,Manufacturing PMI,57.8,57.0,57.7
,4:00am,EUR,Low,M3 Money Supply y/y,3.7%,3.8%,3.9%
,4:07am,EUR,Low,Private Loans y/y,3.3%,3.3%,3.2%
,4:30am,GBP,Low,Construction PMI,52.8,52.9,53.4
,4:55am,EUR,Low,Spanish 10-y Bond Auction,1.40|1.3,,1.46|1.9
,7:30am,USD,Low,Challenger Job Cuts y/y,35.3%,,51.5%
,8:15am,USD,Medium,ADP Non-Farm Employment Change,271K,179K,157K
,8:30am,USD,Low,Unemployment Claims,231K,220K,221K
,10:00am,USD,High,ISM Manufacturing PMI,54.1,57.7,59.3
,,USD,Low,ISM Manufacturing Prices,54.9,57.9,60.7
,All Day,USD,Low,Total Vehicle Sales,17.6M,17.2M,17.5M
,All Day,USD,Low,Wards Total Vehicle Sales,17.5M,17.2M,17.4M
,7:01pm,GBP,Low,BRC Shop Price Index y/y,0.3%,,0.1%
,7:30pm,JPY,Low,Final Manufacturing PMI,52.6,52.4,52.4
,8:45pm,CNY,Medium,Caixin Services PMI,53.9,52.9,53.8
Fri Jan 4 2018,1:59am,GBP,Low,Nationwide HPI m/m,-0.7%,0.1%,0.4%
,2:45am,EUR,Low,French Prelim CPI m/m,0.0%,0.1%,-0.2%
,3:15am,EUR,Low,Spanish Services PMI,54.0,53.8,54.0
,3:45am,EUR,Low,Italian Services PMI,50.5,50.2,50.3
,3:50am,EUR,Low,French Final Services PMI,49.0,49.7,49.6
,3:55am,EUR,Low,German Final Services PMI,51.8,52.5,52.5
,,EUR,Low,German Unemployment Change,-14K,-12K,-16K
,4:00am,EUR,Low,Final Services PMI,51.2,51.4,51.4
,4:30am,GBP,Medium,Final Services PMI,51.2,50.7,50.4
,,GBP,Medium,Net Lending to Individuals m/m,4.4B,4.9B,4.8B
,,GBP,Low,M4 Money Supply m/m,0.0%,0.6%,0.7%
,,GBP,Low,Mortgage Approvals,64K,66K,67K
,5:00am,EUR,Medium,CPI Flash Estimate y/y,1.6%,1.8%,1.9%
,,EUR,Medium,Core CPI Flash Estimate y/y,1.0%,1.0%,1.0%
,,EUR,Low,PPI m/m,-0.3%,-0.2%,0.8%
,,EUR,Low,Italian Prelim CPI m/m,-0.1%,0.1%,-0.2%
,8:30am,CAD,High,Employment Change,9.3K,6.8K,94.1K
,,CAD,High,Unemployment Rate,5.6%,5.7%,5.6%
,,CAD,Medium,RMPI m/m,-11.7%,0.4%,-2.3%
,,CAD,Low,IPPI m/m,-0.8%,0.1%,0.2%
,,USD,High,Average Hourly Earnings m/m,0.4%,0.3%,0.2%
,,USD,High,Non-Farm Employment Change,312K,179K,176K
,,USD,High,Unemployment Rate,3.9%,3.7%,3.7%
,9:45am,USD,Low,Final Services PMI,54.4,53.5,53.4
,10:15am,USD,High,Fed Chair Powell Speaks,,,
,10:30am,USD,Low,Natural Gas Storage,-20B,-43B,-48B
,11:00am,USD,Low,Crude Oil Inventories,0.0M,-2.8M,0.0M
Sat Jan 5 2018,,,No specified,,,,
