Date,Time,Currency,Impact,Event,Actual,Forecast,Previous
Sun Feb 1 2015,5:25pm,AUD,Low,AIG Manufacturing Index,49.0,,46.9
,6:30pm,AUD,Low,MI Inflation Gauge m/m,0.1%,,0.0%
,8:35pm,JPY,Low,Final Manufacturing PMI,52.2,52.1,52.1
,8:45pm,CNY,High,Caixin Manufacturing PMI,49.7,49.8,49.8
Mon Feb 2 2015,12:30am,AUD,Low,Commodity Prices y/y,-20.4%,,-20.6%
,3:15am,EUR,Medium,Spanish Manufacturing PMI,54.7,54.2,53.8
,3:30am,CHF,Low,Manufacturing PMI,48.2,54.5,54.0
,3:45am,EUR,Medium,Italian Manufacturing PMI,49.9,49.3,48.4
,3:50am,EUR,Low,French Final Manufacturing PMI,49.2,49.5,49.5
,3:55am,EUR,Medium,German Final Manufacturing PMI,50.9,51.0,51.0
,4:00am,EUR,Low,Final Manufacturing PMI,51.0,51.0,51.0
,4:30am,GBP,High,Final Manufacturing PMI,53.0,52.9,52.7
,8:30am,USD,Medium,Core PCE Price Index m/m,0.0%,0.0%,0.0%
,,USD,Medium,Personal Spending m/m,-0.3%,-0.1%,0.5%
,,USD,Low,Personal Income m/m,0.3%,0.2%,0.3%
,9:30am,CAD,Low,Manufacturing PMI,51.0,,53.9
,9:45am,USD,Low,Final Manufacturing PMI,53.9,54.1,53.7
,10:00am,USD,High,ISM Manufacturing PMI,53.5,54.9,55.5
,,USD,Low,Construction Spending m/m,0.4%,0.9%,-0.2%
,,USD,Low,ISM Manufacturing Prices,35.0,40.1,38.5
,2:00pm,USD,Low,Loan Officer Survey,,,
,6:50pm,JPY,Low,Monetary Base y/y,37.4%,40.1%,38.2%
,7:00pm,NZD,Low,ANZ Commodity Prices m/m,-0.9%,,-4.4%
,7:30pm,AUD,High,Building Approvals m/m,-3.3%,-4.8%,7.7%
,,AUD,High,Trade Balance,-0.44B,-0.85B,-1.02B
,10:30pm,AUD,High,Cash Rate,2.25%,2.50%,2.50%
,,AUD,High,RBA Rate Statement,,,
,10:45pm,JPY,Low,10-y Bond Auction,0.31|2.7,,0.30|3.4
