Date,Time,Currency,Impact,Event,Actual,Forecast,Previous
Sun May 20 2018,6:45pm,NZD,High,Retail Sales q/q,0.1%,1.0%,1.4%
,,NZD,Low,Visitor Arrivals m/m,-1.3%,,-1.5%
,6:47pm,NZD,Medium,Core Retail Sales q/q,0.6%,1.1%,1.8%
,7:01pm,GBP,Low,Rightmove HPI m/m,0.8%,,0.4%
,7:50pm,JPY,Low,Trade Balance,0.55T,0.11T,0.17T
,11:00pm,NZD,Low,Credit Card Spending y/y,7.0%,,7.4%
Mon May 21 2018,All Day,CHF,Holiday,Bank Holiday,,,
,All Day,EUR,Holiday,French Bank Holiday,,,
,All Day,EUR,Holiday,German Bank Holiday,,,
,All Day,CAD,Holiday,Bank Holiday,,,
,10:30am,AUD,Low,CB Leading Index m/m,0.2%,,0.2%
,11:30am,USD,Medium,FOMC Member Bostic Speaks,,,
Tue May 22 2018,1:00am,JPY,Low,BOJ Core CPI y/y,0.5%,0.6%,0.7%
,4:15am,GBP,Medium,MPC Member Vlieghe Speaks,,,
,4:30am,GBP,Medium,Public Sector Net Borrowing,6.2B,7.2B,-0.8B
,5:00am,GBP,High,Monetary Policy Report Hearings,,,
,6:00am,EUR,Low,German Buba Monthly Report,,,
,,GBP,Low,CBI Industrial Order Expectations,-3,2,4
,8:30am,CAD,Low,Wholesale Sales m/m,1.1%,0.8%,-0.4%
,9:00am,CNY,Low,CB Leading Index m/m,1.5%,,1.6%
,9:59am,USD,Low,Richmond Manufacturing Index,16,9,-3
,8:30pm,AUD,Low,MI Leading Index m/m,0.2%,,-0.1%
,,JPY,Low,Flash Manufacturing PMI,52.5,53.6,53.8
,9:30pm,AUD,Medium,Construction Work Done q/q,0.2%,1.1%,-18.3%
Wed May 23 2018,12:30am,JPY,Low,All Industries Activity m/m,0.0%,0.1%,0.4%
,3:00am,EUR,Medium,French Flash Manufacturing PMI,55.1,53.6,53.8
,,EUR,Medium,French Flash Services PMI,54.3,57.1,57.4
,3:30am,EUR,Medium,German Flash Manufacturing PMI,56.8,57.9,58.1
,,EUR,Medium,German Flash Services PMI,52.1,53.1,53.0
,4:00am,AUD,High,RBA Gov Lowe Speaks,,,
,,EUR,Medium,Flash Manufacturing PMI,55.5,56.1,56.2
,,EUR,Medium,Flash Services PMI,53.9,54.7,54.7
,4:30am,GBP,High,CPI y/y,2.4%,2.5%,2.5%
,,GBP,Medium,PPI Input m/m,0.4%,1.0%,0.1%
,,GBP,Medium,RPI y/y,3.4%,3.4%,3.3%
,,GBP,Low,Core CPI y/y,2.1%,2.2%,2.3%
,,GBP,Low,HPI y/y,4.2%,4.4%,4.2%
,,GBP,Low,PPI Output m/m,0.3%,0.3%,0.3%
,6:00am,GBP,Low,CBI Realized Sales,11,4,-2
,9:45am,USD,Low,Flash Manufacturing PMI,56.6,56.6,56.5
,,USD,Low,Flash Services PMI,55.7,54.9,54.6
,9:55am,EUR,Low,Consumer Confidence,0,0,0
,10:00am,USD,Low,New Home Sales,662K,680K,672K
,10:30am,USD,High,Crude Oil Inventories,5.8M,-2.5M,-1.4M
,2:00pm,USD,High,FOMC Meeting Minutes,,,
,6:45pm,NZD,Medium,Trade Balance,263M,200M,-156M
Thu May 24 2018,2:00am,EUR,Low,German Final GDP q/q,0.3%,0.3%,0.3%
,,EUR,Low,German GfK Consumer Climate,10.7,10.8,10.8
,4:00am,EUR,Low,ECB Financial Stability Review,,,
,,GBP,High,BOE Gov Carney Speaks,,,
,4:15am,USD,Medium,FOMC Member Dudley Speaks,,,
,4:30am,GBP,High,Retail Sales m/m,1.6%,0.8%,-1.1%
,All Day,EUR,Low,Eurogroup Meetings,,,
,7:30am,EUR,High,ECB Monetary Policy Meeting Accounts,,,
,8:30am,CAD,Low,Corporate Profits q/q,2.7%,,-1.9%
,,USD,Medium,Unemployment Claims,234K,220K,223K
,8:59am,EUR,Low,Belgian NBB Business Climate,0.2,0.6,1.0
,9:00am,USD,Low,HPI m/m,0.1%,0.5%,0.6%
,10:00am,USD,Medium,Existing Home Sales,5.46M,5.56M,5.60M
,10:30am,USD,Low,Natural Gas Storage,91B,92B,106B
,10:35am,USD,Medium,FOMC Member Bostic Speaks,,,
,3:10pm,GBP,High,BOE Gov Carney Speaks,,,
,7:30pm,JPY,Low,Tokyo Core CPI y/y,0.5%,0.6%,0.6%
Fri May 25 2018,4:00am,EUR,Medium,German ifo Business Climate,102.2,102.0,102.2
,4:30am,GBP,High,Second Estimate GDP q/q,0.1%,0.1%,0.1%
,,GBP,Medium,Prelim Business Investment q/q,-0.2%,0.2%,0.3%
,,GBP,Low,Index of Services 3m/3m,0.3%,0.3%,0.5%
,4:36am,GBP,Low,High Street Lending,38.0K,37.5K,37.6K
,All Day,All,Medium,OPEC-JMMC Meetings,,,
,All Day,EUR,Low,ECOFIN Meetings,,,
,8:00am,AUD,Medium,RBA Assist Gov Bullock Speaks,,,
,8:30am,USD,High,Core Durable Goods Orders m/m,0.9%,0.5%,0.1%
,,USD,Medium,Durable Goods Orders m/m,-1.7%,-1.3%,2.7%
,9:20am,GBP,High,BOE Gov Carney Speaks,,,
,,USD,High,Fed Chair Powell Speaks,,,
,10:00am,USD,Medium,Revised UoM Consumer Sentiment,98.0,98.8,98.8
,,USD,Low,Revised UoM Inflation Expectations,2.8%,,2.8%
,11:45am,USD,Medium,FOMC Member Bostic Speaks,,,
,3:20pm,EUR,Medium,German Buba President Weidmann Speaks,,,
Sat May 26 2018,,,No specified,,,,
