Date,Time,Currency,Impact,Event,Actual,Forecast,Previous
Sun May 1 2016,7:15pm,USD,Medium,FOMC Member Dudley Speaks,,,
,7:30pm,AUD,Low,AIG Manufacturing Index,53.4,,58.1
,All Day,CNY,Holiday,Bank Holiday,,,
,9:00pm,AUD,Low,MI Inflation Gauge m/m,0.1%,,0.0%
,9:30pm,AUD,Medium,NAB Business Confidence,5,,6
,10:00pm,JPY,Low,Final Manufacturing PMI,48.2,48.0,48.0
Mon May 2 2016,2:30am,AUD,Low,Commodity Prices y/y,-9.4%,,-15.6%
,All Day,GBP,Holiday,Bank Holiday,,,
,3:15am,CHF,Low,Retail Sales y/y,-1.3%,0.3%,-0.4%
,,EUR,Medium,Spanish Manufacturing PMI,53.5,53.0,53.4
,3:30am,CHF,Low,Manufacturing PMI,54.7,53.6,53.2
,3:45am,EUR,Low,Italian Manufacturing PMI,53.9,54.1,53.5
,3:50am,EUR,Low,French Final Manufacturing PMI,48.0,48.3,48.3
,3:55am,EUR,Low,German Final Manufacturing PMI,51.8,51.9,51.9
,4:00am,EUR,Low,Final Manufacturing PMI,51.7,51.5,51.5
,5:30am,EUR,Medium,German Buba President Weidmann Speaks,,,
,9:30am,CAD,Low,Manufacturing PMI,52.2,,51.5
,9:45am,USD,Low,Final Manufacturing PMI,50.8,51.0,50.8
,10:00am,EUR,High,ECB President Draghi Speaks,,,
,,USD,High,ISM Manufacturing PMI,50.8,51.6,51.8
,,USD,Low,Construction Spending m/m,0.3%,0.5%,1.0%
,,USD,Low,ISM Manufacturing Prices,59.0,51.0,51.5
,12:30pm,CHF,High,SNB Chairman Jordan Speaks,,,
,2:00pm,USD,Low,Loan Officer Survey,,,
,All Day,JPY,Holiday,Bank Holiday,,,
,9:30pm,AUD,High,Building Approvals m/m,3.7%,-1.8%,2.9%
,9:45pm,CNY,High,Caixin Manufacturing PMI,49.4,49.8,49.7
Tue May 3 2016,12:30am,AUD,High,Cash Rate,1.75%,2.00%,2.00%
,,AUD,High,RBA Rate Statement,,,
,1:45am,CHF,Low,SECO Consumer Climate,-15,-12,-14
,4:30am,GBP,High,Final Manufacturing PMI,49.2,51.3,50.7
,5:00am,EUR,Medium,EU Economic Forecasts,,,
,,EUR,Low,PPI m/m,0.3%,0.1%,-0.7%
,5:30am,AUD,Medium,Annual Budget Release,,,
,9:59am,NZD,High,GDT Price Index,-1.4%,,3.8%
,10:00am,USD,Low,IBD/TIPP Economic Optimism,48.7,46.6,46.3
,All Day,USD,Low,Wards Total Vehicle Sales,17.3M,17.4M,16.8M
,10:30am,USD,Medium,FOMC Member Mester Speaks,,,
,All Day,USD,Low,Total Vehicle Sales,17.4M,17.3M,16.6M
,12:30pm,CAD,Medium,BOC Gov Poloz Speaks,,,
,6:45pm,NZD,High,Employment Change q/q,1.2%,0.6%,1.0%
,,NZD,High,Unemployment Rate,5.7%,5.5%,5.4%
,,NZD,Low,Labor Cost Index q/q,0.4%,0.3%,0.4%
,7:01pm,GBP,Low,BRC Shop Price Index y/y,-1.7%,,-1.7%
,7:30pm,AUD,Low,AIG Services Index,49.7,,49.5
,All Day,JPY,Holiday,Bank Holiday,,,
,9:00pm,NZD,Low,ANZ Commodity Prices m/m,-0.8%,,-1.3%
Wed May 4 2016,2:45am,EUR,Low,French Trade Balance,-4.4B,-4.2B,-5.1B
,3:00am,EUR,Medium,Spanish Unemployment Change,-83.6K,-86.6K,-58.2K
,3:15am,EUR,Low,Spanish Services PMI,55.1,55.1,55.3
,3:45am,EUR,Low,Italian Services PMI,52.1,51.3,51.2
,3:50am,EUR,Low,French Final Services PMI,50.6,50.8,50.8
,3:55am,EUR,Low,German Final Services PMI,54.5,50.5,54.6
,4:00am,EUR,Low,Final Services PMI,53.1,53.3,53.2
,4:30am,GBP,High,Construction PMI,52.0,54.1,54.2
,4:57am,EUR,Low,French 10-y Bond Auction,0.57|1.7,,0.43|1.7
,5:00am,EUR,Low,Retail Sales m/m,-0.5%,0.1%,0.3%
,6:15am,EUR,Medium,German Buba President Weidmann Speaks,,,
,8:15am,USD,High,ADP Non-Farm Employment Change,156K,205K,194K
,8:30am,CAD,High,Trade Balance,-3.4B,-1.2B,-2.5B
