Date,Time,Currency,Impact,Event,Actual,Forecast,Previous
Sun Oct 2 2016,All Day,AUD,Holiday,Bank Holiday,,,
,6:30pm,AUD,Low,AIG Manufacturing Index,49.8,,46.9
,7:50pm,JPY,Medium,Tankan Manufacturing Index,6,7,6
,,JPY,Medium,Tankan Non-Manufacturing Index,18,18,19
,All Day,CNY,Holiday,Bank Holiday,,,
,8:30pm,JPY,Low,Final Manufacturing PMI,50.4,50.3,50.3
,8:37pm,AUD,Low,MI Inflation Gauge m/m,0.4%,,0.2%
Mon Oct 3 2016,All Day,EUR,Holiday,German Bank Holiday,,,
,3:15am,CHF,Low,Retail Sales y/y,-3.0%,-1.6%,-2.7%
,,EUR,Medium,Spanish Manufacturing PMI,52.3,51.6,51.0
,3:30am,CHF,Low,Manufacturing PMI,53.2,51.9,51.0
,3:45am,EUR,Low,Italian Manufacturing PMI,51.0,50.2,49.8
,3:50am,EUR,Low,French Final Manufacturing PMI,49.7,49.5,49.5
,3:55am,EUR,Low,German Final Manufacturing PMI,54.3,54.3,54.3
,4:00am,EUR,Low,Final Manufacturing PMI,52.6,52.6,52.6
,4:30am,GBP,High,Final Manufacturing PMI,55.4,52.1,53.4
,,GBP,Low,FPC Meeting Minutes,,,
,9:30am,CAD,Low,Manufacturing PMI,50.3,,51.1
,9:45am,USD,Low,Final Manufacturing PMI,51.5,51.4,51.4
,10:00am,USD,High,ISM Manufacturing PMI,51.5,50.4,49.4
,,USD,Low,Construction Spending m/m,-0.7%,0.3%,-0.3%
,,USD,Low,ISM Manufacturing Prices,53.0,53.5,53.0
,All Day,USD,Low,Wards Total Vehicle Sales,17.7M,17.5M,17.1M
,All Day,USD,Low,Total Vehicle Sales,17.8M,17.4M,17.0M
,5:00pm,NZD,Medium,NZIER Business Confidence,26,,19
,7:50pm,JPY,Low,Monetary Base y/y,22.7%,23.4%,24.2%
,All Day,CNY,Holiday,Bank Holiday,,,
,8:30pm,AUD,High,Building Approvals m/m,-1.8%,-5.8%,12.0%
,,AUD,Low,ANZ Job Advertisements m/m,-0.3%,,1.7%
,9:30pm,NZD,High,RBNZ Gov Wheeler Speaks,,,
,11:30pm,AUD,High,Cash Rate,1.50%,1.50%,1.50%
,,AUD,High,RBA Rate Statement,,,
,11:45pm,JPY,Low,10-y Bond Auction,-0.06|3.8,,-0.05|3.7
Tue Oct 4 2016,1:00am,JPY,Low,Consumer Confidence,43.0,41.8,42.0
,1:30am,AUD,Low,Commodity Prices y/y,3.1%,,0.3%
,3:00am,EUR,Medium,Spanish Unemployment Change,22.8K,23.5K,14.4K
,4:30am,GBP,High,Construction PMI,52.3,49.1,49.2
