Date,Time,Currency,Impact,Event,Actual,Forecast,Previous
Sun Dec 13 2020,4:45pm,NZD,Low,Visitor Arrivals m/m,5.9%,,9.0%
,6:50pm,JPY,Low,Tankan Manufacturing Index,-10,-16,-27
,,JPY,Low,Tankan Non-Manufacturing Index,-5,-7,-12
,7:01pm,GBP,Low,Rightmove HPI m/m,-0.6%,,-0.5%
,11:30pm,JPY,Low,Revised Industrial Production m/m,4.0%,3.8%,3.8%
,,JPY,Low,Tertiary Industry Activity m/m,1.0%,1.3%,2.3%
Mon Dec 14 2020,2:00am,EUR,Low,German WPI m/m,0.1%,0.2%,-0.2%
,5:00am,EUR,Low,Industrial Production m/m,2.1%,1.8%,0.1%
,6:00am,EUR,Low,German Buba Monthly Report,,,
,3:00pm,NZD,Low,Westpac Consumer Sentiment,106.0,,95.1
,7:30pm,AUD,Low,Monetary Policy Meeting Minutes,,,
,9:00pm,CNY,Low,Fixed Asset Investment ytd/y,2.6%,2.6%,1.8%
,,CNY,Low,Industrial Production y/y,7.0%,7.0%,6.9%
,,CNY,Low,Retail Sales y/y,5.0%,5.1%,4.3%
,,CNY,Low,Unemployment Rate,5.2%,5.2%,5.3%
Tue Dec 15 2020,1:16am,CNY,Low,Foreign Direct Investment ytd/y,6.3%,,6.4%
,1:45am,CHF,Low,SECO Economic Forecasts,,,
,2:00am,GBP,Low,Average Earnings Index 3m/y,2.7%,2.2%,1.4%
,,GBP,Low,Claimant Count Change,64.3K,10.5K,-64.1K
,,GBP,Low,Unemployment Rate,4.9%,5.1%,4.8%
,2:30am,CHF,Low,PPI m/m,-0.1%,0.1%,0.0%
,2:45am,EUR,Low,French Final CPI m/m,0.2%,0.2%,0.2%
,5:00am,EUR,Low,Italian Trade Balance,7.57B,5.40B,5.85B
,8:13am,CAD,Low,Housing Starts,246K,220K,215K
,8:30am,CAD,Low,Manufacturing Sales m/m,0.3%,0.5%,1.5%
,,USD,Low,Empire State Manufacturing Index,4.9,6.3,6.3
,,USD,Low,Import Prices m/m,0.1%,0.3%,-0.1%
,9:12am,NZD,Low,GDT Price Index,1.3%,,4.3%
,9:15am,USD,Low,Capacity Utilization Rate,73.3%,73.1%,73.0%
