Date,Time,Currency,Impact,Event,Actual,Forecast,Previous
Sun Mar 29 2020,5:43pm,USD,High,President Trump Speaks,,,
Mon Mar 30 2020,3:00am,CHF,Low,KOF Economic Barometer,92.9,85.1,101.8
,,EUR,Low,Spanish Flash CPI y/y,0.1%,0.6%,0.7%
,All Day,EUR,Low,German Prelim CPI m/m,0.1%,0.0%,0.4%
,4:30am,GBP,Low,M4 Money Supply m/m,0.3%,0.4%,0.7%
,,GBP,Low,Mortgage Approvals,74K,68K,71K
,4:32am,GBP,Low,Net Lending to Individuals m/m,5.2B,5.1B,5.1B
,10:00am,USD,Low,Pending Home Sales m/m,2.4%,-1.8%,5.3%
,5:15pm,USD,High,President Trump Speaks,,,
,5:45pm,NZD,Low,Building Consents m/m,4.7%,,-2.8%
,7:01pm,GBP,Low,GfK Consumer Confidence,-9,-14,-7
,7:30pm,JPY,Low,Unemployment Rate,2.4%,2.4%,2.4%
,7:50pm,JPY,Low,Prelim Industrial Production m/m,0.4%,0.0%,1.0%
,,JPY,Low,Retail Sales y/y,1.7%,-1.5%,-0.4%
,8:00pm,NZD,High,ANZ Business Confidence,-63.5,,-19.4
,8:30pm,AUD,Low,Private Sector Credit m/m,0.4%,0.3%,0.4%
,9:00pm,CNY,High,Manufacturing PMI,52.0,44.9,35.7
,,CNY,Medium,Non-Manufacturing PMI,52.3,42.1,29.6
Tue Mar 31 2020,1:00am,JPY,Low,Housing Starts y/y,-12.3%,-14.6%,-10.1%
,2:00am,EUR,Low,German Import Prices m/m,-0.9%,-0.3%,-0.4%
,,GBP,Medium,Current Account,-5.6B,-7.0B,-19.9B
,,GBP,Low,Final GDP q/q,0.0%,0.0%,0.0%
,,GBP,Low,Revised Business Investment q/q,-0.5%,-1.0%,-1.0%
,2:30am,CHF,Low,Retail Sales y/y,0.3%,0.0%,0.0%
,2:45am,EUR,Low,French Consumer Spending m/m,-0.1%,-0.7%,-1.2%
,,EUR,Low,French Prelim CPI m/m,0.0%,-0.4%,0.0%
,3:55am,EUR,Low,German Unemployment Change,1K,23K,-8K
,5:00am,EUR,Low,CPI Flash Estimate y/y,0.7%,0.8%,1.2%
,,EUR,Low,Core CPI Flash Estimate y/y,1.0%,1.1%,1.2%
,,EUR,Low,Italian Prelim CPI m/m,0.1%,0.1%,-0.1%
,5:14am,EUR,Low,Italian 10-y Bond Auction,1.44|1.5,,1.29|1.5
,8:30am,CAD,Medium,GDP m/m,0.1%,0.1%,0.3%
,,CAD,Low,IPPI m/m,-0.5%,-0.2%,-0.3%
,,CAD,Low,RMPI m/m,-4.7%,-2.0%,-2.3%
,,USD,High,Fed Announcement,,,
,9:00am,USD,Low,S&P/CS Composite-20 HPI y/y,3.1%,3.4%,2.8%
,9:45am,USD,Medium,Chicago PMI,47.8,44.1,49.0
,10:00am,USD,High,CB Consumer Confidence,120.0,115.1,132.6
,5:30pm,AUD,Low,AIG Manufacturing Index,53.7,,44.3
,,USD,High,President Trump Speaks,,,
,7:01pm,GBP,Low,BRC Shop Price Index y/y,-0.8%,,-0.6%
,7:50pm,JPY,Low,Tankan Manufacturing Index,-8,-10,0
