Date,Time,Currency,Impact,Event,Actual,Forecast,Previous
Sun Dec 24 2017,All Day,NZD,Holiday,Bank Holiday,,,
,All Day,AUD,Holiday,Bank Holiday,,,
Mon Dec 25 2017,All Day,CHF,Holiday,Bank Holiday,,,
,All Day,EUR,Holiday,French Bank Holiday,,,
,All Day,EUR,Holiday,German Bank Holiday,,,
,All Day,EUR,Holiday,Italian Bank Holiday,,,
,All Day,GBP,Holiday,Bank Holiday,,,
,All Day,CAD,Holiday,Bank Holiday,,,
,All Day,USD,Holiday,Bank Holiday,,,
,All Day,NZD,Holiday,Bank Holiday,,,
,All Day,AUD,Holiday,Bank Holiday,,,
,6:30pm,JPY,Low,Household Spending y/y,1.7%,0.6%,0.0%
,,JPY,Low,National Core CPI y/y,0.9%,0.8%,0.8%
,,JPY,Low,Tokyo Core CPI y/y,0.8%,0.7%,0.6%
,,JPY,Low,Unemployment Rate,2.7%,2.8%,2.8%
,6:50pm,JPY,Low,Monetary Policy Meeting Minutes,,,
,,JPY,Low,SPPI y/y,0.8%,0.8%,0.8%
,11:00pm,JPY,High,BOJ Gov Kuroda Speaks,,,
Tue Dec 26 2017,All Day,CHF,Holiday,Bank Holiday,,,
,All Day,EUR,Holiday,German Bank Holiday,,,
,All Day,EUR,Holiday,Italian Bank Holiday,,,
,All Day,GBP,Holiday,Bank Holiday,,,
,All Day,CAD,Holiday,Bank Holiday,,,
,9:00am,USD,Low,S&P/CS Composite-20 HPI y/y,6.4%,6.3%,6.2%
,9:59am,USD,Low,Richmond Manufacturing Index,20,22,30
Wed Dec 27 2017,12:00am,JPY,Low,Housing Starts y/y,-0.4%,-2.5%,-4.8%
,2:00am,CHF,Medium,UBS Consumption Indicator,1.67,,1.68
,4:00am,CHF,Medium,Credit Suisse Economic Expectations,52.0,,40.7
,10:00am,USD,High,CB Consumer Confidence,122.1,128.2,128.6
,,USD,Medium,Pending Home Sales m/m,0.2%,-0.4%,3.5%
,6:50pm,JPY,Low,BOJ Summary of Opinions,,,
,,JPY,Low,Prelim Industrial Production m/m,0.6%,0.5%,0.5%
,,JPY,Low,Retail Sales y/y,2.2%,1.1%,-0.2%
Thu Dec 28 2017,12:00am,JPY,Low,BOJ Core CPI y/y,0.6%,0.5%,0.5%
,4:00am,EUR,Low,ECB Economic Bulletin,,,
,4:30am,GBP,Low,High Street Lending,39.5K,40.6K,40.4K
,5:22am,EUR,Low,Italian 10-y Bond Auction,1.86|1.8,,1.73|1.6
,8:30am,USD,High,Unemployment Claims,245K,240K,245K
,,USD,Low,Goods Trade Balance,-69.7B,-67.7B,-68.1B
,,USD,Low,Prelim Wholesale Inventories m/m,0.7%,0.4%,-0.5%
,9:45am,USD,Medium,Chicago PMI,67.6,62.2,63.9
,10:30am,USD,Low,Natural Gas Storage,-112B,-115B,-182B
,11:00am,USD,High,Crude Oil Inventories,-4.6M,-3.9M,-6.5M
,7:30pm,AUD,Low,Private Sector Credit m/m,0.5%,0.4%,0.4%
Fri Dec 29 2017,All Day,EUR,Medium,German Prelim CPI m/m,0.6%,0.5%,0.3%
,3:00am,EUR,Medium,Spanish Flash CPI y/y,1.2%,1.5%,1.7%
,4:00am,EUR,Medium,M3 Money Supply y/y,4.9%,4.9%,5.0%
,,EUR,Low,Private Loans y/y,2.8%,2.8%,2.7%
Sat Dec 30 2017,7:42pm,CNY,Medium,Manufacturing PMI,51.6,51.6,51.8
,,CNY,Medium,Non-Manufacturing PMI,55.0,,54.8
