Date,Time,Currency,Impact,Event,Actual,Forecast,Previous
Sun Jan 17 2021,7:01pm,GBP,Low,Rightmove HPI m/m,-0.9%,,-0.6%
,9:00pm,CNY,High,GDP q/y,6.5%,6.2%,4.9%
,,CNY,Low,Fixed Asset Investment ytd/y,2.9%,3.3%,2.6%
,,CNY,Low,Industrial Production y/y,7.3%,6.9%,7.0%
,,CNY,Low,NBS Press Conference,,,
,,CNY,Low,Retail Sales y/y,4.6%,5.5%,5.0%
,,CNY,Low,Unemployment Rate,5.2%,5.2%,5.2%
,11:30pm,JPY,Low,Revised Industrial Production m/m,-0.5%,0.0%,0.0%
Mon Jan 18 2021,All Day,EUR,Low,Eurogroup Meetings,,,
,6:00am,EUR,Low,German Buba Monthly Report,,,
,All Day,USD,Holiday,Bank Holiday,,,
,8:14am,CAD,Low,Housing Starts,228K,230K,261K
,8:30am,CAD,Low,Foreign Securities Purchases,11.78B,5.05B,6.93B
,,GBP,Medium,BOE Gov Bailey Speaks,,,
,4:06pm,NZD,Low,NZIER Business Confidence,-6,,-40
Tue Jan 19 2021,2:00am,EUR,Low,German Final CPI m/m,0.5%,0.5%,0.5%
,2:30am,CHF,Low,PPI m/m,0.5%,0.1%,-0.1%
,4:00am,EUR,Low,Current Account,24.6B,28.2B,25.6B
,,EUR,Low,Italian Trade Balance,6.77B,6.23B,7.58B
,All Day,EUR,Low,ECOFIN Meetings,,,
,5:00am,EUR,Low,ZEW Economic Sentiment,58.3,54.1,54.4
,,EUR,Low,German ZEW Economic Sentiment,61.8,55.1,55.0
,8:30am,CAD,Low,Manufacturing Sales m/m,-0.6%,-0.2%,0.2%
,,CAD,Low,Wholesale Sales m/m,0.7%,0.9%,1.3%
,10:05am,NZD,Low,GDT Price Index,4.8%,,3.9%
,1:00pm,GBP,Low,MPC Member Haldane Speaks,,,
,4:00pm,USD,Low,TIC Long-Term Purchases,149.2B,45.4B,51.9B
,6:23pm,AUD,Low,Westpac Consumer Sentiment,-4.5%,,4.1%
,8:05pm,CNY,Low,Foreign Direct Investment ytd/y,6.2%,,6.3%
Wed Jan 20 2021,2:00am,EUR,Low,German PPI m/m,0.8%,0.3%,0.2%
,,GBP,Low,CPI y/y,0.6%,0.5%,0.3%
,,GBP,Low,Core CPI y/y,1.4%,1.3%,1.1%
,,GBP,Low,PPI Input m/m,0.8%,0.8%,0.4%
,,GBP,Low,PPI Output m/m,0.3%,0.2%,0.3%
