Date,Time,Currency,Impact,Event,Actual,Forecast,Previous
Sun Aug 14 2016,7:01pm,GBP,Low,Rightmove HPI m/m,-1.2%,,-0.9%
,7:50pm,JPY,High,Prelim GDP q/q,0.0%,0.2%,0.5%
,,JPY,Low,Prelim GDP Price Index y/y,0.8%,0.7%,0.9%
Mon Aug 15 2016,12:30am,JPY,Low,Revised Industrial Production m/m,2.3%,1.9%,1.9%
,All Day,EUR,Holiday,French Bank Holiday,,,
,All Day,EUR,Holiday,Italian Bank Holiday,,,
,3:15am,CHF,Medium,PPI m/m,-0.1%,-0.2%,0.1%
,6:00am,EUR,Low,German Buba Monthly Report,,,
,8:30am,USD,Medium,Empire State Manufacturing Index,-4.2,2.1,0.6
,10:00am,USD,Low,NAHB Housing Market Index,60,60,58
,4:00pm,USD,Low,TIC Long-Term Purchases,-3.6B,42.3B,40.8B
,9:30pm,AUD,High,Monetary Policy Meeting Minutes,,,
,,AUD,Low,New Motor Vehicle Sales m/m,-1.3%,,3.5%
Tue Aug 16 2016,4:30am,GBP,High,CPI y/y,0.6%,0.5%,0.5%
,,GBP,Medium,PPI Input m/m,3.3%,0.6%,1.7%
,,GBP,Medium,RPI y/y,1.9%,1.7%,1.6%
,,GBP,Low,Core CPI y/y,1.3%,1.3%,1.4%
,,GBP,Low,HPI y/y,8.7%,8.3%,8.5%
,,GBP,Low,PPI Output m/m,0.3%,0.3%,0.3%
,5:00am,EUR,High,German ZEW Economic Sentiment,0.5,2.1,-6.8
,,EUR,Medium,ZEW Economic Sentiment,4.6,-6.3,-14.7
,,EUR,Low,Trade Balance,23.4B,23.2B,24.6B
,8:30am,CAD,High,Manufacturing Sales m/m,0.8%,0.8%,-1.0%
,,USD,High,Building Permits,1.15M,1.16M,1.15M
,,USD,High,CPI m/m,0.0%,0.0%,0.2%
,,USD,High,Core CPI m/m,0.1%,0.2%,0.2%
,,USD,Medium,Housing Starts,1.21M,1.18M,1.19M
,9:15am,USD,Medium,Capacity Utilization Rate,75.9%,75.7%,75.4%
,,USD,Medium,Industrial Production m/m,0.7%,0.2%,0.4%
,10:49am,NZD,High,GDT Price Index,12.7%,,6.6%
,6:45pm,NZD,High,Employment Change q/q,2.4%,0.6%,1.4%
,,NZD,High,PPI Input q/q,0.9%,0.5%,-1.0%
,,NZD,High,Unemployment Rate,5.1%,5.3%,5.2%
,,NZD,Low,PPI Output q/q,0.2%,0.2%,-0.2%
,8:30pm,AUD,Low,MI Leading Index m/m,0.1%,,-0.2%
,9:30pm,AUD,Medium,Wage Price Index q/q,0.5%,0.5%,0.5%
Wed Aug 17 2016,4:30am,GBP,High,Average Earnings Index 3m/y,2.4%,2.5%,2.3%
,,GBP,High,Claimant Count Change,-8.6K,5.2K,0.9K
,,GBP,Medium,Unemployment Rate,4.9%,4.9%,4.9%
,5:00am,CHF,Low,Credit Suisse Economic Expectations,-2.8,,5.9
,10:30am,USD,High,Crude Oil Inventories,-2.5M,0.3M,1.1M
,1:00pm,USD,Medium,FOMC Member Bullard Speaks,,,
,2:00pm,USD,High,FOMC Meeting Minutes,,,
,7:50pm,JPY,Low,Trade Balance,0.32T,0.14T,0.34T
,9:30pm,AUD,High,Employment Change,26.2K,10.2K,10.8K
,,AUD,High,Unemployment Rate,5.7%,5.8%,5.8%
Thu Aug 18 2016,4:00am,EUR,Low,Current Account,28.2B,27.3B,31.8B
,4:30am,GBP,High,Retail Sales m/m,1.4%,0.1%,-0.9%
,5:00am,EUR,Medium,Final CPI y/y,0.2%,0.2%,0.2%
,,EUR,Low,Final Core CPI y/y,0.9%,0.9%,0.9%
,7:30am,EUR,Medium,ECB Monetary Policy Meeting Accounts,,,
,8:30am,CAD,Medium,Foreign Securities Purchases,9.02B,17.23B,13.99B
,,USD,High,Philly Fed Manufacturing Index,2.0,1.4,-2.9
,,USD,High,Unemployment Claims,262K,269K,266K
,10:00am,USD,Medium,FOMC Member Dudley Speaks,,,
,,USD,Low,CB Leading Index m/m,0.4%,0.3%,0.3%
,10:30am,USD,Low,Natural Gas Storage,22B,26B,29B
,6:45pm,NZD,Low,Visitor Arrivals m/m,2.9%,,-0.7%
,11:00pm,NZD,Low,Credit Card Spending y/y,5.6%,,4.1%
Fri Aug 19 2016,12:30am,JPY,Low,All Industries Activity m/m,1.0%,0.9%,-1.3%
,2:00am,EUR,Low,German PPI m/m,0.2%,0.1%,0.4%
,4:30am,GBP,Medium,Public Sector Net Borrowing,-1.5B,-2.3B,7.5B
,8:30am,CAD,High,Core CPI m/m,0.0%,0.0%,0.0%
,,CAD,High,Core Retail Sales m/m,-0.8%,0.3%,0.8%
,,CAD,Medium,CPI m/m,-0.2%,0.0%,0.2%
,,CAD,Medium,Retail Sales m/m,-0.1%,0.5%,0.0%
Sat Aug 20 2016,,,No specified,,,,
