Date,Time,Currency,Impact,Event,Actual,Forecast,Previous
Sun Jul 1 2018,6:30pm,AUD,Low,AIG Manufacturing Index,57.4,,57.5
,7:50pm,JPY,Low,Tankan Manufacturing Index,21,22,24
,,JPY,Low,Tankan Non-Manufacturing Index,24,23,23
,8:30pm,JPY,Low,Final Manufacturing PMI,53.0,53.1,53.1
,9:00pm,AUD,Low,MI Inflation Gauge m/m,0.0%,,0.0%
,9:30pm,AUD,Low,ANZ Job Advertisements m/m,-1.7%,,1.4%
,9:45pm,CNY,Medium,Caixin Manufacturing PMI,51.0,51.1,51.1
Mon Jul 2 2018,2:30am,AUD,Low,Commodity Prices y/y,6.6%,,3.5%
,3:15am,CHF,Low,Retail Sales y/y,-0.1%,2.6%,2.9%
,,EUR,Low,Spanish Manufacturing PMI,53.4,53.6,53.4
,3:30am,CHF,Low,Manufacturing PMI,61.6,61.1,62.4
,3:45am,EUR,Low,Italian Manufacturing PMI,53.3,52.6,52.7
,3:50am,EUR,Low,French Final Manufacturing PMI,52.5,53.1,53.1
,3:55am,EUR,Low,German Final Manufacturing PMI,55.9,55.9,55.9
,4:00am,EUR,Low,Final Manufacturing PMI,54.9,55.0,55.0
,,EUR,Low,Italian Monthly Unemployment Rate,10.7%,11.1%,11.0%
,4:30am,GBP,High,Final Manufacturing PMI,54.4,54.1,54.3
,5:00am,EUR,Low,Unemployment Rate,8.4%,8.5%,8.4%
,All Day,CAD,Holiday,Bank Holiday,,,
,9:45am,USD,Low,Final Manufacturing PMI,55.4,54.6,54.6
,10:00am,USD,High,ISM Manufacturing PMI,60.2,58.2,58.7
,,USD,Low,Construction Spending m/m,0.4%,0.5%,0.9%
,,USD,Low,ISM Manufacturing Prices,76.8,74.3,79.5
,6:00pm,NZD,Medium,NZIER Business Confidence,-20,,-11
,7:50pm,JPY,Low,Monetary Base y/y,7.4%,8.3%,8.1%
,9:30pm,AUD,Medium,Building Approvals m/m,-3.2%,0.1%,-5.6%
,11:35pm,JPY,Low,10-y Bond Auction,0.04|4.4,,0.05|4.4
Tue Jul 3 2018,12:30am,AUD,High,RBA Rate Statement,,,
,,AUD,Medium,Cash Rate,1.50%,1.50%,1.50%
,2:45am,EUR,Low,French Gov Budget Balance,-55.1B,,-54.3B
,3:00am,EUR,Low,Spanish Unemployment Change,-90.0K,-101.0K,-83.7K
,4:30am,GBP,High,Construction PMI,53.1,52.6,52.5
,,GBP,Low,FPC Meeting Minutes,,,
,5:00am,EUR,Low,PPI m/m,0.8%,0.4%,0.0%
,,EUR,Low,Retail Sales m/m,0.0%,0.1%,-0.1%
,5:36am,GBP,Low,10-y Bond Auction,1.43|2.3,,1.61|2.2
,9:30am,CAD,Low,Manufacturing PMI,57.1,,56.2
,9:59am,USD,Low,IBD/TIPP Economic Optimism,56.4,54.2,53.9
,10:00am,USD,Low,Factory Orders m/m,0.4%,0.1%,-0.4%
,10:13am,NZD,Medium,GDT Price Index,-5.0%,,-1.2%
,All Day,USD,Low,Wards Total Vehicle Sales,17.4M,17.0M,16.8M
,All Day,USD,Low,Total Vehicle Sales,17.5M,17.0M,16.9M
,6:30pm,AUD,Low,AIG Services Index,63.0,,59.0
,7:01pm,GBP,Low,BRC Shop Price Index y/y,-0.5%,,-1.1%
,9:00pm,NZD,Low,ANZ Commodity Prices m/m,-1.0%,,1.5%
,9:30pm,AUD,High,Retail Sales m/m,0.4%,0.3%,0.5%
,,AUD,High,Trade Balance,0.83B,1.21B,0.47B
,9:45pm,CNY,Medium,Caixin Services PMI,53.9,52.7,52.9
Wed Jul 4 2018,3:15am,EUR,Low,Spanish Services PMI,55.4,56.3,56.4
,3:45am,EUR,Low,Italian Services PMI,54.3,53.3,53.1
,3:50am,EUR,Low,French Final Services PMI,55.9,56.4,56.4
,3:55am,EUR,Low,German Final Services PMI,54.5,53.9,53.9
,4:00am,EUR,Low,Final Services PMI,55.2,55.0,55.0
,4:30am,GBP,High,Final Services PMI,55.1,54.0,54.0
,All Day,USD,Holiday,Bank Holiday,,,
,11:35pm,JPY,Low,30-y Bond Auction,0.70|5.0,,0.71|4.2
Thu Jul 5 2018,1:58am,EUR,Low,German Factory Orders m/m,2.6%,1.1%,-1.6%
,3:15am,CHF,Low,CPI m/m,0.0%,0.1%,0.4%
,4:10am,EUR,Low,Retail PMI,51.8,,51.7
,4:30am,GBP,Low,Housing Equity Withdrawal q/q,-6.7B,-7.3B,-7.1B
,4:48am,EUR,Low,Spanish 10-y Bond Auction,1.58|1.9,,1.41|2.2
,4:59am,EUR,Low,French 10-y Bond Auction,0.67|1.9,,0.90|1.9
,5:45am,GBP,High,BOE Gov Carney Speaks,,,
,7:15am,EUR,Medium,German Buba President Weidmann Speaks,,,
,7:30am,USD,Low,Challenger Job Cuts y/y,19.6%,,-4.8%
,8:15am,USD,High,ADP Non-Farm Employment Change,177K,190K,189K
,8:30am,USD,Medium,Unemployment Claims,231K,225K,228K
,9:45am,USD,Low,Final Services PMI,56.5,56.5,56.5
,10:00am,USD,High,ISM Services PMI,59.1,58.3,58.6
,11:00am,USD,High,Crude Oil Inventories,1.2M,-4.4M,-9.9M
,2:00pm,USD,High,FOMC Meeting Minutes,,,
,6:30pm,AUD,Low,AIG Construction Index,50.6,,54.0
,7:30pm,JPY,Low,Household Spending y/y,-3.9%,-1.5%,-1.3%
,8:00pm,JPY,Low,Average Cash Earnings y/y,2.1%,0.9%,0.6%
Fri Jul 6 2018,1:00am,JPY,Low,Leading Indicators,106.9%,106.5%,106.2%
,1:56am,EUR,Low,German Industrial Production m/m,2.6%,0.3%,-1.3%
,2:45am,EUR,Low,French Trade Balance,-6.0B,-5.1B,-5.2B
,3:00am,CHF,Low,Foreign Currency Reserves,749B,,741B
,3:30am,GBP,Medium,Halifax HPI m/m,0.3%,0.3%,1.7%
,4:00am,EUR,Low,Italian Retail Sales m/m,0.8%,0.4%,-0.6%
,8:30am,CAD,High,Employment Change,31.8K,22.3K,-7.5K
,,CAD,High,Trade Balance,-2.8B,-2.2B,-1.9B
,,CAD,High,Unemployment Rate,6.0%,5.8%,5.8%
,,USD,High,Average Hourly Earnings m/m,0.2%,0.3%,0.3%
,,USD,High,Non-Farm Employment Change,213K,195K,244K
,,USD,High,Unemployment Rate,4.0%,3.8%,3.8%
,,USD,Low,Trade Balance,-43.1B,-43.6B,-46.1B
,10:00am,CAD,Medium,Ivey PMI,63.1,63.2,62.5
,10:30am,USD,Low,Natural Gas Storage,78B,76B,66B
Sat Jul 7 2018,11:10pm,AUD,Medium,RBA Assist Gov Bullock Speaks,,,
