Date,Time,Currency,Impact,Event,Actual,Forecast,Previous
Sun Mar 8 2020,3:00am,CAD,Holiday,Daylight Saving Time Shift,,,
,,USD,Holiday,Daylight Saving Time Shift,,,
,7:50pm,JPY,Low,Bank Lending y/y,2.1%,1.9%,1.9%
,,JPY,Low,Current Account,1.63T,1.66T,1.85T
,,JPY,Low,Final GDP q/q,-1.8%,-1.7%,-1.6%
,7:52pm,JPY,Low,Final GDP Price Index y/y,1.2%,1.3%,1.3%
Mon Mar 9 2020,1:03am,JPY,Low,Economy Watchers Sentiment,27.4,35.6,41.9
,2:45am,CHF,Low,Unemployment Rate,2.3%,2.3%,2.3%
,3:00am,EUR,Low,German Industrial Production m/m,3.0%,1.7%,-2.2%
,,EUR,Low,German Trade Balance,18.5B,18.8B,19.0B
,5:30am,EUR,Low,Sentix Investor Confidence,-17.1,-11.0,5.2
,8:13am,CAD,Low,Housing Starts,210K,217K,214K
,8:30am,CAD,Low,Building Permits m/m,4.0%,-2.9%,9.9%
,5:45pm,NZD,Low,Manufacturing Sales q/q,2.4%,,1.2%
,6:34pm,USD,High,President Trump Speaks,,,
,7:50pm,JPY,Low,M2 Money Stock y/y,3.0%,2.8%,2.8%
,8:01pm,GBP,Low,BRC Retail Sales Monitor y/y,-0.4%,0.2%,0.0%
,8:30pm,AUD,Medium,NAB Business Confidence,-4,,-1
,8:38pm,USD,Low,NFIB Small Business Index,104.5,102.7,104.3
,9:00pm,NZD,High,RBNZ Gov Orr Speaks,,,
,9:30pm,CNY,Medium,CPI y/y,5.2%,5.2%,5.4%
,,CNY,Low,PPI y/y,-0.4%,-0.3%,0.1%
Tue Mar 10 2020,2:03am,JPY,Low,Prelim Machine Tool Orders y/y,-30.1%,,-35.6%
,2:30am,EUR,Low,French Final Private Payrolls q/q,0.5%,0.2%,0.2%
,3:45am,EUR,Low,French Industrial Production m/m,1.2%,1.8%,-2.5%
,5:00am,EUR,Low,Italian Industrial Production m/m,3.7%,1.6%,-2.6%
,6:00am,EUR,Low,Final Employment Change q/q,0.3%,0.3%,0.3%
,,EUR,Low,Revised GDP q/q,0.1%,0.1%,0.1%
,6:39am,GBP,Low,10-y Bond Auction,0.31|2.2,,0.51|2.2
,6:00pm,AUD,Medium,RBA Deputy Gov Debelle Speaks,,,
,7:30pm,AUD,Low,Westpac Consumer Sentiment,-3.8%,,2.3%
Wed Mar 11 2020,3:00am,GBP,High,MPC Official Bank Rate Votes,0-9-0,,0-2-7
,,GBP,High,Monetary Policy Summary,,,
,,GBP,High,Official Bank Rate,0.25%,,0.75%
,,GBP,Low,Asset Purchase Facility,435B,,435B
,,GBP,Low,MPC Asset Purchase Facility Votes,0-0-9,,0-0-9
,4:00am,CNY,Medium,New Loans,906B,1100B,3340B
,,CNY,Low,M2 Money Supply y/y,8.8%,8.5%,8.4%
,5:00am,GBP,High,BOE Gov Carney Speaks,,,
,5:30am,GBP,Medium,GDP m/m,0.0%,0.2%,0.3%
,,GBP,Medium,Manufacturing Production m/m,0.2%,0.2%,0.3%
,,GBP,Low,Construction Output m/m,-0.8%,0.2%,0.4%
,,GBP,Low,Goods Trade Balance,-3.7B,-7.2B,-1.4B
,,GBP,Low,Index of Services 3m/3m,0.0%,0.1%,0.1%
,,GBP,Low,Industrial Production m/m,-0.1%,0.3%,0.1%
,6:34am,EUR,Low,German 10-y Bond Auction,-0.77|1.0,,-0.38|1.2
,8:30am,CAD,Low,Capacity Utilization Rate,81.2%,80.9%,81.5%
,,GBP,High,Annual Budget Release,,,
,,USD,High,CPI m/m,0.1%,0.0%,0.1%
,,USD,High,Core CPI m/m,0.2%,0.2%,0.2%
,9:02am,GBP,Low,NIESR GDP Estimate,0.2%,,0.0%
,10:00am,USD,High,Treasury Sec Mnuchin Speaks,,,
,10:30am,USD,Medium,Crude Oil Inventories,7.7M,2.0M,0.8M
,1:01pm,USD,Low,10-y Bond Auction,0.85|2.4,,1.62|2.6
,1:59pm,USD,Low,Federal Budget Balance,-235.3B,-238.1B,-32.6B
,7:50pm,JPY,Low,BSI Manufacturing Index,-17.2,-10.2,-7.8
,,JPY,Low,PPI y/y,0.8%,1.1%,1.5%
,8:00pm,AUD,Low,MI Inflation Expectations,4.0%,,4.0%
,8:01pm,GBP,Low,RICS House Price Balance,29%,20%,18%
,9:00pm,USD,High,President Trump Speaks,,,
Thu Mar 12 2020,5:00am,EUR,Low,Italian Quarterly Unemployment Rate,9.7%,9.8%,9.8%
,6:00am,EUR,Low,Industrial Production m/m,2.3%,1.4%,-1.8%
,6:22am,EUR,Low,Italian 10-y Bond Auction,1.29|1.5,,1.00|1.3
,8:30am,USD,Medium,Core PPI m/m,-0.3%,0.1%,0.5%
,,USD,Medium,PPI m/m,-0.6%,-0.1%,0.5%
,,USD,Low,Unemployment Claims,211K,219K,215K
,8:45am,EUR,High,Main Refinancing Rate,0.00%,0.00%,0.00%
,,EUR,High,Monetary Policy Statement,,,
,9:30am,EUR,High,ECB Press Conference,,,
,10:30am,USD,Low,Natural Gas Storage,-48B,-55B,-109B
,1:01pm,USD,Low,30-y Bond Auction,1.32|2.4,,2.06|2.4
,5:30pm,NZD,Low,BusinessNZ Manufacturing Index,53.2,,49.8
,5:45pm,NZD,Low,FPI m/m,0.0%,,2.1%
Fri Mar 13 2020,12:30am,JPY,Low,Tertiary Industry Activity m/m,0.8%,0.0%,-0.3%
,3:00am,EUR,Low,German Final CPI m/m,0.4%,0.4%,0.4%
,,EUR,Low,German WPI m/m,-0.9%,-0.8%,1.0%
,3:36am,CNY,Low,Foreign Direct Investment ytd/y,-8.6%,,4.0%
,3:45am,EUR,Low,French Final CPI m/m,0.0%,0.0%,0.0%
,8:30am,USD,Low,Import Prices m/m,-0.5%,-1.0%,0.1%
,9:30am,GBP,Low,CB Leading Index m/m,0.1%,,0.1%
,10:00am,USD,Medium,Prelim UoM Consumer Sentiment,95.9,95.0,101.0
,,USD,Low,Prelim UoM Inflation Expectations,2.3%,,2.4%
,2:08pm,CAD,High,BOC Rate Statement,,,
,,CAD,High,Overnight Rate,0.75%,,1.25%
,2:13pm,CAD,High,BOC Gov Poloz Speaks,,,
,3:30pm,USD,High,President Trump Speaks,,,
Sat Mar 14 2020,,,No specified,,,,
