Date,Time,Currency,Impact,Event,Actual,Forecast,Previous
Sun Apr 25 2021,All Day,NZD,Holiday,Bank Holiday,,,
,All Day,AUD,Holiday,Bank Holiday,,,
,7:50pm,JPY,Low,SPPI y/y,0.7%,0.0%,0.0%
Mon Apr 26 2021,4:00am,EUR,Medium,German ifo Business Climate,96.8,97.8,96.6
,8:30am,USD,Low,Core Durable Goods Orders m/m,1.6%,1.6%,-0.3%
,,USD,Low,Durable Goods Orders m/m,0.5%,2.5%,-1.2%
,8:58am,EUR,Low,Belgian NBB Business Climate,4.4,1.7,-1.0
,9:00am,CNY,Low,CB Leading Index m/m,1.0%,,1.1%
,11:02pm,JPY,High,BOJ Outlook Report,,,
,,JPY,Medium,Monetary Policy Statement,,,
,,JPY,Low,BOJ Policy Rate,-0.10%,-0.10%,-0.10%
Tue Apr 27 2021,12:59am,JPY,Low,BOJ Core CPI y/y,0.0%,-0.2%,-0.2%
,2:30am,JPY,Medium,BOJ Press Conference,,,
,6:00am,GBP,Low,CBI Realized Sales,20,9,-45
,All Day,All,High,OPEC-JMMC Meetings,,,
,9:00am,USD,Low,HPI m/m,0.9%,1.0%,1.0%
,,USD,Low,S&P/CS Composite-20 HPI y/y,11.9%,11.8%,11.1%
,9:59am,USD,Low,Richmond Manufacturing Index,17,22,17
,10:00am,USD,Medium,CB Consumer Confidence,121.7,113.1,109.0
,4:00pm,CAD,High,BOC Gov Macklem Speaks,,,
,7:01pm,GBP,Low,BRC Shop Price Index y/y,-1.3%,,-2.4%
,7:50pm,JPY,Low,Retail Sales y/y,5.2%,4.6%,-1.5%
,9:30pm,AUD,High,CPI q/q,0.6%,0.9%,0.9%
,,AUD,High,Trimmed Mean CPI q/q,0.3%,0.5%,0.4%
,,AUD,Low,Goods Trade Balance,8.50B,,7.54B
Wed Apr 28 2021,1:00am,JPY,Low,Housing Starts y/y,1.5%,-7.2%,-3.7%
,2:00am,EUR,Low,German GfK Consumer Climate,-8.8,-4.1,-6.1
,4:00am,CHF,Low,Credit Suisse Economic Expectations,68.3,,66.7
,8:30am,CAD,Medium,Core Retail Sales m/m,4.8%,3.5%,-0.1%
