Date,Time,Currency,Impact,Event,Actual,Forecast,Previous
Sun Sep 25 2016,5:45pm,NZD,Medium,Trade Balance,-1265M,-730M,-351M
Mon Sep 26 2016,1:36am,JPY,High,BOJ Gov Kuroda Speaks,,,
,4:00am,EUR,High,German ifo Business Climate,109.5,106.3,106.3
,,EUR,Low,Italian Retail Sales m/m,-0.3%,0.0%,0.3%
,4:30am,GBP,Low,High Street Lending,37.0K,37.2K,37.7K
,5:30am,CHF,High,SNB Chairman Jordan Speaks,,,
,10:00am,USD,Medium,New Home Sales,609K,598K,659K
,10:05am,EUR,High,ECB President Draghi Speaks,,,
,11:45am,USD,Low,FOMC Member Tarullo Speaks,,,
,7:10pm,CAD,High,BOC Gov Poloz Speaks,,,
,7:50pm,JPY,Low,Monetary Policy Meeting Minutes,,,
,,JPY,Low,SPPI y/y,0.2%,0.3%,0.3%
Tue Sep 27 2016,2:00am,EUR,Low,German Import Prices m/m,-0.2%,-0.1%,0.1%
,4:00am,EUR,Medium,M3 Money Supply y/y,5.1%,4.9%,4.9%
,,EUR,Low,Private Loans y/y,1.8%,1.9%,1.8%
,6:00am,GBP,Low,CBI Realized Sales,-8,8,9
,9:00am,USD,Low,S&P/CS Composite-20 HPI y/y,5.0%,5.0%,5.1%
,9:45am,USD,Low,Flash Services PMI,51.9,51.1,51.0
,9:59am,USD,Low,Richmond Manufacturing Index,-8,-2,-11
,10:00am,USD,High,CB Consumer Confidence,104.1,98.6,101.8
,11:15am,USD,Medium,FOMC Member Fischer Speaks,,,
,8:20pm,AUD,Medium,RBA Assist Gov Edey Speaks,,,
Wed Sep 28 2016,2:00am,CHF,Low,UBS Consumption Indicator,1.53,,1.45
,,EUR,Low,German GfK Consumer Climate,10.0,10.2,10.2
,4:05am,GBP,Medium,MPC Member Shafik Speaks,,,
,8:30am,USD,High,Core Durable Goods Orders m/m,-0.4%,-0.5%,1.3%
,,USD,Medium,Durable Goods Orders m/m,0.0%,-1.0%,3.6%
,9:30am,EUR,High,ECB President Draghi Speaks,,,
,10:00am,USD,High,Fed Chair Yellen Testifies,,,
,10:10am,USD,Medium,FOMC Member Bullard Speaks,,,
,10:30am,USD,High,Crude Oil Inventories,-1.9M,2.4M,-6.2M
,4:00pm,All,Medium,OPEC Meetings,,,
,4:35pm,USD,Medium,FOMC Member Mester Speaks,,,
,7:50pm,JPY,Low,Retail Sales y/y,-2.1%,-1.7%,-0.2%
,8:00pm,USD,Medium,FOMC Member George Speaks,,,
Thu Sep 29 2016,All Day,EUR,Medium,German Prelim CPI m/m,0.1%,0.0%,0.0%
,2:35am,JPY,High,BOJ Gov Kuroda Speaks,,,
,3:00am,EUR,Medium,Spanish Flash CPI y/y,0.3%,0.1%,-0.1%
,3:55am,EUR,Medium,German Unemployment Change,1K,-5K,-6K
,4:30am,GBP,Medium,Net Lending to Individuals m/m,4.5B,4.0B,3.8B
,,GBP,Low,M4 Money Supply m/m,0.9%,0.8%,1.2%
,,GBP,Low,Mortgage Approvals,60K,60K,61K
,5:15am,EUR,Low,Italian 10-y Bond Auction,1.21|1.4,,1.14|1.4
,8:30am,USD,High,Final GDP q/q,1.4%,1.3%,1.1%
,,USD,High,Unemployment Claims,254K,260K,251K
,,USD,Low,Final GDP Price Index q/q,2.3%,2.3%,2.3%
,,USD,Low,Goods Trade Balance,-58.4B,-62.6B,-58.8B
,,USD,Low,Prelim Wholesale Inventories m/m,-0.1%,0.0%,0.0%
,9:00am,GBP,Medium,MPC Member Forbes Speaks,,,
,10:00am,USD,Medium,FOMC Member Powell Speaks,,,
,,USD,Medium,Pending Home Sales m/m,-2.4%,-0.1%,1.2%
,10:30am,USD,Low,Natural Gas Storage,49B,57B,52B
,4:00pm,USD,High,Fed Chair Yellen Speaks,,,
,5:45pm,NZD,Low,Building Consents m/m,-1.0%,,-8.1%
,7:01pm,GBP,Low,GfK Consumer Confidence,-1,-5,-7
,7:30pm,JPY,Medium,Household Spending y/y,-4.6%,-2.1%,-0.5%
