Date,Time,Currency,Impact,Event,Actual,Forecast,Previous
Sun Jan 22 2017,4:15am,All,Medium,OPEC-JMMC Meetings,,,
,11:30pm,JPY,Low,All Industries Activity m/m,0.3%,0.4%,0.0%
Mon Jan 23 2017,6:00am,EUR,Low,German Buba Monthly Report,,,
,6:30am,EUR,High,ECB President Draghi Speaks,,,
,8:30am,CAD,Medium,Wholesale Sales m/m,0.2%,0.3%,1.3%
,9:00am,CNY,Low,CB Leading Index m/m,0.8%,,1.3%
,10:00am,EUR,Low,Consumer Confidence,-5,-5,-5
,7:30pm,JPY,Low,Flash Manufacturing PMI,52.8,52.3,52.4
Tue Jan 24 2017,3:00am,EUR,Medium,French Flash Manufacturing PMI,53.4,53.4,53.5
,,EUR,Medium,French Flash Services PMI,53.9,53.2,52.9
,3:30am,EUR,Medium,German Flash Manufacturing PMI,56.5,55.5,55.6
,,EUR,Medium,German Flash Services PMI,53.2,54.6,54.3
,4:00am,EUR,Medium,Flash Manufacturing PMI,55.1,54.8,54.9
,,EUR,Medium,Flash Services PMI,53.6,53.9,53.7
,4:30am,GBP,High,EU Membership Court Ruling,,,
,,GBP,Medium,Public Sector Net Borrowing,6.4B,6.7B,10.8B
,9:45am,USD,Low,Flash Manufacturing PMI,55.1,54.6,54.3
,10:00am,USD,Medium,Existing Home Sales,5.49M,5.54M,5.65M
,,USD,Low,Richmond Manufacturing Index,12,7,8
,10:30am,AUD,Low,CB Leading Index m/m,0.5%,,-0.4%
,6:30pm,AUD,Low,MI Leading Index m/m,0.4%,,0.0%
,6:50pm,JPY,Low,Trade Balance,0.36T,0.22T,0.47T
,7:30pm,AUD,High,CPI q/q,0.5%,0.7%,0.7%
,,AUD,High,Trimmed Mean CPI q/q,0.4%,0.5%,0.4%
,9:00pm,NZD,Low,Credit Card Spending y/y,8.5%,,4.1%
Wed Jan 25 2017,2:00am,CHF,Low,UBS Consumption Indicator,1.50,,1.45
,4:00am,CHF,Low,Credit Suisse Economic Expectations,18.5,,12.9
,,EUR,High,German ifo Business Climate,109.8,111.3,111.0
,5:33am,EUR,Low,German 30-y Bond Auction,1.20|1.4,,0.64|1.7
,6:00am,GBP,Low,CBI Industrial Order Expectations,5,2,0
,8:59am,EUR,Low,Belgian NBB Business Climate,0.5,0.4,-0.2
,9:00am,USD,Low,HPI m/m,0.5%,0.4%,0.3%
,10:30am,USD,High,Crude Oil Inventories,2.8M,1.5M,2.3M
,11:50am,GBP,High,BOE Gov Carney Speaks,,,
,All Day,AUD,Holiday,Bank Holiday,,,
,4:45pm,NZD,High,CPI q/q,0.4%,0.3%,0.3%
,6:50pm,JPY,Low,SPPI y/y,0.4%,0.4%,0.3%
Thu Jan 26 2017,2:00am,CHF,Low,Trade Balance,2.72B,2.81B,3.50B
,,EUR,Low,German GfK Consumer Climate,10.2,10.0,9.9
,3:00am,EUR,Medium,Spanish Unemployment Rate,18.6%,18.9%,18.9%
,3:30am,EUR,Medium,German Buba President Weidmann Speaks,,,
,4:00am,EUR,Low,Italian Retail Sales m/m,-0.7%,0.1%,1.2%
,4:30am,GBP,High,Prelim GDP q/q,0.6%,0.5%,0.6%
,,GBP,Low,High Street Lending,43.2K,41.1K,41.0K
,,GBP,Low,Index of Services 3m/3m,1.0%,0.9%,1.1%
,All Day,EUR,High,Eurogroup Meetings,,,
,6:00am,GBP,Low,CBI Realized Sales,-8,28,35
,8:30am,USD,High,Unemployment Claims,259K,247K,237K
,,USD,Low,Goods Trade Balance,-65.0B,-64.5B,-66.6B
,,USD,Low,Prelim Wholesale Inventories m/m,1.0%,0.9%,1.0%
,9:45am,USD,Low,Flash Services PMI,55.1,54.4,53.9
,10:00am,USD,Medium,New Home Sales,536K,585K,598K
,,USD,Low,CB Leading Index m/m,0.5%,0.5%,0.1%
,10:30am,USD,Low,Natural Gas Storage,-119B,-121B,-243B
,6:30pm,JPY,Medium,Tokyo Core CPI y/y,-0.3%,-0.4%,-0.6%
,,JPY,Low,National Core CPI y/y,-0.2%,-0.3%,-0.4%
,All Day,CNY,Holiday,Bank Holiday,,,
,7:30pm,AUD,Low,Import Prices q/q,0.2%,0.4%,-1.0%
,,AUD,Low,PPI q/q,0.5%,0.2%,0.3%
Fri Jan 27 2017,12:00am,JPY,Low,BOJ Core CPI y/y,0.1%,0.1%,0.2%
,2:00am,EUR,Low,German Import Prices m/m,1.9%,1.3%,0.7%
,4:00am,EUR,Medium,M3 Money Supply y/y,5.0%,4.9%,4.8%
,,EUR,Low,Private Loans y/y,2.0%,2.0%,1.9%
,All Day,EUR,Medium,ECOFIN Meetings,,,
,8:30am,USD,High,Advance GDP q/q,1.9%,2.1%,3.5%
,,USD,High,Core Durable Goods Orders m/m,0.5%,0.5%,0.6%
,,USD,Medium,Advance GDP Price Index q/q,2.1%,2.1%,1.4%
,,USD,Medium,Durable Goods Orders m/m,-0.4%,2.7%,-4.5%
,10:00am,USD,Medium,Revised UoM Consumer Sentiment,98.5,98.2,98.1
,,USD,Low,Revised UoM Inflation Expectations,2.6%,,2.6%
Sat Jan 28 2017,,,No specified,,,,
