Date,Time,Currency,Impact,Event,Actual,Forecast,Previous
Sun Feb 2 2020,4:30pm,AUD,Low,AIG Manufacturing Index,45.4,,48.3
,7:00pm,AUD,Low,MI Inflation Gauge m/m,0.3%,,0.3%
,7:30pm,AUD,Medium,Building Approvals m/m,-0.2%,-5.0%,10.9%
,,AUD,Low,ANZ Job Advertisements m/m,3.8%,,-5.7%
,,JPY,Low,Final Manufacturing PMI,48.8,49.3,49.3
,8:45pm,CNY,High,Caixin Manufacturing PMI,51.1,51.0,51.5
Mon Feb 3 2020,12:30am,AUD,Low,Commodity Prices y/y,-3.6%,,-1.9%
,3:15am,EUR,Low,Spanish Manufacturing PMI,48.5,48.3,47.4
,3:30am,CHF,Low,Manufacturing PMI,47.8,50.3,50.2
,3:45am,EUR,Low,Italian Manufacturing PMI,48.9,46.9,46.2
,3:50am,EUR,Low,French Final Manufacturing PMI,51.1,51.0,51.0
,3:55am,EUR,Low,German Final Manufacturing PMI,45.3,45.2,45.2
,4:00am,EUR,Low,Final Manufacturing PMI,47.9,47.8,47.8
,4:30am,GBP,Medium,Final Manufacturing PMI,50.0,49.8,49.8
,9:30am,CAD,Low,Manufacturing PMI,50.6,,50.4
,9:45am,USD,Low,Final Manufacturing PMI,51.9,51.7,51.7
,10:00am,USD,High,ISM Manufacturing PMI,50.9,48.5,47.2
,,USD,Low,Construction Spending m/m,-0.2%,0.5%,0.7%
,,USD,Low,ISM Manufacturing Prices,53.3,52.0,51.7
,All Day,USD,Low,Wards Total Vehicle Sales,16.8M,16.8M,16.7M
,1:15pm,EUR,Low,German Buba President Weidmann Speaks,,,
,2:00pm,USD,Low,Loan Officer Survey,,,
,4:45pm,NZD,Low,Building Consents m/m,9.9%,,-8.4%
,6:50pm,JPY,Low,Monetary Base y/y,2.9%,3.2%,3.2%
,10:30pm,AUD,High,Cash Rate,0.75%,0.75%,0.75%
,,AUD,High,RBA Rate Statement,,,
,10:35pm,JPY,Low,10-y Bond Auction,-0.05|3.6,,-0.01|3.7
Tue Feb 4 2020,2:45am,EUR,Low,French Gov Budget Balance,-92.8B,,-113.9B
,3:00am,EUR,Low,Spanish Unemployment Change,90.2K,44.2K,-34.6K
,4:30am,GBP,Low,Construction PMI,48.4,48.1,44.4
,5:00am,EUR,Low,PPI m/m,0.0%,0.1%,0.1%
,,EUR,Low,Italian Prelim CPI m/m,0.2%,-0.2%,0.2%
,9:12am,NZD,Low,GDT Price Index,-4.7%,,1.7%
,10:00am,USD,Low,Factory Orders m/m,1.8%,0.7%,-1.2%
,,USD,Low,IBD/TIPP Economic Optimism,59.8,58.3,57.4
,4:30pm,AUD,Low,AIG Construction Index,41.3,,38.9
,4:45pm,NZD,High,Employment Change q/q,0.0%,0.3%,0.2%
,,NZD,High,Unemployment Rate,4.0%,4.2%,4.1%
,,NZD,Low,Labor Cost Index q/q,0.6%,0.5%,0.6%
,7:00pm,NZD,Low,ANZ Commodity Prices m/m,-0.9%,,-3.4%
,8:30pm,AUD,High,RBA Gov Lowe Speaks,,,
,8:45pm,CNY,Medium,Caixin Services PMI,51.8,52.0,52.5
,9:00pm,USD,High,President Trump Speaks,,,
Wed Feb 5 2020,1:45am,CHF,Low,SECO Consumer Climate,-9,-8,-10
,3:15am,EUR,Low,Spanish Services PMI,52.3,54.0,54.9
,3:45am,EUR,Low,Italian Services PMI,51.4,50.3,51.1
,3:50am,EUR,Low,French Final Services PMI,51.0,51.7,51.7
,3:55am,EUR,Low,German Final Services PMI,54.2,54.2,54.2
,4:00am,EUR,Low,Final Services PMI,52.5,52.2,52.2
,4:30am,GBP,Medium,Final Services PMI,53.9,52.9,52.9
,5:00am,EUR,Low,Retail Sales m/m,-1.6%,-0.5%,0.8%
,7:15am,EUR,High,ECB President Lagarde Speaks,,,
,8:15am,USD,High,ADP Non-Farm Employment Change,291K,157K,199K
,8:30am,CAD,Medium,Trade Balance,-0.4B,-0.6B,-1.2B
,,USD,Low,Trade Balance,-48.9B,-48.2B,-43.7B
,9:45am,USD,Low,Final Services PMI,53.4,53.2,53.2
,10:00am,USD,High,ISM Services PMI,55.5,55.1,55.0
,10:30am,USD,Medium,Crude Oil Inventories,3.4M,2.9M,3.5M
,12:15pm,CAD,Medium,Gov Council Member Wilkins Speaks,,,
,All Day,NZD,Holiday,Bank Holiday,,,
,4:10pm,USD,Low,FOMC Member Brainard Speaks,,,
,7:30pm,AUD,High,Retail Sales m/m,-0.5%,-0.2%,1.0%
,,AUD,High,Trade Balance,5.22B,5.65B,5.52B
,,AUD,Low,NAB Quarterly Business Confidence,-1,,-1
,10:35pm,JPY,Low,30-y Bond Auction,0.43|3.7,,0.43|3.7
Thu Feb 6 2020,2:00am,EUR,Low,German Factory Orders m/m,-2.1%,0.6%,-0.8%
,3:00am,EUR,High,ECB President Lagarde Speaks,,,
,4:00am,EUR,Low,ECB Economic Bulletin,,,
,4:49am,EUR,Low,Spanish 10-y Bond Auction,0.35|1.6,,0.44|1.5
,5:07am,EUR,Low,French 10-y Bond Auction,-0.11|2.2,,0.04|1.7
,7:30am,USD,Low,Challenger Job Cuts y/y,27.8%,,-25.2%
,8:30am,USD,Low,Prelim Nonfarm Productivity q/q,1.4%,1.6%,-0.2%
,,USD,Low,Prelim Unit Labor Costs q/q,1.4%,1.3%,2.5%
,,USD,Low,Unemployment Claims,202K,215K,217K
,9:15am,USD,Low,FOMC Member Kaplan Speaks,,,
,10:30am,USD,Low,Natural Gas Storage,-137B,-123B,-201B
,5:21pm,AUD,Low,AIG Services Index,47.4,,48.7
,5:30pm,AUD,High,RBA Gov Lowe Speaks,,,
,6:30pm,JPY,Low,Average Cash Earnings y/y,0.0%,-0.1%,0.1%
,,JPY,Low,Household Spending y/y,-4.8%,-1.7%,-2.0%
,7:15pm,USD,Low,FOMC Member Quarles Speaks,,,
,7:30pm,AUD,High,RBA Monetary Policy Statement,,,
,9:00pm,NZD,High,Inflation Expectations q/q,1.93%,,1.80%
Fri Feb 7 2020,12:00am,JPY,Low,Leading Indicators,91.6%,91.4%,90.8%
,2:00am,EUR,Low,German Industrial Production m/m,-3.5%,-0.2%,1.2%
,,EUR,Low,German Trade Balance,19.2B,16.4B,18.5B
,2:45am,EUR,Low,French Industrial Production m/m,-2.8%,-0.3%,0.0%
,,EUR,Low,French Prelim Private Payrolls q/q,0.2%,0.2%,0.2%
,,EUR,Low,French Trade Balance,-4.1B,-5.1B,-5.4B
,3:00am,CHF,Low,Foreign Currency Reserves,764B,,772B
,3:30am,GBP,Low,Halifax HPI m/m,0.4%,0.6%,1.8%
,4:00am,EUR,Low,Italian Retail Sales m/m,0.5%,0.2%,-0.2%
,8:30am,CAD,High,Employment Change,34.5K,16.3K,35.2K
,,CAD,High,Unemployment Rate,5.5%,5.7%,5.6%
,,USD,High,Average Hourly Earnings m/m,0.2%,0.3%,0.1%
,,USD,High,Non-Farm Employment Change,225K,163K,147K
,,USD,High,Unemployment Rate,3.6%,3.5%,3.5%
,10:00am,CAD,Low,Ivey PMI,57.3,52.3,51.9
,,USD,Low,Final Wholesale Inventories m/m,-0.2%,-0.1%,-0.1%
,11:00am,USD,Low,Fed Monetary Policy Report,,,
,3:00pm,USD,Low,Consumer Credit m/m,22.1B,15.2B,11.8B
Sat Feb 8 2020,,,No specified,,,,
