Date,Time,Currency,Impact,Event,Actual,Forecast,Previous
Sun Jun 28 2015,8:15am,CAD,Medium,BOC Gov Poloz Speaks,,,
,7:50pm,JPY,Medium,Retail Sales y/y,3.0%,2.1%,4.9%
,,JPY,Low,Prelim Industrial Production m/m,-2.2%,-0.8%,1.2%
Mon Jun 29 2015,All Day,EUR,Holiday,Italian Bank Holiday,,,
,All Day,EUR,Medium,German Prelim CPI m/m,-0.1%,0.1%,0.1%
,3:00am,EUR,Medium,Spanish Flash CPI y/y,0.1%,-0.1%,-0.2%
,4:30am,GBP,Medium,Net Lending to Individuals m/m,3.1B,3.3B,2.9B
,,GBP,Low,M4 Money Supply m/m,0.5%,0.5%,0.4%
,,GBP,Low,Mortgage Approvals,64K,69K,68K
,8:30am,CAD,Medium,RMPI m/m,4.4%,4.4%,4.0%
,,CAD,Low,IPPI m/m,0.5%,0.4%,-0.8%
,10:00am,USD,Medium,Pending Home Sales m/m,0.9%,1.3%,2.7%
,6:45pm,NZD,Medium,Building Consents m/m,0.0%,,-0.9%
,6:50pm,GBP,Low,GfK Consumer Confidence,7,2,1
,9:00pm,AUD,Low,HIA New Home Sales m/m,-2.3%,,0.6%
,,NZD,High,ANZ Business Confidence,-2.3,,15.7
,9:30pm,AUD,Low,Private Sector Credit m/m,0.5%,0.5%,0.3%
,,JPY,Medium,Average Cash Earnings y/y,0.6%,0.7%,0.7%
Tue Jun 30 2015,1:00am,JPY,Low,Housing Starts y/y,5.8%,6.2%,0.4%
,2:00am,EUR,Medium,German Retail Sales m/m,0.5%,0.0%,1.3%
,2:45am,EUR,Low,French Consumer Spending m/m,0.1%,0.3%,0.1%
,3:00am,CHF,Medium,KOF Economic Barometer,89.7,93.7,92.7
,3:55am,EUR,Medium,German Unemployment Change,-1K,-5K,-5K
,4:00am,EUR,Low,Italian Monthly Unemployment Rate,12.4%,12.5%,12.4%
,4:30am,GBP,High,Current Account,-26.5B,-23.7B,-28.9B
,,GBP,Medium,Final GDP q/q,0.4%,0.4%,0.3%
,,GBP,Low,Index of Services 3m/3m,0.5%,0.5%,0.4%
,,GBP,Low,Revised Business Investment q/q,2.0%,1.8%,1.7%
,4:40am,AUD,High,RBA Gov Stevens Speaks,,,
,5:00am,EUR,Medium,CPI Flash Estimate y/y,0.2%,0.2%,0.3%
,,EUR,Medium,Core CPI Flash Estimate y/y,0.8%,0.8%,0.9%
,,EUR,Medium,Unemployment Rate,11.1%,11.1%,11.1%
,,EUR,Low,Italian Prelim CPI m/m,0.1%,0.3%,0.1%
,5:26am,EUR,Low,Italian 10-y Bond Auction,2.35|1.4,,1.83|1.4
,All Day,EUR,High,Eurogroup Meetings,,,
,7:00am,GBP,Medium,MPC Member Haldane Speaks,,,
,8:30am,CAD,High,GDP m/m,-0.1%,0.1%,-0.2%
,9:00am,USD,Low,S&P/CS Composite-20 HPI y/y,4.9%,5.3%,5.0%
,9:45am,USD,Medium,Chicago PMI,49.4,50.2,46.2
,10:00am,USD,High,CB Consumer Confidence,101.4,97.1,94.6
,7:30pm,AUD,Low,AIG Manufacturing Index,44.2,,52.3
,7:50pm,JPY,Medium,Tankan Manufacturing Index,15,12,12
,,JPY,Medium,Tankan Non-Manufacturing Index,23,23,19
,9:00pm,CNY,High,Manufacturing PMI,50.2,50.5,50.2
,,CNY,Medium,Non-Manufacturing PMI,53.8,,53.2
,9:30pm,AUD,High,Building Approvals m/m,2.4%,1.2%,-5.2%
,9:35pm,JPY,Low,Final Manufacturing PMI,50.1,49.9,49.9
,9:45pm,CNY,High,Caixin Manufacturing PMI,49.4,49.6,49.6
Wed Jul 1 2015,2:30am,AUD,Low,Commodity Prices y/y,-17.9%,,-20.8%
,3:15am,EUR,Medium,Spanish Manufacturing PMI,54.5,55.6,55.8
,3:30am,CHF,Low,Manufacturing PMI,50.0,50.0,49.4
,3:45am,EUR,Low,Italian Manufacturing PMI,54.1,54.4,54.8
,3:50am,EUR,Low,French Final Manufacturing PMI,50.7,50.5,50.5
,3:55am,EUR,Medium,German Final Manufacturing PMI,51.9,51.9,51.9
,4:00am,EUR,Low,Final Manufacturing PMI,52.5,52.5,52.5
,4:30am,GBP,High,Final Manufacturing PMI,51.4,52.6,51.9
,5:30am,GBP,High,BOE Gov Carney Speaks,,,
,,GBP,Medium,BOE Financial Stability Report,,,
,,GBP,Medium,FPC Statement,,,
,All Day,EUR,High,Eurogroup Meetings,,,
,7:30am,USD,Low,Challenger Job Cuts y/y,42.7%,,-22.5%
,All Day,CAD,Holiday,Bank Holiday,,,
,8:15am,USD,High,ADP Non-Farm Employment Change,237K,219K,203K
,9:45am,USD,Low,Final Manufacturing PMI,53.6,53.4,53.4
,10:00am,USD,High,ISM Manufacturing PMI,53.5,53.2,52.8
,,USD,Low,Construction Spending m/m,0.8%,0.4%,2.1%
,,USD,Low,ISM Manufacturing Prices,49.5,51.1,49.5
,10:07am,NZD,High,GDT Price Index,-5.9%,,-1.3%
,10:30am,USD,Medium,Crude Oil Inventories,2.4M,-1.9M,-4.9M
,All Day,USD,Low,Total Vehicle Sales,17.2M,17.2M,17.8M
,7:50pm,JPY,Low,Monetary Base y/y,34.2%,36.2%,35.6%
,9:00pm,NZD,Low,ANZ Commodity Prices m/m,-3.1%,,-4.9%
,9:30pm,AUD,High,Trade Balance,-2.75B,-2.21B,-4.14B
,11:45pm,JPY,Low,10-y Bond Auction,0.51|2.6,,0.45|2.7
Thu Jul 2 2015,2:00am,GBP,Low,Nationwide HPI m/m,-0.2%,0.6%,0.2%
,3:00am,EUR,Medium,Spanish Unemployment Change,-94.7K,-124.3K,-118.0K
,4:30am,GBP,High,Construction PMI,58.1,56.6,55.9
,4:53am,EUR,Low,Spanish 10-y Bond Auction,2.26|1.8,,2.35|1.9
,4:59am,EUR,Low,French 10-y Bond Auction,1.30|2.1,,1.28|1.8
,5:00am,EUR,Low,PPI m/m,0.0%,0.1%,-0.1%
,7:30am,EUR,Medium,ECB Monetary Policy Meeting Accounts,,,
,8:30am,USD,High,Non-Farm Employment Change,223K,231K,254K
,,USD,High,Unemployment Rate,5.3%,5.4%,5.5%
,,USD,Medium,Average Hourly Earnings m/m,0.0%,0.2%,0.2%
,,USD,Medium,Unemployment Claims,281K,270K,271K
,9:30am,CAD,Low,Manufacturing PMI,51.3,,49.8
,10:00am,USD,Medium,Factory Orders m/m,-1.0%,-0.5%,-0.7%
,10:30am,USD,Low,Natural Gas Storage,69B,74B,75B
,11:10am,EUR,High,ECB President Draghi Speaks,,,
,7:30pm,AUD,Low,AIG Services Index,51.2,,49.6
,9:30pm,AUD,High,Retail Sales m/m,0.3%,0.5%,-0.1%
,9:45pm,CNY,Medium,Caixin Services PMI,51.8,53.8,53.5
Fri Jul 3 2015,3:15am,EUR,Medium,Spanish Services PMI,56.1,58.0,58.4
,3:45am,EUR,Low,Italian Services PMI,53.4,52.9,52.5
,3:50am,EUR,Low,French Final Services PMI,54.1,54.1,54.1
,3:55am,EUR,Low,German Final Services PMI,53.8,54.2,54.2
,4:00am,EUR,Low,Final Services PMI,54.4,54.4,54.4
,4:30am,GBP,High,Final Services PMI,58.5,57.4,56.5
,5:00am,EUR,Medium,Retail Sales m/m,0.2%,0.1%,0.7%
,All Day,USD,Holiday,Bank Holiday,,,
Sat Jul 4 2015,,,No specified,,,,
