Time,Currency,Impact,Event,Actual,Forecast,Previous,EffectDay,Effect60,Effect30,Effect15,SignEffectDay,SignEffect60,SignEffect30,SignEffect15
2019-01-09 21:30:00,USD,Low,Crude Oil Inventories,-1.7M,-2.4M,0.0M,104.0,73.0,58.0,54.0,0.0,0.0,0.0,0.0
2019-01-10 13:45:00,EUR,Low,French Industrial Production m/m,-1.3%,0.0%,1.3%,59.0,16.0,16.0,7.0,1.0,1.0,1.0,1.0
2019-01-10 15:05:00,EUR,Low,Italian Retail Sales m/m,0.7%,0.2%,0.2%,59.0,29.0,14.0,8.0,1.0,1.0,1.0,0.0
2019-01-10 19:30:00,USD,Low,Unemployment Claims,216K,226K,233K,59.0,17.0,11.0,11.0,1.0,0.0,1.0,0.0
2019-01-10 21:30:00,USD,Low,Natural Gas Storage,-91B,-62B,-20B,59.0,14.0,10.0,8.0,1.0,1.0,1.0,0.0
2019-01-11 15:00:00,EUR,Low,Italian Industrial Production m/m,-1.6%,-0.3%,-0.1%,82.0,12.0,11.0,6.0,1.0,0.0,1.0,0.0
2019-01-11 19:30:00,USD,High,CPI m/m,-0.1%,-0.1%,0.0%,82.0,14.0,14.0,3.0,1.0,1.0,1.0,1.0
2019-01-11 19:30:00,USD,High,Core CPI m/m,0.2%,0.2%,0.2%,82.0,14.0,14.0,3.0,1.0,1.0,1.0,1.0
2019-01-14 13:00:00,EUR,Low,German WPI m/m,-1.2%,0.3%,0.2%,31.0,11.0,8.0,5.0,0.0,1.0,1.0,1.0
2019-01-14 16:00:00,EUR,Low,Industrial Production m/m,-1.7%,0.3%,0.1%,31.0,19.0,12.0,12.0,0.0,1.0,1.0,1.0
2019-01-15 13:45:00,EUR,Low,French Final CPI m/m,0.0%,0.0%,0.0%,106.0,11.0,9.0,4.0,1.0,1.0,0.0,0.0
2019-01-15 16:00:00,EUR,Low,Trade Balance,15.1B,13.2B,13.5B,106.0,40.0,40.0,30.0,1.0,1.0,1.0,1.0
2019-01-15 19:30:00,USD,High,PPI m/m,-0.2%,-0.1%,0.1%,106.0,14.0,7.0,4.0,1.0,1.0,0.0,1.0
2019-01-15 19:30:00,USD,Medium,Core PPI m/m,-0.1%,0.2%,0.3%,106.0,14.0,7.0,4.0,1.0,1.0,0.0,1.0
2019-01-15 19:30:00,USD,Low,Empire State Manufacturing Index,3.9,11.6,10.9,106.0,14.0,7.0,4.0,1.0,1.0,0.0,1.0
2019-01-15 21:02:00,USD,Low,IBD/TIPP Economic Optimism,52.3,53.1,52.6,106.0,19.0,9.0,8.0,1.0,0.0,0.0,0.0
2019-01-16 13:00:00,EUR,Low,German Final CPI m/m,0.1%,0.1%,0.1%,47.0,17.0,7.0,7.0,0.0,1.0,1.0,1.0
2019-01-16 19:30:00,USD,Low,Import Prices m/m,-1.0%,-1.3%,-1.9%,47.0,12.0,12.0,11.0,0.0,0.0,1.0,0.0
2019-01-16 21:00:00,USD,Low,NAHB Housing Market Index,58,56,56,47.0,13.0,12.0,10.0,0.0,0.0,0.0,0.0
2019-01-16 21:30:00,USD,Low,Crude Oil Inventories,-2.7M,-1.4M,-1.7M,47.0,9.0,9.0,7.0,0.0,0.0,1.0,0.0
2019-01-17 15:00:00,EUR,Low,Italian Trade Balance,3.84B,2.89B,3.82B,39.0,16.0,8.0,6.0,1.0,0.0,0.0,0.0
2019-01-17 16:00:00,EUR,Low,Final CPI y/y,1.6%,1.7%,1.6%,39.0,10.0,8.0,5.0,1.0,1.0,0.0,0.0
2019-01-17 16:00:00,EUR,Low,Final Core CPI y/y,1.0%,1.0%,1.0%,39.0,10.0,8.0,5.0,1.0,1.0,0.0,0.0
2019-01-17 19:30:00,USD,Medium,Philly Fed Manufacturing Index,17.0,9.7,9.4,39.0,12.0,7.0,6.0,1.0,1.0,1.0,0.0
2019-01-17 19:30:00,USD,Low,Unemployment Claims,213K,219K,216K,39.0,12.0,7.0,6.0,1.0,1.0,1.0,0.0
2019-01-17 21:30:00,USD,Low,Natural Gas Storage,-81B,-73B,-91B,39.0,11.0,11.0,8.0,1.0,0.0,1.0,1.0
2019-01-18 15:00:00,EUR,Low,Current Account,20.3B,24.1B,26.8B,57.0,12.0,11.0,6.0,1.0,0.0,0.0,0.0
2019-01-18 20:15:00,USD,Low,Capacity Utilization Rate,78.7%,78.6%,78.6%,57.0,8.0,4.0,3.0,1.0,1.0,1.0,0.0
2019-01-18 20:15:00,USD,Low,Industrial Production m/m,0.3%,0.2%,0.4%,57.0,8.0,4.0,3.0,1.0,1.0,1.0,0.0
2019-01-18 21:00:00,USD,Medium,Prelim UoM Consumer Sentiment,90.7,97.0,98.3,57.0,26.0,10.0,4.0,1.0,1.0,1.0,1.0
2019-01-21 13:00:00,EUR,Low,German PPI m/m,-0.4%,-0.1%,0.1%,34.0,6.0,4.0,4.0,0.0,0.0,1.0,1.0
2019-01-22 16:00:00,EUR,Medium,German ZEW Economic Sentiment,-15.0,-18.8,-17.5,37.0,8.0,7.0,7.0,1.0,0.0,1.0,1.0
2019-01-22 16:00:00,EUR,Low,ZEW Economic Sentiment,-20.9,-20.1,-21.0,37.0,8.0,7.0,7.0,1.0,0.0,1.0,1.0
2019-01-22 21:00:00,USD,Low,Existing Home Sales,4.99M,5.27M,5.33M,37.0,19.0,11.0,9.0,1.0,0.0,0.0,0.0
2019-01-23 20:00:00,USD,Low,HPI m/m,0.4%,0.3%,0.4%,43.0,19.0,6.0,4.0,0.0,1.0,1.0,0.0
2019-01-23 21:00:00,EUR,Low,Consumer Confidence,-8,-6,-6,43.0,15.0,10.0,10.0,0.0,0.0,0.0,0.0
2019-01-23 21:03:00,USD,Low,Richmond Manufacturing Index,-2,-2,-8,43.0,18.0,10.0,10.0,0.0,0.0,0.0,1.0
2019-01-24 14:15:00,EUR,Medium,French Flash Manufacturing PMI,51.2,50.0,49.7,87.0,11.0,6.0,5.0,1.0,1.0,1.0,1.0
2019-01-24 14:15:00,EUR,Medium,French Flash Services PMI,47.5,50.6,49.0,87.0,11.0,6.0,5.0,1.0,1.0,1.0,1.0
2019-01-24 14:30:00,EUR,Medium,German Flash Manufacturing PMI,49.9,51.4,51.5,87.0,36.0,9.0,4.0,1.0,1.0,1.0,1.0
2019-01-24 14:30:00,EUR,Medium,German Flash Services PMI,53.1,52.2,51.8,87.0,36.0,9.0,4.0,1.0,1.0,1.0,1.0
2019-01-24 15:00:00,EUR,Medium,Flash Manufacturing PMI,50.5,51.5,51.4,87.0,36.0,35.0,7.0,1.0,1.0,1.0,1.0
2019-01-24 15:00:00,EUR,Medium,Flash Services PMI,50.8,51.5,51.2,87.0,36.0,35.0,7.0,1.0,1.0,1.0,1.0
2019-01-24 18:44:00,EUR,High,Main Refinancing Rate,0.00%,0.00%,0.00%,87.0,11.0,8.0,4.0,1.0,0.0,0.0,1.0
2019-01-24 19:30:00,USD,Low,Unemployment Claims,199K,219K,212K,87.0,26.0,20.0,10.0,1.0,1.0,1.0,1.0
2019-01-24 20:45:00,USD,Low,Flash Manufacturing PMI,54.9,53.5,53.8,87.0,62.0,53.0,32.0,1.0,0.0,0.0,0.0
2019-01-24 20:45:00,USD,Low,Flash Services PMI,54.2,54.0,54.4,87.0,62.0,53.0,32.0,1.0,0.0,0.0,0.0
2019-01-24 21:00:00,USD,Low,CB Leading Index m/m,-0.1%,-0.1%,0.2%,87.0,45.0,41.0,31.0,1.0,0.0,0.0,0.0
2019-01-24 21:30:00,USD,Low,Natural Gas Storage,-163B,-145B,-81B,87.0,16.0,16.0,11.0,1.0,1.0,0.0,1.0
2019-01-24 22:00:00,USD,Low,Crude Oil Inventories,8.0M,-0.2M,-2.7M,87.0,30.0,16.0,16.0,1.0,1.0,1.0,1.0
2019-01-25 15:00:00,EUR,Medium,German ifo Business Climate,99.1,100.7,101.0,123.0,13.0,13.0,13.0,0.0,0.0,0.0,1.0
2019-01-25 19:59:00,EUR,Low,Belgian NBB Business Climate,-1.5,-1.4,-0.9,123.0,18.0,10.0,5.0,0.0,0.0,0.0,0.0
2019-01-28 15:00:00,EUR,Low,M3 Money Supply y/y,4.1%,3.8%,3.7%,54.0,16.0,13.0,10.0,0.0,1.0,1.0,1.0
2019-01-28 15:00:00,EUR,Low,Private Loans y/y,3.3%,3.4%,3.3%,54.0,16.0,13.0,10.0,0.0,1.0,1.0,1.0
2019-01-29 14:00:00,EUR,Medium,Spanish Unemployment Rate,14.5%,14.5%,14.6%,39.0,12.0,12.0,7.0,1.0,0.0,0.0,0.0
2019-01-29 20:00:00,USD,Low,S&P/CS Composite-20 HPI y/y,4.7%,5.0%,5.0%,39.0,8.0,7.0,6.0,1.0,0.0,1.0,1.0
2019-01-29 21:00:00,USD,High,CB Consumer Confidence,120.2,125.0,126.6,39.0,17.0,8.0,4.0,1.0,0.0,0.0,0.0
2019-01-30 12:30:00,EUR,Low,French Flash GDP q/q,0.3%,0.2%,0.3%,44.0,6.0,6.0,3.0,1.0,0.0,0.0,0.0
2019-01-30 13:00:00,EUR,Low,German GfK Consumer Climate,10.8,10.3,10.5,44.0,17.0,5.0,3.0,1.0,1.0,1.0,1.0
2019-01-30 13:00:00,EUR,Low,German Import Prices m/m,-1.3%,-0.8%,-1.0%,44.0,17.0,5.0,3.0,1.0,1.0,1.0,1.0
2019-01-30 13:00:00,EUR,Medium,German Prelim CPI m/m,-0.8%,-0.9%,0.1%,44.0,17.0,5.0,3.0,1.0,1.0,1.0,1.0
2019-01-30 13:45:00,EUR,Low,French Consumer Spending m/m,-1.5%,-0.3%,-0.1%,44.0,22.0,22.0,17.0,1.0,1.0,1.0,1.0
2019-01-30 19:15:00,USD,Medium,ADP Non-Farm Employment Change,213K,180K,263K,44.0,14.0,7.0,4.0,1.0,1.0,1.0,1.0
2019-01-30 21:00:00,USD,Low,Pending Home Sales m/m,-2.2%,0.8%,-0.9%,44.0,20.0,20.0,20.0,1.0,1.0,1.0,1.0
2019-01-30 21:30:00,USD,Low,Crude Oil Inventories,0.9M,3.0M,8.0M,44.0,10.0,8.0,5.0,1.0,0.0,0.0,0.0
2019-01-31 01:00:00,USD,High,Federal Funds Rate,<2.50%,<2.50%,<2.50%,101.0,11.0,9.0,5.0,0.0,1.0,0.0,1.0
2019-01-31 13:00:00,EUR,Low,German Retail Sales m/m,-4.3%,-0.5%,1.4%,101.0,8.0,8.0,7.0,0.0,1.0,1.0,1.0
2019-01-31 13:45:00,EUR,Low,French Prelim CPI m/m,-0.5%,-0.5%,0.0%,101.0,19.0,10.0,4.0,0.0,0.0,1.0,0.0
2019-01-31 14:00:00,EUR,Medium,Spanish Flash GDP q/q,0.7%,0.6%,0.6%,101.0,19.0,19.0,10.0,0.0,1.0,0.0,1.0
2019-01-31 14:00:00,EUR,Low,Spanish Flash CPI y/y,1.0%,1.1%,1.2%,101.0,19.0,19.0,10.0,0.0,1.0,0.0,1.0
2019-01-31 14:55:00,EUR,Low,German Unemployment Change,-2K,-11K,-12K,101.0,23.0,23.0,18.0,0.0,1.0,0.0,1.0
2019-01-31 15:00:00,EUR,Low,Italian Monthly Unemployment Rate,10.3%,10.6%,10.5%,101.0,23.0,23.0,19.0,0.0,1.0,0.0,0.0
2019-01-31 16:00:00,EUR,Medium,Prelim Flash GDP q/q,0.2%,0.2%,0.2%,101.0,11.0,8.0,7.0,0.0,1.0,0.0,1.0
2019-01-31 16:00:00,EUR,Low,Italian Prelim GDP q/q,-0.2%,-0.1%,-0.1%,101.0,11.0,8.0,7.0,0.0,1.0,0.0,1.0
2019-01-31 16:00:00,EUR,Low,Unemployment Rate,7.9%,7.9%,7.9%,101.0,11.0,8.0,7.0,0.0,1.0,0.0,1.0
2019-01-31 19:30:00,USD,Medium,Employment Cost Index q/q,0.7%,0.8%,0.8%,101.0,11.0,9.0,4.0,0.0,1.0,1.0,0.0
2019-01-31 19:30:00,USD,Low,Unemployment Claims,253K,215K,200K,101.0,11.0,9.0,4.0,0.0,1.0,1.0,0.0
2019-01-31 20:45:00,USD,Medium,Chicago PMI,56.7,61.5,65.4,101.0,13.0,13.0,11.0,0.0,1.0,1.0,0.0
2019-01-31 21:00:00,USD,Low,New Home Sales,657K,569K,562K,101.0,18.0,13.0,13.0,0.0,1.0,1.0,1.0
2019-01-31 21:30:00,USD,Low,Natural Gas Storage,-173B,-191B,-163B,101.0,17.0,14.0,6.0,0.0,1.0,1.0,1.0
2019-02-01 03:00:00,USD,Low,TIC Long-Term Purchases,37.6B,30.3B,31.9B,54.0,7.0,4.0,4.0,0.0,0.0,1.0,1.0
2019-02-01 14:15:00,EUR,Low,Spanish Manufacturing PMI,52.4,50.5,51.1,54.0,11.0,6.0,6.0,0.0,0.0,1.0,1.0
2019-02-01 14:45:00,EUR,Low,Italian Manufacturing PMI,47.8,49.0,49.2,54.0,10.0,9.0,6.0,0.0,0.0,0.0,0.0
2019-02-01 14:50:00,EUR,Low,French Final Manufacturing PMI,51.2,51.2,51.2,54.0,10.0,9.0,7.0,0.0,0.0,0.0,1.0
2019-02-01 14:55:00,EUR,Low,German Final Manufacturing PMI,49.7,49.9,49.9,54.0,10.0,9.0,8.0,0.0,0.0,0.0,1.0
2019-02-01 15:00:00,EUR,Low,Final Manufacturing PMI,50.5,50.5,50.5,54.0,10.0,9.0,9.0,0.0,0.0,0.0,0.0
2019-02-01 16:00:00,EUR,Medium,CPI Flash Estimate y/y,1.4%,1.4%,1.6%,54.0,22.0,18.0,5.0,0.0,0.0,0.0,1.0
2019-02-01 16:00:00,EUR,Medium,Core CPI Flash Estimate y/y,1.1%,1.0%,1.0%,54.0,22.0,18.0,5.0,0.0,0.0,0.0,1.0
2019-02-01 19:30:00,USD,High,Average Hourly Earnings m/m,0.1%,0.3%,0.4%,54.0,8.0,6.0,4.0,0.0,0.0,1.0,1.0
2019-02-01 19:30:00,USD,High,Non-Farm Employment Change,304K,165K,222K,54.0,8.0,6.0,4.0,0.0,0.0,1.0,1.0
2019-02-01 19:30:00,USD,High,Unemployment Rate,4.0%,3.9%,3.9%,54.0,8.0,6.0,4.0,0.0,0.0,1.0,1.0
2019-02-01 20:45:00,USD,Low,Final Manufacturing PMI,54.9,54.9,54.9,54.0,20.0,15.0,13.0,0.0,1.0,1.0,1.0
2019-02-01 21:00:00,USD,High,ISM Manufacturing PMI,56.6,54.1,54.1,54.0,11.0,10.0,6.0,0.0,0.0,1.0,0.0
2019-02-01 21:00:00,USD,Medium,Revised UoM Consumer Sentiment,91.2,90.8,90.7,54.0,11.0,10.0,6.0,0.0,0.0,1.0,0.0
2019-02-01 21:00:00,USD,Low,Construction Spending m/m,0.8%,0.2%,0.1%,54.0,11.0,10.0,6.0,0.0,0.0,1.0,0.0
2019-02-01 21:00:00,USD,Low,Final Wholesale Inventories m/m,0.3%,0.5%,0.8%,54.0,11.0,10.0,6.0,0.0,0.0,1.0,0.0
2019-02-01 21:00:00,USD,Low,ISM Manufacturing Prices,49.6,54.4,54.9,54.0,11.0,10.0,6.0,0.0,0.0,1.0,0.0
2019-02-01 21:00:00,USD,Low,Total Vehicle Sales,16.7M,17.2M,17.6M,54.0,11.0,10.0,6.0,0.0,0.0,1.0,0.0
2019-02-01 21:00:00,USD,Low,Wards Total Vehicle Sales,16.6M,17.2M,17.5M,54.0,11.0,10.0,6.0,0.0,0.0,1.0,0.0
2019-02-04 14:00:00,EUR,Low,Spanish Unemployment Change,83.5K,60.3K,-50.6K,36.0,7.0,4.0,3.0,1.0,0.0,0.0,0.0
2019-02-04 15:30:00,EUR,Low,Sentix Investor Confidence,-3.7,-1.1,-1.5,36.0,9.0,9.0,5.0,1.0,1.0,0.0,0.0
2019-02-04 16:00:00,EUR,Low,PPI m/m,-0.8%,-0.7%,-0.3%,36.0,9.0,9.0,4.0,1.0,1.0,1.0,0.0
2019-02-04 16:00:00,EUR,Low,Italian Prelim CPI m/m,0.1%,0.1%,-0.1%,36.0,9.0,9.0,4.0,1.0,1.0,1.0,0.0
2019-02-04 21:00:00,USD,Low,Factory Orders m/m,-0.6%,0.3%,-2.1%,36.0,26.0,17.0,17.0,1.0,1.0,1.0,1.0
2019-02-05 14:15:00,EUR,Low,Spanish Services PMI,54.7,53.1,54.0,39.0,13.0,9.0,7.0,1.0,1.0,1.0,1.0
2019-02-05 14:45:00,EUR,Low,Italian Services PMI,49.7,50.0,50.5,39.0,13.0,9.0,3.0,1.0,1.0,1.0,0.0
2019-02-05 14:50:00,EUR,Low,French Final Services PMI,47.8,47.5,47.5,39.0,14.0,10.0,4.0,1.0,1.0,1.0,0.0
2019-02-05 14:55:00,EUR,Low,German Final Services PMI,53.0,53.1,53.1,39.0,14.0,10.0,8.0,1.0,1.0,1.0,1.0
2019-02-05 15:00:00,EUR,Low,Final Services PMI,51.2,50.8,50.8,39.0,14.0,12.0,9.0,1.0,1.0,1.0,1.0
2019-02-05 16:00:00,EUR,Low,Retail Sales m/m,-1.6%,-1.5%,0.8%,39.0,12.0,12.0,12.0,1.0,0.0,0.0,0.0
2019-02-05 20:45:00,USD,Low,Final Services PMI,54.2,54.2,54.2,39.0,14.0,5.0,4.0,1.0,1.0,1.0,1.0
2019-02-05 21:00:00,USD,High,ISM Services PMI,56.7,57.2,57.6,39.0,22.0,8.0,5.0,1.0,1.0,1.0,1.0
2019-02-05 21:00:00,USD,Low,IBD/TIPP Economic Optimism,50.3,53.1,52.3,39.0,22.0,8.0,5.0,1.0,1.0,1.0,1.0
2019-02-06 13:00:00,EUR,Low,German Factory Orders m/m,-1.6%,0.3%,-0.2%,43.0,11.0,6.0,5.0,1.0,1.0,1.0,1.0
2019-02-06 19:30:00,USD,Low,Trade Balance,-49.3B,-54.0B,-55.7B,43.0,7.0,7.0,3.0,1.0,0.0,0.0,1.0
2019-02-06 21:30:00,USD,Low,Crude Oil Inventories,1.3M,1.3M,0.9M,43.0,9.0,7.0,7.0,1.0,1.0,1.0,1.0
2019-02-07 13:00:00,EUR,Low,German Industrial Production m/m,-0.4%,0.8%,-1.3%,58.0,7.0,3.0,3.0,1.0,0.0,0.0,0.0
2019-02-07 13:45:00,EUR,Low,French Trade Balance,-4.7B,-4.1B,-4.8B,58.0,12.0,11.0,5.0,1.0,1.0,0.0,0.0
2019-02-07 15:00:00,EUR,Low,Italian Retail Sales m/m,-0.7%,-0.1%,0.6%,58.0,10.0,8.0,8.0,1.0,0.0,1.0,1.0
2019-02-07 19:30:00,USD,Low,Unemployment Claims,234K,220K,253K,58.0,15.0,10.0,5.0,1.0,0.0,0.0,0.0
2019-02-07 21:30:00,USD,Low,Natural Gas Storage,-237B,-228B,-173B,58.0,11.0,9.0,9.0,1.0,0.0,0.0,0.0
2019-02-08 02:00:00,USD,Low,Consumer Credit m/m,16.6B,16.5B,22.4B,39.0,7.0,7.0,6.0,1.0,1.0,1.0,1.0
2019-02-08 13:00:00,EUR,Low,German Trade Balance,19.4B,18.3B,18.9B,39.0,4.0,3.0,2.0,1.0,0.0,1.0,0.0
2019-02-08 13:45:00,EUR,Low,French Industrial Production m/m,0.8%,0.7%,-1.5%,39.0,8.0,6.0,2.0,1.0,1.0,0.0,0.0
2019-02-08 13:45:00,EUR,Low,French Prelim Private Payrolls q/q,0.1%,0.1%,0.1%,39.0,8.0,6.0,2.0,1.0,1.0,0.0,0.0
2019-02-08 15:00:00,EUR,Low,Italian Industrial Production m/m,-0.8%,0.4%,-1.7%,39.0,17.0,10.0,6.0,1.0,1.0,1.0,1.0
2019-02-12 06:03:00,USD,Low,NFIB Small Business Index,101.2,103.2,104.4,64.0,5.0,4.0,2.0,0.0,0.0,0.0,0.0
2019-02-12 21:00:00,USD,Low,JOLTS Job Openings,7.34M,6.84M,7.17M,64.0,13.0,10.0,5.0,0.0,0.0,0.0,1.0
2019-02-13 16:00:00,EUR,Low,Industrial Production m/m,-0.9%,-0.4%,-1.7%,61.0,13.0,11.0,8.0,1.0,1.0,1.0,0.0
2019-02-13 19:30:00,USD,High,CPI m/m,0.0%,0.1%,-0.1%,61.0,13.0,12.0,3.0,1.0,1.0,1.0,1.0
2019-02-13 19:30:00,USD,High,Core CPI m/m,0.2%,0.2%,0.2%,61.0,13.0,12.0,3.0,1.0,1.0,1.0,1.0
2019-02-13 21:30:00,USD,Low,Crude Oil Inventories,3.6M,2.1M,1.3M,61.0,22.0,17.0,15.0,1.0,0.0,0.0,0.0
2019-02-14 01:00:00,USD,Low,Federal Budget Balance,-13.5B,-10.5B,-204.9B,60.0,7.0,4.0,4.0,1.0,0.0,0.0,0.0
2019-02-14 13:00:00,EUR,Medium,German Prelim GDP q/q,0.0%,0.1%,-0.2%,60.0,6.0,6.0,5.0,1.0,1.0,1.0,1.0
2019-02-14 13:00:00,EUR,Low,German WPI m/m,-0.7%,0.3%,-1.2%,60.0,6.0,6.0,5.0,1.0,1.0,1.0,1.0
2019-02-14 16:00:00,EUR,Medium,Flash GDP q/q,0.2%,0.2%,0.2%,60.0,13.0,13.0,12.0,1.0,0.0,0.0,0.0
2019-02-14 16:00:00,EUR,Low,Flash Employment Change q/q,0.3%,0.2%,0.2%,60.0,13.0,13.0,12.0,1.0,0.0,0.0,0.0
2019-02-14 19:30:00,USD,High,Core Retail Sales m/m,-1.8%,0.0%,0.0%,60.0,11.0,6.0,5.0,1.0,0.0,1.0,0.0
2019-02-14 19:30:00,USD,High,PPI m/m,-0.1%,0.1%,-0.2%,60.0,11.0,6.0,5.0,1.0,0.0,1.0,0.0
2019-02-14 19:30:00,USD,High,Retail Sales m/m,-1.2%,0.1%,0.1%,60.0,11.0,6.0,5.0,1.0,0.0,1.0,0.0
2019-02-14 19:30:00,USD,Medium,Core PPI m/m,0.3%,0.2%,-0.1%,60.0,11.0,6.0,5.0,1.0,0.0,1.0,0.0
2019-02-14 19:30:00,USD,Low,Unemployment Claims,239K,225K,235K,60.0,11.0,6.0,5.0,1.0,0.0,1.0,0.0
2019-02-14 21:00:00,USD,Low,Business Inventories m/m,-0.1%,0.3%,0.6%,60.0,16.0,16.0,16.0,1.0,1.0,1.0,1.0
2019-02-14 21:30:00,USD,Low,Natural Gas Storage,-78B,-79B,-237B,60.0,21.0,11.0,11.0,1.0,1.0,1.0,0.0
2019-02-15 15:03:00,EUR,Low,Italian Trade Balance,3.66B,3.47B,3.85B,68.0,12.0,12.0,8.0,1.0,0.0,1.0,0.0
2019-02-15 16:00:00,EUR,Low,Trade Balance,15.6B,15.6B,15.8B,68.0,12.0,7.0,7.0,1.0,0.0,0.0,1.0
2019-02-15 19:30:00,USD,Low,Empire State Manufacturing Index,8.8,7.1,3.9,68.0,34.0,15.0,4.0,1.0,1.0,1.0,0.0
2019-02-15 19:30:00,USD,Low,Import Prices m/m,-0.5%,-0.1%,-1.0%,68.0,34.0,15.0,4.0,1.0,1.0,1.0,0.0
2019-02-15 20:15:00,USD,Low,Capacity Utilization Rate,78.2%,78.8%,78.8%,68.0,31.0,27.0,22.0,1.0,0.0,1.0,1.0
2019-02-15 20:15:00,USD,Low,Industrial Production m/m,-0.6%,0.1%,0.1%,68.0,31.0,27.0,22.0,1.0,0.0,1.0,1.0
2019-02-15 21:00:00,USD,Medium,Prelim UoM Consumer Sentiment,95.5,93.3,91.2,68.0,33.0,33.0,13.0,1.0,0.0,0.0,0.0
2019-02-16 03:00:00,USD,Low,TIC Long-Term Purchases,-48.3B,34.5B,32.0B,39.0,6.0,5.0,5.0,0.0,0.0,0.0,0.0
2019-02-19 15:00:00,EUR,Low,Current Account,16.2B,21.4B,22.6B,67.0,29.0,26.0,11.0,0.0,0.0,0.0,0.0
2019-02-19 16:00:00,EUR,Medium,German ZEW Economic Sentiment,-13.4,-14.1,-15.0,67.0,23.0,19.0,14.0,0.0,1.0,1.0,1.0
2019-02-19 16:00:00,EUR,Low,ZEW Economic Sentiment,-16.6,-18.2,-20.9,67.0,23.0,19.0,14.0,0.0,1.0,1.0,1.0
2019-02-19 21:00:00,USD,Low,NAHB Housing Market Index,62,59,58,67.0,27.0,19.0,12.0,0.0,0.0,0.0,0.0
2019-02-20 13:00:00,EUR,Low,German PPI m/m,0.4%,-0.2%,-0.4%,49.0,7.0,2.0,2.0,0.0,1.0,1.0,0.0
2019-02-20 20:56:00,EUR,Low,Consumer Confidence,-7,-8,-8,49.0,11.0,7.0,6.0,0.0,1.0,1.0,1.0
2019-02-21 13:00:00,EUR,Low,German Final CPI m/m,-0.8%,-0.8%,-0.8%,51.0,11.0,7.0,7.0,1.0,1.0,1.0,1.0
2019-02-21 13:45:00,EUR,Low,French Final CPI m/m,-0.4%,-0.5%,-0.5%,51.0,20.0,17.0,4.0,1.0,0.0,0.0,1.0
2019-02-21 14:15:00,EUR,High,French Flash Services PMI,49.8,48.6,47.8,51.0,14.0,9.0,8.0,1.0,0.0,0.0,0.0
2019-02-21 14:15:00,EUR,Medium,French Flash Manufacturing PMI,51.4,51.0,51.2,51.0,14.0,9.0,8.0,1.0,0.0,0.0,0.0
2019-02-21 14:30:00,EUR,High,German Flash Manufacturing PMI,47.6,49.7,49.7,51.0,31.0,8.0,5.0,1.0,0.0,1.0,0.0
2019-02-21 14:30:00,EUR,High,German Flash Services PMI,55.1,52.8,53.0,51.0,31.0,8.0,5.0,1.0,0.0,1.0,0.0
2019-02-21 15:00:00,EUR,Medium,Flash Manufacturing PMI,49.2,50.3,50.5,51.0,28.0,28.0,10.0,1.0,0.0,0.0,0.0
2019-02-21 15:00:00,EUR,Medium,Flash Services PMI,52.3,51.4,51.2,51.0,28.0,28.0,10.0,1.0,0.0,0.0,0.0
2019-02-21 19:30:00,USD,High,Core Durable Goods Orders m/m,0.1%,0.3%,-0.4%,51.0,8.0,7.0,7.0,1.0,1.0,0.0,0.0
