Time,Currency,Impact,Event,Actual,Forecast,Previous,EffectDay,Effect60,Effect30,Effect15,SignEffectDay,SignEffect60,SignEffect30,SignEffect15
2019-01-07 13:00:00,EUR,Low,German Factory Orders m/m,-1.0%,-0.2%,0.2%,79.0,13.0,11.0,8.0,0.0,1.0,0.0,1.0
2019-01-07 13:00:00,EUR,Low,German Retail Sales m/m,1.4%,0.4%,0.1%,79.0,13.0,11.0,8.0,0.0,1.0,0.0,1.0
2019-01-07 15:30:00,EUR,Low,Sentix Investor Confidence,-1.5,-2.0,-0.3,79.0,20.0,11.0,7.0,0.0,0.0,1.0,1.0
2019-01-07 16:00:00,EUR,Low,Retail Sales m/m,0.6%,0.2%,0.6%,79.0,18.0,18.0,16.0,0.0,0.0,0.0,0.0
2019-01-07 21:00:00,USD,High,ISM Services PMI,57.6,59.6,60.7,79.0,17.0,12.0,12.0,0.0,0.0,0.0,0.0
2019-01-08 13:00:00,EUR,Low,German Industrial Production m/m,-1.9%,0.3%,-0.8%,63.0,14.0,14.0,6.0,1.0,0.0,0.0,0.0
2019-01-08 13:45:00,EUR,Low,French Trade Balance,-5.1B,-4.9B,-4.1B,63.0,19.0,15.0,3.0,1.0,1.0,1.0,1.0
2019-01-08 16:20:00,USD,Low,NFIB Small Business Index,104.4,103.1,104.8,63.0,27.0,9.0,9.0,1.0,1.0,0.0,0.0
2019-01-08 21:00:00,USD,Low,JOLTS Job Openings,6.89M,7.07M,7.13M,63.0,19.0,11.0,7.0,1.0,0.0,0.0,0.0
2019-01-09 02:00:00,USD,Low,Consumer Credit m/m,22.1B,17.3B,25.0B,104.0,5.0,5.0,4.0,0.0,0.0,1.0,0.0
2019-01-09 13:00:00,EUR,Low,German Trade Balance,19.0B,17.9B,17.3B,104.0,9.0,9.0,5.0,0.0,1.0,0.0,1.0
2019-01-09 15:00:00,EUR,Low,Italian Monthly Unemployment Rate,10.5%,10.5%,10.6%,104.0,15.0,11.0,11.0,0.0,1.0,1.0,1.0
2019-01-09 16:00:00,EUR,Low,Unemployment Rate,7.9%,8.1%,8.0%,104.0,15.0,13.0,9.0,0.0,1.0,0.0,1.0
