Time,Currency,Impact,Event,Actual,Forecast,Previous,EffectDay,Effect60,Effect30,Effect15
2017-01-06 21:00:00,USD,Medium,Factory Orders m/m,-2.4%,-2.1%,2.8%,-86.0,33.0,23.0,
2017-01-09 13:00:00,EUR,Low,German Industrial Production m/m,0.4%,0.7%,0.5%,72.0,17.0,-7.0,
2017-01-09 13:00:00,EUR,Low,German Trade Balance,21.7B,20.8B,20.6B,72.0,17.0,-7.0,
2017-01-09 15:00:00,EUR,Low,Italian Monthly Unemployment Rate,11.9%,11.6%,11.8%,72.0,21.0,20.0,
2017-01-09 15:30:00,EUR,Low,Sentix Investor Confidence,18.2,12.6,10.0,72.0,-24.0,-11.0,
2017-01-09 16:00:00,EUR,Low,Unemployment Rate,9.8%,9.8%,9.8%,72.0,-28.0,-20.0,
2017-01-10 02:00:00,USD,Low,Consumer Credit m/m,24.5B,18.3B,16.2B,69.0,16.0,8.0,
2017-01-10 13:45:00,EUR,Low,French Industrial Production m/m,2.2%,0.5%,-0.1%,69.0,-17.0,-13.0,
2017-01-10 17:00:00,USD,Low,NFIB Small Business Index,105.8,99.6,98.4,69.0,-20.0,-20.0,
2017-01-10 21:00:00,USD,Medium,JOLTS Job Openings,5.52M,5.59M,5.45M,69.0,35.0,-10.0,
2017-01-10 21:00:00,USD,Low,Final Wholesale Inventories m/m,1.0%,0.9%,0.9%,69.0,35.0,-10.0,
2017-01-11 21:00:00,USD,Low,IBD/TIPP Economic Optimism,55.6,53.9,54.8,-121.0,-37.0,-24.0,
2017-01-11 21:30:00,USD,High,Crude Oil Inventories,4.1M,0.9M,-7.1M,-121.0,-43.0,-19.0,
2017-01-12 13:45:00,EUR,Low,French Final CPI m/m,0.3%,0.3%,0.3%,212.0,23.0,18.0,
2017-01-12 15:00:00,EUR,Low,Italian Industrial Production m/m,0.7%,0.2%,0.1%,212.0,37.0,21.0,
2017-01-12 16:00:00,EUR,Low,Industrial Production m/m,1.5%,0.5%,0.1%,212.0,-17.0,-17.0,
2017-01-12 19:30:00,USD,High,Unemployment Claims,247K,266K,237K,212.0,23.0,18.0,
2017-01-12 19:30:00,USD,Medium,Import Prices m/m,0.4%,0.8%,-0.2%,212.0,23.0,18.0,
2017-01-12 21:30:00,USD,Low,Natural Gas Storage,-151B,-150B,-49B,212.0,43.0,26.0,
2017-01-13 01:00:00,USD,Low,Federal Budget Balance,-27.5B,-21.0B,-136.7B,-76.0,-22.0,-22.0,
2017-01-13 13:00:00,EUR,Low,German WPI m/m,1.2%,0.3%,0.1%,-76.0,16.0,12.0,
2017-01-13 19:30:00,USD,High,Core Retail Sales m/m,0.2%,0.5%,0.3%,-76.0,22.0,15.0,
2017-01-13 19:30:00,USD,High,PPI m/m,0.3%,0.1%,0.4%,-76.0,22.0,15.0,
2017-01-13 19:30:00,USD,High,Retail Sales m/m,0.6%,0.5%,0.2%,-76.0,22.0,15.0,
2017-01-13 19:30:00,USD,Medium,Core PPI m/m,0.2%,0.3%,0.4%,-76.0,22.0,15.0,
2017-01-13 21:00:00,USD,High,Prelim UoM Consumer Sentiment,98.1,98.6,98.2,-76.0,-52.0,-28.0,
2017-01-13 21:00:00,USD,Low,Business Inventories m/m,0.7%,0.3%,-0.1%,-76.0,-52.0,-28.0,
2017-01-16 16:00:00,EUR,Low,Trade Balance,22.7B,23.2B,19.9B,56.0,18.0,12.0,
2017-01-17 15:00:00,EUR,Low,Italian Trade Balance,4.20B,3.84B,4.29B,123.0,17.0,17.0,
2017-01-17 16:00:00,EUR,Medium,German ZEW Economic Sentiment,16.6,18.9,13.8,123.0,27.0,20.0,
2017-01-17 16:00:00,EUR,Low,ZEW Economic Sentiment,23.2,24.2,18.1,123.0,27.0,20.0,
2017-01-17 19:30:00,USD,Medium,Empire State Manufacturing Index,6.5,8.1,9.0,123.0,-35.0,-24.0,
2017-01-18 13:00:00,EUR,Low,German Final CPI m/m,0.7%,0.7%,0.7%,-59.0,13.0,7.0,
2017-01-18 16:00:00,EUR,Medium,Final CPI y/y,1.1%,1.1%,1.1%,-59.0,-11.0,-9.0,
2017-01-18 16:00:00,EUR,Low,Final Core CPI y/y,0.9%,0.9%,0.9%,-59.0,-11.0,-9.0,
2017-01-18 19:30:00,USD,High,CPI m/m,0.3%,0.3%,0.2%,-59.0,-28.0,-22.0,
2017-01-18 19:30:00,USD,High,Core CPI m/m,0.2%,0.2%,0.2%,-59.0,-28.0,-22.0,
2017-01-18 20:15:00,USD,Medium,Capacity Utilization Rate,75.5%,75.6%,74.9%,-59.0,18.0,18.0,
2017-01-18 20:15:00,USD,Medium,Industrial Production m/m,0.8%,0.8%,-0.7%,-59.0,18.0,18.0,
2017-01-18 21:00:00,USD,Low,NAHB Housing Market Index,67,69,69,-59.0,24.0,12.0,
2017-01-19 03:00:00,USD,Low,TIC Long-Term Purchases,30.8B,21.3B,9.3B,-103.0,-40.0,-40.0,
2017-01-19 15:00:00,EUR,Low,Current Account,36.1B,29.3B,28.3B,-103.0,17.0,17.0,
2017-01-19 18:45:00,EUR,High,Main Refinancing Rate,0.00%,0.00%,0.00%,-103.0,15.0,12.0,
2017-01-19 19:30:00,USD,High,Building Permits,1.21M,1.22M,1.21M,-103.0,19.0,11.0,
2017-01-19 19:30:00,USD,High,Philly Fed Manufacturing Index,23.6,16.3,21.5,-103.0,19.0,11.0,
2017-01-19 19:30:00,USD,High,Unemployment Claims,234K,252K,249K,-103.0,19.0,11.0,
2017-01-19 19:30:00,USD,Medium,Housing Starts,1.23M,1.19M,1.10M,-103.0,19.0,11.0,
2017-01-19 21:30:00,USD,Low,Natural Gas Storage,-243B,-235B,-151B,-103.0,-32.0,-32.0,
2017-01-19 22:00:00,USD,High,Crude Oil Inventories,2.3M,0.1M,4.1M,-103.0,32.0,19.0,
2017-01-20 13:00:00,EUR,Low,German PPI m/m,0.4%,0.4%,0.3%,79.0,14.0,10.0,
2017-01-23 21:00:00,EUR,Low,Consumer Confidence,-5,-5,-5,60.0,-27.0,-27.0,
2017-01-24 14:00:00,EUR,Medium,French Flash Manufacturing PMI,53.4,53.4,53.5,55.0,16.0,11.0,
2017-01-24 14:00:00,EUR,Medium,French Flash Services PMI,53.9,53.2,52.9,55.0,16.0,11.0,
2017-01-24 14:30:00,EUR,Medium,German Flash Manufacturing PMI,56.5,55.5,55.6,55.0,-19.0,-16.0,
2017-01-24 14:30:00,EUR,Medium,German Flash Services PMI,53.2,54.6,54.3,55.0,-19.0,-16.0,
2017-01-24 15:00:00,EUR,Medium,Flash Manufacturing PMI,55.1,54.8,54.9,55.0,16.0,16.0,
2017-01-24 15:00:00,EUR,Medium,Flash Services PMI,53.6,53.9,53.7,55.0,16.0,16.0,
2017-01-24 20:45:00,USD,Low,Flash Manufacturing PMI,55.1,54.6,54.3,55.0,23.0,-10.0,
2017-01-24 21:00:00,USD,Medium,Existing Home Sales,5.49M,5.54M,5.65M,55.0,23.0,11.0,
2017-01-24 21:00:00,USD,Low,Richmond Manufacturing Index,12,7,8,55.0,23.0,11.0,
2017-01-25 15:00:00,EUR,High,German ifo Business Climate,109.8,111.3,111.0,-58.0,19.0,19.0,
2017-01-25 19:59:00,EUR,Low,Belgian NBB Business Climate,0.5,0.4,-0.2,-58.0,-13.0,-12.0,
2017-01-25 20:00:00,USD,Low,HPI m/m,0.5%,0.4%,0.3%,-58.0,-13.0,-11.0,
2017-01-25 21:30:00,USD,High,Crude Oil Inventories,2.8M,1.5M,2.3M,-58.0,24.0,17.0,
2017-01-26 13:00:00,EUR,Low,German GfK Consumer Climate,10.2,10.0,9.9,-108.0,-17.0,-14.0,
2017-01-26 14:00:00,EUR,Medium,Spanish Unemployment Rate,18.6%,18.9%,18.9%,-108.0,-18.0,10.0,
2017-01-26 15:00:00,EUR,Low,Italian Retail Sales m/m,-0.7%,0.1%,1.2%,-108.0,17.0,13.0,
2017-01-26 19:30:00,USD,High,Unemployment Claims,259K,247K,237K,-108.0,-44.0,-25.0,
2017-01-26 19:30:00,USD,Low,Goods Trade Balance,-65.0B,-64.5B,-66.6B,-108.0,-44.0,-25.0,
2017-01-26 19:30:00,USD,Low,Prelim Wholesale Inventories m/m,1.0%,0.9%,1.0%,-108.0,-44.0,-25.0,
2017-01-26 20:45:00,USD,Low,Flash Services PMI,55.1,54.4,53.9,-108.0,-33.0,15.0,
2017-01-26 21:00:00,USD,Medium,New Home Sales,536K,585K,598K,-108.0,-32.0,-23.0,
2017-01-26 21:00:00,USD,Low,CB Leading Index m/m,0.5%,0.5%,0.1%,-108.0,-32.0,-23.0,
2017-01-26 21:30:00,USD,Low,Natural Gas Storage,-119B,-121B,-243B,-108.0,-20.0,-18.0,
2017-01-27 13:00:00,EUR,Low,German Import Prices m/m,1.9%,1.3%,0.7%,66.0,-12.0,-8.0,
2017-01-27 15:00:00,EUR,Medium,M3 Money Supply y/y,5.0%,4.9%,4.8%,66.0,13.0,12.0,
2017-01-27 15:00:00,EUR,Low,Private Loans y/y,2.0%,2.0%,1.9%,66.0,13.0,12.0,
2017-01-27 19:30:00,USD,High,Advance GDP q/q,1.9%,2.1%,3.5%,66.0,-18.0,-18.0,
2017-01-27 19:30:00,USD,High,Core Durable Goods Orders m/m,0.5%,0.5%,0.6%,66.0,-18.0,-18.0,
2017-01-27 19:30:00,USD,Medium,Advance GDP Price Index q/q,2.1%,2.1%,1.4%,66.0,-18.0,-18.0,
2017-01-27 19:30:00,USD,Medium,Durable Goods Orders m/m,-0.4%,2.7%,-4.5%,66.0,-18.0,-18.0,
2017-01-27 21:00:00,USD,Medium,Revised UoM Consumer Sentiment,98.5,98.2,98.1,66.0,27.0,27.0,
2017-01-30 05:50:00,EUR,Medium,German Prelim CPI m/m,-0.6%,-0.5%,0.7%,-120.0,10.0,-5.0,
2017-01-30 14:00:00,EUR,Medium,Spanish Flash GDP q/q,0.7%,0.7%,0.7%,-120.0,-22.0,-8.0,
2017-01-30 19:30:00,USD,Medium,Core PCE Price Index m/m,0.1%,0.1%,0.0%,-120.0,-23.0,-17.0,
2017-01-30 19:30:00,USD,Medium,Personal Spending m/m,0.5%,0.4%,0.2%,-120.0,-23.0,-17.0,
2017-01-30 19:30:00,USD,Low,Personal Income m/m,0.3%,0.4%,0.1%,-120.0,-23.0,-17.0,
2017-01-30 21:00:00,USD,Medium,Pending Home Sales m/m,1.6%,1.6%,-2.5%,-120.0,19.0,11.0,
2017-01-31 12:30:00,EUR,Low,French Flash GDP q/q,0.4%,0.4%,0.2%,134.0,-8.0,-5.0,
2017-01-31 13:00:00,EUR,Medium,German Retail Sales m/m,-0.9%,0.6%,-1.7%,134.0,-13.0,6.0,
2017-01-31 13:45:00,EUR,Low,French Consumer Spending m/m,-0.8%,0.2%,0.6%,134.0,-15.0,-11.0,
2017-01-31 13:45:00,EUR,Low,French Prelim CPI m/m,-0.2%,-0.5%,0.3%,134.0,-15.0,-11.0,
2017-01-31 14:00:00,EUR,Medium,Spanish Flash CPI y/y,3.0%,2.4%,1.6%,134.0,16.0,-7.0,
2017-01-31 14:55:00,EUR,Medium,German Unemployment Change,-26K,-5K,-20K,134.0,31.0,23.0,
2017-01-31 15:00:00,EUR,Low,Italian Monthly Unemployment Rate,12.0%,11.8%,12.0%,134.0,28.0,27.0,
2017-01-31 16:00:00,EUR,Medium,CPI Flash Estimate y/y,1.8%,1.5%,1.1%,134.0,20.0,-13.0,
2017-01-31 16:00:00,EUR,Medium,Core CPI Flash Estimate y/y,0.9%,0.9%,0.9%,134.0,20.0,-13.0,
2017-01-31 16:00:00,EUR,Medium,Prelim Flash GDP q/q,0.5%,0.4%,0.3%,134.0,20.0,-13.0,
2017-01-31 16:00:00,EUR,Low,Unemployment Rate,9.6%,9.8%,9.7%,134.0,20.0,-13.0,
2017-01-31 19:30:00,USD,Medium,Employment Cost Index q/q,0.5%,0.6%,0.6%,134.0,-19.0,-17.0,
2017-01-31 20:00:00,USD,Low,S&P/CS Composite-20 HPI y/y,5.3%,5.0%,5.1%,134.0,20.0,14.0,
2017-01-31 20:45:00,USD,Medium,Chicago PMI,50.3,55.1,54.6,134.0,32.0,11.0,
2017-01-31 21:00:00,USD,High,CB Consumer Confidence,111.8,112.6,113.3,134.0,46.0,31.0,
2017-02-01 14:15:00,EUR,Medium,Spanish Manufacturing PMI,55.6,55.1,55.3,-73.0,-12.0,-6.0,
2017-02-01 14:45:00,EUR,Low,Italian Manufacturing PMI,53.0,53.3,53.2,-73.0,-22.0,-12.0,
2017-02-01 14:50:00,EUR,Low,French Final Manufacturing PMI,53.6,53.4,53.4,-73.0,22.0,16.0,
2017-02-01 14:55:00,EUR,Low,German Final Manufacturing PMI,56.4,56.5,56.5,-73.0,23.0,17.0,
2017-02-01 15:00:00,EUR,Low,Final Manufacturing PMI,55.2,55.1,55.1,-73.0,19.0,13.0,
2017-02-01 19:15:00,USD,High,ADP Non-Farm Employment Change,246K,165K,151K,-73.0,-22.0,-11.0,
2017-02-01 20:45:00,USD,Low,Final Manufacturing PMI,55.0,55.1,55.1,-73.0,-24.0,-22.0,
2017-02-01 21:00:00,USD,High,ISM Manufacturing PMI,56.0,55.0,54.7,-73.0,-12.0,-12.0,
2017-02-01 21:00:00,USD,Low,Construction Spending m/m,-0.2%,0.2%,0.9%,-73.0,-12.0,-12.0,
2017-02-01 21:00:00,USD,Low,ISM Manufacturing Prices,69.0,66.0,65.5,-73.0,-12.0,-12.0,
2017-02-01 21:00:00,USD,Low,Wards Total Vehicle Sales,17.5M,17.5M,18.1M,-73.0,-12.0,-12.0,
2017-02-01 21:30:00,USD,High,Crude Oil Inventories,6.5M,2.6M,2.8M,-73.0,-23.0,10.0,
2017-02-01 21:30:00,USD,Low,Total Vehicle Sales,17.6M,17.9M,18.4M,-73.0,-23.0,10.0,
2017-02-02 01:00:00,USD,High,Federal Funds Rate,<0.75%,<0.75%,<0.75%,97.0,-18.0,-7.0,
2017-02-02 14:00:00,EUR,Medium,Spanish Unemployment Change,57.3K,60.2K,-86.8K,97.0,20.0,18.0,
2017-02-02 16:00:00,EUR,Low,PPI m/m,0.7%,0.5%,0.3%,97.0,-13.0,-12.0,
2017-02-02 19:30:00,USD,High,Unemployment Claims,246K,251K,260K,97.0,-12.0,-12.0,
2017-02-02 19:30:00,USD,Medium,Prelim Nonfarm Productivity q/q,1.3%,1.0%,3.1%,97.0,-12.0,-12.0,
2017-02-02 19:30:00,USD,Medium,Prelim Unit Labor Costs q/q,1.7%,2.3%,0.7%,97.0,-12.0,-12.0,
2017-02-02 21:30:00,USD,Low,Natural Gas Storage,-87B,-82B,-119B,97.0,16.0,10.0,
2017-02-03 14:15:00,EUR,Low,Spanish Services PMI,54.2,54.7,55.0,-91.0,10.0,9.0,
2017-02-03 14:45:00,EUR,Low,Italian Services PMI,52.4,52.6,52.3,-91.0,-18.0,-10.0,
2017-02-03 14:50:00,EUR,Low,French Final Services PMI,54.1,53.9,53.9,-91.0,-16.0,-8.0,
2017-02-03 14:55:00,EUR,Low,German Final Services PMI,53.4,53.2,53.2,-91.0,-16.0,-8.0,
2017-02-03 15:00:00,EUR,Low,Final Services PMI,53.7,53.6,53.6,-91.0,-21.0,-11.0,
2017-02-03 16:00:00,EUR,Low,Italian Prelim CPI m/m,0.2%,0.2%,0.4%,-91.0,10.0,6.0,
2017-02-03 16:00:00,EUR,Low,Retail Sales m/m,-0.3%,0.3%,-0.6%,-91.0,10.0,6.0,
2017-02-03 19:30:00,USD,High,Average Hourly Earnings m/m,0.1%,0.3%,0.2%,-91.0,-12.0,-9.0,
2017-02-03 19:30:00,USD,High,Non-Farm Employment Change,227K,170K,157K,-91.0,-12.0,-9.0,
2017-02-03 19:30:00,USD,High,Unemployment Rate,4.8%,4.7%,4.7%,-91.0,-12.0,-9.0,
2017-02-03 20:45:00,USD,Low,Final Services PMI,55.6,55.1,55.1,-91.0,37.0,37.0,
2017-02-03 21:00:00,USD,High,ISM Services PMI,56.5,57.0,57.2,-91.0,26.0,26.0,
2017-02-03 21:00:00,USD,Medium,Factory Orders m/m,1.3%,1.5%,-2.3%,-91.0,26.0,26.0,
2017-02-06 13:00:00,EUR,Medium,German Factory Orders m/m,5.2%,0.6%,-3.6%,-93.0,-10.0,-6.0,
2017-02-06 15:30:00,EUR,Low,Sentix Investor Confidence,17.4,16.7,18.2,-93.0,12.0,8.0,
2017-02-07 13:00:00,EUR,Low,German Industrial Production m/m,-3.0%,0.2%,0.5%,-99.0,-22.0,-18.0,
2017-02-07 13:45:00,EUR,Low,French Trade Balance,-3.4B,-4.2B,-4.4B,-99.0,-18.0,8.0,
2017-02-07 19:30:00,USD,Medium,Trade Balance,-44.3B,-45.0B,-45.7B,-99.0,-22.0,11.0,
2017-02-07 21:00:00,USD,Medium,JOLTS Job Openings,5.50M,5.56M,5.51M,-99.0,-11.0,-11.0,
2017-02-07 21:00:00,USD,Low,IBD/TIPP Economic Optimism,56.4,56.2,55.6,-99.0,-11.0,-11.0,
2017-02-08 02:00:00,USD,Low,Consumer Credit m/m,14.2B,20.3B,25.2B,-73.0,-7.0,-6.0,
2017-02-08 21:30:00,USD,High,Crude Oil Inventories,13.8M,2.7M,6.5M,-73.0,23.0,23.0,
2017-02-09 13:00:00,EUR,Low,German Trade Balance,18.4B,23.2B,21.8B,-56.0,-12.0,4.0,
2017-02-09 19:30:00,USD,High,Unemployment Claims,234K,249K,246K,-56.0,18.0,9.0,
2017-02-09 21:00:00,USD,Low,Final Wholesale Inventories m/m,1.0%,1.0%,1.0%,-56.0,-32.0,12.0,
2017-02-09 21:30:00,USD,Low,Natural Gas Storage,-152B,-155B,-87B,-56.0,-37.0,-32.0,
2017-02-10 13:45:00,EUR,Low,French Industrial Production m/m,-0.9%,-0.6%,2.4%,-60.0,12.0,8.0,
2017-02-10 13:45:00,EUR,Low,French Prelim Private Payrolls q/q,0.4%,0.3%,0.3%,-60.0,12.0,8.0,
2017-02-10 15:00:00,EUR,Low,Italian Industrial Production m/m,1.4%,0.1%,0.8%,-60.0,9.0,9.0,
2017-02-10 19:30:00,USD,Medium,Import Prices m/m,0.4%,0.4%,0.5%,-60.0,-13.0,-11.0,
2017-02-10 21:00:00,USD,High,Prelim UoM Consumer Sentiment,95.7,97.9,98.5,-60.0,-16.0,-15.0,
2017-02-11 01:00:00,USD,Low,Federal Budget Balance,51.3B,29.7B,-27.5B,-27.0,25.0,19.0,
2017-02-13 13:00:00,EUR,Low,German WPI m/m,0.8%,0.3%,1.2%,-66.0,8.0,7.0,
2017-02-14 13:00:00,EUR,Medium,German Prelim GDP q/q,0.4%,0.5%,0.2%,-72.0,-9.0,-7.0,
2017-02-14 13:00:00,EUR,Low,German Final CPI m/m,-0.6%,-0.6%,-0.6%,-72.0,-9.0,-7.0,
2017-02-14 15:00:00,EUR,Low,Italian Prelim GDP q/q,0.2%,0.3%,0.3%,-72.0,26.0,22.0,
2017-02-14 16:00:00,EUR,Medium,Flash GDP q/q,0.4%,0.5%,0.5%,-72.0,-18.0,-14.0,
2017-02-14 16:00:00,EUR,Medium,German ZEW Economic Sentiment,10.4,15.1,16.6,-72.0,-18.0,-14.0,
2017-02-14 16:00:00,EUR,Low,Industrial Production m/m,-1.6%,-1.4%,1.5%,-72.0,-18.0,-14.0,
2017-02-14 16:00:00,EUR,Low,ZEW Economic Sentiment,17.1,22.3,23.2,-72.0,-18.0,-14.0,
2017-02-14 16:59:00,USD,Low,NFIB Small Business Index,105.9,105.1,105.8,-72.0,-13.0,-10.0,
2017-02-14 19:30:00,USD,High,PPI m/m,0.6%,0.3%,0.3%,-72.0,-10.0,-7.0,
2017-02-14 19:30:00,USD,Medium,Core PPI m/m,0.4%,0.2%,0.2%,-72.0,-10.0,-7.0,
2017-02-15 16:00:00,EUR,Low,Trade Balance,24.5B,22.5B,22.2B,-87.0,-15.0,-12.0,
2017-02-15 19:30:00,USD,High,CPI m/m,0.6%,0.3%,0.3%,-87.0,-10.0,-9.0,
2017-02-15 19:30:00,USD,High,Core CPI m/m,0.3%,0.2%,0.2%,-87.0,-10.0,-9.0,
2017-02-15 19:30:00,USD,High,Core Retail Sales m/m,0.8%,0.4%,0.4%,-87.0,-10.0,-9.0,
2017-02-15 19:30:00,USD,High,Retail Sales m/m,0.4%,0.1%,1.0%,-87.0,-10.0,-9.0,
2017-02-15 19:30:00,USD,Medium,Empire State Manufacturing Index,18.7,7.2,6.5,-87.0,-10.0,-9.0,
2017-02-15 20:15:00,USD,Medium,Capacity Utilization Rate,75.3%,75.6%,75.6%,-87.0,-37.0,-37.0,
2017-02-15 20:15:00,USD,Medium,Industrial Production m/m,-0.3%,0.1%,0.6%,-87.0,-37.0,-37.0,
2017-02-15 21:00:00,USD,Low,Business Inventories m/m,0.4%,0.5%,0.8%,-87.0,33.0,17.0,
2017-02-15 21:00:00,USD,Low,NAHB Housing Market Index,65,68,67,-87.0,33.0,17.0,
2017-02-15 21:30:00,USD,High,Crude Oil Inventories,9.5M,3.7M,13.8M,-87.0,44.0,29.0,
2017-02-16 03:00:00,USD,Low,TIC Long-Term Purchases,-12.9B,19.1B,34.4B,98.0,16.0,9.0,
2017-02-16 15:00:00,EUR,Low,Italian Trade Balance,5.80B,4.00B,4.19B,98.0,27.0,27.0,
2017-02-16 19:30:00,USD,High,Building Permits,1.29M,1.23M,1.23M,98.0,-25.0,-14.0,
2017-02-16 19:30:00,USD,High,Philly Fed Manufacturing Index,43.3,18.5,23.6,98.0,-25.0,-14.0,
2017-02-16 19:30:00,USD,High,Unemployment Claims,239K,243K,234K,98.0,-25.0,-14.0,
2017-02-16 19:30:00,USD,Medium,Housing Starts,1.25M,1.23M,1.28M,98.0,-25.0,-14.0,
2017-02-16 21:30:00,USD,Low,Natural Gas Storage,-114B,-130B,-152B,98.0,23.0,15.0,
2017-02-17 15:00:00,EUR,Low,Current Account,31.0B,28.7B,36.4B,-65.0,-18.0,-18.0,
2017-02-17 21:00:00,USD,Low,CB Leading Index m/m,0.6%,0.5%,0.5%,-65.0,22.0,9.0,
2017-02-20 13:00:00,EUR,Low,German PPI m/m,0.7%,0.3%,0.4%,-27.0,-10.0,-10.0,
2017-02-20 21:00:00,EUR,Low,Consumer Confidence,-6,-5,-5,-27.0,-11.0,-10.0,
2017-02-21 13:45:00,EUR,Low,French Final CPI m/m,-0.2%,-0.2%,-0.2%,-95.0,-14.0,-5.0,
2017-02-21 14:00:00,EUR,Medium,French Flash Manufacturing PMI,52.3,53.5,53.6,-95.0,-14.0,-14.0,
2017-02-21 14:00:00,EUR,Medium,French Flash Services PMI,56.7,53.8,54.1,-95.0,-14.0,-14.0,
2017-02-21 14:30:00,EUR,Medium,German Flash Manufacturing PMI,57.0,56.2,56.4,-95.0,-15.0,5.0,
2017-02-21 14:30:00,EUR,Medium,German Flash Services PMI,54.4,53.6,53.4,-95.0,-15.0,5.0,
2017-02-21 15:00:00,EUR,Medium,Flash Manufacturing PMI,55.5,55.0,55.2,-95.0,-19.0,-12.0,
2017-02-21 15:00:00,EUR,Medium,Flash Services PMI,55.6,53.7,53.7,-95.0,-19.0,-12.0,
2017-02-21 20:45:00,USD,Low,Flash Manufacturing PMI,54.3,54.7,55.0,-95.0,-15.0,7.0,
2017-02-21 20:45:00,USD,Low,Flash Services PMI,53.9,55.8,55.6,-95.0,-15.0,7.0,
