Time,Currency,Impact,Event,Actual,Forecast,Previous,EffectDay,Effect60,Effect30,Effect15
2018-01-08 13:00:00,EUR,Low,German Factory Orders m/m,-0.4%,0.1%,0.7%,-93.0,-10.0,5.0,
2018-01-08 15:30:00,EUR,Low,Sentix Investor Confidence,32.9,31.5,31.1,-93.0,-14.0,-14.0,
2018-01-08 16:00:00,EUR,Low,Retail Sales m/m,1.5%,1.4%,-1.1%,-93.0,-7.0,-7.0,
2018-01-09 02:00:00,USD,Low,Consumer Credit m/m,28.0B,17.8B,20.5B,-63.0,-10.0,-7.0,
2018-01-09 13:00:00,EUR,Low,German Industrial Production m/m,3.4%,1.9%,-1.2%,-63.0,-14.0,-5.0,
2018-01-09 13:00:00,EUR,Low,German Trade Balance,22.3B,20.7B,19.9B,-63.0,-14.0,-5.0,
2018-01-09 13:45:00,EUR,Low,French Trade Balance,-5.7B,-4.8B,-5.3B,-63.0,17.0,17.0,
2018-01-09 15:00:00,EUR,Low,Italian Monthly Unemployment Rate,11.0%,11.0%,11.1%,-63.0,-20.0,-13.0,
2018-01-09 16:00:00,EUR,Low,Unemployment Rate,8.7%,8.7%,8.8%,-63.0,14.0,14.0,
2018-01-09 17:00:00,USD,Low,NFIB Small Business Index,104.9,108.4,107.5,-63.0,-14.0,-14.0,
2018-01-09 21:00:00,USD,Low,JOLTS Job Openings,5.88M,6.05M,5.93M,-63.0,16.0,13.0,
2018-01-10 13:45:00,EUR,Low,French Industrial Production m/m,-0.5%,-0.4%,1.7%,101.0,21.0,12.0,
2018-01-10 19:30:00,USD,Medium,Import Prices m/m,0.1%,0.4%,0.8%,101.0,-24.0,-18.0,
2018-01-10 21:00:00,USD,Low,Final Wholesale Inventories m/m,0.8%,0.7%,0.7%,101.0,-34.0,13.0,
2018-01-10 21:30:00,USD,High,Crude Oil Inventories,-4.9M,-3.9M,-7.4M,101.0,-23.0,-23.0,
2018-01-11 15:03:00,EUR,Low,Italian Retail Sales m/m,1.1%,0.8%,-1.0%,130.0,-13.0,-13.0,
2018-01-11 16:00:00,EUR,Low,Industrial Production m/m,1.0%,0.8%,0.4%,130.0,16.0,14.0,
2018-01-11 19:30:00,USD,High,PPI m/m,-0.1%,0.2%,0.4%,130.0,90.0,76.0,
2018-01-11 19:30:00,USD,Medium,Core PPI m/m,-0.1%,0.2%,0.3%,130.0,90.0,76.0,
2018-01-11 19:30:00,USD,Medium,Unemployment Claims,261K,246K,250K,130.0,90.0,76.0,
2018-01-11 21:30:00,USD,Low,Natural Gas Storage,-359B,-318B,-206B,130.0,27.0,17.0,
2018-01-12 01:00:00,USD,Low,Federal Budget Balance,-23.2B,-34.5B,-138.5B,128.0,17.0,15.0,
2018-01-12 13:45:00,EUR,Low,French Final CPI m/m,0.3%,0.3%,0.3%,128.0,32.0,17.0,
2018-01-12 15:00:00,EUR,Low,Italian Industrial Production m/m,0.0%,0.6%,0.6%,128.0,68.0,23.0,
2018-01-12 19:30:00,USD,High,CPI m/m,0.1%,0.1%,0.4%,128.0,18.0,14.0,
2018-01-12 19:30:00,USD,High,Core CPI m/m,0.3%,0.2%,0.1%,128.0,18.0,14.0,
2018-01-12 19:30:00,USD,High,Core Retail Sales m/m,0.4%,0.3%,1.3%,128.0,18.0,14.0,
2018-01-12 19:30:00,USD,High,Retail Sales m/m,0.4%,0.5%,0.9%,128.0,18.0,14.0,
2018-01-12 20:59:00,USD,Low,IBD/TIPP Economic Optimism,55.1,52.3,51.9,128.0,37.0,32.0,
2018-01-12 21:00:00,USD,Low,Business Inventories m/m,0.4%,0.4%,0.0%,128.0,37.0,37.0,
2018-01-15 16:00:00,EUR,Low,Trade Balance,22.5B,22.4B,19.0B,109.0,40.0,16.0,
2018-01-16 13:00:00,EUR,Low,German Final CPI m/m,0.6%,0.6%,0.6%,-93.0,24.0,10.0,
2018-01-16 13:00:00,EUR,Low,German WPI m/m,-0.3%,0.3%,0.5%,-93.0,24.0,10.0,
2018-01-16 16:07:00,EUR,Low,Italian Trade Balance,4.83B,5.22B,4.99B,-93.0,-19.0,-19.0,
2018-01-16 19:30:00,USD,Medium,Empire State Manufacturing Index,17.7,18.5,18.0,-93.0,-20.0,11.0,
2018-01-17 16:00:00,EUR,Medium,Final CPI y/y,1.4%,1.4%,1.5%,126.0,27.0,21.0,
2018-01-17 16:00:00,EUR,Low,Final Core CPI y/y,0.9%,0.9%,0.9%,126.0,27.0,21.0,
2018-01-17 20:15:00,USD,Medium,Capacity Utilization Rate,77.9%,77.3%,77.2%,126.0,23.0,21.0,
2018-01-17 20:15:00,USD,Medium,Industrial Production m/m,0.9%,0.4%,-0.1%,126.0,23.0,21.0,
2018-01-17 21:00:00,USD,Low,NAHB Housing Market Index,72,73,74,126.0,17.0,15.0,
2018-01-18 03:00:00,USD,Low,TIC Long-Term Purchases,57.5B,50.1B,26.2B,-123.0,-29.0,-24.0,
2018-01-18 19:30:00,USD,High,Building Permits,1.30M,1.29M,1.30M,-123.0,-25.0,-18.0,
2018-01-18 19:30:00,USD,Medium,Housing Starts,1.19M,1.28M,1.30M,-123.0,-25.0,-18.0,
2018-01-18 19:30:00,USD,Medium,Philly Fed Manufacturing Index,22.2,24.9,26.2,-123.0,-25.0,-18.0,
2018-01-18 19:30:00,USD,Medium,Unemployment Claims,220K,250K,261K,-123.0,-25.0,-18.0,
2018-01-18 21:30:00,USD,Low,Natural Gas Storage,-183B,-201B,-359B,-123.0,22.0,22.0,
2018-01-18 22:00:00,USD,High,Crude Oil Inventories,-6.9M,-1.4M,-4.9M,-123.0,-30.0,-11.0,
2018-01-19 13:00:00,EUR,Low,German PPI m/m,0.2%,0.2%,0.1%,76.0,11.0,10.0,
2018-01-19 15:00:00,EUR,Low,Current Account,32.5B,31.3B,30.3B,76.0,22.0,-16.0,
2018-01-19 21:00:00,USD,Medium,Prelim UoM Consumer Sentiment,94.4,97.0,95.9,76.0,-22.0,-17.0,
2018-01-23 16:00:00,EUR,Medium,German ZEW Economic Sentiment,20.4,17.8,17.4,83.0,-14.0,-9.0,
2018-01-23 16:00:00,EUR,Low,ZEW Economic Sentiment,31.8,29.7,29.0,83.0,-14.0,-9.0,
2018-01-23 20:59:00,USD,Low,Richmond Manufacturing Index,14,19,20,83.0,32.0,-13.0,
2018-01-23 21:00:00,EUR,Low,Consumer Confidence,1,1,1,83.0,32.0,-13.0,
2018-01-24 14:00:00,EUR,Medium,French Flash Manufacturing PMI,58.1,58.7,58.8,127.0,17.0,15.0,
2018-01-24 14:00:00,EUR,Medium,French Flash Services PMI,59.3,58.9,59.1,127.0,17.0,15.0,
2018-01-24 14:30:00,EUR,Medium,German Flash Manufacturing PMI,61.2,63.2,63.3,127.0,23.0,-12.0,
2018-01-24 14:30:00,EUR,Medium,German Flash Services PMI,57.0,55.6,55.8,127.0,23.0,-12.0,
2018-01-24 15:00:00,EUR,Medium,Flash Manufacturing PMI,59.6,60.4,60.6,127.0,33.0,19.0,
2018-01-24 15:00:00,EUR,Medium,Flash Services PMI,57.6,56.5,56.6,127.0,33.0,19.0,
2018-01-24 20:00:00,USD,Low,HPI m/m,0.4%,0.4%,0.6%,127.0,29.0,28.0,
2018-01-24 20:45:00,USD,Low,Flash Manufacturing PMI,55.5,55.2,55.1,127.0,42.0,28.0,
2018-01-24 20:45:00,USD,Low,Flash Services PMI,53.3,54.5,53.7,127.0,42.0,28.0,
2018-01-24 21:00:00,USD,Medium,Existing Home Sales,5.57M,5.72M,5.78M,127.0,33.0,20.0,
2018-01-24 21:30:00,USD,High,Crude Oil Inventories,-1.1M,-1.0M,-6.9M,127.0,24.0,18.0,
2018-01-25 13:00:00,EUR,Low,German GfK Consumer Climate,11.0,10.8,10.8,155.0,-37.0,14.0,
2018-01-25 14:00:00,EUR,Medium,Spanish Unemployment Rate,16.6%,16.1%,16.4%,155.0,-33.0,-25.0,
2018-01-25 15:00:00,EUR,Medium,German ifo Business Climate,117.6,117.1,117.2,155.0,-30.0,-16.0,
2018-01-25 18:45:00,EUR,High,Main Refinancing Rate,0.00%,0.00%,0.00%,155.0,18.0,-9.0,
2018-01-25 19:30:00,USD,Medium,Unemployment Claims,233K,239K,216K,155.0,-26.0,-18.0,
2018-01-25 20:00:00,EUR,Low,Belgian NBB Business Climate,1.8,0.4,0.1,155.0,95.0,20.0,
2018-01-25 21:00:00,USD,Medium,New Home Sales,625K,679K,689K,155.0,75.0,71.0,
2018-01-25 21:00:00,USD,Low,CB Leading Index m/m,0.6%,0.5%,0.4%,155.0,75.0,71.0,
2018-01-25 21:30:00,USD,Low,Natural Gas Storage,-288B,-270B,-183B,155.0,60.0,-32.0,
2018-01-26 15:00:00,EUR,Medium,M3 Money Supply y/y,4.6%,4.9%,4.9%,-142.0,-38.0,29.0,
2018-01-26 15:00:00,EUR,Low,Private Loans y/y,2.8%,2.9%,2.8%,-142.0,-38.0,29.0,
2018-01-26 19:30:00,USD,High,Advance GDP q/q,2.6%,3.0%,3.2%,-142.0,-18.0,-11.0,
2018-01-26 19:30:00,USD,High,Core Durable Goods Orders m/m,0.6%,0.5%,0.3%,-142.0,-18.0,-11.0,
2018-01-26 19:30:00,USD,Medium,Advance GDP Price Index q/q,2.4%,2.3%,2.1%,-142.0,-18.0,-11.0,
2018-01-26 19:30:00,USD,Medium,Durable Goods Orders m/m,2.9%,0.9%,1.7%,-142.0,-18.0,-11.0,
2018-01-26 19:30:00,USD,Low,Goods Trade Balance,-71.6B,-68.6B,-70.0B,-142.0,-18.0,-11.0,
2018-01-26 19:30:00,USD,Low,Prelim Wholesale Inventories m/m,0.2%,0.4%,0.8%,-142.0,-18.0,-11.0,
2018-01-29 13:00:00,EUR,Low,German Import Prices m/m,0.3%,0.3%,0.8%,-96.0,22.0,16.0,
2018-01-29 19:30:00,USD,Medium,Core PCE Price Index m/m,0.2%,0.2%,0.1%,-96.0,-16.0,-10.0,
2018-01-29 19:30:00,USD,Medium,Personal Spending m/m,0.4%,0.5%,0.8%,-96.0,-16.0,-10.0,
2018-01-29 19:30:00,USD,Low,Personal Income m/m,0.4%,0.3%,0.3%,-96.0,-16.0,-10.0,
2018-01-30 12:30:00,EUR,Low,French Flash GDP q/q,0.6%,0.5%,0.6%,119.0,-17.0,-13.0,
2018-01-30 13:00:00,EUR,Medium,German Prelim CPI m/m,-0.7%,-0.5%,0.6%,119.0,-19.0,-10.0,
2018-01-30 13:45:00,EUR,Low,French Consumer Spending m/m,-1.2%,0.4%,3.0%,119.0,-24.0,-13.0,
2018-01-30 14:00:00,EUR,Medium,Spanish Flash GDP q/q,0.7%,0.7%,0.8%,119.0,23.0,16.0,
2018-01-30 16:00:00,EUR,Medium,Prelim Flash GDP q/q,0.6%,0.6%,0.6%,119.0,30.0,16.0,
2018-01-30 20:00:00,USD,Low,S&P/CS Composite-20 HPI y/y,6.4%,6.3%,6.3%,119.0,-45.0,-33.0,
2018-01-30 21:00:00,USD,High,CB Consumer Confidence,125.4,123.2,123.1,119.0,-23.0,17.0,
2018-01-31 13:00:00,EUR,Medium,German Retail Sales m/m,-1.9%,-0.3%,1.9%,91.0,17.0,10.0,
2018-01-31 13:45:00,EUR,Low,French Prelim CPI m/m,-0.1%,-0.3%,0.3%,91.0,-20.0,-16.0,
2018-01-31 14:00:00,EUR,Medium,Spanish Flash CPI y/y,0.5%,0.9%,1.1%,91.0,-28.0,-15.0,
2018-01-31 14:55:00,EUR,Low,German Unemployment Change,-25K,-16K,-30K,91.0,-31.0,-20.0,
2018-01-31 15:00:00,EUR,Low,Italian Monthly Unemployment Rate,10.8%,10.9%,10.9%,91.0,-26.0,-14.0,
2018-01-31 16:00:00,EUR,High,CPI Flash Estimate y/y,1.3%,1.3%,1.4%,91.0,23.0,13.0,
2018-01-31 16:00:00,EUR,Medium,Core CPI Flash Estimate y/y,1.0%,1.0%,0.9%,91.0,23.0,13.0,
2018-01-31 16:00:00,EUR,Low,Unemployment Rate,8.7%,8.7%,8.7%,91.0,23.0,13.0,
2018-01-31 19:15:00,USD,High,ADP Non-Farm Employment Change,234K,186K,242K,91.0,14.0,-7.0,
2018-01-31 19:30:00,USD,Medium,Employment Cost Index q/q,0.6%,0.6%,0.7%,91.0,14.0,14.0,
2018-01-31 20:45:00,USD,Medium,Chicago PMI,65.7,64.2,67.6,91.0,-25.0,-25.0,
2018-01-31 21:00:00,USD,Medium,Pending Home Sales m/m,0.5%,0.5%,0.3%,91.0,-21.0,-21.0,
2018-01-31 21:30:00,USD,High,Crude Oil Inventories,6.8M,0.1M,-1.1M,91.0,19.0,12.0,
2018-02-01 01:00:00,USD,High,Federal Funds Rate,<1.50%,<1.50%,<1.50%,103.0,14.0,-9.0,
2018-02-01 14:15:00,EUR,Low,Spanish Manufacturing PMI,55.2,55.7,55.8,103.0,47.0,17.0,
2018-02-01 14:45:00,EUR,Low,Italian Manufacturing PMI,59.0,57.7,57.4,103.0,46.0,40.0,
2018-02-01 14:50:00,EUR,Low,French Final Manufacturing PMI,58.4,58.1,58.1,103.0,46.0,41.0,
2018-02-01 14:55:00,EUR,Low,German Final Manufacturing PMI,61.1,61.2,61.2,103.0,45.0,40.0,
2018-02-01 15:00:00,EUR,Low,Final Manufacturing PMI,59.6,59.6,59.6,103.0,37.0,32.0,
2018-02-01 19:30:00,USD,Medium,Prelim Nonfarm Productivity q/q,-0.1%,0.8%,2.7%,103.0,21.0,19.0,
2018-02-01 19:30:00,USD,Medium,Prelim Unit Labor Costs q/q,2.0%,0.9%,-0.2%,103.0,21.0,19.0,
2018-02-01 19:30:00,USD,Medium,Unemployment Claims,230K,237K,231K,103.0,21.0,19.0,
2018-02-01 20:45:00,USD,Low,Final Manufacturing PMI,55.5,55.5,55.5,103.0,-23.0,-15.0,
2018-02-01 21:00:00,USD,High,ISM Manufacturing PMI,59.1,58.7,59.7,103.0,-16.0,-11.0,
2018-02-01 21:00:00,USD,Low,Construction Spending m/m,0.7%,0.4%,0.6%,103.0,-16.0,-11.0,
2018-02-01 21:00:00,USD,Low,ISM Manufacturing Prices,72.7,68.3,69.0,103.0,-16.0,-11.0,
2018-02-01 21:00:00,USD,Low,Wards Total Vehicle Sales,17.1M,17.2M,17.8M,103.0,-16.0,-11.0,
2018-02-01 21:30:00,USD,Low,Natural Gas Storage,-99B,-102B,-288B,103.0,-22.0,16.0,
2018-02-01 21:30:00,USD,Low,Total Vehicle Sales,17.2M,17.2M,17.9M,103.0,-22.0,16.0,
2018-02-02 14:00:00,EUR,Medium,Spanish Unemployment Change,63.7K,50.3K,-61.5K,-113.0,20.0,19.0,
2018-02-02 16:00:00,EUR,Low,PPI m/m,0.2%,0.3%,0.6%,-113.0,-15.0,-10.0,
2018-02-02 16:00:00,EUR,Low,Italian Prelim CPI m/m,0.2%,0.3%,0.4%,-113.0,-15.0,-10.0,
2018-02-02 19:30:00,USD,High,Average Hourly Earnings m/m,0.3%,0.2%,0.4%,-113.0,11.0,8.0,
2018-02-02 19:30:00,USD,High,Non-Farm Employment Change,200K,181K,160K,-113.0,11.0,8.0,
2018-02-02 19:30:00,USD,High,Unemployment Rate,4.1%,4.1%,4.1%,-113.0,11.0,8.0,
2018-02-02 21:00:00,USD,Medium,Revised UoM Consumer Sentiment,95.7,95.0,94.4,-113.0,-33.0,24.0,
2018-02-02 21:00:00,USD,Low,Factory Orders m/m,1.7%,1.5%,1.7%,-113.0,-33.0,24.0,
2018-02-05 14:15:00,EUR,Low,Spanish Services PMI,56.9,55.2,54.6,76.0,-20.0,-15.0,
2018-02-05 14:45:00,EUR,Low,Italian Services PMI,57.7,56.1,55.4,76.0,-21.0,-12.0,
2018-02-05 14:50:00,EUR,Low,French Final Services PMI,59.2,59.3,59.3,76.0,27.0,12.0,
2018-02-05 14:55:00,EUR,Low,German Final Services PMI,57.3,57.0,57.0,76.0,29.0,13.0,
2018-02-05 15:00:00,EUR,Low,Final Services PMI,58.0,57.6,57.6,76.0,28.0,16.0,
2018-02-05 15:30:00,EUR,Low,Sentix Investor Confidence,31.9,33.2,32.9,76.0,24.0,17.0,
2018-02-05 16:00:00,EUR,Low,Retail Sales m/m,-1.1%,-1.1%,2.0%,76.0,20.0,18.0,
2018-02-05 20:45:00,USD,Low,Final Services PMI,53.3,53.3,53.3,76.0,-48.0,-41.0,
2018-02-05 21:00:00,USD,High,ISM Services PMI,59.9,56.5,55.9,76.0,-38.0,-30.0,
2018-02-06 13:00:00,EUR,Low,German Factory Orders m/m,3.8%,0.6%,-0.1%,-118.0,18.0,11.0,
2018-02-06 19:30:00,USD,Low,Trade Balance,-53.1B,-52.1B,-50.4B,-118.0,-35.0,-24.0,
2018-02-06 21:00:00,USD,Low,JOLTS Job Openings,5.81M,5.95M,5.98M,-118.0,-31.0,23.0,
2018-02-06 21:01:00,USD,Low,IBD/TIPP Economic Optimism,56.7,55.4,55.1,-118.0,31.0,23.0,
2018-02-07 13:00:00,EUR,Low,German Industrial Production m/m,-0.6%,-0.7%,3.1%,-128.0,-21.0,-14.0,
2018-02-07 13:45:00,EUR,Low,French Trade Balance,-3.5B,-4.8B,-5.6B,-128.0,20.0,15.0,
2018-02-07 15:03:00,EUR,Low,Italian Retail Sales m/m,-0.3%,-0.1%,0.9%,-128.0,26.0,-14.0,
2018-02-07 21:30:00,USD,High,Crude Oil Inventories,1.9M,3.2M,6.8M,-128.0,-30.0,12.0,
2018-02-08 02:00:00,USD,Low,Consumer Credit m/m,18.4B,19.9B,31.0B,-83.0,28.0,22.0,
2018-02-08 13:00:00,EUR,Low,German Trade Balance,21.4B,21.5B,22.3B,-83.0,-20.0,10.0,
2018-02-08 19:30:00,USD,Medium,Unemployment Claims,221K,232K,230K,-83.0,60.0,-25.0,
2018-02-08 21:30:00,USD,Low,Natural Gas Storage,-119B,-116B,-99B,-83.0,-39.0,-16.0,
2018-02-09 13:45:00,EUR,Low,French Industrial Production m/m,0.5%,0.1%,-0.3%,62.0,20.0,20.0,
2018-02-09 15:00:00,EUR,Low,Italian Industrial Production m/m,1.6%,0.7%,0.2%,62.0,-25.0,-25.0,
2018-02-09 21:00:00,USD,Low,Final Wholesale Inventories m/m,0.4%,0.2%,0.2%,62.0,-27.0,-23.0,
2018-02-13 01:00:00,USD,Low,Federal Budget Balance,49.2B,50.2B,-23.2B,110.0,15.0,13.0,
2018-02-13 13:45:00,EUR,Low,French Prelim Private Payrolls q/q,0.3%,0.2%,0.3%,110.0,-19.0,-11.0,
2018-02-13 17:00:00,USD,Low,NFIB Small Business Index,106.9,106.2,104.9,110.0,38.0,23.0,
2018-02-14 13:00:00,EUR,Medium,German Prelim GDP q/q,0.6%,0.6%,0.8%,-140.0,-12.0,-5.0,
2018-02-14 13:00:00,EUR,Low,German Final CPI m/m,-0.7%,-0.7%,-0.7%,-140.0,-12.0,-5.0,
2018-02-14 15:00:00,EUR,Low,Italian Prelim GDP q/q,0.3%,0.4%,0.4%,-140.0,25.0,25.0,
2018-02-14 16:00:00,EUR,Medium,Flash GDP q/q,0.6%,0.6%,0.6%,-140.0,-17.0,-11.0,
2018-02-14 16:00:00,EUR,Low,Industrial Production m/m,0.4%,0.1%,1.3%,-140.0,-17.0,-11.0,
2018-02-14 19:30:00,USD,High,CPI m/m,0.5%,0.3%,0.1%,-140.0,11.0,11.0,
2018-02-14 19:30:00,USD,High,Core CPI m/m,0.3%,0.2%,0.3%,-140.0,11.0,11.0,
2018-02-14 19:30:00,USD,High,Core Retail Sales m/m,0.0%,0.5%,0.1%,-140.0,11.0,11.0,
2018-02-14 19:30:00,USD,High,Retail Sales m/m,-0.3%,0.2%,0.0%,-140.0,11.0,11.0,
2018-02-14 21:00:00,USD,Low,Business Inventories m/m,0.4%,0.3%,0.4%,-140.0,29.0,29.0,
2018-02-14 21:30:00,USD,High,Crude Oil Inventories,1.8M,2.8M,1.9M,-140.0,67.0,15.0,
2018-02-15 15:00:00,EUR,Low,Italian Trade Balance,5.25B,4.44B,4.84B,125.0,-20.0,-18.0,
2018-02-15 16:00:00,EUR,Low,Trade Balance,23.8B,22.4B,22.0B,125.0,17.0,-14.0,
2018-02-15 19:30:00,USD,High,PPI m/m,0.4%,0.4%,-0.1%,125.0,30.0,13.0,
2018-02-15 19:30:00,USD,Medium,Core PPI m/m,0.4%,0.2%,-0.1%,125.0,30.0,13.0,
2018-02-15 19:30:00,USD,Medium,Empire State Manufacturing Index,13.1,17.7,17.7,125.0,30.0,13.0,
2018-02-15 19:30:00,USD,Medium,Philly Fed Manufacturing Index,25.8,21.5,22.2,125.0,30.0,13.0,
2018-02-15 19:30:00,USD,Medium,Unemployment Claims,230K,229K,223K,125.0,30.0,13.0,
2018-02-15 20:15:00,USD,Medium,Capacity Utilization Rate,77.5%,78.0%,77.7%,125.0,-32.0,-32.0,
2018-02-15 20:15:00,USD,Medium,Industrial Production m/m,-0.1%,0.2%,0.4%,125.0,-32.0,-32.0,
2018-02-15 21:00:00,USD,Low,NAHB Housing Market Index,72,72,72,125.0,30.0,18.0,
2018-02-15 21:30:00,USD,Low,Natural Gas Storage,-194B,-193B,-119B,125.0,34.0,27.0,
2018-02-16 03:00:00,USD,Low,TIC Long-Term Purchases,27.3B,50.3B,57.5B,126.0,-6.0,-6.0,
2018-02-16 13:00:00,EUR,Low,German WPI m/m,0.9%,0.2%,-0.3%,126.0,-13.0,-7.0,
2018-02-16 19:30:00,USD,High,Building Permits,1.40M,1.29M,1.30M,126.0,26.0,15.0,
2018-02-16 19:30:00,USD,Medium,Housing Starts,1.33M,1.23M,1.21M,126.0,26.0,15.0,
2018-02-16 19:30:00,USD,Medium,Import Prices m/m,1.0%,0.6%,0.2%,126.0,26.0,15.0,
2018-02-16 21:00:00,USD,Medium,Prelim UoM Consumer Sentiment,99.9,95.4,95.7,126.0,-24.0,-24.0,
2018-02-19 15:00:00,EUR,Low,Current Account,29.9B,30.5B,35.0B,66.0,-25.0,-17.0,
2018-02-20 13:00:00,EUR,Low,German PPI m/m,0.5%,0.3%,0.2%,-96.0,-12.0,-11.0,
2018-02-20 16:00:00,EUR,Medium,German ZEW Economic Sentiment,17.8,16.0,20.4,-96.0,-21.0,-14.0,
2018-02-20 16:00:00,EUR,Low,ZEW Economic Sentiment,29.3,28.4,31.8,-96.0,-21.0,-14.0,
2018-02-20 21:00:00,EUR,Low,Consumer Confidence,0,1,1,-96.0,39.0,37.0,
2018-02-21 14:00:00,EUR,Medium,French Flash Manufacturing PMI,56.1,58.1,58.4,-58.0,-29.0,-17.0,
2018-02-21 14:00:00,EUR,Medium,French Flash Services PMI,57.9,59.1,59.2,-58.0,-29.0,-17.0,
2018-02-21 14:30:00,EUR,Medium,German Flash Manufacturing PMI,60.3,60.6,61.1,-58.0,-18.0,-14.0,
2018-02-21 14:30:00,EUR,Medium,German Flash Services PMI,55.3,56.9,57.3,-58.0,-18.0,-14.0,
2018-02-21 15:00:00,EUR,Medium,Flash Manufacturing PMI,58.5,59.2,59.6,-58.0,18.0,18.0,
2018-02-21 15:00:00,EUR,Medium,Flash Services PMI,56.7,57.7,58.0,-58.0,18.0,18.0,
2018-02-21 20:45:00,USD,Low,Flash Manufacturing PMI,55.9,55.4,55.5,-58.0,22.0,18.0,
2018-02-21 20:45:00,USD,Low,Flash Services PMI,55.9,53.8,53.3,-58.0,22.0,18.0,
2018-02-21 21:00:00,USD,Medium,Existing Home Sales,5.38M,5.61M,5.56M,-58.0,17.0,17.0,
2018-02-22 13:45:00,EUR,Low,French Final CPI m/m,-0.1%,-0.1%,-0.1%,-100.0,16.0,-11.0,
2018-02-22 15:00:00,EUR,Medium,German ifo Business Climate,115.4,117.1,117.6,-100.0,23.0,-10.0,
2018-02-22 19:30:00,USD,Medium,Unemployment Claims,222K,230K,229K,-100.0,-43.0,-38.0,
2018-02-22 19:58:00,EUR,Low,Belgian NBB Business Climate,1.9,1.5,1.8,-100.0,50.0,27.0,
2018-02-22 21:00:00,USD,Low,CB Leading Index m/m,1.0%,0.7%,0.6%,-100.0,31.0,29.0,
2018-02-22 21:30:00,USD,Low,Natural Gas Storage,-124B,-121B,-194B,-100.0,26.0,13.0,
2018-02-22 22:00:00,USD,High,Crude Oil Inventories,-1.6M,2.2M,1.8M,-100.0,36.0,23.0,
2018-02-23 13:00:00,EUR,Low,German Final GDP q/q,0.6%,0.6%,0.6%,-64.0,-21.0,7.0,
2018-02-23 16:00:00,EUR,Medium,Final CPI y/y,1.3%,1.3%,1.3%,-64.0,-15.0,-10.0,
2018-02-23 16:00:00,EUR,Low,Final Core CPI y/y,1.0%,1.0%,1.0%,-64.0,-15.0,-10.0,
2018-02-26 21:00:00,USD,Medium,New Home Sales,593K,655K,643K,77.0,17.0,14.0,
2018-02-27 23:00:00,EUR,Medium,German Prelim CPI m/m,0.5%,0.5%,-0.7%,-125.0,-16.0,-15.0,
2018-02-27 14:00:00,EUR,Medium,Spanish Flash CPI y/y,1.1%,0.9%,0.6%,-125.0,23.0,11.0,
2018-02-27 15:00:00,EUR,Medium,M3 Money Supply y/y,4.6%,4.6%,4.6%,-125.0,-20.0,-13.0,
2018-02-27 15:00:00,EUR,Low,Private Loans y/y,2.9%,2.9%,2.9%,-125.0,-20.0,-13.0,
2018-02-27 19:30:00,USD,High,Core Durable Goods Orders m/m,-0.3%,0.4%,0.7%,-125.0,-25.0,-4.0,
2018-02-27 19:30:00,USD,Medium,Durable Goods Orders m/m,-3.7%,-2.4%,2.8%,-125.0,-25.0,-4.0,
2018-02-27 19:30:00,USD,Low,Goods Trade Balance,-74.4B,-72.3B,-72.3B,-125.0,-25.0,-4.0,
2018-02-27 19:30:00,USD,Low,Prelim Wholesale Inventories m/m,0.7%,0.3%,0.4%,-125.0,-25.0,-4.0,
2018-02-27 20:00:00,USD,Low,S&P/CS Composite-20 HPI y/y,6.3%,6.3%,6.4%,-125.0,-32.0,-23.0,
2018-02-27 20:03:00,USD,Low,HPI m/m,0.3%,0.4%,0.5%,-125.0,-33.0,-26.0,
2018-02-27 21:00:00,USD,High,CB Consumer Confidence,130.8,126.2,124.3,-125.0,-27.0,18.0,
2018-02-27 21:00:00,USD,Low,Richmond Manufacturing Index,28,15,14,-125.0,-27.0,18.0,
2018-02-28 13:00:00,EUR,Low,German GfK Consumer Climate,10.8,10.8,11.0,-67.0,21.0,-11.0,
2018-02-28 13:45:00,EUR,Low,French Consumer Spending m/m,-1.9%,0.5%,-1.2%,-67.0,11.0,-9.0,
2018-02-28 13:45:00,EUR,Low,French Prelim CPI m/m,-0.1%,0.3%,-0.1%,-67.0,11.0,-9.0,
2018-02-28 13:45:00,EUR,Low,French Prelim GDP q/q,0.6%,0.6%,0.6%,-67.0,11.0,-9.0,
2018-02-28 14:55:00,EUR,Low,German Unemployment Change,-22K,-17K,-25K,-67.0,-29.0,-22.0,
2018-02-28 16:00:00,EUR,Medium,CPI Flash Estimate y/y,1.2%,1.2%,1.3%,-67.0,24.0,-20.0,
2018-02-28 16:00:00,EUR,Medium,Core CPI Flash Estimate y/y,1.0%,1.0%,1.0%,-67.0,24.0,-20.0,
2018-02-28 16:00:00,EUR,Low,Italian Prelim CPI m/m,0.1%,0.3%,0.3%,-67.0,24.0,-20.0,
2018-02-28 19:30:00,USD,High,Prelim GDP q/q,2.5%,2.5%,2.6%,-67.0,-12.0,-9.0,
2018-02-28 19:30:00,USD,Low,Prelim GDP Price Index q/q,2.3%,2.4%,2.4%,-67.0,-12.0,-9.0,
2018-02-28 20:45:00,USD,Medium,Chicago PMI,61.9,64.2,65.7,-67.0,26.0,25.0,
2018-02-28 21:00:00,USD,Medium,Pending Home Sales m/m,-4.7%,0.4%,0.0%,-67.0,-21.0,10.0,
2018-02-28 21:30:00,USD,High,Crude Oil Inventories,3.0M,2.4M,-1.6M,-67.0,-40.0,-21.0,
